year,en_ADP airs_NOUN,en_ADP vert_NOUN
1861,1.2733101684148096e-08,1.8085720512317494e-06
1862,1.0843167252971853e-08,1.7290333289565751e-06
1863,9.489779628779615e-09,1.879475803434616e-06
1864,1.3904711160250827e-08,1.927960056491429e-06
1865,7.530950973944073e-09,1.8766188532026717e-06
1866,1.0704348518686402e-08,1.5852166370677878e-06
1867,2.426405742994575e-08,2.0022700937261106e-06
1868,1.1855697756857353e-08,1.91123717740993e-06
1869,1.5627261262807224e-08,1.7766242308425717e-06
1870,8.027668307875047e-09,1.6772092976680142e-06
1871,6.37270636261178e-09,1.8056001636068686e-06
1872,1.269941263259966e-08,1.7839651036410942e-06
1873,1.496501056408306e-08,2.00710724129749e-06
1874,3.5847653734322193e-09,2.27274131248123e-06
1875,6.293679799540541e-09,1.9527572021615924e-06
1876,2.0556450763820067e-08,1.9843021163978847e-06
1877,7.421779191219002e-09,2.177055193897104e-06
1878,2.8383716710322915e-08,2.049062686637626e-06
1879,5.498392852132383e-09,1.8334085325477645e-06
1880,1.2193908105473383e-08,1.730893131934863e-06
1881,2.022027217885025e-08,1.791237195902795e-06
1882,9.983077475794744e-09,2.0105917428736575e-06
1883,7.583206784733676e-09,1.7668871805653907e-06
1884,1.9805090900604227e-08,2.1600751551886788e-06
1885,1.6114089618213256e-08,2.1077228211652255e-06
1886,1.5488312854472497e-08,2.088340806949418e-06
1887,1.8933882017790893e-08,2.005032683882746e-06
1888,6.974675947901687e-09,2.05689548238297e-06
1889,8.771191772893872e-09,2.24981067731278e-06
1890,1.1797895993481688e-08,1.8929067664430477e-06
1891,1.1473596073230397e-08,2.150024329239386e-06
1892,1.0656471260972467e-08,2.4020939690672094e-06
1893,2.3401982574000613e-08,2.3611369215359446e-06
1894,9.452309157609307e-09,2.273595328006195e-06
1895,9.027921299420427e-09,1.7742875115800416e-06
1896,1.4152869098893461e-08,1.920662271004403e-06
1897,1.6897470089816125e-08,1.9606891328294296e-06
1898,5.6583546736987955e-09,2.2288259060587734e-06
1899,1.1055156790007459e-08,1.946260454133153e-06
1900,6.748368974740515e-09,1.9658518795040436e-06
1901,2.235495566438317e-09,1.7766601558832917e-06
1902,8.838511256215043e-09,1.6729337630749797e-06
1903,1.1880484596105134e-08,1.7950331994143198e-06
1904,1.2361637935498493e-08,1.961200723599177e-06
1905,4.644683138099737e-09,1.8346498791288468e-06
1906,2.0576738091193647e-09,1.658485075495264e-06
1907,8.742833790265081e-09,1.6703954770491691e-06
1908,2.1118972570732808e-08,1.573609097249573e-06
1909,9.351672325408344e-09,1.775167447704007e-06
1910,1.2825961404061559e-08,1.6182087847482762e-06
1911,1.702519769608557e-08,1.4263922594182077e-06
1912,6.772247651554153e-09,1.5628263554390287e-06
1913,5.833288518886093e-09,1.7881681060316623e-06
1914,7.36641797560722e-09,1.5623503486494883e-06
1915,2.3561523843085297e-09,1.1556927574929432e-06
1916,1.0987462051303964e-09,1.351457854070759e-06
1917,2.1932848870420685e-09,1.2194664122944232e-06
1918,1.4932289182922887e-08,1.4863370552120614e-06
1919,1.289098744416961e-08,1.187812472380756e-06
1920,1.2872794385998532e-08,1.3819322930430644e-06
1921,2.2718242898012164e-08,1.3070562090433668e-06
1922,2.1396012073182646e-08,1.3435220580504392e-06
1923,1.9108707505210987e-08,1.4352762036651256e-06
1924,2.9650736976805092e-08,1.3123673170412076e-06
1925,2.3096173862313663e-08,1.4781551271880744e-06
1926,1.8948435376309192e-08,1.3542558008339256e-06
1927,2.0068604777989663e-08,1.3646650813825545e-06
1928,6.8556245125250825e-09,1.4831001635684515e-06
1929,1.2254447234738564e-08,1.3067697182123084e-06
1930,1.68057662230936e-08,1.2887921911897138e-06
1931,7.983749661377715e-09,1.4576045259673265e-06
1932,5.4797681947604815e-09,1.29870511500485e-06
1933,1.605892663292252e-08,1.366155856885598e-06
1934,2.3963160344919743e-09,1.347927764072665e-06
1935,4.787313656606784e-09,1.4062734408071265e-06
1936,1.2124714565686645e-08,1.3616054275189526e-06
1937,3.777335333410292e-09,1.2855531394961872e-06
1938,1.0372171566075394e-08,1.436545744581963e-06
1939,0.0,1.2724649423034862e-06
1940,2.5357829169792012e-09,1.559506472403882e-06
1941,0.0,1.8564951460575685e-06
1942,6.068423541449874e-09,1.896382400445873e-06
1943,2.0322646676618206e-08,1.556134066049708e-06
1944,6.4263723231761105e-09,1.7993842220676015e-06
1945,1.5249527862692958e-08,1.6469490446979762e-06
1946,1.3921104269343232e-08,1.738745936563646e-06
1947,7.152522574216391e-09,1.2135446922911797e-06
1948,1.6307831529616124e-08,1.3133241054674727e-06
1949,8.835307596655184e-09,1.3144974673195975e-06
1950,7.444753036267571e-09,1.3719616163143655e-06
1951,1.3859821956785368e-08,1.4627443079007207e-06
1952,1.0544803696888039e-08,1.3202094351072446e-06
1953,5.386913581872932e-09,1.460931002839061e-06
1954,7.818028890937967e-09,1.3662005358128226e-06
1955,1.2201290200408721e-08,1.352466142634512e-06
1956,1.744228317335228e-09,1.281135723729676e-06
1957,8.835037590415595e-09,1.4268586028265418e-06
1958,1.1581141212690937e-08,1.240009282810206e-06
1959,5.425523585955716e-09,1.1161076827193028e-06
1960,2.2838749558218296e-08,1.1557791594896116e-06
1961,4.863711378089164e-09,1.2590064670803258e-06
1962,8.244543714397423e-09,1.1022319768017041e-06
1963,1.6165133231993423e-08,1.4309375728771556e-06
1964,6.083968384640315e-09,1.0975478517138981e-06
1965,1.2038495811328431e-08,9.592491778676049e-07
1966,6.092982229866095e-09,9.848474746831926e-07
1967,1.5284040255636455e-08,1.0580499747447902e-06
1968,1.5719955531734442e-08,9.935012030837242e-07
1969,8.629339798282842e-09,9.437772519049759e-07
1970,1.6095537708205043e-08,7.684469665036886e-07
1971,9.762954888969944e-09,7.913131980785693e-07
1972,2.3598676068825597e-08,8.305707979161525e-07
1973,9.372446541089374e-09,9.405525815964211e-07
1974,9.563471792262135e-09,9.07404682948254e-07
1975,3.4268881066168433e-09,8.298780471704958e-07
1976,6.8562320265641574e-09,8.090353844636411e-07
1977,7.639816335114347e-09,8.392044605898263e-07
1978,1.1287123569125868e-08,8.560392075196432e-07
1979,1.1118749476679568e-08,7.683640887989895e-07
1980,6.253665585376211e-09,8.755131943871675e-07
1981,1.2018544381930951e-08,8.185261322068982e-07
1982,7.449002747961231e-09,7.312437446671538e-07
1983,1.2630632317822688e-08,8.10886604085681e-07
1984,1.0438215292118969e-08,9.452384119867929e-07
1985,7.82022557821449e-09,1.0142231303689186e-06
1986,8.392279760016663e-09,9.878912123895134e-07
1987,1.2221634038134255e-08,8.860684488354309e-07
1988,1.4991384134077634e-08,8.814934062684188e-07
1989,4.939309850016116e-09,9.516404020359914e-07
1990,8.717841171179685e-09,8.821365895528288e-07
1991,1.1722930182145319e-08,7.948146958369762e-07
1992,7.713921945651236e-09,9.493633683632652e-07
1993,8.862731548653358e-09,8.131556228363479e-07
1994,7.912389743403025e-09,8.155036539392313e-07
1995,1.3556126887692699e-08,8.985001045402896e-07
1996,4.270473752399084e-09,9.197532904181571e-07
1997,1.054876808126437e-08,8.391065193791292e-07
1998,7.629006981701991e-09,7.700528499299253e-07
1999,1.2339543165040823e-08,8.500574040226638e-07
2000,1.192868470667463e-08,7.974546747391287e-07
2001,7.0099388516098315e-09,6.764590807506465e-07
2002,1.0076809608960957e-08,7.513795026170556e-07
2003,1.2500768864498468e-08,7.229611469483643e-07
2004,1.4535811221350059e-08,8.342674391315086e-07
2005,1.1259373877692269e-08,9.435355536879797e-07
2006,1.070651389767363e-08,8.944056730797456e-07
2007,1.358123019601365e-08,9.00355644262163e-07
2008,1.021785517307805e-08,1.0481816161700408e-06
2009,3.337734755248789e-09,1.0447109843880753e-06
2010,8.9752067999882e-09,1.173862528958125e-06
2011,2.2943831279320648e-09,1.547179067529214e-06
2012,4.425528637996834e-09,1.4175308251651586e-06
2013,6.693900156395927e-09,1.2690519497482455e-06
2014,4.547434789836657e-09,1.1983573813267867e-06
2015,6.871383573248124e-09,1.2215547258165316e-06
2016,4.349813981230355e-09,1.3830336911269114e-06
2017,4.024978267347379e-09,1.1521499345690245e-06
2018,1.8070267504555204e-09,1.293831132898049e-06
2019,7.652963041060445e-09,1.2981976169612608e-06
