year,en_ADP air_NOUN,en_ADP vert_NOUN
1837,9.253994626146067e-08,1.9607336980698165e-06
1838,1.7484688585867048e-07,1.843782456489862e-06
1839,1.3143973565110656e-07,2.1659589037881233e-06
1840,1.1720227499623093e-07,1.5497452068302664e-06
1841,1.4703056194775854e-07,2.010915750361164e-06
1842,1.1739464067517247e-07,1.793790033843834e-06
1843,1.9729083622355148e-07,2.0467446120164823e-06
1844,1.5203314940315238e-07,1.9215453903598245e-06
1845,1.9419193170167048e-07,1.847613475547405e-06
1846,1.0362467706137579e-07,2.046733698080061e-06
1847,9.977463566457345e-08,1.7959434899239568e-06
1848,7.562508130831702e-08,2.1150888187548844e-06
1849,4.776266493422554e-08,2.0747431790368864e-06
1850,1.0726613819400654e-07,2.166368631151272e-06
1851,9.28719168236114e-08,1.9735282421606826e-06
1852,1.295598495154593e-07,2.2396275198843796e-06
1853,1.8632426690423642e-07,1.9175872694177087e-06
1854,1.5327209934579145e-07,1.9504525425873e-06
1855,1.645150575768639e-07,2.019820158238872e-06
1856,1.0457922500206607e-07,1.6520410781595274e-06
1857,1.649950125415245e-07,1.645068550715223e-06
1858,1.1793758891709416e-07,2.0166839931334835e-06
1859,9.522363986214089e-08,1.7216638070749468e-06
1860,2.2016254042078742e-07,1.7979178892346681e-06
1861,1.787350306092783e-07,1.8085720512317494e-06
1862,2.466820419877447e-07,1.7290333289565751e-06
1863,1.4883970733681195e-07,1.879475803434616e-06
1864,9.829192038068868e-08,1.927960056491429e-06
1865,8.425251213362017e-08,1.8766188532026717e-06
1866,1.7954111974916032e-07,1.5852166370677878e-06
1867,1.465549051005155e-07,2.0022700937261106e-06
1868,1.1262912769094413e-07,1.91123717740993e-06
1869,1.3771524309813543e-07,1.7766242308425717e-06
1870,1.2614906896857292e-07,1.6772092976680142e-06
1871,1.115223595693493e-07,1.8056001636068686e-06
1872,1.5420715726577328e-07,1.7839651036410942e-06
1873,7.302925214558442e-08,2.00710724129749e-06
1874,1.69081439682639e-07,2.27274131248123e-06
1875,1.0241533254795598e-07,1.9527572021615924e-06
1876,1.6566080840441089e-07,1.9843021163978847e-06
1877,1.0699732011509866e-07,2.177055193897104e-06
1878,1.6547102504871347e-07,2.049062686637626e-06
1879,6.659164597522249e-08,1.8334085325477645e-06
1880,1.1167052460514526e-07,1.730893131934863e-06
1881,1.1713813058422673e-07,1.791237195902795e-06
1882,1.0715170062347568e-07,2.0105917428736575e-06
1883,1.131161653233903e-07,1.7668871805653907e-06
1884,1.7296446674919252e-07,2.1600751551886788e-06
1885,1.4180398011376383e-07,2.1077228211652255e-06
1886,1.0906354014350583e-07,2.088340806949418e-06
1887,8.161155939934162e-08,2.005032683882746e-06
1888,1.0715638998348709e-07,2.05689548238297e-06
1889,8.645888804892365e-08,2.24981067731278e-06
1890,1.7238036653655087e-07,1.8929067664430477e-06
1891,2.42220368873447e-07,2.150024329239386e-06
1892,1.1847488301519604e-07,2.4020939690672094e-06
1893,1.422594238520425e-07,2.3611369215359446e-06
1894,1.9282710761459043e-07,2.273595328006195e-06
1895,1.0352017021375559e-07,1.7742875115800416e-06
1896,7.194375445385148e-08,1.920662271004403e-06
1897,1.1070755412401212e-07,1.9606891328294296e-06
1898,1.9181822974445595e-07,2.2288259060587734e-06
1899,1.0060192678906787e-07,1.946260454133153e-06
1900,1.3496738171525635e-07,1.9658518795040436e-06
1901,1.279821263411307e-07,1.7766601558832917e-06
1902,2.533706344731712e-07,1.6729337630749797e-06
1903,1.3608554705335507e-07,1.7950331994143198e-06
1904,1.4135264425618743e-07,1.961200723599177e-06
1905,1.475977098319703e-07,1.8346498791288468e-06
1906,2.052529679552606e-07,1.658485075495264e-06
1907,2.2062798410438234e-07,1.6703954770491691e-06
1908,2.3329098763902323e-07,1.573609097249573e-06
1909,3.15206349466024e-07,1.775167447704007e-06
1910,3.6340225884057276e-07,1.6182087847482762e-06
1911,3.9902805815117404e-07,1.4263922594182077e-06
1912,4.625965921434272e-07,1.5628263554390287e-06
1913,5.09087001221431e-07,1.7881681060316623e-06
1914,3.0202313938687553e-07,1.5623503486494883e-06
1915,1.8377989163820274e-07,1.1556927574929432e-06
1916,1.50528225217883e-07,1.351457854070759e-06
1917,1.381769423325352e-07,1.2194664122944232e-06
1918,2.6303800471083605e-07,1.4863370552120614e-06
1919,2.642652502382603e-07,1.187812472380756e-06
1920,2.854731246948461e-07,1.3819322930430644e-06
1921,2.6504616346123555e-07,1.3070562090433668e-06
1922,2.751969887526684e-07,1.3435220580504392e-06
1923,2.558443532585386e-07,1.4352762036651256e-06
1924,2.2947091282699006e-07,1.3123673170412076e-06
1925,3.277457034656095e-07,1.4781551271880744e-06
1926,2.920288224572687e-07,1.3542558008339256e-06
1927,2.129501930347999e-07,1.3646650813825545e-06
1928,2.31948637186008e-07,1.4831001635684515e-06
1929,2.551153110985638e-07,1.3067697182123084e-06
1930,2.468346705919444e-07,1.2887921911897138e-06
1931,4.573547949249246e-07,1.4576045259673265e-06
1932,3.9563927378694075e-07,1.29870511500485e-06
1933,3.8082598163846626e-07,1.366155856885598e-06
1934,3.774197683270586e-07,1.347927764072665e-06
1935,5.732808050495919e-07,1.4062734408071265e-06
1936,4.692264652383926e-07,1.3616054275189526e-06
1937,4.293571240765459e-07,1.2855531394961872e-06
1938,4.2914859399445504e-07,1.436545744581963e-06
1939,4.909389987872714e-07,1.2724649423034862e-06
1940,6.187310546135194e-07,1.559506472403882e-06
1941,4.574829119974311e-07,1.8564951460575685e-06
1942,4.247896423503761e-07,1.896382400445873e-06
1943,9.929064368474627e-07,1.556134066049708e-06
1944,4.6269882147953467e-07,1.7993842220676015e-06
1945,9.389352637612092e-07,1.6469490446979762e-06
1946,4.134568101221703e-07,1.738745936563646e-06
1947,5.161737379744125e-07,1.2135446922911797e-06
1948,4.435730192042797e-07,1.3133241054674727e-06
1949,4.7317980900185574e-07,1.3144974673195975e-06
1950,5.221962715573625e-07,1.3719616163143655e-06
1951,4.659032604159563e-07,1.4627443079007207e-06
1952,5.388395063476992e-07,1.3202094351072446e-06
1953,5.289949411846351e-07,1.460931002839061e-06
1954,6.74304979852991e-07,1.3662005358128226e-06
1955,5.406109884198429e-07,1.352466142634512e-06
1956,5.843164938568179e-07,1.281135723729676e-06
1957,5.009466179650701e-07,1.4268586028265418e-06
1958,6.444077458311881e-07,1.240009282810206e-06
1959,4.7512084933032384e-07,1.1161076827193028e-06
1960,5.294437523950535e-07,1.1557791594896116e-06
1961,4.3703921681625957e-07,1.2590064670803258e-06
1962,4.7564672556177356e-07,1.1022319768017041e-06
1963,4.4615768057809646e-07,1.4309375728771556e-06
1964,4.7637472228023725e-07,1.0975478517138981e-06
1965,4.5801002546141945e-07,9.592491778676049e-07
1966,5.383980679063427e-07,9.848474746831926e-07
1967,5.166991521310393e-07,1.0580499747447902e-06
1968,4.051256959902716e-07,9.935012030837242e-07
1969,4.514507359054676e-07,9.437772519049759e-07
1970,3.7893495408169997e-07,7.684469665036886e-07
1971,4.3933299265219716e-07,7.913131980785693e-07
1972,3.729616903092037e-07,8.305707979161525e-07
1973,4.1018235097389777e-07,9.405525815964211e-07
1974,4.0672883683257055e-07,9.07404682948254e-07
1975,4.1065541767082436e-07,8.298780471704958e-07
1976,4.079458255645818e-07,8.090353844636411e-07
1977,4.01384201875743e-07,8.392044605898263e-07
1978,3.386137139571588e-07,8.560392075196432e-07
1979,3.440960313350061e-07,7.683640887989895e-07
1980,3.2234804003827833e-07,8.755131943871675e-07
1981,2.859148393596911e-07,8.185261322068982e-07
1982,3.0478835211233957e-07,7.312437446671538e-07
1983,2.7345319608684804e-07,8.10886604085681e-07
1984,2.52836773739773e-07,9.452384119867929e-07
1985,3.0739501566401373e-07,1.0142231303689186e-06
1986,2.673540528963514e-07,9.878912123895134e-07
1987,3.611492629396196e-07,8.860684488354309e-07
1988,2.5065594289053195e-07,8.814934062684188e-07
1989,1.909866496063728e-07,9.516404020359914e-07
1990,2.2557414969259781e-07,8.821365895528288e-07
1991,2.3035557727979494e-07,7.948146958369762e-07
1992,1.630943504693505e-07,9.493633683632652e-07
1993,2.2046045700108152e-07,8.131556228363479e-07
1994,1.524453796530878e-07,8.155036539392313e-07
1995,2.125600774283143e-07,8.985001045402896e-07
1996,2.0605035411236372e-07,9.197532904181571e-07
1997,1.0980308384755944e-07,8.391065193791292e-07
1998,1.316003657159115e-07,7.700528499299253e-07
1999,1.6955446535682483e-07,8.500574040226638e-07
2000,1.9483518709506598e-07,7.974546747391287e-07
2001,1.296838689768265e-07,6.764590807506465e-07
2002,1.305603966050839e-07,7.513795026170556e-07
2003,1.5042591949843143e-07,7.229611469483643e-07
2004,1.700249482594618e-07,8.342674391315086e-07
2005,1.5763123639711552e-07,9.435355536879797e-07
2006,2.2442499875152677e-07,8.944056730797456e-07
2007,1.6417310089167358e-07,9.00355644262163e-07
2008,1.4092124867026712e-07,1.0481816161700408e-06
2009,2.5891284249901503e-07,1.0447109843880753e-06
2010,2.116259318896141e-07,1.173862528958125e-06
2011,2.2255517517777434e-07,1.547179067529214e-06
2012,2.291062098924712e-07,1.4175308251651586e-06
2013,1.5284404897286663e-07,1.2690519497482455e-06
2014,1.4768336260850834e-07,1.1983573813267867e-06
2015,2.0569820136095984e-07,1.2215547258165316e-06
2016,1.6715714334925025e-07,1.3830336911269114e-06
2017,1.4439609019589739e-07,1.1521499345690245e-06
2018,1.3449441449431276e-07,1.293831132898049e-06
2019,1.9004859225235649e-07,1.2981976169612608e-06
