year,en_ADP août_NOUN,en_ADP voûte_NOUN
1945,1.0276003081344243e-05,7.406913482554955e-08
1946,8.857998636813136e-06,1.0580039599972224e-07
1947,8.93230880194551e-06,1.1086410012239867e-07
1948,8.442021083965301e-06,1.4677048909561563e-07
1949,1.031178555876977e-05,1.629623369581168e-07
1950,9.343164890651678e-06,1.5421274213167635e-07
1951,9.548351400212596e-06,1.4819347882166767e-07
1952,8.855526345996623e-06,1.8453407335528027e-07
1953,9.27195583244611e-06,1.3575022705936135e-07
1954,9.28293216873044e-06,2.022915026600458e-07
1955,8.676994298184582e-06,1.8114222655185586e-07
1956,8.814457657990715e-06,1.761670631594825e-07
1957,9.047961967212359e-06,1.5726367053048307e-07
1958,8.857090904257348e-06,1.5882707771197602e-07
1959,9.012569591959618e-06,1.5656510754524788e-07
1960,8.702255854586838e-06,1.2872750687620282e-07
1961,8.615022807134665e-06,1.4382689528247283e-07
1962,9.422244644952116e-06,1.4523079983064235e-07
1963,9.787018228735178e-06,1.2414821526363085e-07
1964,1.0115205739680277e-05,1.381060741323381e-07
1965,9.060609244215811e-06,1.1381850129055238e-07
1966,8.8830142885854e-06,9.804162459658983e-08
1967,9.13591190965235e-06,1.3459816727845464e-07
1968,9.010229234718281e-06,1.1003968580780565e-07
1969,9.076702724541974e-06,9.719362026316958e-08
1970,9.410370907403376e-06,1.131286353484029e-07
1971,9.42690438421323e-06,1.2178001895790658e-07
1972,9.768825549372195e-06,9.695977354340357e-08
1973,1.0224787530432877e-05,1.4389462421604549e-07
1974,9.70523602461526e-06,1.4007673598825932e-07
1975,1.0618783875315785e-05,1.193699290524819e-07
1976,1.0095230578599512e-05,9.02737227193029e-08
1977,1.0583496603544518e-05,8.991476363462425e-08
1978,1.1098213008153834e-05,1.1821776979559218e-07
1979,1.0123328834765744e-05,1.176246655631985e-07
1980,1.0450444449361385e-05,1.1654558562668171e-07
1981,1.0721173808292406e-05,9.804601575069682e-08
1982,1.1295791807697242e-05,1.0428603758327881e-07
1983,1.1070117380995725e-05,1.0420271223665623e-07
1984,1.100013918176046e-05,8.814492957753828e-08
1985,1.1335717147176183e-05,8.6022481582404e-08
1986,1.141110271873913e-05,8.931783668231219e-08
1987,1.1556165986803535e-05,9.410658208253153e-08
1988,1.198591138518168e-05,9.2346930102849e-08
1989,1.2290100386280756e-05,8.232183290601824e-08
1990,1.2240939469165824e-05,8.281949703814462e-08
1991,1.1778028309095134e-05,8.850812349692205e-08
1992,1.2264584725585337e-05,9.532203648632276e-08
1993,1.2058854835572674e-05,7.200969776022248e-08
1994,1.2270007047732179e-05,7.859640760443654e-08
1995,1.2234675381250781e-05,6.290042620094027e-08
1996,1.232672232731602e-05,8.48756656068872e-08
1997,1.2071146684888845e-05,7.288239345371039e-08
1998,1.178729259265765e-05,7.15219385938326e-08
1999,1.2292013451542516e-05,9.094700459399974e-08
2000,1.2173885821198382e-05,7.157211001640462e-08
2001,1.2181521242382587e-05,7.27281133094948e-08
2002,1.225602902366063e-05,7.097578702541796e-08
2003,1.1739471972305182e-05,5.375330403012413e-08
2004,1.2840847105621833e-05,6.298851218389245e-08
2005,1.207140005732299e-05,9.818174362408172e-08
2006,1.2379612769564119e-05,6.876876312844615e-08
2007,1.208170271382869e-05,6.391167062247405e-08
2008,1.2919625895335685e-05,7.02477578329308e-08
2009,1.1748826217683472e-05,6.866197566068877e-08
2010,1.0671521003757789e-05,7.888734643302087e-08
2011,9.728949493137407e-06,9.368731213044157e-08
2012,9.269439626535814e-06,1.0689353757697972e-07
2013,8.279517736298203e-06,1.068234922740885e-07
2014,8.897164562426951e-06,1.0589027255036854e-07
2015,7.331544814803692e-06,1.1725683890517757e-07
2016,6.5717406343424045e-06,1.2966589224561176e-07
2017,7.253010611663058e-06,7.421053282996581e-08
2018,7.0283010131788615e-06,1.1281009193453428e-07
2019,7.519546358025764e-06,1.0076401935066315e-07
