year,en_ADP août_NOUN,en_ADP voûte_NOUN
1800,3.229057028875104e-06,7.074369818838022e-07
1801,1.5049074093553827e-06,4.857612339037587e-07
1802,1.996153372374465e-06,6.40022278730612e-07
1803,1.7104474636653322e-06,5.421943001238105e-07
1804,1.3076091889274721e-06,5.19088700912107e-07
1805,1.2736091719034448e-06,5.572040322476823e-07
1806,2.616555661916209e-06,3.976703339958476e-07
1807,1.3323749712412791e-06,3.387876574834081e-07
1808,1.8468503526491986e-06,6.186381824591081e-07
1809,1.1746958179514877e-06,3.0948717721912544e-07
1810,1.2706887915214793e-06,3.205973655440175e-07
1811,4.424990692086794e-06,4.136676636790071e-07
1812,1.2749255873245602e-06,2.6138641828765685e-07
1813,1.2538233491454776e-06,3.278345559465379e-07
1814,2.108273719159115e-06,2.234140765722259e-07
1815,1.6722786497780362e-06,1.0788894400093341e-07
1816,1.610734670975944e-06,4.078982840383105e-07
1817,1.7250157569037583e-06,4.795169843418989e-07
1818,1.7464524759702726e-06,3.4332990139773756e-07
1819,1.4108480659302813e-06,5.175525075173937e-07
1820,1.4109246251337026e-06,2.278364377161779e-07
1821,1.8588905845717818e-06,2.623155808123556e-07
1822,2.080315269381572e-06,2.315917271289436e-07
1823,1.6444790915670637e-06,4.2594379578986263e-07
1824,1.1781136777244683e-06,3.023179431238532e-07
1825,2.1414837760858063e-06,3.8391732459786e-07
1826,2.0584259203815236e-06,2.4750434590714576e-07
1827,2.2066152070010503e-06,2.89422359855962e-07
1828,1.4033620914233325e-06,1.6601865127086057e-07
1829,1.4334350559863651e-06,2.9834652082172397e-07
1830,1.4768122404973383e-06,3.298040098798083e-07
1831,2.106371908894289e-06,2.2763160245631298e-07
1832,1.6073603603672382e-06,3.747801429199171e-07
1833,1.712060280212313e-06,3.3824196066234435e-07
1834,1.9070446235502914e-06,2.380305375027092e-07
1835,1.572365945889942e-06,3.63784522505739e-07
1836,1.6492720149585693e-06,2.5606058784433117e-07
1837,1.7241653935684553e-06,3.221503561690042e-07
1838,1.4461162649581638e-06,2.3986214614524215e-07
1839,1.8058980764124044e-06,2.8385389327922894e-07
1840,1.6026136968605442e-06,2.573354151991225e-07
1841,1.8253619415986577e-06,4.1219922763957584e-07
1842,1.7783610477550837e-06,2.1936027394531266e-07
1843,1.8606769316420468e-06,2.002442869297738e-07
1844,1.798052654322646e-06,2.491806867510604e-07
1845,2.0228325858795415e-06,1.8749565811049251e-07
1846,1.7586922140822026e-06,2.93895965342017e-07
1847,1.936167237204245e-06,2.2867268967274867e-07
1848,1.563991084196914e-06,2.0434863756690902e-07
1849,2.0973675063373776e-06,1.8183330041665613e-07
1850,1.806551837901793e-06,2.742754361406696e-07
1851,2.226346261124945e-06,2.6313711032344145e-07
1852,2.215538575711662e-06,3.6784581425308716e-07
1853,2.3159151538720835e-06,2.4365482431676355e-07
1854,2.0725506004737326e-06,2.16139639519497e-07
1855,2.072889685678092e-06,1.8733487650024472e-07
1856,2.195645937064228e-06,1.8275477486895397e-07
1857,3.4492743026248718e-06,1.9818926944026316e-07
1858,2.9264183609711836e-06,1.3212925864536373e-07
1859,2.294533398838894e-06,1.5938502428980428e-07
1860,2.0958925297520636e-06,2.0002293865672982e-07
1861,2.199997020113642e-06,1.8486578312604252e-07
1862,2.305528397528178e-06,2.548144379943551e-07
1863,2.513293267725203e-06,1.9379129412300244e-07
1864,2.557987336615497e-06,1.6110286082948733e-07
1865,2.573231697056144e-06,1.510897078560447e-07
1866,2.9140156314610977e-06,1.4061620845495781e-07
1867,2.9267306160818407e-06,1.8634796106198337e-07
1868,2.54304710267661e-06,1.5856996071761387e-07
1869,2.6898424252408404e-06,1.645746010581206e-07
1870,3.3205875809017016e-06,2.2362790730312554e-07
1871,3.312745256778271e-06,1.317025919433945e-07
1872,2.8144316388534207e-06,1.8021070502527436e-07
1873,3.301880042272387e-06,3.0468763156932255e-07
1874,3.1862589793263396e-06,8.185214710465516e-07
1875,3.066738543111569e-06,1.7279012354265433e-07
1876,3.477063167167671e-06,2.2672556099223584e-07
1877,3.0837492701607516e-06,2.486295898052049e-07
1878,3.4579821388547316e-06,2.391479085872561e-07
1879,4.13906781204787e-06,2.352090291424247e-07
1880,3.513129129828485e-06,1.354165561906484e-07
1881,3.663355354177611e-06,1.7919344941219606e-07
1882,3.697731926877168e-06,2.9816123969794717e-07
1883,3.993190361484267e-06,1.7883729697132367e-07
1884,3.805218184993464e-06,1.7230429705250572e-07
1885,4.0381908519293574e-06,2.4944608867372153e-07
1886,4.026961384795413e-06,3.0266744488471886e-07
1887,4.155660612070733e-06,1.7628096316002484e-07
1888,5.000208865624245e-06,1.7690315701202053e-07
1889,4.2201961640842e-06,1.6414658432495344e-07
1890,4.396682410146013e-06,1.6844772687818477e-07
1891,4.512947668899869e-06,1.4596963637814042e-07
1892,4.91263324420288e-06,2.2190533854882233e-07
1893,5.387382948640607e-06,2.894455803925666e-07
1894,5.328581551111711e-06,1.5879878390023805e-07
1895,4.900957755182844e-06,2.0222545060732955e-07
1896,5.321479022768472e-06,1.6747561915053666e-07
1897,5.709596692327068e-06,1.858721674352637e-07
1898,5.354501375620657e-06,1.9068656342824397e-07
1899,5.948226984742178e-06,1.8130457135612232e-07
1900,5.2190847554811626e-06,1.920689669532294e-07
1901,5.777079501001481e-06,1.6989766038477683e-07
1902,5.086562829603736e-06,1.7480610381426231e-07
1903,6.7281345863534625e-06,1.7172700950141007e-07
1904,6.275949942846637e-06,1.8327472162127378e-07
1905,6.249679103120798e-06,1.8320695005513699e-07
1906,6.293395145462455e-06,1.1420089407465639e-07
1907,5.95541267500721e-06,1.506853095634142e-07
1908,6.469772976913646e-06,1.7042519573351456e-07
1909,6.688645953545347e-06,1.4742636267328635e-07
1910,6.271360632581491e-06,1.6246218592641526e-07
1911,6.644615424988842e-06,1.1917637721126084e-07
1912,6.410192909811485e-06,1.547198138496242e-07
1913,6.536464951523158e-06,1.537867007073146e-07
1914,7.119308023106896e-06,1.4866770925436867e-07
1915,1.0643918088248938e-05,9.660224975505116e-08
1916,1.0828143985008865e-05,8.130722051191697e-08
1917,1.1000420158779889e-05,7.786161404510494e-08
1918,1.0691518767202979e-05,1.1716103642811504e-07
1919,1.0293453982512801e-05,1.5653341733923298e-07
1920,9.165429133872749e-06,2.4003975340747274e-07
1921,9.330382269467918e-06,1.8098866405580338e-07
1922,9.12871962555073e-06,2.3461835496618733e-07
1923,8.235852718030401e-06,1.4968486539146397e-07
1924,8.059843366936548e-06,1.3922954167355783e-07
1925,8.39270944652526e-06,1.6387285484142922e-07
1926,8.03079284139585e-06,1.9171358189851162e-07
1927,7.597081676635753e-06,1.5943390963002457e-07
1928,8.303304383616705e-06,1.9424270192303084e-07
1929,8.249471079579962e-06,1.3925507857948105e-07
1930,8.330408093115693e-06,1.2184180775420828e-07
1931,7.898209503309772e-06,1.5283177390301717e-07
1932,8.885992485829775e-06,1.4356993460751255e-07
1933,1.0073535207766326e-05,1.1700075219778228e-07
1934,9.049687577089571e-06,1.0903237779302799e-07
1935,8.975016228873756e-06,1.2447014796634903e-07
1936,8.865591155426955e-06,1.8187071759712126e-07
1937,9.33757320353834e-06,1.6368453259474336e-07
1938,8.756705852874802e-06,1.737338806151456e-07
1939,8.488197806855169e-06,2.2023432677542587e-07
1940,9.047673358963948e-06,1.1918179865233469e-07
1941,7.85690005500328e-06,1.741386483899987e-07
1942,8.608058720938061e-06,1.2136847260535433e-07
1943,7.934541912391069e-06,1.7709734834170376e-07
1944,8.190411676878284e-06,1.4138018400444707e-07
