year,en_ADP iles_NOUN,en_ADP villes_NOUN
1860,3.661747072225552e-09,1.0115576673519477e-07
1861,3.3011746669586728e-09,9.007490781032246e-08
1862,5.421583626485926e-09,1.1882303851962206e-07
1863,2.996772441310469e-09,9.889349456004837e-08
1864,6.712619238236073e-09,8.342826585128194e-08
1865,5.648213063924601e-09,8.33111428732991e-08
1866,5.352174370365503e-09,9.974506137711003e-08
1867,3.396968040192405e-09,8.977701604351296e-08
1868,4.939873954334928e-09,1.3090666783899252e-07
1869,1.953407657850903e-09,6.739256264154392e-08
1870,2.2936195165357276e-09,6.250112960515253e-08
1871,3.18635318130589e-09,9.771483178155904e-08
1872,5.442605366390296e-09,9.191955618881309e-08
1873,1.1972008717719973e-08,7.66208572144933e-08
1874,6.5720701658555924e-09,1.4219570232398837e-07
1875,2.860763514966891e-09,9.3260889399982e-08
1876,3.02300739996042e-09,1.0278225270887731e-07
1877,4.9478527941460015e-09,1.5462039604230426e-07
1878,8.454724254036705e-09,1.3889903982544638e-07
1879,6.10932526790009e-10,1.0691319196620697e-07
1880,6.417846032391594e-09,8.728270728397547e-08
1881,6.972507571312292e-10,5.787181223126936e-08
1882,8.652000671460769e-09,1.3377324425967174e-07
1883,3.791603475633565e-09,8.215140434586488e-08
1884,5.941527270181268e-09,7.988053596363898e-08
1885,3.222817901438191e-09,8.314869859304963e-08
1886,1.1616235306988187e-08,8.002295004416737e-08
1887,3.264462256069578e-09,7.899998877292091e-08
1888,6.340614699951175e-09,8.242798954505304e-08
1889,5.638623234993645e-09,1.0588080784357246e-07
1890,3.2771931834929546e-09,6.226667181863377e-08
1891,5.736798147637501e-09,8.286485808639554e-08
1892,1.2537024751679837e-09,1.0154990048860668e-07
1893,8.621783287310336e-09,8.683367297424027e-08
1894,6.301539512421073e-09,7.561847326087445e-08
1895,4.213030146971164e-09,7.46308184140787e-08
1896,7.076434771491336e-09,6.427761650718011e-08
1897,4.661370844871726e-09,7.341658803117213e-08
1898,4.526683805572418e-09,7.24269412222256e-08
1899,5.527578395003729e-09,9.839089543106638e-08
1900,2.07642125715779e-09,6.436906052620373e-08
1901,7.265360812969135e-09,7.488910203079513e-08
1902,3.928227187977029e-09,8.298379383653298e-08
1903,4.860198243861191e-09,9.558390012820439e-08
1904,5.912087708281888e-09,6.234565130824876e-08
1905,5.676834835544042e-09,5.7800499941862427e-08
1906,3.0865107691901983e-09,6.584555850563945e-08
1907,3.08570607954195e-09,4.8342727154704335e-08
1908,3.929111258571538e-09,7.367083743048397e-08
1909,7.151278569317299e-09,5.776032752091709e-08
1910,3.740905585303267e-09,7.642135269048111e-08
1911,3.1922244847493175e-09,7.554931213960003e-08
1912,6.251305251225858e-09,5.6782689994427926e-08
1913,6.893886572711949e-09,6.946916641936696e-08
1914,6.696743715117748e-10,4.553785615257766e-08
1915,2.3561523843085297e-09,4.712304846332671e-08
1916,0.0,7.581348882013117e-08
1917,2.1932848870420685e-09,6.579854527899442e-08
1918,1.1486376294556067e-09,8.040463228553563e-08
1919,4.603924241841639e-09,7.550436009751138e-08
1920,1.514446346106979e-09,4.7705058126013e-08
1921,4.543648624011354e-09,5.755288157160976e-08
1922,5.902348387820666e-09,8.337067392005792e-08
1923,4.246379248229459e-09,5.414133452674719e-08
1924,3.867487330388997e-09,7.348225794512331e-08
1925,2.1996355847875293e-09,6.488925130554435e-08
1926,8.916910765321973e-09,7.022067105566521e-08
1927,5.574612549352764e-09,6.578042643923254e-08
1928,3.4278123672848437e-09,4.798937403016623e-08
1929,2.2280812750352652e-09,9.02372940814189e-08
1930,4.201441416995522e-09,7.247486166761519e-08
1931,2.2810713318222042e-09,6.84321435073798e-08
1932,3.2878609834696704e-09,5.150982218538047e-08
1933,4.588264879146209e-09,6.079451253526713e-08
1934,1.1981580172459871e-09,9.585263782696529e-08
1935,3.590485242455088e-09,7.540018742702159e-08
1936,8.487300195980652e-09,8.244806215529366e-08
1937,6.295558963032022e-09,8.184226962804075e-08
1938,3.8895642262559704e-09,8.557041419887668e-08
1939,7.647025235257843e-09,9.941133072288721e-08
1940,2.5357829169792012e-09,7.100192078723921e-08
1941,2.9515025978810172e-09,1.0330258959356797e-07
1942,0.0,1.0316320020464786e-07
1943,5.806470415592457e-09,7.548411673496958e-08
1944,6.4263723231761105e-09,7.390327994016843e-08
1945,0.0,3.485606470121638e-08
1946,6.960552134671616e-09,5.150808490839154e-08
1947,4.7683483828109274e-09,6.675687558299614e-08
1948,3.2615663503321457e-09,7.066726936955092e-08
1949,0.0,7.951776992420889e-08
1950,3.190608444114673e-09,9.465471606517895e-08
1951,2.1322803522849654e-09,7.036525162540386e-08
1952,7.381362521208246e-09,7.4868104604775e-08
1953,1.0773827385790469e-08,6.24881981714509e-08
1954,2.9317608341017376e-09,6.840775523819786e-08
1955,2.815682353940474e-09,7.883910324579801e-08
1956,3.488456634670456e-09,8.546718643920315e-08
1957,5.301022620862739e-09,6.449577671929774e-08
1958,1.6544486891589827e-09,1.042302691378616e-07
1959,2.325224457422337e-09,8.21579249077331e-08
1960,4.152500121534786e-09,6.782416916983891e-08
1961,5.558527305105088e-09,8.893643554941377e-08
1962,1.2683912808952869e-09,6.341956293454132e-08
1963,3.2330265131719216e-09,1.047500646222943e-07
1964,3.650380997477498e-09,9.673509454577456e-08
1965,3.2832260243864653e-09,1.0506323039338739e-07
1966,5.539074976468328e-09,9.47181753030435e-08
1967,3.944268467392931e-09,1.0304401265592844e-07
1968,5.838840522187638e-09,9.836200443036347e-08
1969,2.725054681906869e-09,8.583921923266402e-08
1970,1.8394900047624674e-09,8.461654138480768e-08
1971,2.0553589941130213e-09,8.735275647264729e-08
1972,5.130146751852749e-09,1.0311594972334248e-07
1973,4.961883570686609e-09,1.290089616245993e-07
1974,4.500457340128605e-09,1.3670138937493803e-07
1975,2.8557400888473694e-09,9.366827624646135e-08
1976,3.9994687561772935e-09,1.068429555939332e-07
1977,2.9383909194713453e-09,8.815173063725368e-08
1978,5.940591352171509e-10,1.0336628819551663e-07
1979,2.3407893401383717e-09,9.129078226699505e-08
1980,2.2740603289328476e-09,1.0744934697548558e-07
1981,3.162774819820413e-09,8.539491880288352e-08
1982,1.2415004579935385e-09,1.0614828582777847e-07
1983,4.4207211225000265e-09,5.873243946741269e-08
1984,4.639206796497319e-09,8.69851259910348e-08
1985,1.2031116103372597e-09,1.0406915085248158e-07
1986,1.1988970927134801e-09,8.93178324634647e-08
1987,1.8332450557601021e-09,9.716198906550844e-08
1988,1.7989661427186832e-09,1.1153590362411592e-07
1989,1.6464366536794728e-09,1.2458037379481368e-07
1990,2.724325487424295e-09,1.0842815206801859e-07
1991,1.1722930404189924e-09,8.909426851833047e-08
1992,1.65298330578878e-09,1.2507572932918265e-07
1993,1.6617622278225497e-09,1.1798511850846793e-07
1994,2.637463358823311e-09,2.8220857373195685e-07
1995,1.6267352465071383e-09,1.133292203969738e-07
1996,2.135236876199542e-09,1.3932421172313525e-07
1997,2.3974471297094624e-09,1.7405467200859448e-07
1998,4.768129224785866e-10,1.3827575295888295e-07
1999,1.8280804925385752e-09,1.320788155512176e-07
2000,1.3254094488601709e-09,1.3784258490190382e-07
2001,3.06684819206815e-09,1.2223580733716766e-07
2002,8.76244299341522e-10,1.1610236927417361e-07
2003,2.500153750695233e-09,1.3459160719264673e-07
2004,8.809582507929292e-10,9.866732431085268e-08
2005,9.007499190971657e-10,1.2610498179022045e-07
2006,1.6471559671771274e-09,9.141715462401834e-08
2007,7.988958938831558e-10,1.0345701650926742e-07
2008,8.514879357157668e-10,9.91983442055755e-08
2009,4.76819250749827e-10,9.297975411826087e-08
2010,1.8895172648747405e-09,1.6155371995729695e-07
2011,3.82397197240536e-10,8.527457212581524e-08
2012,1.0212758139171996e-09,7.421270697971494e-08
2013,1.1156500168141292e-09,8.813635032911549e-08
2014,4.330890368553497e-10,6.193173181234801e-08
2015,0.0,6.339405622668437e-08
2016,6.214020409345267e-10,6.938988864058082e-08
2017,2.515611330355938e-10,8.502766191131883e-08
2018,5.162933414126769e-10,5.859929602669567e-08
2019,2.55098775436835e-10,5.994821183907817e-08
