year,en_ADP oie_NOUN,en_ADP voix_NOUN
1849,1.9272654583346593e-08,1.1731181048801886e-07
1850,6.788996032014438e-09,1.2899092727280959e-07
1851,1.0964046337491595e-08,8.577753618510542e-08
1852,5.208436348880241e-09,9.635607511881972e-08
1853,1.791579506971175e-08,1.0749477041827049e-07
1854,7.79349651480743e-09,9.560022445898042e-08
1855,1.0083180512765466e-08,1.4063383346751834e-07
1856,1.3978411317339123e-08,1.3512464008824665e-07
1857,1.4156376515472857e-08,1.4254005975544715e-07
1858,1.5659763041853125e-08,1.1451201942236366e-07
1859,2.036869339860914e-09,1.5276519604867644e-07
1860,4.57718396518203e-09,1.0664838590024317e-07
1861,7.073945706981277e-09,1.4430849609725627e-07
1862,1.490935469528054e-08,1.8026765524759014e-07
1863,3.9956967790022446e-08,7.292146708692826e-08
1864,1.4384183844029508e-09,1.2034767415958214e-07
1865,1.3179164426446732e-08,8.80179895634825e-08
1866,1.702964580463373e-08,1.2504624768983064e-07
1867,1.4073153309368536e-08,1.5626052629613696e-07
1868,1.2349685274415378e-08,1.1608704075793952e-07
1869,2.24641887314192e-08,1.1866951865613373e-07
1870,9.17447806614291e-09,1.0780011905353604e-07
1871,2.2304472935275044e-08,8.709365162395954e-08
1872,7.256807155187062e-09,1.7476810920680208e-07
1873,2.5141218329416404e-08,1.0894527946447852e-07
1874,1.1949218503559678e-08,1.2247949143784354e-07
1875,9.7265964171811e-09,1.2015207556670404e-07
1876,2.1161051577678336e-08,1.8198504658784032e-07
1877,2.2265337129567797e-08,1.731748451305748e-07
1878,2.1740719446938783e-08,1.9083519808837934e-07
1879,1.5273313280772527e-08,1.2463024112729926e-07
1880,1.6044615858135103e-08,1.2001373161929507e-07
1881,2.1614772693911988e-08,1.2341338617716247e-07
1882,3.327692410515226e-08,1.1713477476860135e-07
1883,8.847074184359371e-09,1.4344899162965774e-07
1884,1.4523733327109767e-08,1.683432797605633e-07
1885,1.546952527187173e-08,1.4760505551159042e-07
1886,2.0005737511041843e-08,1.6843539984989775e-07
1887,2.0239665943222462e-08,1.2470246080198422e-07
1888,3.1703073499755874e-09,1.2300792473496358e-07
1889,1.3783300722991498e-08,9.961567515315295e-08
1890,7.865263995654459e-09,1.25844217935267e-07
1891,1.0836173736095134e-08,1.2429728712959331e-07
1892,7.522214628963297e-09,1.2725079634456904e-07
1893,1.2932674486876294e-08,1.1516238629383224e-07
1894,8.192001077489408e-09,1.2981171337855812e-07
1895,9.629783193076946e-09,1.1375181596662287e-07
1896,2.94851448812139e-09,1.5037423828356822e-07
1897,8.740070001067579e-09,1.5382524054530222e-07
1898,3.960848538042683e-09,1.1033791902370638e-07
1899,7.738609753005221e-09,1.2050120723472446e-07
1900,8.30568502863116e-09,1.1991333126459836e-07
1901,1.620734302321125e-08,1.195990153579629e-07
1902,7.365425880312415e-09,1.2423018569407418e-07
1903,9.1803746826713e-09,1.0638433911580591e-07
1904,4.837162670412454e-09,8.760639058635888e-08
1905,1.4450125374043665e-08,8.77329016657491e-08
1906,1.0288368990085672e-08,1.0751345769222098e-07
1907,1.2342823652033985e-08,1.5839957878682753e-07
1908,1.7680999775393502e-08,1.0706828312834205e-07
1909,5.500983557560346e-10,8.911593485372293e-08
1910,1.4963622119168463e-08,1.0902067648643765e-07
1911,5.3203743632934675e-09,1.2928509596221716e-07
1912,9.376957876838787e-09,9.533241041026486e-08
1913,1.0075680734189518e-08,9.70447102677241e-08
1914,6.696743604095445e-09,9.710278148222784e-08
1915,1.6493066468115103e-08,8.599955947374838e-08
1916,1.0987462051303964e-09,1.0767713121140332e-07
1917,1.315970976634162e-08,1.0198774946790223e-07
1918,4.594550517822427e-09,6.891825687915798e-08
1919,8.287063479883727e-09,1.0957339213746309e-07
1920,1.0601124866838063e-08,1.2039848362732641e-07
1921,5.300923255902035e-09,1.3252308328493e-07
1922,3.6889677978990676e-09,1.0255330096242687e-07
1923,7.431163684401554e-09,1.0085150980998492e-07
1924,9.024137215263295e-09,1.0700048092004977e-07
1925,1.2097995494286806e-08,1.506750351154551e-07
1926,2.229227691330493e-09,9.028371938946123e-08
1927,1.0034302277972529e-08,1.1483701456427298e-07
1928,2.2852082337543322e-08,9.826395341860916e-08
1929,6.684243603061191e-09,1.2365850921014498e-07
1930,1.3654684494213143e-08,7.982738736700412e-08
1931,1.1405356659111021e-08,1.0036713860017699e-07
1932,5.4797681947604815e-09,4.931791508511196e-08
1933,1.1470662641954732e-08,9.979476245369767e-08
1934,1.3179738189705859e-08,6.709684718941844e-08
1935,2.393656828303392e-09,9.454944649434083e-08
1936,2.424942913137329e-09,8.487300240389573e-08
1937,5.0364472592434595e-09,1.485751921492806e-07
1938,9.075650453382877e-09,9.853562854544862e-08
1939,1.3764645423464117e-08,6.117620188206274e-08
1940,1.2678914806940611e-08,6.339457270243543e-08
1941,2.9515025978810172e-09,2.2726569781639228e-07
1942,0.0,1.2136847260535433e-07
1943,5.806470415592457e-09,5.8064703267746154e-08
1944,3.2131861615880553e-09,7.711646787811333e-08
1945,8.714016175304096e-09,5.010559434026618e-08
1946,2.7842208538686464e-09,9.048717686255259e-08
1947,2.3841741914054637e-09,7.510148725131671e-08
1948,3.2615663503321457e-09,1.043701247649409e-07
1949,9.817008539414473e-09,3.445769962695522e-07
1950,8.508289184305795e-09,3.2225143797859346e-07
1951,5.330700769690111e-09,1.1301086066950461e-07
1952,3.1634410646574906e-09,6.748674508116892e-08
1953,3.232148326759443e-09,8.080370239582635e-08
1954,4.886268278880834e-09,1.2802022153479697e-07
1955,3.754243138587299e-09,9.291751723594643e-08
1956,9.593255967388359e-09,9.593255612116991e-08
1957,1.5903067307476704e-08,8.65833698071583e-08
1958,9.099467679352102e-09,1.207747566400741e-07
1959,3.100299128533379e-09,1.0696032148871382e-07
1960,8.997083078554624e-09,1.8409416657760858e-07
1961,8.33779090214648e-09,1.2576168284539335e-07
1962,8.24454354786397e-09,2.2894462681222194e-07
1963,1.0345685197421517e-08,1.7329022483636436e-07
1964,4.867174663303331e-09,1.0038547904045458e-07
1965,2.73602163147757e-09,1.800302271703913e-07
1966,3.323444985880997e-08,1.1909010444455248e-07
1967,1.7256174267288316e-08,1.2670962767913352e-07
1968,1.4372530721118437e-08,2.313079128235529e-07
1969,9.083515217778171e-09,1.5759898985834297e-07
1970,1.3796175091229657e-08,1.95445818640394e-07
1971,1.6956711590410123e-08,1.695671236756624e-07
1972,1.1799337673590315e-08,3.211471835129487e-07
1973,1.047508757512361e-08,2.249387134334313e-07
1974,1.4626486743996026e-08,1.974575614127616e-07
1975,1.4849848462006321e-08,1.7819818731723558e-07
1976,9.141642998145016e-09,2.268270136163153e-07
1977,1.1753563455840776e-08,2.773841165648605e-07
1978,2.1386129422928946e-08,3.6772261591266897e-07
1979,1.2289143924704149e-08,2.785539210403698e-07
1980,8.527726080842513e-09,2.5753732946220964e-07
1981,9.48832401537203e-09,3.036263853672949e-07
1982,1.1173504455008754e-08,4.202478915971142e-07
1983,8.209910973278056e-09,4.787009491025174e-07
1984,8.69851302098823e-09,3.850541627770099e-07
1985,4.812446441349039e-09,4.3492484635976325e-07
1986,1.1988970816112499e-08,4.471886114743029e-07
1987,9.777306964053878e-09,4.375344992979535e-07
1988,5.99655392008458e-09,4.989132786903383e-07
1989,6.585746614717891e-09,3.9130312057267247e-07
1990,1.0897301727652575e-08,3.672390729292374e-07
1991,4.68917216167597e-09,4.314038353214755e-07
1992,8.264916362410446e-09,4.65590274778549e-07
1993,4.4313659408601325e-09,5.029600611550222e-07
1994,9.494867947434926e-09,5.301301495563848e-07
1995,7.591431483433553e-09,4.5602812548395377e-07
1996,8.007138063703678e-09,5.001792136027916e-07
1997,1.054876808126437e-08,5.375076828073588e-07
1998,7.629006759657386e-09,5.302159964415409e-07
1999,6.8553016596695215e-09,5.420258437638381e-07
2000,1.060327570190367e-08,5.063063817090097e-07
2001,5.695575122643959e-09,6.322088577093155e-07
2002,1.3581786362237835e-08,6.738318862886672e-07
2003,1.1250691767106247e-08,5.775355376158586e-07
2004,9.690541008522402e-09,7.668741446309468e-07
2005,8.557123898356167e-09,6.071054716727531e-07
2006,1.1530091548195287e-08,6.605095315137532e-07
2007,1.0385647009059085e-08,6.307283300088784e-07
2008,1.1920831433087642e-08,6.49259526142032e-07
2009,8.105927484791664e-09,5.583553690513554e-07
2010,4.251413721068076e-09,4.7379645362610745e-07
2011,7.647943611743813e-09,5.005579328809517e-07
2012,1.1234033758800166e-08,4.4187199854661685e-07
2013,9.483025031897796e-09,4.298041798023178e-07
2014,9.094869662940042e-09,3.436561506475755e-07
2015,1.2634479421014255e-08,3.825809082869114e-07
2016,1.0356700386182638e-08,3.914832547025071e-07
2017,1.1068689659277098e-08,4.674005715799012e-07
2018,1.290733386838383e-08,4.117439491579944e-07
2019,8.163161147045628e-09,4.0178056970319176e-07
