year,en_PRON ont_VERB,en_PRON vont_VERB
1938,1.4360271961777471e-05,1.4002431214521494e-07
1939,1.4842876225884538e-05,1.269406197934586e-07
1940,1.4180098332872149e-05,8.114505334333444e-08
1941,1.4530247426591814e-05,1.269146139293298e-07
1942,1.5262085071299225e-05,2.214974585967866e-07
1943,1.6513602531631477e-05,2.409685180282395e-07
1944,1.5959894881234504e-05,1.34953822339412e-07
1945,1.5789797544130124e-05,6.971212940243277e-08
1946,1.5033400813990738e-05,1.1276094369350176e-07
1947,1.5375539078377187e-05,1.657001007515646e-07
1948,1.4904270756233018e-05,7.827759418432834e-08
1949,1.4384861970029306e-05,8.4426268642801e-08
1950,1.4565127457899507e-05,9.784532295498138e-08
1951,1.4605054275307339e-05,1.6951628367678495e-07
1952,1.3603851584775839e-05,1.0544803785705881e-07
1953,1.3994123946758918e-05,1.1635733443426943e-07
1954,1.414867801941e-05,1.0163437735855041e-07
1955,1.3602561011794023e-05,8.72861534162439e-08
1956,1.3563991160481237e-05,1.0465370081647052e-07
1957,1.3347975254873745e-05,9.89524195915692e-08
1958,1.3482102076523006e-05,9.34763519921944e-08
1959,1.3022806342632975e-05,1.030849432481773e-07
1960,1.3030545233050361e-05,9.965999936412118e-08
1961,1.4092256606090814e-05,1.1325499826853047e-07
1962,1.3793121070193592e-05,1.1669200006281244e-07
1963,1.326704841630999e-05,8.017906338864123e-08
1964,1.4682440450997092e-05,1.125534154766683e-07
1965,1.4184631254465785e-05,8.974151199936387e-08
1966,1.4252039363782387e-05,1.2629089951587957e-07
1967,1.5388563042506576e-05,1.183280531336095e-07
1968,1.479696948081255e-05,1.4282701954471122e-07
1969,1.6026046068873256e-05,8.811009877263132e-08
1970,1.4259266208682675e-05,1.0071207867667908e-07
1971,1.4200989426171873e-05,1.0174026954246074e-07
1972,1.4016074601386208e-05,9.952484703035225e-08
1973,1.3622024198411964e-05,6.781240813324985e-08
1974,1.3812466022500303e-05,8.044567323395313e-08
1975,1.2572109881148208e-05,6.739546876133318e-08
1976,1.2958278603036888e-05,8.513155336231648e-08
1977,1.312461699853884e-05,7.052138073504466e-08
1978,1.30425687530078e-05,8.138610496644105e-08
1979,1.2870244972873479e-05,9.948355028654987e-08
1980,1.2907566087960731e-05,8.357171310535705e-08
1981,1.2628326658159494e-05,1.195528795960854e-07
1982,1.3216393199400045e-05,1.0180303888773778e-07
1983,1.284787867916748e-05,9.472974227264785e-08
1984,1.3026892702328041e-05,8.52454249411494e-08
1985,1.238603363162838e-05,7.399136592312061e-08
1986,1.2770052308042068e-05,8.212445123945145e-08
1987,1.2667112059716601e-05,8.066277956686463e-08
1988,1.2391878044581972e-05,1.3852039160155982e-07
1989,1.3414068234851584e-05,6.695508858456378e-08
1990,1.254497419722611e-05,8.663354833515768e-08
1991,1.2972594959137496e-05,6.799299967497063e-08
1992,1.2672871889662929e-05,7.273126101381422e-08
1993,1.2834897461289074e-05,8.918124194678967e-08
1994,1.2833368600695394e-05,8.070637846913087e-08
1995,1.2850124221586157e-05,6.181593903420435e-08
1996,1.2613378203241155e-05,8.594328448907618e-08
1997,1.275489921681583e-05,6.76080134098811e-08
1998,1.2965019777766429e-05,8.964082809370666e-08
1999,1.3065290659142192e-05,1.1562608648318928e-07
2000,1.315027111559175e-05,1.020565250087202e-07
2001,1.2813729881600011e-05,8.850047805708527e-08
2002,1.3059545381111093e-05,1.0427307017835119e-07
2003,1.3022467101109214e-05,1.2500768775680626e-07
2004,1.320732644671807e-05,9.338157269667136e-08
2005,1.2852800864493474e-05,1.053877412005022e-07
2006,1.2918644642923027e-05,9.059358063723266e-08
2007,1.2639331544050947e-05,1.282227941601377e-07
2008,1.2440238606359344e-05,7.833688897562752e-08
2009,1.2070202501490712e-05,5.3880576444953476e-08
2010,1.169233291875571e-05,3.212179322531483e-08
2011,1.1337311661918648e-05,1.911985947344874e-08
2012,1.1490714314277284e-05,1.3617010630184723e-08
2013,1.1121357601950876e-05,1.6455837581474952e-08
2014,1.1609384273469914e-05,2.013864097705209e-08
2015,1.0897570973611437e-05,1.906254887273917e-08
2016,1.1721713235601783e-05,2.009199917551996e-08
2017,1.052255083777709e-05,5.936842839560086e-08
2018,1.0545549230300821e-05,1.3423626654684995e-08
2019,1.0892462341871578e-05,1.3775333762566788e-08
