year,en_PRON ont_VERB,en_PRON vont_VERB
1800,4.470373096410185e-05,1.540640539587912e-07
1801,3.9270464185392484e-05,2.0001934331048687e-07
1802,4.0160277421819046e-05,1.3650824826072494e-07
1803,4.1388149838894606e-05,1.2287136996746995e-07
1804,3.7656176573364064e-05,1.8291696335381857e-07
1805,3.7779002013849095e-05,1.506725197941705e-07
1806,3.872963134199381e-05,5.187004603612877e-08
1807,3.446808477747254e-05,7.402083213037258e-08
1808,3.859577191178687e-05,3.603057621148764e-07
1809,3.7601563235512e-05,1.9201759471343394e-07
1810,3.6054334486834705e-05,1.778496283577624e-07
1811,3.250424924772233e-05,9.526891631139733e-08
1812,3.557255695341155e-05,6.13457871168066e-08
1813,3.399126580916345e-05,8.339650747757332e-08
1814,3.170277341268957e-05,1.6677388714469998e-07
1815,3.231543450965546e-05,1.0519171667056071e-07
1816,3.650226062745787e-05,7.184571870766376e-08
1817,3.766232475754805e-05,7.472992535895173e-08
1818,3.486825153231621e-05,9.536941547594324e-08
1819,3.486854620859958e-05,1.449146935783574e-07
1820,3.448280767770484e-05,1.1985146386450651e-07
1821,3.4406733902869746e-05,1.1340711836282935e-07
1822,3.5945842682849616e-05,1.7945852448519872e-07
1823,3.0730214348295704e-05,9.289725966254991e-08
1824,3.0638533644378185e-05,1.3389569630817277e-07
1825,3.140725311823189e-05,9.774041842547376e-08
1826,2.9596589229186065e-05,1.9817964869162097e-07
1827,3.111198384431191e-05,1.2719836206542823e-07
1828,3.2062696845969185e-05,1.6234973543305387e-07
1829,3.2598643883829936e-05,9.430493719264632e-08
1830,3.1980551284505054e-05,8.975678866818271e-08
1831,2.9323940907488577e-05,1.02901957177437e-07
1832,2.8253281925572082e-05,1.0282776941039629e-07
1833,2.883281013055239e-05,1.4016190164056752e-07
1834,2.8704616852337494e-05,1.3535070308989816e-07
1835,2.997402953042183e-05,1.4445498663917533e-07
1836,2.8499340260168537e-05,1.5995385638234438e-07
1837,2.8232338081579655e-05,6.679574937606958e-08
1838,2.78410516330041e-05,1.3066174631148897e-07
1839,2.746880636550486e-05,2.188331791330711e-07
1840,2.6519561288296245e-05,1.3885920679967967e-07
1841,2.7027299438486807e-05,1.5409315778924793e-07
1842,2.57704705290962e-05,1.1202802596699257e-07
1843,2.760240386123769e-05,6.438533262098645e-08
1844,2.5071747586480342e-05,8.068185053389243e-08
1845,2.4358252630918287e-05,9.709596326956671e-08
1846,2.746814971033018e-05,1.0772282621474005e-07
1847,2.5235971406800672e-05,8.629157832729106e-08
1848,2.7868647521245293e-05,1.311371136125672e-07
1849,2.4784632842056453e-05,1.4496387734652671e-07
1850,2.663323175511323e-05,1.222019250235462e-07
1851,2.613183642097283e-05,1.1351012574323249e-07
1852,2.624921762617305e-05,1.2955985084772692e-07
1853,2.604120527394116e-05,1.0271723027699409e-07
1854,2.4820208636811003e-05,1.7405476171461487e-07
1855,2.4276583644677885e-05,1.1675261646360013e-07
1856,2.4025264792726375e-05,1.9207372758955898e-07
1857,2.4054124878603034e-05,1.4693341654492542e-07
1858,2.340400533284992e-05,1.4044850615846372e-07
1859,2.3432145098922774e-05,1.7873529145617795e-07
1860,2.301041968166828e-05,1.5287794496998686e-07
1861,2.2923357391846366e-05,1.650587364565581e-07
1862,2.378358294663485e-05,1.581295236974256e-07
1863,2.3555630832561292e-05,1.3535422738186753e-07
1864,2.3539238100056536e-05,1.4528025360505126e-07
1865,2.26761640078621e-05,1.1955384593420604e-07
1866,2.285767550347373e-05,1.6689052984020236e-07
1867,2.2740274289390072e-05,1.6548086989587318e-07
1868,2.3419448552886024e-05,1.6647375389311492e-07
1869,2.1788309823023155e-05,1.5969106925695087e-07
1870,2.2675869331578724e-05,1.381905718744747e-07
1871,2.115526149282232e-05,1.678146048789131e-07
1872,2.2239695681491867e-05,1.7718704725666612e-07
1873,2.2762380467611365e-05,1.8616474051214027e-07
1874,2.1617928723571822e-05,2.1568338581801072e-07
1875,2.2578862626687624e-05,1.7221796611011086e-07
1876,2.400086486886721e-05,2.091921089686366e-07
1877,2.2185553461895324e-05,2.52340498718695e-07
1878,2.2607327991863713e-05,2.5907689860105165e-07
1879,2.349768692511134e-05,2.7186496254216763e-07
1880,2.1495934561244212e-05,1.572372383407128e-07
1881,2.135748763976153e-05,2.3776250657192577e-07
1882,2.1405048755696043e-05,2.7553295467441785e-07
1883,2.2346446712617762e-05,2.2244073250021756e-07
1884,2.105281237163581e-05,2.046526077492672e-07
1885,2.213946936535649e-05,2.1528423133077013e-07
1886,2.070529262709897e-05,1.8844114890725905e-07
1887,2.1093650502734818e-05,2.1480161649378715e-07
1888,2.0281089746276848e-05,2.2572588420644024e-07
1889,2.17068190977443e-05,2.0800254674213647e-07
1890,2.0814110030187294e-05,1.8155650138851342e-07
1891,2.0682431568275206e-05,2.033376205190507e-07
1892,2.1238347471808083e-05,2.0623406271624845e-07
1893,2.0336323359515518e-05,1.7489902859324502e-07
1894,2.066778870357666e-05,2.1614279432924377e-07
1895,2.0676950953202322e-05,2.1667011651516077e-07
1896,2.0110637706238776e-05,1.8752551511624915e-07
1897,2.0614912500604987e-05,2.138403942808509e-07
1898,2.0600939024006948e-05,2.4613842697363e-07
1899,1.999269807129167e-05,2.5316307983302977e-07
1900,1.9556255210773088e-05,1.6974743743958243e-07
1901,2.0140138076385483e-05,1.771630167013427e-07
1902,1.6905125448829494e-05,1.6154834270309948e-07
1903,1.8744703993434086e-05,1.857675755445598e-07
1904,1.89724269148428e-05,1.891868066650204e-07
1905,1.9390003217267804e-05,1.8527124723277666e-07
1906,1.9400777091505006e-05,2.1914226522312674e-07
1907,1.9325776520418003e-05,2.3657079850636364e-07
1908,1.944075120263733e-05,2.2052137182981824e-07
1909,1.9041654013562948e-05,1.292731184321383e-07
1910,1.8654825908015482e-05,1.0902067515417002e-07
1911,1.8806458683684468e-05,1.67059752698151e-07
1912,1.872422217275016e-05,1.609711119954227e-07
1913,1.8524933693697676e-05,1.3840802637332672e-07
1914,1.9184160919394344e-05,1.4464966113791888e-07
1915,2.1562327674473636e-05,1.755333585151675e-07
1916,2.117173971782904e-05,1.8349061292610713e-07
1917,2.0766021407325752e-05,1.9958892494287284e-07
1918,1.9801364032900892e-05,1.596606296061509e-07
1919,1.867443643277511e-05,1.6758284004936286e-07
1920,1.751078525558114e-05,1.5447352552655502e-07
1921,1.745745430525858e-05,1.703868122149288e-07
1922,1.6792919268482365e-05,2.028932328812516e-07
1923,1.6877234884304926e-05,2.3779723790084972e-07
1924,1.6514170056325383e-05,1.6114530865252163e-07
1925,1.6290501662297174e-05,2.2216319450762967e-07
1926,1.614295251783915e-05,2.0731818040076178e-07
1927,1.61206644406775e-05,1.516294645398375e-07
1928,1.5773650375194848e-05,1.428255131941114e-07
1929,1.5156522749748547e-05,1.4148315585771343e-07
1930,1.5728095604572445e-05,1.4284900373695564e-07
1931,1.5110957065189723e-05,1.2659945980431075e-07
1932,1.508799414295936e-05,1.8850403193937382e-07
1933,1.4792565707466565e-05,1.3305968593613215e-07
1934,1.506084663560614e-05,1.6175133055185142e-07
1935,1.4774846931686625e-05,1.1968283786245593e-07
1936,1.4618768545915373e-05,1.2367209478725272e-07
1937,1.4129752344160806e-05,1.0828361496351135e-07
