year,mon_DET air_NOUN,mon_DET ver_NOUN
1800,2.5467732811534916e-07,0.0
1801,2.857419119095539e-07,2.1430643926123594e-08
1802,2.6854081625060644e-07,1.5664880947952042e-08
1803,2.1843799924425866e-07,0.0
1804,4.4740502147533334e-07,1.4831105898949204e-08
1805,2.3595885600968813e-07,1.1371510622026904e-08
1806,1.786634866718373e-07,5.76333825108577e-09
1807,1.6512339939822596e-07,5.693910232196231e-09
1808,1.31432294381284e-07,9.064295980465431e-09
1809,2.82378817217932e-07,2.259030518203531e-09
1810,5.101476219238066e-07,4.680253518074551e-09
1811,3.083704456230407e-07,0.0
1812,1.7870294755084615e-07,5.3344164641089264e-09
1813,2.7894694198948855e-07,0.0
1814,2.1397405092216104e-07,3.1466771410748606e-09
1815,2.1577787912008262e-07,0.0
1816,1.46009039525552e-07,0.0
1817,3.6430836658496446e-07,9.341240669868967e-09
1818,3.4929049164134085e-07,1.3113295338484932e-08
1819,2.3703904972194323e-07,9.315945348475907e-09
1820,3.453146142362584e-07,4.746592452420373e-09
1821,3.5304127266044816e-07,1.4792232327920374e-08
1822,2.2156611123591574e-07,8.02049271442229e-09
1823,3.449057608406747e-07,5.929612356680991e-09
1824,3.107390718071201e-07,5.052667617633233e-09
1825,3.4693444384004124e-07,3.522177216552791e-09
1826,2.0434524117263209e-07,1.3211976401805714e-08
1827,2.1291900154096766e-07,1.8434546111834038e-09
1828,2.825068889933391e-07,2.7516904310687096e-09
1829,2.6062456370823384e-07,1.2859763920403111e-08
1830,2.170861836958693e-07,2.0873671680021744e-09
1831,2.60373150595683e-07,0.0
1832,2.814233717174375e-07,8.117981842303834e-09
1833,2.5947328552433646e-07,2.3167257001688313e-09
1834,2.0162587244243468e-07,1.213489042584115e-08
1835,2.6243913708867694e-07,3.781543966852041e-09
1836,3.098265786150023e-07,6.720750067579218e-10
1837,1.7325148338187546e-07,4.174734558048954e-09
1838,2.1713836595438352e-07,8.205810475558906e-09
1839,1.475201329981246e-07,2.7965900706306e-09
1840,1.6561191085173732e-07,6.369688665408546e-10
1841,1.373997422504658e-07,6.420548537278137e-09
1842,1.8514812083481047e-07,6.708265054555795e-10
1843,1.7366318783018642e-07,0.0
1844,1.0812466033627288e-07,2.7442805805577564e-09
1845,1.858215874506186e-07,1.674068439427856e-09
1846,1.6041333328331575e-07,1.1709002656346001e-09
1847,8.35949656163848e-08,1.6179670936367074e-09
1848,1.0619692769608946e-07,0.0
1849,1.0641857173254721e-07,1.6758829879393033e-09
1850,9.911934029105396e-08,2.0366988096043315e-09
1851,6.191460899529488e-08,6.449438760824933e-10
1852,1.3281512689644615e-07,3.2552727180501506e-09
1853,1.481039095807546e-07,1.1943863675867306e-09
1854,1.4028293637835532e-07,1.2989160858012383e-08
1855,1.9582598653755667e-07,1.0613874223963649e-09
1856,1.4651444857349816e-07,4.141751386299575e-09
1857,2.030707815237065e-07,9.763018171682347e-10
1858,1.8987463690223194e-07,6.361778603913848e-09
1859,1.899380608350043e-07,6.61982535454797e-09
1860,2.0917730836345072e-07,8.696649594908124e-09
1861,1.2780261826605965e-07,2.310822228013265e-08
1862,1.7846046151959172e-07,1.2650361647104091e-08
1863,1.8030581472316953e-07,2.497310469529168e-09
1864,1.706923171695962e-07,8.151037511616721e-09
1865,1.925099297750421e-07,8.943004559114343e-09
1866,1.552130566295773e-07,9.731225825149181e-10
1867,1.3684928390489404e-07,6.79393608038481e-09
1868,1.724016076565249e-07,6.915823802522425e-09
1869,2.0852626825274e-07,2.441759683335931e-09
1870,1.6342038833272454e-07,8.601072742919769e-09
1871,1.5188284052669587e-07,0.0
1872,2.3161310114261369e-07,1.2094678591978436e-09
1873,1.5803051933716006e-07,5.986004469882289e-10
1874,1.6728906082619233e-07,2.9873046258899194e-09
1875,1.624913661402161e-07,5.721527140956084e-09
1876,2.569556318832156e-07,5.441413319928756e-09
1877,1.7131939955561393e-07,1.8554447978047506e-09
1878,1.358794881056724e-07,1.0266450745088918e-08
1879,1.3868168480257737e-07,1.4051447783103299e-08
1880,1.854757591956968e-07,1.2835692508872398e-09
1881,1.3875289717191208e-07,2.789003084036068e-09
1882,1.6239140165907884e-07,1.1979693459451823e-08
1883,1.6809441660825541e-07,2.5277356319186595e-09
1884,1.0760765789541438e-07,1.9805090900604227e-09
1885,1.1150949896787665e-07,6.445635691854079e-10
1886,1.1358096596580936e-07,9.03484920211639e-09
1887,1.3776030716172727e-07,7.834709603304901e-09
1888,1.2871447729878582e-07,6.974676169946292e-09
1889,1.1089292373256399e-07,3.132568371366773e-09
1890,1.0749193646297783e-07,4.5880703680722945e-09
1891,1.332212002935762e-07,0.0
1892,1.2537025106951205e-07,7.522214628963297e-09
1893,1.4287526561851394e-07,1.847525021858587e-09
1894,1.1216739892461192e-07,2.520615716150587e-09
1895,1.0472389000426574e-07,1.2037228991346183e-09
1896,1.4624632260762382e-07,4.1279202278587945e-09
1897,1.1478626049665763e-07,5.2440420894583895e-09
1898,9.902120945426418e-08,0.0
1899,9.452159055456377e-08,6.080336234504102e-09
1900,1.1627959217719308e-07,6.748368863718213e-09
1901,9.109644327764954e-08,1.1177477832191585e-09
1902,1.0016979423710382e-07,1.9641135384773634e-09
1903,1.1988489134751035e-07,1.0260418736862675e-08
1904,1.0158041874319679e-07,8.061937784020756e-09
1905,8.566860154601841e-08,4.8511134664863675e-08
1906,7.098974830199722e-08,1.0288369045596824e-09
1907,1.1777111375010918e-07,7.71426478252124e-09
1908,1.1738220173640457e-07,4.911389073214423e-10
1909,1.1827114576590247e-07,5.500983557560346e-10
1910,1.3093168682587475e-07,0.0
1911,1.5961122468155509e-07,3.1922244847493175e-09
1912,1.3023552636326485e-07,6.251305251225858e-09
1913,1.5961999189073595e-07,2.121195885607108e-09
1914,1.4732836106645664e-07,1.7411533825839598e-08
1915,8.482148650124088e-08,1.1780761921542648e-09
1916,1.1317085935047544e-07,1.0987462051303964e-09
1917,9.979446535801628e-08,5.483212106582869e-09
1918,1.0108011139209339e-07,1.8378202071289707e-08
1919,1.519294960949935e-07,8.287063535394878e-09
1920,1.1055458104536342e-07,3.786115865267448e-09
1921,1.15105757814149e-07,5.300923311413186e-09
1922,1.7190590106963555e-07,8.853522359686394e-09
1923,1.7940952456996229e-07,7.431163684401554e-09
1924,1.4438619144740983e-07,1.2891624212585384e-08
1925,1.6827212601100427e-07,5.499088961968823e-09
1926,1.6942130898200958e-07,2.229227691330493e-09
1927,2.8876491597884524e-07,1.2264147142282411e-08
1928,1.7824623643747373e-07,3.4278122562625413e-09
1929,2.183519605125639e-07,1.4482528065684619e-08
1930,1.7541018415556664e-07,7.352522701786768e-09
1931,1.1633463614657558e-07,3.4216069977333063e-09
1932,1.632970887399665e-07,1.0959536611565568e-09
1933,1.3879500571079006e-07,5.735331320977366e-09
1934,1.317973783443449e-07,5.990790086229936e-09
1935,1.6875280284267546e-07,1.196828414151696e-09
1936,1.3822174960154143e-07,7.274828739411987e-09
1937,1.208747373304675e-07,7.554670666820584e-09
1938,1.1539040922770027e-07,1.2965214457594243e-09
1939,7.799965739963e-08,4.588215141154706e-09
1940,8.621661695684679e-08,5.0715658339584024e-09
1941,8.854507971278736e-08,2.9515025978810172e-09
1942,1.608132293995368e-07,6.068423541449874e-09
1943,1.5677470432962082e-07,2.0322646676618206e-08
1944,1.4780655810398002e-07,3.2131861615880553e-09
1945,1.6338780639557626e-07,6.535512131478072e-09
1946,2.631088840132634e-07,5.568441707737293e-09
1947,1.955022828070696e-07,5.960435700558264e-09
1948,1.5220642346491786e-07,1.195907639583993e-08
1949,1.688525461673862e-07,5.890204768377316e-09
1950,1.4889505894899457e-07,5.317680518146517e-09
1951,1.460612031323194e-07,1.0661401539380222e-08
1952,1.697713489789976e-07,1.5817205989421268e-08
1953,1.572978778341394e-07,4.3095309543161875e-09
1954,1.6417860493334047e-07,7.818028890937967e-09
1955,1.7738798696598224e-07,6.569925492527773e-09
1956,1.8052763017806228e-07,6.976913269340912e-09
1957,1.378265830354053e-07,1.3252556385623393e-08
1958,1.795076887134428e-07,3.3088973783179654e-09
1959,2.0772004205582562e-07,7.750747710311146e-09
1960,2.3115583580590737e-07,1.2457499920515147e-08
1961,1.9107437410070816e-07,1.1811870759270704e-08
1962,2.2006589173173552e-07,3.170978146727066e-09
1963,1.4483959898115017e-07,3.2330267352165265e-09
1964,1.6791752344147426e-07,1.1559539936367713e-08
1965,1.8276624391688756e-07,4.377634699181954e-09
1966,1.7558866360900538e-07,3.3234448526542337e-09
1967,2.164417356453896e-07,7.3955032653394426e-09
1968,1.8998688666727048e-07,8.533689727086013e-09
1969,1.5260306707176596e-07,4.995933444718048e-09
1970,1.6003562830491092e-07,5.058597540852361e-09
1971,1.4849968632546506e-07,3.083038535578453e-08
1972,1.8571131477074232e-07,3.5911027485013847e-09
1973,1.290089750582979e-07,1.047508757512361e-08
1974,1.3613883975693852e-07,1.6876715580593782e-09
1975,1.2850830444222083e-07,1.028066476393974e-08
1976,1.2112676817110923e-07,9.71299568552908e-09
1977,1.2928920334331906e-07,1.7630346071939584e-09
1978,1.5564349808983025e-07,5.346532105932056e-09
1979,1.6619604004119992e-07,4.681578791299046e-09
1980,1.4610836895911916e-07,2.8425752862659692e-09
1981,1.5244573692285712e-07,5.06043967840597e-09
1982,1.3159904366233377e-07,7.449002858983533e-09
1983,1.4272613579890958e-07,1.89459470334441e-09
1984,1.6121243628930415e-07,8.118612115914914e-09
1985,1.2091271806013992e-07,4.210890747202711e-09
1986,1.7324062717705146e-07,4.196139880008332e-09
1987,1.6132557068004871e-07,9.166224945733603e-09
1988,1.4631591138680733e-07,1.1993107618124554e-09
1989,1.8934021817074154e-07,6.585746725740194e-09
1990,1.4602385300932497e-07,7.628111586832631e-09
1991,1.4712277085493497e-07,5.275318681885466e-09
1992,1.5813539100406615e-07,9.91789939064347e-09
1993,1.5066644820649344e-07,6.647049133334804e-09
1994,1.5033540812225965e-07,4.219941229788304e-09
1995,1.4694841876661258e-07,7.049185846152994e-09
1996,1.6868371321976383e-07,4.80428297144897e-09
1997,1.6014947945564018e-07,3.3564261370244708e-09
1998,1.6259320112510522e-07,2.86087753487152e-09
1999,1.5721492374609625e-07,3.1991407301035224e-09
2000,1.5772373096467618e-07,4.859834534798324e-09
2001,1.8795399192583773e-07,5.257454194218525e-09
2002,1.914593834584366e-07,5.257465740537981e-09
2003,1.875115316352094e-07,4.166922806803086e-09
