year,ton_DET antre_NOUN,ton_DET ventre_NOUN
1873,8.979006871356887e-09,5.5071240456783244e-08
1874,7.169530913397892e-09,3.405527343458559e-08
1875,2.0025344937835143e-08,4.291145216939185e-08
1876,2.418405919968336e-09,5.501873356905662e-08
1877,8.040260901509555e-09,5.3189419313426356e-08
1878,4.831270938865373e-09,4.77088000216952e-08
1879,4.276527687530063e-09,5.864952257184086e-08
1880,2.0537108014195837e-08,7.63723673191663e-08
1881,8.367009307619355e-09,3.834879036546113e-08
1882,1.0648616211028639e-08,6.721939227460894e-08
1883,7.58320695126713e-09,4.739504255724114e-08
1884,1.650424152899177e-08,5.149323545339257e-08
1885,3.2228177904158883e-09,6.058897605853986e-08
1886,1.936039106809062e-09,6.130790808356323e-08
1887,1.3057849246322917e-09,5.15785059107543e-08
1888,5.706553452000662e-09,5.0090856351658886e-08
1889,6.891650361495749e-09,4.322944380241722e-08
1890,3.2771931834929546e-09,4.1948073459252555e-08
1891,6.3742202627281586e-09,6.884157510711475e-08
1892,3.1342561879199593e-09,8.274436003041785e-08
1893,4.310891643655168e-09,6.527921692089933e-08
1894,1.2603078580752936e-09,7.120739553556632e-08
1895,1.8055843487019274e-09,3.731540898499475e-08
1896,5.307326134129653e-09,6.19188025297035e-08
1897,3.4960281336537946e-09,4.777905271424743e-08
1898,2.8291773368493978e-09,4.0174320314889655e-08
1899,2.2110313580014918e-09,6.080336056868418e-08
1900,8.824790675987515e-09,5.8658899071417636e-08
1901,1.676621730339889e-09,4.3033289820471055e-08
1902,4.910283735171106e-09,3.879124377270671e-08
1903,2.7001101354784396e-09,3.942160975434206e-08
1904,7.524475265086039e-09,3.9234764770412767e-08
1905,3.6125313851442797e-09,3.767354161965386e-08
1906,1.2860461140462576e-08,5.144184633820714e-08
1907,3.0857059130084963e-09,4.628558936126126e-08
1908,5.893666887857307e-09,7.023286574536769e-08
1909,3.300590023513905e-09,7.481337682690992e-08
1910,1.4963621453034648e-08,7.64213563542171e-08
1911,1.3300935464144459e-08,6.43765254437767e-08
1912,7.814132008121533e-09,4.375913853493785e-08
1913,3.71209285532359e-09,5.302989647404388e-08
1914,9.37544086809794e-09,5.491329968521086e-08
1915,8.246533234057551e-09,5.890381071793627e-08
1916,1.0987462051303964e-09,4.504859418830165e-08
1917,1.3159709433274713e-08,8.882803737009226e-08
1918,6.89182577673364e-09,5.628324206696789e-08
1919,3.6831393490643904e-09,4.4197673521040315e-08
1920,7.572231730534895e-10,8.48089940497232e-08
1921,8.330022505109724e-09,7.79993014621283e-08
1922,8.115729421831475e-09,8.4108465081556e-08
1923,6.369568872344189e-09,1.0934426875053305e-07
1924,9.02413699321869e-09,7.734974616369072e-08
1925,1.2097995494286806e-08,9.348451168733618e-08
1926,3.343841648018042e-09,8.359603942409422e-08
1927,8.919379901328739e-09,9.365349118439781e-08
1928,4.570416489713125e-09,7.655447742394017e-08
1929,1.3368487650211591e-08,5.124587065807873e-08
1930,8.402882833991043e-09,9.138135403929937e-08
1931,3.4216069977333063e-09,8.668070972106534e-08
1932,9.863582839386709e-09,6.246935990716906e-08
1933,8.02946331646126e-09,6.079451009277648e-08
1934,4.7926320689839486e-09,8.626737546535423e-08
1935,4.787313656606784e-09,7.540018920337843e-08
1936,3.6374143697059935e-09,7.759816966768085e-08
1937,2.5182236296217297e-09,7.176937577568765e-08
1938,7.779128452511941e-09,1.465069301431754e-07
1939,0.0,4.435274636449549e-08
1940,0.0,4.310830958864642e-08
1941,3.5418032950929046e-08,1.0625409174735978e-07
1942,3.034211770724937e-09,1.3957373834472264e-07
1943,8.709705845433291e-09,1.0741970246641586e-07
1944,3.2131861615880553e-09,7.069009733129406e-08
1945,2.3963544037997053e-08,1.5903079564338896e-07
1946,6.960552134671616e-09,1.3921104535796758e-07
1947,3.5762612871081956e-09,1.680842807161298e-07
1948,4.348755133776194e-09,1.5003205078301107e-07
1949,9.817008539414473e-09,9.915178189601193e-08
1950,5.317680518146517e-09,1.7229286086717366e-07
1951,1.0661401761424827e-09,9.488647823019392e-08
1952,6.326882129314981e-09,1.159928393335008e-07
1953,5.386913581872932e-09,1.4652405155857195e-07
1954,1.07497895029951e-08,1.8567819104475802e-07
1955,2.815682353940474e-09,1.2482858124940321e-07
1956,3.488456634670456e-09,1.6221323129173015e-07
1957,2.6505113659425206e-09,1.2280702410549793e-07
1958,4.1361216673863055e-09,1.3483756866605745e-07
1959,7.750747599288843e-09,1.4338883636000332e-07
1960,1.1073333361366622e-08,1.1626999807390348e-07
1961,2.08444772553662e-09,1.5702839828435344e-07
1962,1.0781326054143392e-08,1.4713339258065616e-07
1963,8.405868889838075e-09,1.8751554087259592e-07
1964,8.517555549758526e-09,1.6122516210970161e-07
1965,1.094408652591028e-08,1.8276625102231492e-07
1966,4.985167390003653e-09,1.8278946356531378e-07
1967,8.381570493209978e-09,2.2926060427863604e-07
1968,9.431973424511852e-09,2.1064739819109946e-07
1969,3.1792304344691047e-09,2.311754716544101e-07
1970,1.8394900047624674e-09,2.2441778213533325e-07
1971,3.596878239697787e-09,2.0091134711464065e-07
1972,1.2312352026810913e-08,1.7801610230350207e-07
1973,5.513203726881244e-09,2.5415868964984156e-07
1974,3.3753431161187564e-09,1.9408222229344574e-07
1975,6.8537762132336866e-09,2.2617461858942534e-07
1976,6.2848797277581525e-09,2.496811291052836e-07
1977,1.057820764316375e-08,2.321328853582827e-07
1978,4.752473081737207e-09,2.4594048397830193e-07
1979,7.022368020415115e-09,2.3641972024535107e-07
1980,3.411090521154847e-09,2.1830979157755337e-07
1981,8.855769451088236e-09,2.928729294637833e-07
1982,6.828252629986764e-09,2.259530873516269e-07
1983,6.315316158911344e-09,2.759792980810971e-07
1984,4.639206796497319e-09,2.39499044596414e-07
1985,7.820225356169885e-09,2.26786531776213e-07
1986,7.792831269171074e-09,2.5776287237988527e-07
1987,6.110816741511371e-09,2.279334649912812e-07
1988,6.596209356501959e-09,2.008845552126104e-07
1989,4.939309850016116e-09,2.2940350241640317e-07
1990,6.538381003284854e-09,1.847092656603877e-07
1991,9.37834432335194e-09,2.3094172973969762e-07
1992,1.0468894195980738e-08,2.4243754914721194e-07
1993,7.754890063438324e-09,2.404015990720154e-07
1994,7.384897138251745e-09,2.1363453406308963e-07
1995,9.218166396873784e-09,2.0822211510562738e-07
1996,5.871901187504136e-09,2.4074795135220484e-07
1997,5.274384040632185e-09,3.039963161199921e-07
1998,7.629006759657386e-09,2.3173108587570823e-07
1999,5.941261704833778e-09,2.5364616895728886e-07
2000,3.534425307982758e-09,2.7568517957377026e-07
2001,1.4457999020223156e-08,2.4271912835160947e-07
2002,1.0514931148009055e-08,2.3351910805047282e-07
2003,6.667076668520622e-09,2.1751337975217666e-07
2004,7.928623979580607e-09,2.334539326298568e-07
2005,8.106749049829887e-09,2.2563785506690692e-07
2006,6.1768350434476815e-09,2.421319313938852e-07
2007,1.1583990655594789e-08,2.919964483538706e-07
2008,1.2772319368803409e-08,3.188822272903735e-07
2009,8.582746957586096e-09,2.6892607074557873e-07
2010,2.3618966005223285e-08,3.594806479156887e-07
2011,1.8355065883879362e-08,3.8736837026931425e-07
2012,3.063827305749278e-08,4.755741045414652e-07
2013,2.7891249809730567e-08,4.602056442593039e-07
2014,2.5768796874103828e-08,5.465583594599366e-07
2015,2.637724760834459e-08,5.330863714902989e-07
2016,3.024156569608749e-08,4.973287310860997e-07
2017,2.9432651871275084e-08,6.455058958465543e-07
2018,4.904786610193668e-08,6.381385588838384e-07
2019,4.0560706515702094e-08,6.025433094691834e-07
