year,en_ADP an_NOUN,en_ADP vents_NOUN
1800,4.904896533375336e-07,3.144164395507687e-08
1801,5.643402785082685e-07,9.524730337773235e-09
1802,6.064546766992862e-07,2.0140561218795483e-08
1803,5.265915992147541e-07,2.5354410126965377e-08
1804,3.6830580740776497e-07,2.7190360185613827e-08
1805,4.918178508894755e-07,2.2743021688143017e-08
1806,4.3801370352980484e-07,2.881669125542885e-08
1807,4.526658616832435e-07,1.1387820464392462e-08
1808,5.483899125913183e-07,0.0
1809,5.421673359151669e-07,2.259030518203531e-09
1810,5.943921879136838e-07,0.0
1811,5.515568854974617e-07,7.521229861140455e-09
1812,3.6807472891808857e-07,2.6672082320544632e-09
1813,4.658701489024253e-07,0.0
1814,5.286417530392384e-07,2.5173417128598885e-08
1815,5.529308373386499e-07,1.888056444521169e-08
1816,5.400016984680178e-07,2.0858434979231788e-08
1817,5.433488123873786e-07,1.8682481339737933e-08
1818,6.115563999653517e-07,7.152706427149269e-09
1819,4.896046665869846e-07,1.035105001712111e-09
1820,5.517913699293331e-07,2.8479554714522237e-08
1821,5.581602378068595e-07,2.2681423739179252e-08
1822,5.323601897089247e-07,9.023054303725075e-09
1823,5.33665093671587e-07,1.2847493402468046e-08
1824,5.793725446068265e-07,1.2631669044083083e-08
1825,5.60906715518783e-07,7.924898959288385e-09
1826,4.6241916806799566e-07,0.0
1827,6.286180035952604e-07,5.530363722527909e-09
1828,5.851928263078676e-07,0.0
1829,5.735454887134672e-07,4.286588028978855e-09
1830,3.7781346229337487e-07,0.0
1831,3.80425425827724e-07,1.5591206103948707e-09
1832,3.368962461225422e-07,1.3529969367098715e-09
1833,6.544750054127135e-07,6.950177322551099e-09
1834,4.424567656702294e-07,1.586870257419548e-08
1835,4.4092801942952065e-07,8.31939672707449e-09
1836,3.8913142974550397e-07,1.008112526790228e-08
1837,4.167776712638016e-07,1.0436836284100082e-08
1838,3.888291648657116e-07,1.3886756411451984e-08
1839,4.1669192585302994e-07,1.1885507689157748e-08
1840,3.471480304884089e-07,1.1465439264668476e-08
1841,3.7239181560622114e-07,8.988767952189392e-09
1842,5.138531156134718e-07,6.708265054555795e-09
1843,3.378753090643727e-07,1.7130041385371442e-08
1844,3.485236398370617e-07,2.7442805805577564e-09
1845,3.5546052618018464e-07,5.022205318283568e-09
1846,3.2843752117983627e-07,1.5221703453249802e-08
1847,4.0395245015645287e-07,5.3932236454556914e-09
1848,3.1456817606301257e-07,8.84974404868899e-09
1849,4.725990050413742e-07,1.6758829879393033e-09
1850,3.91725066606341e-07,1.3577992064028876e-08
1851,4.456562066046388e-07,8.384270167027807e-09
1852,3.359441413941511e-07,1.4974254947119903e-08
1853,5.482233342846143e-07,3.5831591027601917e-09
1854,3.3044426805961535e-07,1.6626126086993764e-08
1855,4.1022623520348134e-07,1.4859423913549108e-08
1856,3.748285001270446e-07,4.141751386299575e-09
1857,3.656250328054611e-07,8.298565390418844e-09
1858,3.0976968945495287e-07,2.3979012442332248e-08
1859,3.5288760402707453e-07,2.393321385518732e-08
1860,3.748713676143822e-07,2.4259074915544687e-08
1861,3.2870266553075567e-07,1.3204698057212028e-08
1862,3.6189069990699707e-07,7.6805766469068e-09
1863,3.995696622460798e-07,6.143383812773351e-08
1864,3.452204173637341e-07,1.1507347075223606e-08
1865,3.8266645119300335e-07,1.7886009118228685e-08
1866,3.824371657135117e-07,1.848932973391726e-08
1867,3.663872796266787e-07,1.2132028714972876e-08
1868,4.5249248004086695e-07,3.01332316876568e-08
1869,3.8775141508740063e-07,1.562726070769571e-08
1870,4.157185449216172e-07,1.4335121978348297e-08
1871,3.887350770170883e-07,9.559059765962274e-09
1872,5.049528292166983e-07,1.3304146784243187e-08
1873,5.453249966036466e-07,5.9860045809045914e-09
1874,4.451083851497728e-07,1.4339061660262331e-08
1875,3.804815484897972e-07,4.0050688876469565e-09
1876,4.885179869518197e-07,7.255217537860403e-09
1877,3.525345166899285e-07,6.803297813995357e-09
1878,5.398945350232331e-07,1.3285995359435532e-08
1879,4.1909971393305767e-07,2.1382638437650314e-08
1880,4.3577175246056754e-07,2.3746030697324727e-08
1881,4.2741470163143447e-07,1.045876146799074e-08
1882,4.199548004901743e-07,9.983077475794744e-09
1883,4.069654357952146e-07,1.0742876477287666e-08
1884,3.366865382048445e-07,1.4523733327109767e-08
1885,4.202554444443507e-07,7.7347630522695e-09
1886,4.491610913204269e-07,2.0651085175238393e-08
1887,3.3166937818407405e-07,2.546280519766242e-08
1888,4.7237579248182726e-07,1.4583413587843097e-08
1889,3.2265454574798014e-07,1.50363277384713e-08
1890,3.454161583427151e-07,1.769684337959987e-08
1891,3.5823116739663874e-07,1.593555043477579e-08
1892,3.2658949455921515e-07,1.504442992406041e-08
1893,2.7528121826492224e-07,2.6481191073290944e-08
1894,3.610781962315457e-07,2.0164925507160092e-08
1895,2.8167116128408054e-07,2.1667011962378524e-08
1896,2.954411550959435e-07,3.125425335204213e-08
1897,3.018237670904256e-07,6.584186462710306e-08
1898,2.8744442459593955e-07,3.734514186781723e-08
1899,2.802482299557596e-07,3.3165470370022376e-09
1900,2.678583330695261e-07,7.78657960331941e-09
1901,2.732893396584224e-07,8.383108485165991e-09
1902,2.7595794294121845e-07,1.2275709337927765e-08
1903,2.9323195738228947e-07,3.7801539676252105e-09
1904,2.7410588554488413e-07,4.299700151477737e-09
1905,2.342984628533884e-07,5.6768351130997985e-09
1906,2.453775985733486e-07,1.131720617220111e-08
1907,2.7617068942831224e-07,5.142843484406967e-09
1908,2.1462770916080842e-07,1.6698722848929037e-08
1909,2.381925914285432e-07,1.1552065692921332e-08
1910,1.9345826018923873e-07,5.3441505665219324e-09
1911,2.745313101293334e-07,1.1172785918667216e-08
1912,2.3181924374560126e-07,3.33402970786878e-08
1913,2.2484676126532932e-07,6.893886461689647e-09
1914,2.276892898667171e-07,4.687720711604726e-09
1915,2.0969756231448144e-07,1.0602685396321476e-08
1916,2.64797828997132e-07,4.394984820521586e-09
1917,2.0836206238161736e-07,6.579854550103903e-09
1918,2.2857889092620098e-07,3.44591288836682e-09
1919,2.1822600482224175e-07,4.603924241841639e-09
1920,2.4761197181533134e-07,1.1358347151713133e-08
1921,2.1203692424087706e-07,2.27182422873895e-09
1922,2.0363102271048206e-07,1.2542490324118916e-08
1923,2.2081171513477216e-07,9.554353308516284e-09
1924,1.8950688063235077e-07,7.734974438733389e-09
1925,2.2106337516092367e-07,4.399271169575059e-09
1926,2.5859040508890985e-07,5.573069339348535e-09
1927,1.4493992472885964e-07,5.574612438330462e-09
1928,2.1252436988028478e-07,1.1426041446327417e-08
1929,2.5511530887811773e-07,1.1140406375176326e-08
1930,2.951512604321138e-07,1.365468438319084e-08
1931,1.8704785009759917e-07,1.0264820993199919e-08
1932,1.5233756045507363e-07,5.479768305782784e-09
1933,1.5944220788099983e-07,1.3764794859483231e-08
1934,2.0009239420915037e-07,1.0783422155213884e-08
1935,1.4242258306040867e-07,5.98414207075848e-09
1936,1.624711774006471e-07,3.6374143697059935e-09
1937,2.5434058437134865e-07,8.813782592653752e-09
1938,1.8540257140653438e-07,6.482607339819424e-09
1939,1.8199920415185034e-07,9.176430282309411e-09
1940,2.3329202702981888e-07,2.5357829169792012e-09
1941,2.6858673107810205e-07,2.3612020783048138e-08
1942,5.006449512734434e-07,2.1239483061208375e-08
1943,3.251623377220625e-07,1.7419411690866582e-08
1944,1.670856821789357e-07,2.8918675454292497e-08
1945,1.7645882843808636e-07,1.3071024707045353e-08
1946,1.767980171152317e-07,1.1136883415474585e-08
1947,1.2874540833429649e-07,4.7683483828109274e-09
1948,1.7829895648802108e-07,9.784699273041042e-09
1949,1.7277934827308883e-07,7.853606653895895e-09
1950,2.0845308923433947e-07,1.0635361036293034e-08
1951,1.7697927001680824e-07,5.330700769690111e-09
1952,1.7609822067221614e-07,4.2179215675730575e-09
1953,1.8100030263479283e-07,1.1851210013347213e-08
1954,1.3192924086524727e-07,9.772536557761669e-09
1955,1.9052783706285936e-07,9.385607846468247e-10
1956,1.7965551646348388e-07,1.0465369904011368e-08
1957,2.31477991108342e-07,4.417518795207798e-09
1958,2.556123281927114e-07,4.1361216673863055e-09
1959,2.1082034362684965e-07,1.240119618106661e-08
1960,1.986279155596904e-07,2.4915000340630655e-08
1961,2.0913959231094736e-07,2.08444772553662e-09
1962,2.416285432849108e-07,3.1709782577493684e-09
1963,2.133797532000159e-07,6.466053470433053e-09
1964,2.293656092833274e-07,4.258777774879263e-09
1965,2.1450410364609596e-07,7.11365660821528e-09
1966,2.0549968060556978e-07,3.3234448526542337e-09
1967,1.9770645359740158e-07,4.930335473218861e-09
1968,1.8280062505371397e-07,5.838840522187638e-09
1969,1.630491064108508e-07,5.450109169524708e-09
1970,1.692330778291229e-07,6.438215210957665e-09
1971,1.6905328026339816e-07,7.193756368373272e-09
1972,1.8468528922843674e-07,4.617132176587546e-09
1973,1.3783009528145485e-07,2.2052815684681093e-09
1974,2.3852424302361896e-07,9.56347201430674e-09
1975,2.2560346923938823e-07,8.567220266542108e-09
1976,1.5255116581069927e-07,5.7135269293517865e-09
1977,1.4280580318271063e-07,7.052138428775834e-09
1978,1.188118274875194e-07,3.564354700280603e-09
1979,1.281582141521298e-07,5.266776126333639e-09
1980,1.5804718556111652e-07,4.548120546843393e-09
1981,1.1449244580186146e-07,8.223214442715232e-09
1982,1.3904804907483026e-07,4.345251713999687e-09
1983,1.3388469954911386e-07,8.209910862255754e-09
1984,1.786094572242547e-07,7.538711210841598e-09
1985,1.0527226579348792e-07,6.015557829641693e-09
1986,1.0190625043815515e-07,6.593933954412989e-09
1987,1.1305011188289527e-07,4.888653593049241e-09
1988,2.4645836249614916e-07,4.197587610832443e-09
1989,1.053719477228654e-07,5.4881220679092735e-09
1990,1.0897301572221352e-07,4.903785932874882e-09
1991,1.1781545167233176e-07,1.0550637086215175e-08
1992,1.4160556649489564e-07,2.7549720282848966e-09
1993,1.0801454858322401e-07,7.200969598386564e-09
1994,9.283870938681105e-08,7.3848970827405935e-09
1995,1.1441371272624679e-07,8.133675954979935e-09
1996,1.2117468917161034e-07,1.6014276571496566e-09
1997,7.719779804293836e-08,5.274383707565278e-09
1998,8.201181977973704e-08,7.1521940592234046e-09
1999,8.27206416420534e-08,2.7421207526856506e-09
2000,8.350079627739149e-08,1.3254094488601709e-09
2001,1.0339659703428872e-07,3.94309060403053e-09
2002,1.0602556049787992e-07,7.009954394732176e-09
2003,8.500522735710447e-08,5.8336921959778465e-09
2004,1.0263163519041996e-07,6.6071870752359985e-09
2005,9.097574116267992e-08,3.15262471684008e-09
2006,7.782812000423078e-08,7.000412693969338e-09
2007,7.869124660220272e-08,4.393927360846206e-09
2008,7.705965823778804e-08,6.811903485726134e-09
2009,6.53242375747709e-08,2.384096253749135e-09
2010,8.077686158847186e-08,6.140930874920514e-09
2011,3.7474924913238894e-08,3.4415748029203996e-09
2012,3.6765930244708755e-08,4.425528388196653e-09
2013,2.8727987766430374e-08,5.020424964641279e-09
2014,3.3131311125145224e-08,7.362513668174309e-09
2015,2.1722439139115757e-08,5.5414385163876645e-09
2016,2.7548822750800284e-08,5.592618063099408e-09
2017,2.440142932158551e-08,3.773417134311785e-09
2018,2.0135440093049795e-08,5.421079862788503e-09
2019,4.28565950505444e-08,8.163161147045628e-09
