year,mon_DET empire_NOUN,mon_DET vampire_NOUN
1995,9.32661530228529e-08,1.6267352465071383e-09
1996,1.3718896774150835e-07,0.0
1997,7.384137523658296e-08,1.438468344439059e-09
1998,2.7607468577883765e-07,9.536258449571733e-10
1999,7.815043878700578e-08,2.2851005809787495e-09
2000,7.422292713776812e-08,4.4180314962005696e-10
2001,7.185187367308998e-08,1.3143635069212678e-09
2002,7.886198627460317e-08,1.3143663935011318e-09
2003,1.0583984000334112e-07,1.6667691671301554e-09
2004,1.1628648843853284e-07,3.0833537945085254e-09
2005,7.341111851744131e-08,4.954124332989807e-09
2006,7.453380906907725e-08,2.4707340062768424e-09
2007,8.228627540463052e-08,2.3966877371606188e-09
2008,8.3445815812766e-08,4.257439678578834e-10
2009,8.582746424679044e-08,4.76819250749827e-10
2010,8.219400093878448e-08,3.3066551718974324e-09
2011,1.1013039091789523e-07,1.41486959925885e-08
2012,1.2187224462945068e-07,1.0417013010521892e-07
2013,1.2327932424893717e-07,1.6176925299316025e-08
2014,1.5331351865821574e-07,6.214827796835465e-08
2015,1.717845961590747e-07,6.339405589361746e-08
2016,1.864206076174213e-07,5.116209855771103e-08
2017,1.250258817864225e-07,1.0917753456851642e-07
2018,1.788956377479778e-07,5.162933414126769e-08
2019,1.6989577755754937e-07,8.545809160320772e-08
