year,mon_DET empire_NOUN,mon_DET vampire_NOUN
1800,4.213180422318885e-07,0.0
1801,5.976768004956057e-07,0.0
1802,7.787683387050492e-07,0.0
1803,4.2517394049923496e-07,0.0
1804,5.611101392410944e-07,0.0
1805,7.107194264222016e-07,0.0
1806,4.985287720415954e-07,0.0
1807,7.459022670630588e-07,2.8469551160981155e-09
1808,5.982435347107184e-07,0.0
1809,5.195770222954366e-07,0.0
1810,8.611666704183563e-07,0.0
1811,7.044885803608736e-07,0.0
1812,4.3742214961284276e-07,0.0
1813,6.154087301979416e-07,0.0
1814,1.0635768923350497e-06,0.0
1815,5.394447253337376e-07,0.0
1816,5.678129380015662e-07,0.0
1817,7.08377370983726e-07,4.670620334934483e-09
1818,7.343445034280194e-07,4.768470951432846e-09
1819,8.239436066759254e-07,1.035105001712111e-09
1820,7.926809102443144e-07,0.0
1821,6.863595992667726e-07,1.1833785507064931e-08
1822,7.669596016057767e-07,0.0
1823,6.364450382267961e-07,2.9648061783404955e-09
1824,5.928463195914446e-07,3.3684450784221553e-09
1825,6.357529804823514e-07,0.0
1826,5.17909483965795e-07,0.0
1827,8.378501193950783e-07,4.608636583469661e-09
1828,4.879664290413643e-07,0.0
1829,7.784443583069844e-07,2.571952872898464e-09
1830,7.264037833465409e-07,2.0873671680021744e-09
1831,5.067142172521244e-07,1.5591206103948707e-09
1832,3.328372377708888e-07,1.6235963684607668e-08
1833,4.459696878456043e-07,0.0
1834,4.639261959038521e-07,0.0
1835,3.970621236248917e-07,1.5126175867408165e-09
1836,4.2475141270870154e-07,0.0
1837,4.195608171997378e-07,2.7831563720326358e-09
1838,4.342767256915181e-07,0.0
1839,3.292984906977381e-07,1.3982950353153e-09
1840,4.1785158710894166e-07,0.0
1841,4.6356359506560807e-07,6.420548537278137e-10
1842,4.373788740075213e-07,1.341653010911159e-09
1843,3.4378222424358285e-07,5.906911071384968e-10
1844,2.9748001711960015e-07,0.0
1845,2.818015190086953e-07,2.7901139176833567e-09
1846,3.1848486803376375e-07,4.6836010625384006e-09
1847,2.56178116053718e-07,0.0
1848,4.674273829108344e-07,0.0
1849,4.7511282019740975e-07,8.379414939696517e-10
1850,3.4080761146526584e-07,2.0366988096043315e-09
1851,3.1924723065124283e-07,1.9348316282474798e-09
1852,3.743563485869572e-07,0.0
1853,3.953418925561891e-07,2.9859659189668264e-09
1854,4.993033577704864e-07,0.0
1855,6.368324392269642e-07,1.0613874223963649e-09
1856,7.242887800629205e-07,0.0
1857,7.419893570670411e-07,9.763018171682347e-10
1858,4.306434957523919e-07,9.787352039936081e-10
1859,3.712194427407667e-07,0.0
1860,4.7511169753988725e-07,9.154367819341758e-10
1861,5.390346826672499e-07,1.8863854922557266e-09
1862,5.001410685601115e-07,0.0
1863,5.204394959434921e-07,9.489779628779615e-09
1864,5.221458635462639e-07,4.794727948009836e-10
1865,4.0196449369034326e-07,0.0
1866,6.033360051560521e-07,9.731225825149181e-10
1867,7.060840570005666e-07,9.7056229719783e-10
1868,4.999152425355646e-07,3.951899252285784e-09
1869,5.337686506123873e-07,1.4650557433881772e-09
1870,3.262673828885454e-07,5.734048791339319e-10
1871,2.432249655015539e-07,0.0
1872,2.1165687247304277e-07,0.0
1873,2.2267936294895208e-07,1.1972008939764578e-09
1874,3.08289820338814e-07,1.1949218281515073e-09
1875,3.4271948834430077e-07,0.0
1876,5.066560351263405e-07,0.0
1877,5.288017570492798e-07,1.8554447978047506e-09
1878,2.5001827008708233e-07,1.2078177347163432e-09
1879,3.415112894700201e-07,0.0
1880,3.5105617923747445e-07,1.0268554007097919e-08
1881,2.0638622544311147e-07,6.972507571312292e-10
1882,2.935024818739862e-07,0.0
1883,1.7504569227444478e-07,6.319338941018771e-10
1884,1.7494496784564717e-07,0.0
1885,1.740321575738335e-07,6.445635691854079e-10
1886,2.407142041249699e-07,0.0
1887,1.4494212674520668e-07,1.9586774424595887e-09
1888,1.4773632628362066e-07,6.340614699951175e-10
1889,1.754238301288069e-07,5.012109394186837e-09
1890,1.6975860539503174e-07,6.554386478008212e-10
1891,1.548935396611384e-07,1.9122659011827636e-09
1892,1.0217675172619067e-07,0.0
1893,1.9214259472377648e-07,0.0
1894,1.77073256724114e-07,1.2603078580752936e-09
1895,1.426411611049616e-07,0.0
1896,1.9990927935253922e-07,5.89702897624278e-10
1897,2.802649285982284e-07,0.0
1898,1.5673642428382095e-07,0.0
1899,1.6803837787904286e-07,1.1055156790007459e-09
1900,2.0193196093032384e-07,0.0
1901,1.3804185045040995e-07,0.0
1902,2.209627738558595e-07,9.820567692386817e-10
1903,1.7442710653625682e-07,0.0
1904,1.7360039894498414e-07,0.0
1905,2.059142913957146e-07,5.160759042333041e-10
1906,1.1008554590130615e-07,5.144184522798412e-10
1907,1.6457098794830927e-07,0.0
1908,1.458682572508252e-07,0.0
1909,1.413752759304998e-07,0.0
1910,1.8811410229524483e-07,5.344150677544235e-10
1911,1.5907918360369422e-07,0.0
1912,2.0108366749482798e-07,0.0
1913,9.227202407702251e-08,0.0
1914,2.1429579338816396e-07,0.0
1915,2.450398439712842e-07,0.0
1916,2.1205801559176507e-07,0.0
1917,1.4037023188251396e-07,0.0
1918,2.3661936054963917e-07,0.0
1919,1.3535537046749369e-07,0.0
1920,1.75675777036588e-07,7.572231730534895e-10
1921,1.741731918691869e-07,0.0
1922,1.601012034058158e-07,3.6889677423879164e-09
1923,1.305761627712343e-07,2.1231896241147297e-09
1924,1.1473545802331842e-07,0.0
1925,2.1116502146867333e-07,0.0
1926,1.3598288861604857e-07,3.343841648018042e-09
1927,1.3379070140651095e-07,2.2298449753321847e-09
1928,1.3939770393545103e-07,1.1426041224282812e-09
1929,1.659920521035474e-07,0.0
1930,1.2394251958092184e-07,8.402882833991043e-09
1931,1.1405356481475337e-07,0.0
1932,1.0082773393982336e-07,0.0
1933,1.3076554816748853e-07,0.0
1934,1.7373291250066814e-07,0.0
1935,1.6994963214500558e-07,1.196828414151696e-09
1936,1.0548501450102776e-07,0.0
1937,1.1835651148039972e-07,0.0
1938,1.231695365699892e-07,0.0
1939,1.2388180525846337e-07,0.0
1940,2.662572040623701e-07,0.0
1941,1.5347813153709922e-07,0.0
1942,1.7901849602708353e-07,5.158160121254696e-08
1943,1.712908821449588e-07,0.0
1944,1.7993842149621742e-07,0.0
1945,1.3071024485000748e-07,0.0
1946,1.2807415927795773e-07,0.0
1947,1.4781879964509415e-07,1.1920870957027319e-09
1948,2.283096449673394e-07,3.2615663503321457e-09
1949,1.3154791278502387e-07,0.0
1950,1.8824589931298874e-07,2.1270722960764488e-09
1951,1.9083909896799867e-07,5.3307008807124134e-09
1952,1.0755700041720218e-07,0.0
1953,1.1743471928227223e-07,0.0
1954,1.0456613641629531e-07,4.886268278880834e-09
1955,1.3984555957691214e-07,1.8771215692936494e-09
1956,1.1511906983230347e-07,1.744228317335228e-09
1957,1.0602045019680872e-07,1.7670075402875796e-09
1958,1.2325642606558773e-07,6.617794756635931e-09
1959,2.29422141728719e-07,3.100299128533379e-09
1960,1.834020828539451e-07,0.0
1961,1.7439879795855262e-07,0.0
1962,1.2747332345242057e-07,1.9025869768540815e-09
1963,1.2867445686737256e-07,3.879631726988464e-09
1964,1.61833555445412e-07,1.2167936658258327e-09
1965,1.3297065226680616e-07,5.472043373977442e-10
1966,1.2795262571696497e-07,1.6617224263271169e-09
1967,1.8291544257031944e-07,4.930335584241163e-10
1968,1.8729204120937482e-07,2.69484942694298e-09
1969,3.170147007125479e-07,1.8167031212712459e-09
1970,1.7981014810430906e-07,1.839490032518043e-09
1971,1.3565369638701696e-07,5.138397485282553e-10
1972,1.498002880628846e-07,3.5911027485013847e-09
1973,1.1632860119625832e-07,0.0
1974,1.2432513263327394e-07,5.625571675160757e-10
1975,8.053187050549582e-08,0.0
1976,8.627425263085797e-08,5.713526873840635e-10
1977,6.934602425623382e-08,0.0
1978,1.2237617896815323e-07,2.3762365408686037e-09
1979,1.100171002077488e-07,3.5111840102075575e-09
1980,6.708477795491774e-08,2.8425752862659692e-09
1981,8.855769717541762e-08,3.1627747087981106e-09
1982,9.249178578585315e-08,6.207502289967692e-10
1983,6.125856444327837e-08,6.315316047889041e-10
1984,6.784840089757438e-08,4.639206907519622e-09
1985,1.245220532242186e-07,2.4062232206745193e-09
1986,1.3487592598337983e-07,5.994485463567401e-10
1987,8.371818993602176e-08,2.4443267965246207e-09
1988,8.754968477964198e-08,5.996553809062277e-10
1989,7.244321054145075e-08,2.1952488715726304e-09
1990,5.6665970582514547e-08,0.0
1991,1.0374793113498981e-07,5.861465202094962e-10
1992,1.0193396537960808e-07,0.0
1993,6.093128135375991e-08,1.661762283333701e-09
1994,1.0233357849998015e-07,1.5824779819872958e-09
