year,en_ADP oie_NOUN,en_ADP voie_NOUN
1800,3.144164484325529e-09,3.175606195782166e-07
1801,1.666827853519237e-08,3.357467335263209e-07
1802,2.0140561218795483e-08,1.767893706983159e-07
1803,9.751696339321825e-09,2.691468239390815e-07
1804,1.2359254952798437e-08,2.768473166270269e-07
1805,3.695740957709859e-08,1.6772978028711805e-07
1806,1.4408345627714425e-08,2.2188852710769424e-07
1807,0.0,4.185023954050848e-07
1808,1.0877154998922833e-07,4.668112296712934e-07
1809,0.0,3.772580896566069e-07
1810,2.3401266702194334e-08,1.7550951270095538e-07
1811,1.504245972228091e-08,4.211889006455749e-07
1812,2.6672082320544632e-09,5.894530090699845e-07
1813,5.751483289628823e-09,3.9110085481297574e-07
1814,1.1642705288750221e-07,4.6570821155000885e-07
1815,0.0,3.209696046724275e-07
1816,2.3176038865813098e-09,3.337349596677086e-07
1817,4.670620334934483e-09,3.907752272880316e-07
1818,4.768470951432846e-09,3.838619022644707e-07
1819,4.140420006848444e-09,3.5090059213871427e-07
1820,2.3732962262101864e-09,3.061552149574709e-07
1821,1.577838126820552e-08,3.5895817518394324e-07
1822,1.0025615893027862e-09,3.117966684840212e-07
1823,1.9765373782121287e-09,2.954923274955945e-07
1824,1.9368560089105813e-08,5.684250936610624e-07
1825,7.924898959288385e-09,5.723537697122083e-07
1826,3.5231937367541377e-09,7.231355425574293e-07
1827,1.8434546111834038e-09,4.3597702870101784e-07
1828,7.337841001486822e-09,5.485036354002659e-07
1829,9.430493719264632e-09,6.83282110003347e-07
1830,2.0873671680021744e-09,5.38540746219951e-07
1831,1.5591206103948707e-09,5.332192358764587e-07
1832,2.0294953273491956e-08,5.073738407190831e-07
1833,2.3167257001688313e-09,8.826725093058485e-07
1834,3.733812370398937e-09,1.2032210179313552e-06
1835,7.563087933704082e-09,9.453859775021556e-07
1836,2.016224964762614e-09,1.0323071819584584e-06
1837,1.3915781860163179e-09,1.2419835684340796e-06
1838,4.418513332993257e-09,1.2832624634029344e-06
1839,2.0974426639952526e-09,1.749267084960593e-06
1840,5.732719632334238e-09,1.6236336932706763e-06
1841,2.3113974734201292e-08,2.099519406328909e-06
1842,1.341653010911159e-09,2.1238367935438873e-06
1843,1.7720733214154905e-09,2.2121382698969683e-06
1844,3.2931368743049916e-09,2.431432676530676e-06
1845,3.9061593959388574e-09,2.896696287280065e-06
1846,2.9272506640865004e-09,2.9325196919671725e-06
1847,7.011190739092399e-09,2.6103202799276914e-06
1848,4.82713291560799e-09,3.2301566079695476e-06
1849,1.9272654583346593e-08,3.472429625617224e-06
1850,6.788996032014438e-09,2.9790114695060765e-06
1851,1.0964046337491595e-08,3.288568905190914e-06
1852,5.208436348880241e-09,3.6550202366925078e-06
1853,1.791579506971175e-08,4.267542408342706e-06
1854,7.79349651480743e-09,3.4332949780946365e-06
1855,1.0083180512765466e-08,3.77853916688764e-06
1856,1.3978411317339123e-08,3.994719008915126e-06
1857,1.4156376515472857e-08,4.104861091036582e-06
1858,1.5659763041853125e-08,3.980515884904889e-06
1859,2.036869339860914e-09,4.896633981843479e-06
1860,4.57718396518203e-09,4.6513341658283025e-06
1861,7.073945706981277e-09,5.00175110573764e-06
1862,1.490935469528054e-08,4.6494596972479485e-06
1863,3.9956967790022446e-08,4.672467639466049e-06
1864,1.4384183844029508e-09,5.413727194536477e-06
1865,1.3179164426446732e-08,5.593143214355223e-06
1866,1.702964580463373e-08,5.381854407460196e-06
1867,1.4073153309368536e-08,6.22761308477493e-06
1868,1.2349685274415378e-08,6.746879989805166e-06
1869,2.24641887314192e-08,6.668445166724268e-06
1870,9.17447806614291e-09,6.475461304944474e-06
1871,2.2304472935275044e-08,8.116703611449338e-06
1872,7.256807155187062e-09,6.912108801770955e-06
1873,2.5141218329416404e-08,8.503718163410667e-06
1874,1.1949218503559678e-08,8.623750545666553e-06
1875,9.7265964171811e-09,6.861827387183439e-06
1876,2.1161051577678336e-08,7.486780305043794e-06
1877,2.2265337129567797e-08,7.186756192822941e-06
1878,2.1740719446938783e-08,7.205840574897593e-06
1879,1.5273313280772527e-08,7.87064345786348e-06
1880,1.6044615858135103e-08,7.406194526993204e-06
1881,2.1614772693911988e-08,7.436179203068605e-06
1882,3.327692410515226e-08,8.710568181413691e-06
1883,8.847074184359371e-09,7.82270944910124e-06
1884,1.4523733327109767e-08,8.646242349641398e-06
1885,1.546952527187173e-08,7.921041287772823e-06
1886,2.0005737511041843e-08,7.156891570048174e-06
1887,2.0239665943222462e-08,7.638841452717315e-06
1888,3.1703073499755874e-09,7.294877377717057e-06
1889,1.3783300722991498e-08,7.822022780601401e-06
1890,7.865263995654459e-09,7.483798526664032e-06
1891,1.0836173736095134e-08,8.501297088514548e-06
1892,7.522214628963297e-09,7.563587132608518e-06
1893,1.2932674486876294e-08,8.142042133840732e-06
1894,8.192001077489408e-09,7.612889476149576e-06
1895,9.629783193076946e-09,7.591278517793398e-06
1896,2.94851448812139e-09,8.359038474736735e-06
1897,8.740070001067579e-09,8.699283171154093e-06
1898,3.960848538042683e-09,8.335322490893304e-06
1899,7.738609753005221e-09,8.980656275525689e-06
1900,8.30568502863116e-09,8.947818059823476e-06
1901,1.620734302321125e-08,9.155472071142867e-06
1902,7.365425880312415e-09,8.476132279611193e-06
1903,9.1803746826713e-09,9.342920748167671e-06
1904,4.837162670412454e-09,9.759782187757082e-06
1905,1.4450125374043665e-08,9.23930656426819e-06
1906,1.0288368990085672e-08,1.0632000339683145e-05
1907,1.2342823652033985e-08,9.926716302288696e-06
1908,1.7680999775393502e-08,9.309537745139096e-06
1909,5.500983557560346e-10,9.778548701433465e-06
1910,1.4963622119168463e-08,9.215988029609434e-06
1911,5.3203743632934675e-09,8.819583854347002e-06
1912,9.376957876838787e-09,9.339450116385706e-06
1913,1.0075680734189518e-08,9.577729542797897e-06
1914,6.696743604095445e-09,9.399549526278861e-06
1915,1.6493066468115103e-08,9.336254152003676e-06
1916,1.0987462051303964e-09,9.53162361838622e-06
1917,1.315970976634162e-08,9.952030268323142e-06
1918,4.594550517822427e-09,9.556664736010134e-06
1919,8.287063479883727e-09,1.020782110572327e-05
1920,1.0601124866838063e-08,1.0220998774457257e-05
1921,5.300923255902035e-09,1.0467808351677377e-05
1922,3.6889677978990676e-09,1.0532740816415753e-05
1923,7.431163684401554e-09,9.821875210036524e-06
1924,9.024137215263295e-09,9.25876429391792e-06
1925,1.2097995494286806e-08,9.720190064399503e-06
1926,2.229227691330493e-09,9.817518730415031e-06
1927,1.0034302277972529e-08,9.427784789295401e-06
1928,2.2852082337543322e-08,9.279087862523738e-06
1929,6.684243603061191e-09,8.970255294116214e-06
1930,1.3654684494213143e-08,9.738941116665956e-06
1931,1.1405356659111021e-08,1.1258227459620684e-05
1932,5.4797681947604815e-09,1.0282236871717032e-05
1933,1.1470662641954732e-08,1.0967100024572574e-05
1934,1.3179738189705859e-08,1.0190334251092281e-05
1935,2.393656828303392e-09,1.0627836672938429e-05
1936,2.424942913137329e-09,1.0074425517814234e-05
1937,5.0364472592434595e-09,1.0116963494510856e-05
1938,9.075650453382877e-09,1.1065810213040095e-05
1939,1.3764645423464117e-08,9.81878019956639e-06
1940,1.2678914806940611e-08,9.319001947005745e-06
1941,2.9515025978810172e-09,9.303135811933316e-06
1942,0.0,9.205798960465472e-06
1943,5.806470415592457e-09,9.180029337585438e-06
1944,3.2131861615880553e-09,9.48532579059247e-06
1945,8.714016175304096e-09,8.979794074548408e-06
1946,2.7842208538686464e-09,9.457998203288298e-06
1947,2.3841741914054637e-09,9.503318324277643e-06
1948,3.2615663503321457e-09,1.0242405551252887e-05
1949,9.817008539414473e-09,1.5460806025657803e-05
1950,8.508289184305795e-09,1.0840623872354627e-05
1951,5.330700769690111e-09,9.91510387393646e-06
1952,3.1634410646574906e-09,1.0401394320069812e-05
1953,3.232148326759443e-09,1.0128474968951195e-05
1954,4.886268278880834e-09,1.0051053322968073e-05
1955,3.754243138587299e-09,9.830485396378208e-06
1956,9.593255967388359e-09,1.0241236850561108e-05
1957,1.5903067307476704e-08,9.90584430837771e-06
1958,9.099467679352102e-09,1.1450439160398673e-05
1959,3.100299128533379e-09,1.1476532563392539e-05
1960,8.997083078554624e-09,1.3903261788072996e-05
1961,8.33779090214648e-09,1.6837473594932817e-05
1962,8.24454354786397e-09,1.852168315963354e-05
1963,1.0345685197421517e-08,2.365799628023524e-05
1964,4.867174663303331e-09,2.5843481125775725e-05
1965,2.73602163147757e-09,2.279489126522094e-05
1966,3.323444985880997e-08,2.3132837668526918e-05
1967,1.7256174267288316e-08,2.5225075660273433e-05
1968,1.4372530721118437e-08,2.2685242583975196e-05
1969,9.083515217778171e-09,2.447644146741368e-05
1970,1.3796175091229657e-08,2.3294382117455825e-05
1971,1.6956711590410123e-08,2.737635441008024e-05
1972,1.1799337673590315e-08,2.9154623916838318e-05
1973,1.047508757512361e-08,2.5609382646507584e-05
1974,1.4626486743996026e-08,3.039327566511929e-05
1975,1.4849848462006321e-08,3.0208590032998472e-05
1976,9.141642998145016e-09,2.8672191547229886e-05
1977,1.1753563455840776e-08,2.627979301905725e-05
1978,2.1386129422928946e-08,2.5234443455701694e-05
1979,1.2289143924704149e-08,2.3382730432786047e-05
1980,8.527726080842513e-09,2.389298242633231e-05
1981,9.48832401537203e-09,2.1196283341851085e-05
1982,1.1173504455008754e-08,2.0632496671169065e-05
1983,8.209910973278056e-09,2.1844047296326607e-05
1984,8.69851302098823e-09,1.9612825781223364e-05
1985,4.812446441349039e-09,1.732841701596044e-05
1986,1.1988970816112499e-08,1.7568638213560916e-05
1987,9.777306964053878e-09,1.6258440155070275e-05
1988,5.99655392008458e-09,1.4997980542830192e-05
1989,6.585746614717891e-09,1.494744992669439e-05
1990,1.0897301727652575e-08,1.5547180737485178e-05
1991,4.68917216167597e-09,1.4107374227023683e-05
1992,8.264916362410446e-09,1.4151190043776296e-05
1993,4.4313659408601325e-09,1.3389925697993021e-05
1994,9.494867947434926e-09,1.3174656487535685e-05
1995,7.591431483433553e-09,1.243530641659163e-05
1996,8.007138063703678e-09,1.1908216038136743e-05
1997,1.054876808126437e-08,1.1914833521586843e-05
1998,7.629006759657386e-09,1.1255168828938622e-05
1999,6.8553016596695215e-09,1.0825435310835019e-05
2000,1.060327570190367e-08,1.137112940341467e-05
2001,5.695575122643959e-09,1.0479420780029614e-05
2002,1.3581786362237835e-08,1.0236723937850911e-05
2003,1.1250691767106247e-08,1.03348020275007e-05
2004,9.690541008522402e-09,9.968042832042556e-06
2005,8.557123898356167e-09,9.864562343864236e-06
2006,1.1530091548195287e-08,9.55597533902619e-06
2007,1.0385647009059085e-08,8.521024028596003e-06
2008,1.1920831433087642e-08,8.881444955477491e-06
2009,8.105927484791664e-09,9.031433364725672e-06
2010,4.251413721068076e-09,8.537311259715352e-06
2011,7.647943611743813e-09,7.273577011801535e-06
2012,1.1234033758800166e-08,6.725101229676511e-06
2013,9.483025031897796e-09,6.137469881650759e-06
2014,9.094869662940042e-09,5.607636921922676e-06
2015,1.2634479421014255e-08,5.2047407734789886e-06
2016,1.0356700386182638e-08,4.960238129569916e-06
2017,1.1068689659277098e-08,4.8815436457516626e-06
2018,1.290733386838383e-08,4.744993930216879e-06
2019,8.163161147045628e-09,4.254282430338208e-06
