year,en_ADP ans_NOUN,en_ADP vent_NOUN
1850,3.2587180065490884e-08,8.214684843466102e-08
1851,3.4826968864365426e-08,2.1283148354811487e-08
1852,2.79953455972759e-08,3.645905466420629e-08
1853,6.270528518648177e-08,2.6873693714790647e-08
1854,3.273268556203135e-08,4.260445002346458e-08
1855,2.4411910715116392e-08,4.404757802944914e-08
1856,1.501384794266869e-08,4.297066930059046e-08
1857,4.58861838525948e-08,4.29572788451793e-08
1858,5.285170184832211e-08,4.110687984448802e-08
1859,2.9025388315062628e-08,3.920973656867943e-08
1860,1.968189100587381e-08,6.270742117231443e-08
1861,1.9807047502151676e-08,4.951762050398045e-08
1862,3.252950275811628e-08,3.659569006164709e-08
1863,2.6970952249349978e-08,4.6449973256645904e-08
1864,1.821996631345968e-08,4.6988332225161855e-08
1865,2.07101151783462e-08,3.3418593725631496e-08
1866,3.113992252945508e-08,4.427707672727266e-08
1867,3.299911810472622e-08,4.658699026549584e-08
1868,4.8410764397210926e-08,6.22424131124788e-08
1869,5.4207061062072626e-08,3.613804278046473e-08
1870,2.2362789842134134e-08,6.651496553544689e-08
1871,6.054070955663349e-08,3.823623817567068e-08
1872,3.5679300403046454e-08,4.9588181672000076e-08
1873,5.566984112581608e-08,3.890902988690215e-08
1874,3.166542839050379e-08,4.480956844465922e-08
1875,3.204055232242098e-08,3.71899264717257e-08
1876,3.143927651549916e-08,6.046014933147603e-08
1877,2.4120781705327943e-08,6.865145918411031e-08
1878,3.502671280797287e-08,5.4351799394503075e-08
1879,2.627009876299269e-08,5.9260454765563964e-08
1880,5.519347645588368e-08,6.289489218325173e-08
1881,3.2770786140279284e-08,4.8110302297565966e-08
1882,4.192892699705908e-08,4.5256619340960924e-08
1883,3.854796920554904e-08,5.2450514931301484e-08
1884,2.970763635090634e-08,4.5551708183211304e-08
1885,3.351730637479733e-08,4.3830324425453426e-08
1886,2.9040586768669385e-08,4.452890123296527e-08
1887,3.7867761704113434e-08,5.4190073484061685e-08
1888,2.5996519825710607e-08,5.0090856351658886e-08
1889,2.5060547192978788e-08,5.074760850432014e-08
1890,3.211649518553017e-08,3.408281001870961e-08
1891,3.4420787553557375e-08,5.226860610996198e-08
1892,3.447681917734258e-08,6.456567791524037e-08
1893,1.9706933140906102e-08,4.310891599246247e-08
1894,2.5836310646454308e-08,4.537108244662136e-08
1895,2.708376523052891e-08,4.513960893959279e-08
1896,2.594692793955744e-08,4.658652930089602e-08
1897,2.38895258020122e-08,5.47711082043989e-08
1898,2.150174849280262e-08,4.3003498206850566e-08
1899,2.819064981451902e-08,3.150719685152126e-08
1900,2.0764212682600203e-08,4.412395127051383e-08
1901,2.5149324622830704e-08,3.3532433996175115e-08
1902,3.191684577741327e-08,4.6647696316792775e-08
1903,2.4300991663395166e-08,3.294134431897078e-08
1904,4.192207558872951e-08,3.9772227289347484e-08
1905,3.818961596957493e-08,3.1996707061665575e-08
1906,4.012464094316215e-08,4.063905717499594e-08
1907,2.108565710923216e-08,4.1142747375655375e-08
1908,2.6521501217402488e-08,4.469364212056348e-08
1909,3.685658955809856e-08,4.235757261605855e-08
1910,2.93928290595602e-08,4.756294003094297e-08
1911,2.873001958558774e-08,4.096688221988387e-08
1912,2.2400511667797218e-08,3.177747021076982e-08
1913,3.2348237311019545e-08,4.507541168097262e-08
1914,3.147469573860917e-08,3.415339322465627e-08
1915,2.591767644943843e-08,3.887651389700153e-08
1916,2.7468654462126096e-08,2.9666147982609914e-08
1917,2.960934575302332e-08,3.618920063619413e-08
1918,2.5270027848023346e-08,3.101321777165822e-08
1919,5.893022841929607e-08,4.511845608234921e-08
1920,3.7861158652674476e-08,3.407504234331782e-08
1921,3.937828690903089e-08,3.862101094487258e-08
1922,2.9511741217458365e-08,5.8285690107684474e-08
1923,4.671017128643484e-08,8.068120527227052e-08
1924,1.675911143195208e-08,7.348226160885929e-08
1925,3.2994533993857544e-08,5.499088939764363e-08
1926,2.2292277579438746e-08,3.009457405500626e-08
1927,4.236705530846763e-08,4.5711822438399e-08
1928,2.627989537096198e-08,6.741364011464412e-08
1929,1.893869105984436e-08,4.344758530727688e-08
1930,1.8906487042613662e-08,3.5712252599573446e-08
1931,2.9653928201867075e-08,4.448089097053298e-08
1932,3.0686703178517405e-08,3.068670206829438e-08
1933,2.40883908375622e-08,4.244145102028085e-08
1934,1.7972370258689807e-08,4.073737258636356e-08
1935,3.351119381989065e-08,3.949533855518439e-08
1936,2.667437160042141e-08,4.364897199238271e-08
1937,1.6368453148452033e-08,4.406891518371481e-08
1938,4.926781471681352e-08,8.945997842513265e-08
1939,2.2941075705773528e-08,3.6705722905594484e-08
1940,2.7893612752905028e-08,3.296517903095264e-08
1941,6.493305493293633e-08,5.607854891565012e-08
1942,1.517105907566929e-08,8.49579275818968e-08
1943,2.6129116648121453e-08,4.935499853253589e-08
1944,2.5705489292704442e-08,8.354284375400312e-08
1945,2.6142048081823077e-08,4.7927089408261736e-08
1946,2.645009899993056e-08,3.897909284233947e-08
1947,2.7418003201162833e-08,3.576261442539419e-08
1948,1.1959077061973744e-08,4.783630513927051e-08
1949,2.552422173618396e-08,3.0432725006690475e-08
1950,2.339779547888554e-08,6.593924006814689e-08
1951,2.345508343104541e-08,3.8381044897839445e-08
1952,2.741649052229178e-08,2.9525450528922192e-08
1953,2.5857185836919427e-08,3.016671690225792e-08
1954,1.3681550781186047e-08,3.9090145786957464e-08
1955,1.5016972554349195e-08,4.598947933587283e-08
1956,1.3953826982771034e-08,2.7907653965542067e-08
1957,1.855357895097498e-08,2.91556238041224e-08
1958,2.2335056470978998e-08,4.632456451769684e-08
1959,1.9376869220266713e-08,2.8677767605067572e-08
1960,1.3841666590685975e-08,2.6991250123842292e-08
1961,2.0149661827950638e-08,4.3078587530498424e-08
1962,8.87873902177816e-09,5.200404162852834e-08
1963,2.069137072790994e-08,6.013429443285645e-08
1964,2.737785814721505e-08,4.8063350022165e-08
1965,3.1190647065137966e-08,6.785333650505265e-08
1966,2.3818021666066613e-08,5.151339466102911e-08
1967,3.3526280418527676e-08,5.1275490409175006e-08
1968,3.1439911063468884e-08,6.422724818655468e-08
1969,1.9529559247555284e-08,5.4501092056069567e-08
1970,2.7132478319646935e-08,5.2425466634531404e-08
1971,2.6205827285963323e-08,4.4190220038764494e-08
1972,3.231992518060167e-08,3.283293942279997e-08
1973,3.087394190304238e-08,6.395316332064027e-08
1974,2.418995898034737e-08,4.556712918102335e-08
1975,2.1703624231150798e-08,4.968987710185502e-08
1976,1.199840671262109e-08,3.48525151516732e-08
1977,2.056873571465445e-08,4.583889756659687e-08
1978,2.6732660640682582e-08,4.336631731494123e-08
1979,1.5215130599877114e-08,3.8623025111483855e-08
1980,1.9898026615283726e-08,3.7521995621681015e-08
1981,2.3404533255888538e-08,5.81950570510692e-08
1982,1.3035755141999061e-08,4.5314768160054086e-08
1983,1.7682884045910896e-08,3.978649154579017e-08
1984,2.2036232061317662e-08,3.8273455127413314e-08
1985,2.0452897042666507e-08,3.9702684695441803e-08
1986,2.2779044428489215e-08,3.896415434745393e-08
1987,3.727598285596656e-08,3.238732876331696e-08
1988,4.2575532321897924e-08,2.99827696004229e-08
1989,1.7013179198777095e-08,3.1831108859847745e-08
1990,4.685839771756406e-08,4.304434120250278e-08
1991,1.69982495301646e-08,4.396098784997804e-08
1992,3.361065836759991e-08,3.912060403399309e-08
1993,1.606370203521834e-08,4.8191104329298184e-08
1994,1.8989735672825248e-08,3.006708104713596e-08
1995,2.60277633890027e-08,1.068222817424136e-07
1996,2.829188883168854e-08,5.07118744774715e-08
1997,2.733089898843133e-08,5.2264348959774054e-08
1998,2.9085588382216088e-08,4.863491875894965e-08
1999,2.1479946238356362e-08,5.667049310376093e-08
2000,1.8555731395863972e-08,4.5505726076200403e-08
2001,1.7962967807649832e-08,4.2497753011128125e-08
2002,2.0591740479414256e-08,6.703268889962644e-08
2003,2.2501383034612132e-08,7.250445671624917e-08
2004,3.479785087856513e-08,5.505988900922354e-08
2005,2.3869873078119497e-08,2.657212228029948e-08
2006,1.7295138099449048e-08,4.323784441595535e-08
2007,5.951774256773845e-08,3.075749230307956e-08
2008,2.2138686828210297e-08,3.916844479312509e-08
2009,1.4781396995289242e-08,3.719190178053111e-08
2010,8.030448139795254e-09,3.401131043467842e-08
2011,6.500752353089112e-09,4.703485589896417e-08
2012,6.468080182564506e-09,3.6425504390535934e-08
2013,6.972812660599459e-09,3.597971265367761e-08
2014,2.165445156521173e-09,4.504126090154603e-08
2015,4.876465897751814e-09,2.9923768241069126e-08
2016,4.556948124401217e-09,4.3705275315497616e-08
2017,1.4590545660553289e-08,4.1004463824378945e-08
2018,1.032586693927584e-08,3.3300921631340685e-08
2019,1.989770437305083e-08,3.877501231208669e-08
