year,certain_ADJ air_NOUN,certain_ADJ ver_NOUN
1800,4.0245306109909507e-07,0.0
1801,4.548058663012e-07,2.3811825844433088e-09
1802,5.370816325012129e-07,2.2378401354217203e-09
1803,5.148895745321624e-07,1.950339223455444e-09
1804,7.390834433351756e-07,4.943701892301533e-09
1805,4.747605641952646e-07,1.7057265822018053e-08
1806,5.993871923237748e-07,0.0
1807,4.98217161748471e-07,1.1387820464392462e-08
1808,4.804076860764894e-07,2.2660739951163578e-09
1809,4.0888451291465344e-07,0.0
1810,6.973577750812865e-07,9.360507036149102e-09
1811,6.86939010563492e-07,0.0
1812,6.721364824713305e-07,0.0
1813,6.873022417863694e-07,0.0
1814,4.908816322313214e-07,1.8880061958270744e-08
1815,3.668224120012553e-07,0.0
1816,3.986278791501263e-07,0.0
1817,5.760431385226639e-07,3.113746815941454e-09
1818,5.698322702585301e-07,0.0
1819,5.682726600397814e-07,0.0
1820,5.600979307018861e-07,0.0
1821,5.157558344848212e-07,9.86148829262845e-10
1822,5.223346022376063e-07,0.0
1823,5.208175863913311e-07,5.929612356680991e-09
1824,5.692672075952032e-07,0.0
1825,5.90845206538404e-07,1.1447076175841175e-08
1826,3.9019371000925673e-07,0.0
1827,3.972644548322357e-07,0.0
1828,5.622620493639374e-07,0.0
1829,5.17819831458155e-07,1.714635211591542e-09
1830,5.844628239159988e-07,0.0
1831,3.1026501345898794e-07,1.5591206103948707e-09
1832,5.398457871841345e-07,0.0
1833,3.7067610136887197e-07,3.4750886612755494e-09
1834,4.72327278622231e-07,9.334530925997342e-10
1835,5.097521480479372e-07,3.025235173481633e-09
1836,4.529785648799134e-07,0.0
1837,4.7104920808394013e-07,5.5663127440652715e-09
1838,4.740433725558546e-07,1.8936485712828244e-09
1839,4.6842882861497515e-07,0.0
1840,3.904619176875457e-07,6.369688665408546e-10
1841,4.5200661880073767e-07,3.852329122366882e-09
1842,5.091573451743159e-07,0.0
1843,5.038595127793144e-07,4.7255288571079745e-09
1844,4.2152149903884606e-07,2.7442805805577564e-09
1845,5.290056295237378e-07,0.0
1846,4.349894542343691e-07,5.269050973311096e-09
1847,3.446269838391913e-07,0.0
1848,4.5053242864190324e-07,2.413566457803995e-09
1849,3.829392674070675e-07,1.75967720394965e-08
1850,4.72514111393707e-07,6.1100964288129944e-09
1851,3.682629550194605e-07,0.0
1852,4.2904494446105446e-07,1.3021090872200602e-09
1853,6.288444069912913e-07,1.1943863675867306e-09
1854,5.497013022548458e-07,5.195664454227256e-10
1855,5.497986990121717e-07,4.2455496895854594e-09
1856,5.208252407129521e-07,1.5531567143511893e-09
1857,5.696721321335474e-07,4.881509085841174e-10
1858,5.931135289571898e-07,0.0
1859,6.334663549267816e-07,0.0
1860,5.323265026557777e-07,1.8308735638683515e-09
1861,4.961193851293899e-07,4.715963730639317e-10
1862,4.960749184768076e-07,0.0
1863,5.564007468095156e-07,4.994620828036034e-10
1864,5.130358768923315e-07,1.9178911792039344e-09
1865,4.979841126129259e-07,9.41368871743009e-10
1866,4.417976597892448e-07,4.865612912574591e-10
1867,4.940162234845502e-07,9.7056229719783e-10
1868,5.364703152821448e-07,3.457911734727759e-09
1869,4.800499455726026e-07,0.0
1870,4.696186093333665e-07,2.8670243956696595e-09
1871,4.418409815798441e-07,0.0
1872,4.928581636143292e-07,0.0
1873,4.381755167592871e-07,4.190203295451056e-09
1874,4.719941233410907e-07,0.0
1875,4.582943331499223e-07,0.0
1876,5.024238056705599e-07,1.813804439976252e-09
1877,4.075793698099517e-07,0.0
1878,4.6621763583054587e-07,1.2078177347163432e-09
1879,3.958842726969891e-07,0.0
1880,4.081750315521049e-07,2.5671385017744797e-09
1881,4.2950645529060694e-07,3.4862537301449947e-09
1882,5.064748265226626e-07,0.0
1883,4.2276378664496406e-07,0.0
1884,4.700408249291854e-07,0.0
1885,3.3775132035618327e-07,0.0
1886,4.0527753952801504e-07,4.5174246565693466e-09
1887,2.8270242879990803e-07,2.6115698492645834e-09
1888,3.2020102946894724e-07,2.53624587998047e-09
1889,4.097399528557588e-07,6.265136742733546e-10
1890,3.074007223213826e-07,1.3108772956016423e-09
1891,3.295471712183584e-07,0.0
1892,3.72976478590914e-07,0.0
1893,3.1900597730061264e-07,4.310891643655168e-09
1894,3.094055904817594e-07,0.0
1895,2.9069907636625203e-07,0.0
1896,2.771603693219049e-07,0.0
1897,2.79682260018177e-07,2.330685422435863e-09
1898,2.942344670131547e-07,5.6583548957434e-10
1899,2.747206337971875e-07,0.0
1900,2.720111974552353e-07,5.191053142894475e-10
1901,2.403157783881227e-07,0.0
1902,2.1948968154106296e-07,0.0
1903,2.7541122449292743e-07,0.0
1904,2.3809589055900915e-07,0.0
1905,2.2500908869460545e-07,3.096455536422127e-09
1906,2.3766132473124202e-07,2.572092316910357e-09
1907,2.890277950307052e-07,1.5428529565042481e-09
1908,2.534276810628455e-07,1.4734167219643268e-09
1909,2.9870341222704155e-07,2.7504918342913243e-09
1910,2.7682700010078776e-07,5.344150677544235e-10
1911,2.388848032719437e-07,5.3203743632934675e-09
1912,2.880809795158257e-07,1.0418842455450772e-09
1913,2.8158876008710365e-07,0.0
1914,2.872902955530776e-07,6.696743715117748e-10
1915,2.0262910627177888e-07,0.0
1916,2.0326804417436506e-07,1.0987462051303964e-09
1917,2.2261841081672173e-07,1.0966424435210342e-09
1918,2.2168705982039683e-07,3.44591288836682e-09
1919,1.8968166970445566e-07,0.0
1920,2.5366976563745425e-07,0.0
1921,2.733761934603507e-07,0.0
1922,3.0470872647292424e-07,1.4755870969551665e-09
1923,3.301559843293944e-07,0.0
1924,2.836157299013209e-07,0.0
1925,3.365442580172129e-07,1.0998177923937646e-09
1926,2.6527808927312435e-07,0.0
1927,3.5008565912875156e-07,1.1149224876660924e-09
1928,3.130735313217059e-07,1.1426041224282812e-09
1929,3.197296689627649e-07,0.0
1930,2.888491016372896e-07,2.100720708497761e-09
1931,2.2126391741039697e-07,1.1405356659111021e-09
1932,2.663167447680692e-07,0.0
1933,1.8008939561831028e-07,0.0
1934,1.9290344255296077e-07,0.0
1935,2.1183862841667178e-07,0.0
1936,1.7580836697561608e-07,8.487299751891442e-09
1937,2.0145789725312113e-07,1.2591118148108649e-09
1938,2.1522255622130615e-07,6.482607339819424e-09
1939,2.0188146265809337e-07,1.5294050470515685e-09
1940,2.5357829258609854e-07,0.0
1941,1.8889615960304695e-07,2.9515025978810172e-09
1942,2.2756587725325517e-07,3.034211770724937e-09
1943,2.52581457971246e-07,5.806470415592457e-09
1944,2.4420214117526484e-07,0.0
1945,2.483494654370588e-07,2.178504043826024e-09
1946,2.0881655959925638e-07,0.0
1947,3.1232681396708983e-07,0.0
1948,2.0112992626941661e-07,0.0
1949,2.0713887094458983e-07,0.0
1950,2.3078735011949902e-07,2.1270722960764488e-09
1951,2.6866733016106537e-07,0.0
1952,2.087871203704239e-07,0.0
1953,2.2840514191102557e-07,1.0773827385790469e-09
1954,2.1695029928103793e-07,0.0
1955,2.139918535704055e-07,9.385607846468247e-10
1956,2.3721504760487733e-07,0.0
1957,1.828852873586584e-07,0.0
1958,2.142511089653354e-07,0.0
1959,1.8369272325458041e-07,0.0
1960,2.1869833388699078e-07,6.920833350854139e-10
1961,2.230359161248252e-07,6.948159270159238e-10
1962,2.3148140781970028e-07,0.0
1963,1.7716985256654993e-07,0.0
1964,2.0198774908219974e-07,6.083968329129164e-10
1965,2.456947368334461e-07,5.472043373977442e-10
1966,2.0993093130527996e-07,5.539074754423723e-10
1967,2.3369790680405345e-07,9.860671168482327e-10
1968,2.3310448094004954e-07,2.245707841908029e-09
1969,1.9393305847326126e-07,4.5417578031781147e-10
1970,1.8946746971337802e-07,9.197450023812337e-10
1971,2.2711716995971187e-07,3.083038491169532e-09
1972,2.0777095244284283e-07,0.0
1973,2.4423493982794753e-07,1.102640756478479e-09
1974,1.029479639869102e-07,1.1251143350321513e-09
1975,1.325063432311424e-07,0.0
1976,1.3255381847709913e-07,2.285410749536254e-09
1977,1.222370684672569e-07,5.876781838942691e-10
1978,1.4792072944302959e-07,2.3762365408686037e-09
1979,1.7555920528433688e-07,0.0
1980,1.2962143403072446e-07,0.0
1981,1.1449244674555104e-07,0.0
1982,1.1608029260035124e-07,0.0
1983,1.174648799340261e-07,0.0
1984,1.2699828594309182e-07,5.799008495621649e-10
1985,9.143647938802957e-08,6.015558051686298e-10
1986,1.2528474885309393e-07,0.0
1987,1.387155492693637e-07,1.2221633705067347e-09
1988,1.3792073605412014e-07,0.0
1989,1.218363081534335e-07,1.0976244357863152e-09
1990,1.2858816944572027e-07,0.0
1991,1.2543534877451634e-07,0.0
1992,1.2562672069282854e-07,0.0
1993,1.2130864668336017e-07,0.0
1994,1.1182844161794492e-07,2.1099706426497278e-09
1995,1.2471636523514462e-07,5.422450821690461e-10
1996,9.982232285210557e-08,1.067618438099771e-09
1997,1.0932359673088143e-07,4.79489448146353e-10
1998,1.2683223360454576e-07,1.43043876743576e-09
1999,1.0008740503053559e-07,2.285100553223174e-09
2000,9.763849817545633e-08,4.4180314962005696e-10
2001,1.1084466020050421e-07,4.3812117822561447e-10
2002,1.30998518144132e-07,0.0
2003,1.1250691756004016e-07,0.0
2004,1.1804840430174046e-07,0.0
2005,1.1439524116862998e-07,4.5037495954858286e-10
2006,1.4165540773714014e-07,1.2353669198716943e-09
2007,8.947634172473684e-08,1.5977917877663117e-09
2008,1.0856471374665055e-07,0.0
2009,9.584066895662602e-08,0.0
2010,7.510830696277893e-08,4.723793023408973e-10
2011,8.37449860568995e-08,3.82397197240536e-10
2012,1.2663820558866945e-07,6.808505426114664e-10
2013,1.5368079353539343e-07,1.1156500168141292e-09
2014,1.5353006344032138e-07,6.496335691608124e-10
2015,2.2830726231770626e-07,4.433150790905671e-10
2016,2.6306019540456305e-07,2.0713400439298368e-10
2017,9.458698771447338e-08,0.0
2018,1.794119376397063e-07,0.0
2019,1.6530401314440724e-07,0.0
