year,en_ADP air_NOUN,en_ADP ver_NOUN
1846,1.0362467706137579e-07,2.7516155798323894e-08
1847,9.977463566457345e-08,1.1865092020002521e-08
1848,7.562508130831702e-08,1.689496542667257e-08
1849,4.776266493422554e-08,2.5976186979193017e-08
1850,1.0726613819400654e-07,2.851378422263906e-08
1851,9.28719168236114e-08,4.0631465081375495e-08
1852,1.295598495154593e-07,2.278690969248487e-08
1853,1.8632426690423642e-07,2.8665273044126138e-08
1854,1.5327209934579145e-07,3.9487049907638294e-08
1855,1.645150575768639e-07,2.865746040470185e-08
1856,1.0457922500206607e-07,2.743910332281274e-08
1857,1.649950125415245e-07,2.8312752475834202e-08
1858,1.1793758891709416e-07,2.5447116025478778e-08
1859,9.522363986214089e-08,2.0877910511529763e-08
1860,2.2016254042078742e-07,2.7463103124958366e-08
1861,1.787350306092783e-07,3.395494019287071e-08
1862,2.466820419877447e-07,2.078273766970007e-08
1863,1.4883970733681195e-07,2.0977407311217888e-08
1864,9.829192038068868e-08,1.6781548151101333e-08
1865,8.425251213362017e-08,1.694464046853028e-08
1866,1.7954111974916032e-07,2.432806489593986e-08
1867,1.465549051005155e-07,1.9896527092555516e-08
1868,1.1262912769094413e-07,2.0747470519388855e-08
1869,1.3771524309813543e-07,3.809145021627103e-08
1870,1.2614906896857292e-07,3.268407633427728e-08
1871,1.115223595693493e-07,1.9118119309879944e-08
1872,1.5420715726577328e-07,3.8098238563932796e-08
1873,7.302925214558442e-08,1.5563611843738556e-08
1874,1.69081439682639e-07,1.7923827644317214e-08
1875,1.0241533254795598e-07,1.2015206940496626e-08
1876,1.6566080840441089e-07,1.7533442697725832e-08
1877,1.0699732011509866e-07,1.8554447978047506e-08
1878,1.6547102504871347e-07,2.1136809524868738e-08
1879,6.659164597522249e-08,3.1157559643446575e-08
1880,1.1167052460514526e-07,3.14474477569604e-08
1881,1.1713813058422673e-07,2.9981782501131704e-08
1882,1.0715170062347568e-07,2.0631694352957197e-08
1883,1.131161653233903e-07,1.9589950939202794e-08
1884,1.7296446674919252e-07,2.3766108192546653e-08
1885,1.4180398011376383e-07,2.578254287843862e-08
1886,1.0906354014350583e-07,1.9360392178313646e-08
1887,8.161155939934162e-08,2.219834338568205e-08
1888,1.0715638998348709e-07,3.106901136362694e-08
1889,8.645888804892365e-08,2.5060547470534544e-08
1890,1.7238036653655087e-07,1.9663159045446577e-08
1891,2.42220368873447e-07,1.9122660344095266e-08
1892,1.1847488301519604e-07,2.1312942077855723e-08
1893,1.422594238520425e-07,1.6627724364060015e-08
1894,1.9282710761459043e-07,2.457600345451283e-08
1895,1.0352017021375559e-07,2.1667012850556944e-08
1896,7.194375445385148e-08,1.5332275227208925e-08
1897,1.1070755412401212e-07,2.097616846885586e-08
1898,1.9181822974445595e-07,2.2633419360928997e-08
1899,1.0060192678906787e-07,1.326618814800895e-08
1900,1.3496738171525635e-07,2.284063338464648e-08
1901,1.279821263411307e-07,1.732509086194156e-08
1902,2.533706344731712e-07,2.8970674081918446e-08
1903,1.3608554705335507e-07,1.8900770504259867e-08
1904,1.4135264425618743e-07,9.674325340824907e-09
1905,1.475977098319703e-07,1.754658029984313e-08
1906,2.052529679552606e-07,1.4403716164235192e-08
1907,2.2062798410438234e-07,1.902852103663477e-08
1908,2.3329098763902323e-07,1.4734167441687873e-08
1909,3.15206349466024e-07,3.3005900845761715e-08
1910,3.6340225884057276e-07,2.404867860406057e-08
1911,3.9902805815117404e-07,1.17048232217698e-08
1912,4.625965921434272e-07,1.6149206194526755e-08
1913,5.09087001221431e-07,1.5908969308586762e-08
1914,3.0202313938687553e-07,2.142958066553291e-08
1915,1.8377989163820274e-07,1.8849218852423633e-08
1916,1.50528225217883e-07,2.0876178341566742e-08
1917,1.381769423325352e-07,2.5222775756894578e-08
1918,2.6303800471083605e-07,4.709414369585829e-08
1919,2.642652502382603e-07,2.4861191050273845e-08
1920,2.854731246948461e-07,2.4231140649533245e-08
1921,2.6504616346123555e-07,2.347551725234709e-08
1922,2.751969887526684e-07,2.6560566801503427e-08
1923,2.558443532585386e-07,1.6985517437007047e-08
1924,2.2947091282699006e-07,1.8048274541548892e-08
1925,3.277457034656095e-07,2.969508106076546e-08
1926,2.920288224572687e-07,2.563611833927837e-08
1927,2.129501930347999e-07,3.1217829654650586e-08
1928,2.31948637186008e-07,2.170947821511504e-08
1929,2.551153110985638e-07,1.7824650200282122e-08
1930,2.468346705919444e-07,2.941009080714707e-08
1931,4.573547949249246e-07,1.9389106320488736e-08
1932,3.9563927378694075e-07,2.959074874020473e-08
1933,3.8082598163846626e-07,3.0970787712192305e-08
1934,3.774197683270586e-07,1.9170528275935794e-08
1935,5.732808050495919e-07,4.0692166969336085e-08
1936,4.692264652383926e-07,3.152425831487449e-08
1937,4.293571240765459e-07,1.76275650742852e-08
1938,4.2914859399445504e-07,2.0744342577039276e-08
1939,4.909389987872714e-07,2.4470480752825097e-08
1940,6.187310546135194e-07,2.282204625281281e-08
1941,4.574829119974311e-07,4.7224043342453115e-08
1942,4.247896423503761e-07,1.8205270180260413e-08
1943,9.929064368474627e-07,1.4516175816936538e-08
1944,4.6269882147953467e-07,2.2492303131116387e-08
1945,9.389352637612092e-07,5.010559256390934e-08
1946,4.134568101221703e-07,6.542919006591319e-08
1947,5.161737379744125e-07,3.69547004108739e-08
1948,4.435730192042797e-07,2.0656587107481528e-08
1949,4.7317980900185574e-07,1.7670614638198856e-08
1950,5.221962715573625e-07,2.020718614659245e-08
1951,4.659032604159563e-07,1.919052317056469e-08
1952,5.388395063476992e-07,1.4762725597528004e-08
1953,5.289949411846351e-07,1.8315506888910704e-08
1954,6.74304979852991e-07,3.029486128625081e-08
1955,5.406109884198429e-07,2.1586898935055387e-08
1956,5.843164938568179e-07,1.3953826982771034e-08
1957,5.009466179650701e-07,1.0602045241725477e-08
1958,6.444077458311881e-07,2.978007557219442e-08
1959,4.7512084933032384e-07,1.4726420527466644e-08
1960,5.294437523950535e-07,8.304999854491513e-09
1961,4.3703921681625957e-07,2.4318556834934668e-08
1962,4.7564672556177356e-07,1.522069531523229e-08
1963,4.4615768057809646e-07,1.1638895514032299e-08
1964,4.7637472228023725e-07,2.372747665013719e-08
1965,4.5801002546141945e-07,2.4076990456922687e-08
1966,5.383980679063427e-07,1.8832854609129868e-08
1967,5.166991521310393e-07,2.415864475135976e-08
1968,4.051256959902716e-07,1.6618238507515315e-08
1969,4.514507359054676e-07,2.0437910586146302e-08
1970,3.7893495408169997e-07,2.529298798181756e-08
1971,4.3933299265219716e-07,1.9012070251456237e-08
1972,3.729616903092037e-07,1.641647029426707e-08
1973,4.1018235097389777e-07,2.3706776985932265e-08
1974,4.0672883683257055e-07,1.1813700795393345e-08
1975,4.1065541767082436e-07,1.4278700444236847e-08
1976,4.079458255645818e-07,1.4283817184601588e-08
1977,4.01384201875743e-07,1.5867311076167567e-08
1978,3.386137139571588e-07,1.3069300752732715e-08
1979,3.440960313350061e-07,1.521513037783251e-08
1980,3.2234804003827833e-07,1.4212876653374451e-08
1981,2.859148393596911e-07,1.2018543993352893e-08
1982,3.0478835211233957e-07,1.6139505731871395e-08
1983,2.7345319608684804e-07,1.3262163478522382e-08
1984,2.52836773739773e-07,1.2757818912412233e-08
1985,3.0739501566401373e-07,1.142955996513706e-08
1986,2.673540528963514e-07,1.678455924247757e-08
1987,3.611492629396196e-07,1.8332451057201382e-08
1988,2.5065594289053195e-07,2.338655985534288e-08
1989,1.909866496063728e-07,1.6464366758839333e-08
1990,2.2557414969259781e-07,8.17297668431749e-09
1991,2.3035557727979494e-07,1.4653663449326615e-08
1992,1.630943504693505e-07,1.4876849196987507e-08
1993,2.2046045700108152e-07,1.938722560268502e-08
1994,1.524453796530878e-07,9.494867947434926e-09
1995,2.125600774283143e-07,1.2471636834376909e-08
1996,2.0605035411236372e-07,1.2811421257197253e-08
1997,1.0980308384755944e-07,1.1028257640433026e-08
1998,1.316003657159115e-07,1.2397135651376345e-08
1999,1.6955446535682483e-07,1.27965633645033e-08
2000,1.9483518709506598e-07,1.1486881557054573e-08
2001,1.296838689768265e-07,7.009938740587529e-09
2002,1.305603966050839e-07,1.1829298041110548e-08
2003,1.5042591949843143e-07,1.0000614780736328e-08
2004,1.700249482594618e-07,8.809582424662565e-09
2005,1.5763123639711552e-07,4.503749373441224e-09
2006,2.2442499875152677e-07,1.5647981910227315e-08
2007,1.6417310089167358e-07,1.5977918099707722e-08
2008,1.4092124867026712e-07,9.792111343998045e-09
2009,2.5891284249901503e-07,1.0966842767246021e-08
2010,2.116259318896141e-07,1.3698999490330266e-08
2011,2.2255517517777434e-07,1.2236709978630245e-08
2012,2.291062098924712e-07,7.489355857703828e-09
2013,1.5284404897286663e-07,7.2517249982695375e-09
2014,1.4768336260850834e-07,9.094869662940042e-09
2015,2.0569820136095984e-07,8.64464384797703e-09
2016,1.6715714334925025e-07,9.94243212759649e-09
2017,1.4439609019589739e-07,9.05620051172562e-09
2018,1.3449441449431276e-07,7.48625367252842e-09
2019,1.9004859225235649e-07,7.652963374127353e-09
