year,en_PRON as_VERB,en_PRON va_VERB
1916,1.0547963835705332e-07,2.277700787089998e-06
1917,1.842359278469985e-07,2.1867049326829147e-06
1918,1.194583134633831e-07,2.1628845843224553e-06
1919,1.8323618533599983e-07,2.0017862425447674e-06
1920,1.9157746145026522e-07,2.335276349185733e-06
1921,2.3021151474011958e-07,2.4550847683713073e-06
1922,2.90690653770298e-07,2.2856843315821607e-06
1923,2.558443537026278e-07,2.497932655387558e-06
1924,3.17133973304351e-07,2.361745600865106e-06
1925,2.694553629112306e-07,2.6714574232755695e-06
1926,3.3215493822069675e-07,2.7620130822469946e-06
1927,3.6680949300205157e-07,2.4784726520010736e-06
1928,2.2737822424900855e-07,2.71596991296974e-06
1929,2.818522846226301e-07,2.5856882075458998e-06
1930,2.352807193517492e-07,3.0512967441609362e-06
1931,2.0757748675492849e-07,2.8022961942042457e-06
1932,2.3563003459514675e-07,2.9130449092917843e-06
1933,2.1220724644166467e-07,2.8332535748631926e-06
1934,2.2765002860580807e-07,2.856408627849305e-06
1935,2.4774347551215214e-07,3.1548397601000033e-06
1936,2.5219405497267644e-07,3.2663981528457953e-06
1937,1.9012587859634777e-07,3.023127419510274e-06
1938,2.5152515803483766e-07,3.4565262012620224e-06
1939,2.462342099107673e-07,3.571160732462886e-06
1940,1.800405828866758e-07,4.1815060285443906e-06
1941,2.449747089627863e-07,3.494579004836851e-06
1942,2.882501162204676e-07,4.135630661039613e-06
1943,2.8161382292779535e-07,4.401304522616556e-06
1944,2.9561311265524637e-07,4.671972874348285e-06
1945,3.507391586055064e-07,4.019339939986821e-06
1946,3.2296960839062194e-07,4.5187903197074775e-06
1947,3.337843867967649e-07,4.447676928975852e-06
1948,3.0223849201149733e-07,4.482479198486544e-06
1949,2.876383380367997e-07,5.2138129831291735e-06
1950,3.0736193412650437e-07,4.400912530400092e-06
1951,2.8465943024968965e-07,4.499111582845217e-06
1952,2.9420003322400134e-07,4.447798346518539e-06
1953,2.5857185192990073e-07,4.96888924317318e-06
1954,3.869924318777862e-07,4.814928615815006e-06
1955,2.4308724633215206e-07,5.451161086966749e-06
1956,3.104726467029195e-07,5.110588972456753e-06
1957,2.659346405309293e-07,5.255963969830191e-06
1958,3.184813666123887e-07,5.270246219879482e-06
1959,2.960785661088039e-07,5.885142854822334e-06
1960,3.142058426774952e-07,5.210695235291496e-06
1961,2.994656513877203e-07,6.053930974303512e-06
1962,3.310501206499339e-07,6.475137524830643e-06
1963,3.1037054792903973e-07,5.731509645556798e-06
1964,3.2670909622112276e-07,5.566222625930095e-06
1965,2.7414937964209685e-07,5.659734597429633e-06
1966,2.69199036395662e-07,6.356642188620754e-06
1967,2.9384799749010426e-07,5.833573140989756e-06
1968,2.68586673790594e-07,6.250703336263541e-06
1969,2.8158898057739634e-07,5.62587547392468e-06
1970,2.2257828735661178e-07,6.4083233155542985e-06
1971,2.7027970617155006e-07,6.333588771667564e-06
1972,2.462470432007535e-07,6.616350219701417e-06
1973,2.74557548252119e-07,6.533146461151773e-06
1974,2.3177354790959726e-07,7.040965556370793e-06
1975,2.0618443352660165e-07,7.265573913173284e-06
1976,2.193994275145883e-07,7.246466338983737e-06
1977,2.39772699472951e-07,7.756176273687743e-06
1978,2.726731445079622e-07,7.513659966207342e-06
1979,2.791391189305159e-07,8.077478923951276e-06
1980,2.62653969684834e-07,8.102476385829505e-06
1981,2.688358557989545e-07,8.55720372783253e-06
1982,2.3650583536038994e-07,8.984117812360637e-06
1983,2.810315526957652e-07,8.595776307629421e-06
1984,2.853112306411276e-07,8.81797222973546e-06
1985,2.4603632198250125e-07,8.976415301731322e-06
1986,2.451744594011984e-07,9.016905096359551e-06
1987,2.3893294098797924e-07,9.110005521506537e-06
1988,2.410614703407532e-07,9.43138002185151e-06
1989,2.6123461260851855e-07,9.081195457838476e-06
1990,2.658941760103062e-07,9.57491465669591e-06
1991,2.385616379996236e-07,9.795680853130762e-06
1992,2.3747859412281969e-07,1.004462865239475e-05
1993,2.2766142393493283e-07,9.78334810497472e-06
1994,2.5952640037019137e-07,1.0226500307908282e-05
1995,2.662423357335797e-07,1.04810551420087e-05
1996,2.3701128792907866e-07,1.0691131137718912e-05
1997,2.6755510695863904e-07,1.0720425052568316e-05
1998,2.574789883524886e-07,1.0585723430267535e-05
1999,2.8061036383419946e-07,1.075962427421473e-05
2000,2.8231222337637973e-07,1.1362734767317306e-05
2001,2.729494958941814e-07,1.0921922694251407e-05
2002,2.9704681558939683e-07,1.1115596862509847e-05
2003,3.0293529285074783e-07,1.12644429464126e-05
2004,3.5810954202020184e-07,1.1315028132230509e-05
2005,2.936444847279063e-07,1.1098590221081395e-05
2006,3.6813937143165276e-07,1.0955645848298445e-05
2007,5.276707160106753e-07,1.0725576430559158e-05
2008,6.241406662610416e-07,1.0297894732502755e-05
2009,7.47175786131038e-07,9.530186616757419e-06
2010,1.0619086907581732e-06,9.527890142635442e-06
2011,1.124630102822266e-06,8.352319127880037e-06
2012,1.4747222252253778e-06,7.109782018233091e-06
2013,1.5376446214077077e-06,8.355939826287795e-06
2014,1.7382029042778413e-06,7.513878244935768e-06
2015,1.7814615986821991e-06,7.535469649155857e-06
2016,1.8499138434435736e-06,6.802902134950273e-06
2017,2.0102250459785864e-06,8.265795258921571e-06
2018,2.1390032500789857e-06,7.336270300584147e-06
2019,2.0622185843421903e-06,7.342252956732409e-06
