year,en_ADP allant_VERB,en_ADP valant_VERB
1800,7.102667439085053e-06,6.288328968651058e-09
1801,5.7100760386674665e-06,7.143547975374531e-09
1802,6.489736506409827e-06,0.0
1803,5.1469450568220054e-06,0.0
1804,6.145021586689836e-06,2.4718509461507665e-09
1805,6.916721474681253e-06,1.421438877713399e-08
1806,6.665300702479726e-06,2.881669125542885e-09
1807,5.295336336530454e-06,0.0
1808,5.08280390931759e-06,0.0
1809,5.9254372217765194e-06,4.518061036407062e-09
1810,5.948602051830676e-06,9.360507036149102e-09
1811,7.448525252584659e-06,2.5070767684098882e-09
1812,5.201056183068431e-06,0.0
1813,5.85788575335755e-06,2.5881675469463516e-08
1814,6.148607099021319e-06,3.776012391654149e-08
1815,4.542124599993258e-06,0.0
1816,6.130062104148237e-06,2.3176038865813098e-09
1817,5.533128160095657e-06,3.113746815941454e-09
1818,5.289426553645171e-06,2.384235475716423e-09
1819,5.07408475414195e-06,3.1053151161586356e-09
1820,5.4075556477073405e-06,2.0173018810965004e-08
1821,6.029314022271137e-06,1.97229765852569e-09
1822,7.2806022899385425e-06,0.0
1823,5.416700673777086e-06,1.9765373782121287e-09
1824,5.9461478372213605e-06,1.6842225392110777e-09
1825,5.920779926782416e-06,2.641632912414593e-09
1826,5.983263861253363e-06,2.642395191543301e-09
1827,4.710948189767805e-06,9.217273055917019e-10
1828,5.088792590868252e-06,9.172301251858528e-10
1829,5.45511198879467e-06,0.0
1830,5.364533649299119e-06,8.349468672008697e-09
1831,5.5099324072216405e-06,0.0
1832,5.8950074617314385e-06,1.6235963684607668e-08
1833,6.017695170612569e-06,4.6334514003376626e-09
1834,6.0777132375733345e-06,4.667265685043276e-09
1835,5.879544573872408e-06,4.5378527602224494e-09
1836,5.368535056504697e-06,1.4113575197427508e-08
1837,5.2866053863454e-06,6.957891152126194e-09
1838,5.633604473587184e-06,1.7042836475411605e-08
1839,5.183479515835643e-06,7.690622361167243e-09
1840,5.24543850133341e-06,8.917564464638872e-09
1841,5.042698944635049e-06,7.704658244733764e-09
1842,5.270013161862153e-06,2.0124795163667386e-09
1843,4.867885422754625e-06,1.7720733769266417e-09
1844,4.594474603436538e-06,8.781698035420504e-09
1845,5.058476801877987e-06,5.580227835366713e-09
1846,5.581095933848701e-06,4.6836010625384006e-09
1847,4.547026691170686e-06,7.011190739092399e-09
1848,5.064467131887795e-06,4.424871846708811e-08
1849,4.503097613905993e-06,2.4300303991253713e-08
1850,4.619911578629399e-06,6.1100964288129944e-09
1851,4.889964600351959e-06,2.5152811389261842e-08
1852,4.77874039006565e-06,7.812654523320361e-09
1853,5.172290173049987e-06,4.777545470346922e-09
1854,5.496493429291149e-06,7.27393034694046e-09
1855,5.294731181493262e-06,4.2455496895854594e-09
1856,4.776474668233277e-06,1.5531567143511893e-09
1857,5.149015976257942e-06,2.4407544874094356e-09
1858,4.922059503087439e-06,2.0553439838977283e-08
1859,4.827380422511851e-06,1.476730293603623e-08
1860,4.826640349619993e-06,1.6020143434047895e-08
1861,4.904130662453099e-06,1.5091083938045813e-08
1862,4.770541465859424e-06,2.5752521892741242e-08
1863,4.967649829268339e-06,8.990317823531768e-09
1864,4.805276205388509e-06,2.1096802527154068e-08
1865,4.5312792451568384e-06,8.47231973466478e-09
1866,4.814523947516136e-06,1.4110277390955162e-08
1867,5.586071154084493e-06,2.0867089389753346e-08
1868,4.957163866947667e-06,1.9265508299781686e-08
1869,5.0671395115386986e-06,3.906815315701806e-09
1870,4.684144641942112e-06,1.0894693147633916e-08
1871,4.635081893411552e-06,1.4869648623516696e-08
1872,4.659474797108487e-06,1.5118347462816928e-08
1873,5.0019054924632655e-06,1.855661402316855e-08
1874,5.048544551300438e-06,5.974609251779839e-09
1875,5.1516630605874525e-06,1.4875970677508121e-08
1876,5.257009661363554e-06,7.255217759905008e-09
1877,4.980013954991591e-06,2.535774612510977e-08
1878,4.709281313353131e-06,1.2078177569208037e-08
1879,5.239357278696843e-06,1.1607718342077078e-08
1880,4.981532242709363e-06,8.984985200299889e-09
1881,4.979067512067559e-06,4.8807553554297556e-09
1882,5.086710700652475e-06,1.7304001787010748e-08
1883,4.970159949380104e-06,1.1374810426900694e-08
1884,5.052938831795473e-06,2.0465261485469455e-08
1885,5.12041305000821e-06,1.160214413431504e-08
1886,4.770400664710905e-06,1.2261581083805595e-08
1887,4.696908433743374e-06,1.0446279397058333e-08
1888,4.578558105094999e-06,8.876860135842435e-09
1889,4.3586557580965746e-06,7.51816386923565e-09
1890,4.453050109987089e-06,1.5075089621063853e-08
1891,4.549280845367321e-06,1.1473596295275001e-08
1892,4.481986479731859e-06,2.570090096298827e-08
1893,4.653299640722253e-06,1.4780200174868696e-08
1894,4.74442902032024e-06,1.2603078580752936e-08
1895,4.513358987878746e-06,1.2639090662958097e-08
1896,4.719981916423421e-06,2.6536630670648265e-08
1897,4.561151399684604e-06,3.729096675897381e-08
1898,4.3710789725537325e-06,2.093591255913907e-08
1899,4.392213867276951e-06,9.39688327150634e-09
1900,4.683887368628348e-06,1.7130474816440255e-08
1901,4.513465484023982e-06,1.1736351446245408e-08
1902,4.322031799119941e-06,9.820567470342212e-09
1903,4.188410855476832e-06,7.560307935250421e-09
1904,4.216930960865284e-06,1.5048950530172078e-08
1905,4.184859506040084e-06,2.37394921498435e-08
1906,4.395705815340989e-06,2.3148830408104004e-08
1907,4.154903081143857e-06,2.0571373937627868e-08
1908,4.171242750317106e-06,1.2278472460991452e-08
1909,4.210452743791393e-06,7.701377313651392e-09
1910,4.479467150986238e-06,2.3514262537105424e-08
1911,4.545195565697213e-06,1.649316061502759e-08
1912,4.239426942831415e-06,1.4586379215586476e-08
1913,4.116180690516558e-06,1.0075680734189518e-08
1914,4.486818340865284e-06,1.5402511266415786e-08
1915,4.696989634567217e-06,5.890381071793627e-09
1916,4.356528535254256e-06,2.0876177231343718e-08
1917,4.634410800008482e-06,2.8512703309502285e-08
1918,4.298201844221694e-06,5.743188147278033e-09
1919,3.9722656879348506e-06,3.314825391953491e-08
1920,3.923173267139646e-06,2.4988365154854364e-08
1921,4.017342632778309e-06,2.574734203619755e-08
1922,3.7391378100437578e-06,1.549366501762961e-08
1923,4.073339226806638e-06,9.554353752605493e-09
1924,3.920343090157985e-06,2.3204924204378585e-08
1925,4.045129827545679e-06,2.0896537833436923e-08
1926,3.9379306144837756e-06,2.1177662290483568e-08
1927,4.262348568317975e-06,2.8987985345452216e-08
1928,3.843720350005242e-06,6.8556245125250825e-09
1929,3.8322997113482415e-06,1.5596569369336066e-08
1930,3.9062900896169594e-06,1.05036033204442e-08
1931,3.6326060239844082e-06,2.167017854048936e-08
1932,3.838029783764796e-06,4.383814644626227e-09
1933,3.4572576055325044e-06,8.02946331646126e-09
1934,3.3871926063966384e-06,1.0783422155213884e-08
1935,3.4935420956117014e-06,5.98414207075848e-09
1936,3.370670640379103e-06,2.66743711563322e-08
1937,3.604837047532783e-06,1.6368453259474336e-08
1938,3.7236096090964566e-06,7.779128452511941e-09
1939,3.204103478537945e-06,6.117620188206274e-09
1940,3.547560311289999e-06,1.2678914806940611e-08
1941,3.7926808431620884e-06,1.7709016475464523e-08
1942,4.375333446660079e-06,2.730790527039062e-08
1943,3.913561045010283e-06,1.1612940831184915e-08
1944,4.035761833165452e-06,3.2131861615880553e-09
1945,3.5466044892018544e-06,2.178504043826024e-09
1946,3.4552180636637786e-06,1.1136883415474585e-08
1947,3.836136329482542e-06,2.5033829231801974e-08
1948,3.6268617122914293e-06,1.848220954059343e-08
1949,3.5743727266890346e-06,8.835307596655184e-09
1950,3.5128598199207772e-06,8.508289184305795e-09
1951,3.859427522456826e-06,1.3859822622919182e-08
1952,3.645338722435554e-06,2.2144087452602434e-08
1953,3.5661369679473864e-06,1.8315507332999914e-08
