year,en_PRON as_VERB,en_PRON vas_VERB
1851,1.4253258973084826e-07,3.2247193804124663e-09
1852,1.6471680130969446e-07,4.557382027314816e-09
1853,2.0185129034899774e-07,6.569124799682413e-09
1854,1.5742862657930345e-07,5.195664343204953e-09
1855,1.814972492297784e-07,8.491099379170919e-09
1856,1.568688272612917e-07,1.346069211649592e-08
1857,1.9672482176602557e-07,3.4170564155999728e-09
1858,2.5838609385431255e-07,9.297984604472731e-09
1859,2.0725145688516022e-07,8.147477359443656e-09
1860,2.737156066245916e-07,1.052752293673187e-08
1861,2.3721298214596231e-07,5.187560159214399e-09
1862,1.911108222785174e-07,8.132375661773494e-09
1863,2.1576762265773652e-07,1.048870412745373e-08
1864,2.378184991158605e-07,7.1920918109924514e-09
1865,1.9203925472055516e-07,1.0355057256106193e-08
1866,2.549581239463805e-07,7.784980771141647e-09
1867,2.698163257264241e-07,1.067618526917613e-08
1868,2.3415003269633416e-07,4.44588676984381e-09
1869,2.1633989977232204e-07,1.12320943657096e-08
1870,2.3796302217604648e-07,8.601073631098188e-09
1871,1.6781459777348573e-07,8.496941816815706e-09
1872,2.0923793986327155e-07,5.442605477412599e-09
1873,1.6042491601808706e-07,1.1373408881354408e-08
1874,1.792382748888599e-07,7.766991494406739e-09
1875,2.0826359081738133e-07,8.58229043387837e-09
1876,1.910540659011417e-07,1.1487428563938806e-08
1877,2.4120782704528665e-07,1.9791411176584006e-08
1878,2.0291337321509673e-07,1.3285995414946683e-08
1879,2.950804169898902e-07,3.115755986549118e-08
1880,1.8419218417164984e-07,7.701415505323439e-09
1881,2.0080821450108033e-07,6.2752567586699115e-09
1882,2.4159048450655973e-07,1.3310770263785798e-08
1883,2.1548945472460446e-07,1.4534479397809719e-08
1884,2.0201193251523364e-07,7.2618666635548834e-09
1885,2.307537609880228e-07,7.090199094506033e-09
1886,1.7359817583439963e-07,9.034849313138693e-09
1887,1.5147105170143504e-07,1.3057849024278312e-08
1888,1.8578001315106007e-07,1.4583413587843097e-08
1889,1.5286934296199206e-07,1.3783300722991498e-08
1890,1.3829755651784126e-07,1.1797895993481688e-08
1891,1.733787824420574e-07,6.3742202627281586e-09
1892,1.7363779636347942e-07,1.3163876211308434e-08
1893,1.5088120708384167e-07,1.4164357686752282e-08
1894,1.4052432817379668e-07,8.822155450616265e-09
1895,1.751416878192913e-07,9.629783193076946e-09
1896,1.975504719808896e-07,1.7691087705884456e-08
1897,1.6606133801388978e-07,6.992056267307589e-09
1898,1.5673643183333752e-07,9.619203211741478e-09
1899,1.945707559514176e-07,1.1607914629507832e-08
1900,2.0712301918024423e-07,7.786579381274805e-09
1901,1.71574285889875e-07,6.706486921359556e-09
1902,1.428892630883638e-07,5.4013122863239005e-09
1903,1.711869836995561e-07,1.0260418292773466e-08
1904,2.1498500757388683e-07,8.061937784020756e-09
1905,1.826908722080134e-07,4.64468330463319e-09
1906,1.4558042549239758e-07,9.773950537805831e-09
1907,1.578852941719333e-07,7.199980611716228e-09
1908,1.610935589368978e-07,6.384805573134145e-09
1909,2.2939101373964377e-07,7.151278680339601e-09
1910,2.800335092700834e-07,6.947395880807505e-09
1911,1.750403106903775e-07,7.980561100850991e-09
1912,1.380496676972598e-07,6.251305251225858e-09
1913,1.7765015680737406e-07,4.242391826725367e-09
1914,1.774637103935106e-07,3.348371857558874e-09
1915,1.531499083107235e-07,1.0602685840410686e-08
1916,1.0547963835705332e-07,5.493730803607377e-09
1917,1.842359278469985e-07,9.869782324756216e-09
1918,1.194583134633831e-07,9.189101035644853e-09
1919,1.8323618533599983e-07,6.4454939163738345e-09
1920,1.9157746145026522e-07,1.514446346106979e-09
1921,2.3021151474011958e-07,2.120369302360814e-08
1922,2.90690653770298e-07,5.164555005876537e-09
1923,2.558443537026278e-07,1.1677542488541803e-08
1924,3.17133973304351e-07,1.0313299547703991e-08
1925,2.694553629112306e-07,1.0998178368026856e-08
1926,3.3215493822069675e-07,8.916910765321973e-09
1927,3.6680949300205157e-07,1.4493992672726108e-08
1928,2.2737822424900855e-07,1.5996457491951332e-08
1929,2.818522846226301e-07,1.2254447234738564e-08
1930,2.352807193517492e-07,4.201441416995522e-09
1931,2.0757748675492849e-07,7.983749661377715e-09
1932,2.3563003459514675e-07,2.0823119339929974e-08
1933,2.1220724644166467e-07,9.176529536247813e-09
1934,2.2765002860580807e-07,1.0783422155213884e-08
1935,2.4774347551215214e-07,1.0771455727365264e-08
1936,2.5219405497267644e-07,7.274828739411987e-09
1937,1.9012587859634777e-07,3.777335333410292e-09
1938,2.5152515803483766e-07,6.482607339819424e-09
1939,2.462342099107673e-07,3.058810094103137e-09
1940,1.800405828866758e-07,0.0
1941,2.449747089627863e-07,1.7709016475464523e-08
1942,2.882501162204676e-07,9.102635090130207e-09
1943,2.8161382292779535e-07,5.806470415592457e-09
1944,2.9561311265524637e-07,3.2131861615880553e-09
1945,3.507391586055064e-07,0.0
1946,3.2296960839062194e-07,9.744772988540262e-09
1947,3.337843867967649e-07,1.549713246618012e-08
1948,3.0223849201149733e-07,6.523132700664291e-09
1949,2.876383380367997e-07,8.835307485632882e-09
1950,3.0736193412650437e-07,6.381216888229346e-09
1951,2.8465943024968965e-07,1.1727541604500402e-08
1952,2.9420003322400134e-07,3.1634410646574906e-09
1953,2.5857185192990073e-07,6.464296431474281e-09
1954,3.869924318777862e-07,2.9317608341017376e-09
1955,2.4308724633215206e-07,2.1586897158698548e-08
1956,3.104726467029195e-07,1.3953826538681824e-08
1957,2.659346405309293e-07,9.718541527092839e-09
1958,3.184813666123887e-07,6.617794590102477e-09
1959,2.960785661088039e-07,3.8753737996444215e-09
1960,3.142058426774952e-07,4.844583401109048e-09
1961,2.994656513877203e-07,7.64297514166401e-09
1962,3.310501206499339e-07,6.341956293454132e-09
1963,3.1037054792903973e-07,8.405868889838075e-09
1964,3.2670909622112276e-07,4.258777719368112e-09
1965,2.7414937964209685e-07,6.5664522708175355e-09
1966,2.69199036395662e-07,7.754704434148607e-09
1967,2.9384799749010426e-07,5.423369309198733e-09
1968,2.68586673790594e-07,5.838840522187638e-09
1969,2.8158898057739634e-07,9.083515606356229e-10
1970,2.2257828735661178e-07,6.438215210957665e-09
1971,2.7027970617155006e-07,5.652237344833111e-09
1972,2.462470432007535e-07,2.0520587451500205e-09
1973,2.74557548252119e-07,2.205281512956958e-09
1974,2.3177354790959726e-07,3.937900228123681e-09
1975,2.0618443352660165e-07,5.140332159925265e-09
1976,2.193994275145883e-07,1.7140580066410394e-09
1977,2.39772699472951e-07,5.876781727920388e-09
1978,2.726731445079622e-07,7.1287097336281136e-09
1979,2.791391189305159e-07,6.437170796402825e-09
1980,2.62653969684834e-07,6.822181042309694e-09
1981,2.688358557989545e-07,6.958104314946922e-09
1982,2.3650583536038994e-07,4.966001831974154e-09
1983,2.810315526957652e-07,2.0840542402922324e-08
1984,2.853112306411276e-07,4.639206796497319e-09
1985,2.4603632198250125e-07,5.414002135495366e-09
1986,2.451744594011984e-07,7.792831269171074e-09
1987,2.3893294098797924e-07,4.277571630240118e-09
1988,2.410614703407532e-07,7.795519785247507e-09
1989,2.6123461260851855e-07,8.232183490441969e-09
1990,2.658941760103062e-07,2.724325431913144e-09
1991,2.385616379996236e-07,7.6199047072123e-09
1992,2.3747859412281969e-07,5.509944056569793e-09
1993,2.2766142393493283e-07,4.985286850001103e-09
1994,2.5952640037019137e-07,3.164955852952289e-09
1995,2.662423357335797e-07,7.0491861237087505e-09
1996,2.3701128792907866e-07,3.736664311304594e-09
1997,2.6755510695863904e-07,8.630809844589749e-09
1998,2.574789883524886e-07,4.7681290027412615e-09
1999,2.8061036383419946e-07,3.1991407301035224e-09
2000,2.8231222337637973e-07,8.394259509714175e-09
2001,2.729494958941814e-07,4.381211837767296e-09
2002,2.9704681558939683e-07,6.133709984368352e-09
2003,3.0293529285074783e-07,2.0834614589126943e-09
2004,3.5810954202020184e-07,1.0131019578807354e-08
2005,2.936444847279063e-07,5.854874363109275e-09
2006,3.6813937143165276e-07,7.412201963319376e-09
2007,5.276707160106753e-07,6.391167151065247e-09
2008,6.241406662610416e-07,3.8316958494988285e-09
2009,7.47175786131038e-07,1.192048149079028e-08
2010,1.0619086907581732e-06,3.77903447423833e-09
2011,1.124630102822266e-06,3.82397197240536e-10
2012,1.4747222252253778e-06,1.7021263287730903e-09
2013,1.5376446214077077e-06,1.3945624655065103e-09
2014,1.7382029042778413e-06,1.7323561474213989e-09
2015,1.7814615986821991e-06,2.659890530054554e-09
2016,1.8499138434435736e-06,2.0713399884186856e-09
2017,2.0102250459785864e-06,7.54683426862357e-10
2018,2.1390032500789857e-06,1.290733298020541e-09
2019,2.0622185843421903e-06,7.65296326310505e-10
