year,ton_DET empire_NOUN,ton_DET vampire_NOUN
1800,4.1188553634441405e-07,0.0
1801,3.6908330369733733e-07,0.0
1802,4.184761053238617e-07,0.0
1803,5.265915730134907e-07,0.0
1804,5.042576052272096e-07,0.0
1805,5.34461014112253e-07,0.0
1806,4.1207867518266994e-07,0.0
1807,4.0711459270426076e-07,0.0
1808,4.600130254495127e-07,0.0
1809,2.1234887537247005e-07,0.0
1810,5.07807509375624e-07,0.0
1811,5.4904981539039e-07,0.0
1812,4.400893534040051e-07,0.0
1813,3.7097066241109644e-07,0.0
1814,3.524278362476707e-07,0.0
1815,3.506390644503199e-07,0.0
1816,2.3407799432106913e-07,0.0
1817,3.9077523050767837e-07,0.0
1818,2.9206884644139564e-07,0.0
1819,4.85464248356493e-07,0.0
1820,4.2244673537084054e-07,0.0
1821,4.1615479839940406e-07,0.0
1822,3.6593499430637166e-07,0.0
1823,3.913543979994216e-07,0.0
1824,5.069510002897459e-07,0.0
1825,3.5309826063034677e-07,0.0
1826,3.162066439799105e-07,0.0
1827,2.4517946917157474e-07,0.0
1828,2.66913971147531e-07,0.0
1829,2.443355216485976e-07,0.0
1830,3.089303541869981e-07,0.0
1831,2.66609638366333e-07,0.0
1832,2.6924639506820114e-07,0.0
1833,3.3592524140146907e-07,0.0
1834,2.7723556428327356e-07,0.0
1835,2.1554800611056635e-07,3.781543966852041e-09
1836,2.7353453296852237e-07,0.0
1837,1.9899567949011043e-07,0.0
1838,3.408567343932134e-07,0.0
1839,1.9366386183605755e-07,0.0
1840,2.1656941928682727e-07,0.0
1841,2.465490567260531e-07,0.0
1842,1.958813427016537e-07,0.0
1843,1.7307248989517632e-07,0.0
1844,1.8331794882087138e-07,0.0
1845,1.8861170514306025e-07,0.0
1846,1.8792949263435332e-07,0.0
1847,1.5316755597183374e-07,0.0
1848,1.504456434986423e-07,0.0
1849,1.5837093769732746e-07,0.0
1850,2.043487858927051e-07,0.0
1851,1.5478652937161996e-07,0.0
1852,1.770868407469095e-07,0.0
1853,1.3197969561673517e-07,0.0
1854,1.750938887212783e-07,0.0
1855,1.9051903521472013e-07,4.776243400783642e-09
1856,2.531645554304518e-07,0.0
1857,2.2503756547109788e-07,4.881509085841174e-10
1858,2.0113008902811202e-07,0.0
1859,1.8739198281991776e-07,0.0
1860,1.9132629192064599e-07,0.0
1861,1.5892798010952447e-07,0.0
1862,2.4939284154479324e-07,0.0
1863,2.132703142976311e-07,0.0
1864,2.2151643652712494e-07,0.0
1865,1.732118777297842e-07,0.0
1866,1.6056522977869747e-07,0.0
1867,1.431579370603231e-07,0.0
1868,8.792976124993857e-08,0.0
1869,1.3673853405116176e-07,0.0
1870,1.8750339192408205e-07,1.1468097582678638e-09
1871,8.390729688834142e-08,0.0
1872,2.0500480779617192e-07,0.0
1873,9.93676745331129e-08,1.1972008939764578e-09
1874,8.304707010964307e-08,1.7923826867161097e-09
1875,1.6821290227397867e-07,0.0
1876,1.0459605936929961e-07,0.0
1877,1.6575307382193927e-07,0.0
1878,1.54600673374361e-07,0.0
1879,1.203537046690073e-07,0.0
1880,9.241698917250574e-08,0.0
1881,1.582759274754153e-07,0.0
1882,1.1780031949903957e-07,0.0
1883,1.1627583385021012e-07,0.0
1884,1.2345173505678986e-07,1.3203393933736152e-09
1885,7.412480718116399e-08,0.0
1886,9.292987868114722e-08,0.0
1887,7.442974037097372e-08,0.0
1888,8.369611448344472e-08,0.0
1889,7.079604680271245e-08,0.0
1890,8.127438899663275e-08,0.0
1891,7.585321704084436e-08,6.374220040683554e-10
1892,6.393882490129954e-08,0.0
1893,7.88277321195352e-08,0.0
1894,8.507077886577008e-08,0.0
1895,6.921406603410674e-08,0.0
1896,7.076434616060112e-08,0.0
1897,6.467652169384053e-08,0.0
1898,4.866185188134864e-08,0.0
1899,5.251199475253543e-08,0.0
1900,6.852190104211786e-08,0.0
1901,4.9180901628975704e-08,0.0
1902,4.713872625572435e-08,0.0
1903,7.128291090729988e-08,0.0
1904,6.395803886505291e-08,0.0
1905,4.747898296741937e-08,5.160759042333041e-10
1906,6.22446314491043e-08,0.0
1907,7.97140744523972e-08,0.0
1908,7.367083565412713e-08,0.0
1909,7.206288454852938e-08,0.0
1910,9.833237024636787e-08,0.0
1911,7.874153562514863e-08,0.0
1912,9.897900454802766e-08,0.0
1913,6.575707378608797e-08,0.0
1914,1.0446920417628291e-07,6.696743715117748e-10
1915,7.421879821833954e-08,0.0
1916,8.460345513050527e-08,0.0
1917,1.0308439257755708e-07,2.1932848870420685e-09
1918,1.1256648946300629e-07,1.1486376294556067e-09
1919,8.194984824072549e-08,0.0
1920,8.329454637134859e-08,4.543339038320937e-09
1921,8.708659526845963e-08,7.572747429129834e-10
1922,7.894391246265897e-08,2.951174193910333e-09
1923,1.0722107512961543e-07,1.0615948120573648e-09
1924,8.508472393309319e-08,5.156649773851996e-09
1925,9.458432659315008e-08,3.299453377181294e-09
1926,7.133528523439736e-08,0.0
1927,8.250426342115702e-08,2.2298449753321847e-09
1928,8.226749836914848e-08,1.1426041224282812e-09
1929,8.466709155996455e-08,1.1140406375176326e-09
1930,5.2518017934488626e-08,2.100720708497761e-09
1931,7.755642439377652e-08,4.5621426636444085e-09
1932,6.794912676966192e-08,2.1919073223131136e-09
1933,5.3912110997700324e-08,1.1470662197865522e-09
1934,5.2718950982466595e-08,0.0
1935,8.138433305049375e-08,1.196828414151696e-09
1936,8.123558803418973e-08,0.0
1937,7.428759951633168e-08,0.0
1938,6.741911562357927e-08,0.0
1939,6.1176204546598e-08,0.0
1940,5.5787225061720846e-08,0.0
1941,8.559357311810345e-08,2.9515025978810172e-09
1942,1.1530005039617208e-07,3.034211770724937e-09
1943,5.225823351828751e-08,0.0
1944,6.426372500811794e-08,0.0
1945,6.317661593868706e-08,2.178504043826024e-09
1946,6.960551957035932e-08,2.7842208538686464e-09
1947,9.655905630623351e-08,0.0
1948,1.0328293731376448e-07,1.0871887834440486e-09
1949,7.264586154853703e-08,2.945102384188658e-09
1950,1.0316300791402e-07,0.0
1951,4.69101659739124e-08,1.0661401761424827e-09
1952,6.748674552525813e-08,1.0544803918932644e-09
1953,4.9559607306903786e-08,1.0773827385790469e-09
1954,7.720303685232466e-08,0.0
1955,4.1296675412638706e-08,9.385607846468247e-10
1956,7.412970126630114e-08,2.616342476002842e-09
1957,5.38937287020147e-08,1.7670075402875796e-09
1958,7.941353930007722e-08,8.272243445794913e-10
1959,9.843449522151104e-08,7.750747821333448e-10
1960,6.367166704990268e-08,1.3841666701708277e-09
1961,9.032607017900318e-08,4.86371165564492e-09
1962,5.2004043071818273e-08,1.9025869768540815e-09
1963,9.699080116831738e-08,6.466053248388448e-10
1964,9.308471415891972e-08,4.258777774879263e-09
1965,7.770301646559119e-08,1.0944086747954884e-09
1966,7.145406599740056e-08,3.3234448526542337e-09
1967,9.515547594318718e-08,9.860671168482327e-10
1968,1.0599741750993985e-07,1.3474247273492779e-09
1969,8.629340020327447e-08,5.450109252791435e-09
1970,6.346240466470476e-08,0.0
1971,1.0379562898066297e-07,5.138397485282553e-10
1972,7.387411415926692e-08,5.130146862875051e-10
1973,6.340184277586758e-08,5.513203782392395e-10
1974,5.344292963727071e-08,1.1251143350321513e-09
1975,3.998036079977396e-08,1.1422960355389478e-09
1976,4.8564979149290366e-08,0.0
1977,4.1725150279336987e-08,5.876781838942691e-10
1978,4.811878917543311e-08,2.3762365408686037e-09
1979,5.091216781494268e-08,5.851973350345929e-10
1980,3.4110904101325445e-08,0.0
1981,5.376717271410314e-08,1.2651099057237047e-09
1982,5.152226778548652e-08,2.483000915987077e-09
1983,5.05225270508447e-08,6.315316047889041e-10
1984,4.523226559971505e-08,0.0
1985,3.849957153079231e-08,2.4062232206745193e-09
1986,4.4958641920445075e-08,1.7983456945813714e-09
1987,6.477465630538859e-08,6.110816852533674e-10
1988,3.5979321966195243e-08,2.398621523624911e-09
1989,4.939309850016116e-08,0.0
1990,5.884543119449859e-08,0.0
1991,3.692723105075402e-08,0.0
1992,5.399745384160326e-08,5.509944167592096e-10
1993,5.151463078334473e-08,2.2156829704300662e-09
1994,5.01118035955983e-08,1.0549853213248639e-09
1995,5.4224507994860005e-08,3.795715741716776e-09
1996,3.5231406458891e-08,1.6014276571496566e-09
1997,4.6989965141186474e-08,9.58978896292706e-10
1998,5.0065356305140085e-08,4.768129224785866e-10
1999,4.9358173770386315e-08,2.285100553223174e-09
2000,3.9762282577626706e-08,0.0
2001,5.082205678519358e-08,2.6287270138425356e-09
2002,5.739400221749236e-08,3.504977197366088e-09
2003,4.791961227823549e-08,0.0
2004,4.757174620895199e-08,0.0
2005,4.548786991520615e-08,3.1526248278623825e-09
2006,4.570858003205558e-08,2.8825228870488218e-09
2007,4.393927577339696e-08,4.393927444112933e-09
2008,6.130712981722297e-08,4.2574396230676825e-09
2009,4.33905535945911e-08,9.53638501499654e-10
2010,5.904741406936864e-08,4.251413776579227e-09
2011,4.4358073880701454e-08,6.883149605840799e-09
2012,5.7191446467541596e-08,2.6893596238863893e-08
2013,5.9129451557282664e-08,1.2551062911203559e-08
2014,7.210932229106959e-08,1.5807749442764418e-08
2015,7.691516867858184e-08,1.2856137043826266e-08
2016,1.0149565898842638e-07,1.3670844234425772e-08
2017,5.961998894576936e-08,1.635147395262493e-08
2018,7.847658745063768e-08,1.936100102462035e-08
2019,7.984591721132972e-08,1.3775333540522183e-08
