year,mon_DET if_NOUN,mon_DET vif_NOUN
1800,0.0,3.144164484325529e-09
1801,0.0,4.7623651688866175e-09
1802,0.0,1.1189200677108602e-08
1803,0.0,0.0
1804,0.0,1.9774807569206132e-08
1805,0.0,2.842877711017877e-09
1806,0.0,2.881669125542885e-09
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,2.3401267590372754e-09
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,5.751483289628823e-09
1814,0.0,1.8880061958270744e-08
1815,0.0,5.394447111228828e-09
1816,0.0,0.0
1817,0.0,2.0239355080775567e-08
1818,0.0,0.0
1819,0.0,8.280840013696888e-09
1820,0.0,4.746592452420373e-09
1821,0.0,2.9584463767662328e-09
1822,0.0,0.0
1823,0.0,9.882686891060644e-10
1824,0.0,8.421112696055388e-09
1825,8.805443041381977e-10,2.641632912414593e-09
1826,0.0,2.642395191543301e-09
1827,0.0,4.608636583469661e-09
1828,0.0,9.172301251858528e-10
1829,0.0,2.571952872898464e-09
1830,0.0,2.0873671680021744e-09
1831,0.0,3.1182412207897414e-09
1832,0.0,9.470978667991403e-09
1833,0.0,1.1583628500844156e-09
1834,0.0,8.401078055442213e-09
1835,0.0,4.5378527602224494e-09
1836,2.688300027031687e-09,2.688300027031687e-09
1837,6.957891152126194e-09,6.957890930081589e-10
1838,1.8936485712828244e-09,6.312161904276081e-10
1839,0.0,4.894032734625853e-09
1840,0.0,6.369688665408546e-10
1841,0.0,3.2102742686390684e-09
1842,6.708265054555795e-10,1.8783142152756227e-08
1843,1.1813822142769936e-09,5.31621990873532e-09
1844,5.488561272137815e-10,6.037417232818143e-09
1845,1.1160455892778032e-09,6.696273757711424e-09
1846,0.0,1.0538101946622191e-08
1847,0.0,3.235934187273415e-09
1848,0.0,4.82713291560799e-09
1849,0.0,1.6758829879393033e-09
1850,0.0,6.1100964288129944e-09
1851,0.0,1.1608989325395669e-08
1852,1.9531636308300904e-09,3.906327261660181e-09
1853,0.0,4.180352064508952e-09
1854,0.0,1.0391328908454511e-09
1855,5.306937111981824e-10,1.0613874223963649e-09
1856,5.177189232874468e-10,2.0708756931497874e-09
1857,9.763018171682347e-10,6.345961978126979e-09
1858,4.893676019968041e-10,2.936205500958522e-09
1859,0.0,2.036869339860914e-09
1860,0.0,5.950339054816567e-09
1861,0.0,1.1789909770687501e-08
1862,0.0,1.400575788679248e-08
1863,4.994620828036034e-10,8.490855130105501e-09
1864,0.0,3.3563096746291876e-09
1865,4.706844358715045e-10,4.706844247692743e-09
1866,1.4596839292835284e-09,7.298419202328432e-09
1867,0.0,1.7955402498159856e-08
1868,0.0,2.9639245502366407e-09
1869,2.441759683335931e-09,6.8369265804335555e-09
1870,0.0,7.454262984651905e-09
1871,0.0,1.0621176826930423e-08
1872,0.0,1.8142017887967654e-09
1873,5.986004469882289e-10,5.986004303348835e-09
1874,0.0,7.766991494406739e-09
1875,0.0,1.0298748853720952e-08
1876,0.0,4.232210359944588e-09
1877,0.0,1.8554447978047506e-09
1878,0.0,6.039088673581716e-10
1879,0.0,7.94212251520321e-09
1880,0.0,0.0
1881,6.972507571312292e-10,1.3945015142624584e-09
1882,0.0,7.320923423037584e-09
1883,1.8958017378167824e-09,3.159669414998234e-09
1884,0.0,1.9805090900604227e-09
1885,0.0,1.2891271383708158e-09
1886,1.2906927748801422e-09,2.5813855497602844e-09
1887,0.0,1.0446279508080636e-08
1888,6.340614699951175e-10,0.0
1889,0.0,6.265136853755848e-09
1890,0.0,7.865263995654459e-09
1891,0.0,5.736798147637501e-09
1892,0.0,1.1283322720601063e-08
1893,0.0,5.542574843531156e-09
1894,0.0,3.150769645188234e-09
1895,0.0,7.22233739480771e-09
1896,0.0,1.2973464080801023e-08
1897,0.0,1.7480140668268973e-09
1898,0.0,2.26334195829736e-09
1899,0.0,5.527578395003729e-09
1900,0.0,1.5573159428683425e-09
1901,0.0,7.824234704578714e-09
1902,0.0,2.9461704187383475e-09
1903,0.0,5.940242076007962e-09
1904,0.0,2.1498500757388683e-09
1905,0.0,4.1286072338664326e-09
1906,0.0,1.5432553568395235e-09
1907,0.0,1.337139288182243e-08
1908,0.0,3.437972351250096e-09
1909,0.0,3.850688656825696e-09
1910,0.0,8.550641084070776e-09
1911,0.0,6.384448969498635e-09
1912,0.0,5.2094213387476884e-09
1913,5.30298971401777e-10,3.712092910834741e-09
1914,6.696743715117748e-10,4.018046340092951e-09
1915,0.0,0.0
1916,0.0,2.197492410260793e-09
1917,0.0,2.1932848870420685e-09
1918,0.0,1.1486376294556067e-09
1919,9.207848372660976e-10,5.524709134618888e-09
1920,0.0,1.514446346106979e-09
1921,0.0,7.572747762196741e-09
1922,0.0,7.377935595798135e-09
1923,0.0,7.431163684401554e-09
1924,0.0,1.289162443462999e-09
1925,0.0,4.399271169575059e-09
1926,0.0,0.0
1927,4.4596899506643695e-09,6.689535148041159e-09
1928,0.0,2.2852082448565625e-09
1929,2.2280812750352652e-09,2.2280812750352652e-09
1930,0.0,1.05036033204442e-08
1931,0.0,3.4216069977333063e-09
1932,0.0,0.0
1933,0.0,4.588264879146209e-09
1934,1.1981580172459871e-09,1.1981580172459871e-09
1935,0.0,2.393656828303392e-09
1936,0.0,3.6374143697059935e-09
1937,0.0,3.777335444432595e-09
1938,0.0,5.186085783037697e-09
1939,0.0,7.647025235257843e-09
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,3.034211770724937e-09
1943,0.0,0.0
1944,0.0,0.0
1945,0.0,2.178504043826024e-09
1946,0.0,6.960552134671616e-09
1947,0.0,8.344609447874518e-09
1948,1.0871887834440486e-09,1.0871887834440486e-09
1949,0.0,1.9634016634739737e-09
1950,0.0,5.317680518146517e-09
1951,1.0661401761424827e-09,1.2793682557799002e-08
1952,2.1089607837865287e-09,7.381362632230548e-09
1953,0.0,6.464296653518886e-09
1954,0.0,7.818028668893362e-09
1955,9.385607846468247e-10,4.6928039232341234e-09
1956,3.488456634670456e-09,5.232684729961079e-09
1957,0.0,2.6505113659425206e-09
1958,1.6544486891589827e-09,8.272243445794913e-10
1959,0.0,1.3176271629333769e-08
1960,0.0,2.076250060767393e-09
1961,0.0,4.16889545107324e-09
1962,6.341956404476434e-10,8.24454354786397e-09
1963,0.0,1.939815863494232e-09
1964,6.083968329129164e-10,5.475571496216247e-09
1965,1.6416130677043839e-09,5.472043373977442e-10
1966,1.1078149508847446e-09,1.1078149508847446e-09
1967,4.930335584241163e-10,3.944268467392931e-09
1968,1.7965663401398047e-09,6.737123720013116e-09
1969,4.5417578031781147e-10,1.3625273131978588e-09
1970,9.197450023812337e-10,3.6789800095249348e-09
1971,5.138397485282553e-10,4.1107179882260425e-09
1972,0.0,2.0520587451500205e-09
1973,5.513203782392395e-10,2.205281512956958e-09
1974,0.0,3.3753431161187564e-09
1975,0.0,1.7134440533084216e-09
1976,0.0,2.856763492431469e-09
1977,0.0,2.3507127355770763e-09
1978,0.0,2.3762365408686037e-09
1979,5.851973350345929e-10,2.3407893401383717e-09
1980,0.0,5.116635559687666e-09
1981,6.325549528618524e-10,5.060439622894819e-09
1982,0.0,1.2415004579935385e-09
1983,6.315316047889041e-10,5.052252838311233e-09
