year,en_ADP herbes_NOUN,en_ADP verbe_NOUN
1800,1.7607321334267567e-07,5.65949598296811e-08
1801,1.0715321474563666e-07,1.381085894536227e-07
1802,2.304975339484372e-07,4.2518962573012686e-08
1803,1.891829022326874e-07,5.851017448321727e-09
1804,2.1505103653396418e-07,2.2246657849223084e-08
1805,1.1371510977298271e-07,5.685755422035754e-09
1806,1.4120178093435243e-07,3.1698361269150155e-08
1807,8.256170014320219e-08,5.693910232196231e-09
1808,7.93125889408941e-08,3.172503681980743e-08
1809,8.358412628695078e-08,1.3554183553310395e-08
1810,9.828532654410083e-08,1.8721014072298203e-08
1811,1.7048121492280188e-07,1.2535384286138651e-08
1812,2.400487453257938e-08,8.00162425207418e-09
1813,9.202373263406116e-08,1.1502966579257645e-08
1814,1.195737269199526e-07,0.0
1815,8.091670622434322e-08,3.236668177919455e-08
1816,9.502176112619054e-08,4.6352077731626196e-09
1817,1.9772292925157586e-07,1.556873407970727e-09
1818,1.5020683008515334e-07,1.1921177378582115e-09
1819,7.14222423425781e-08,3.1053151161586356e-09
1820,1.1629151686065597e-07,2.3732962262101864e-09
1821,3.4515210245444905e-08,4.930744035291923e-09
1822,9.223566621585633e-08,1.303330066093622e-08
1823,3.162459805139406e-08,2.3718449093657057e-08
1824,5.3895121254754486e-08,7.57900142644985e-09
1825,1.2415674177645997e-07,8.805443485471187e-09
1826,1.2331177856594877e-07,2.025836387531399e-08
1827,6.359918103271411e-08,7.373818444733615e-09
1828,4.219258542548232e-08,3.210305266065916e-08
1829,8.916103055867097e-08,8.57317605795771e-10
1830,6.366470017837855e-08,1.0436835840010872e-09
1831,1.2784789360509308e-07,3.585977381703742e-08
1832,9.065079353831607e-08,1.3529969367098715e-09
1833,1.355284524606759e-07,5.791814250422078e-09
1834,8.494423298088805e-08,1.8669061851994684e-09
1835,9.378229037793062e-08,3.7059130875150004e-08
1836,1.1626897844507766e-07,4.0324500405475305e-09
1837,7.305785487687899e-08,1.1132625488130543e-08
1838,4.5447563934430946e-08,6.943378316748294e-09
1839,4.47454411300896e-08,4.194885327990505e-09
1840,7.325142092895476e-08,1.0828470564661075e-08
1841,8.988767774553708e-08,2.0545754875200828e-08
1842,8.117000360741145e-08,8.720744570922534e-09
1843,8.446883015267304e-08,5.316219964246471e-09
1844,7.299786375369877e-08,7.683985892015244e-09
1845,1.060243306483244e-07,1.785672942844485e-08
1846,6.849766265304424e-08,1.5807153141977892e-08
1847,6.040410482910374e-08,1.0786447290911383e-08
1848,9.332457295840868e-08,4.02261068899179e-09
1849,6.787325901314034e-08,1.8434712423243127e-08
1850,5.838536498714575e-08,7.467895635215882e-09
1851,8.706741994046752e-08,5.159551008659946e-09
1852,6.119912399071836e-08,3.2552727180501506e-09
1853,7.882950114890264e-08,7.166318205520383e-09
1854,7.06610379097583e-08,8.313063126763609e-09
1855,7.111295730055645e-08,1.3798036491152743e-08
1856,4.6594702096669494e-08,1.9155600217146684e-08
1857,4.78387889302212e-08,2.2943092758964667e-08
1858,3.327699715782728e-08,2.7404584823642608e-08
1859,6.619825398956891e-08,3.055304009791371e-09
1860,7.415037828195636e-08,8.696649511641397e-09
1861,5.564837124438782e-08,1.2733102128237306e-08
1862,6.596260254676523e-08,1.1294966073549517e-08
1863,4.9446747141246306e-08,2.796987619291258e-08
1864,4.650886253898534e-08,2.0617329621330782e-08
1865,6.165966226490127e-08,6.118897888374164e-09
1866,4.135770836910524e-08,5.352174259343201e-09
1867,8.73506067478047e-08,4.367530337390235e-09
1868,7.607405905218911e-08,1.9265508299781686e-08
1869,8.25314714347769e-08,2.392924325356205e-08
1870,6.020751186497364e-08,2.3509600044491208e-08
1871,7.116188527334089e-08,3.611200227737754e-08
1872,7.135860613516343e-08,3.446983309896012e-08
1873,6.70432527272169e-08,1.1373408881354408e-08
1874,6.273339892004515e-08,3.9432419274287867e-08
1875,7.380769773135398e-08,1.3159512035620935e-08
1876,4.776351825164227e-08,1.9347248025880504e-08
1877,5.504486111362894e-08,2.0409893108919164e-08
1878,4.9520526346213956e-08,7.850815109122777e-09
1879,4.4598075343849075e-08,2.5659166791314192e-08
1880,4.299957012676714e-08,1.8611753693775768e-08
1881,6.623881887435346e-08,1.743126809561346e-08
1882,9.783416032860259e-08,1.6638463051776853e-08
1883,6.129758950423891e-08,6.319338829996468e-09
1884,5.3473744543452995e-08,2.2445768799173038e-08
1885,6.574548061522023e-08,7.090199094506033e-09
1886,3.4203359644546794e-08,2.7104548161460684e-08
1887,4.570247114088488e-08,1.9586773092328258e-08
1888,5.389522428345117e-08,1.5851536527833332e-08
1889,5.0121094830046786e-08,1.2530273707511697e-08
1890,5.374596973029e-08,1.1797895993481688e-08
1891,5.609313546983685e-08,5.099376032546843e-09
1892,6.143142172732041e-08,9.402768341715273e-09
1893,6.035248401037308e-08,1.6011883430255835e-08
1894,4.222031435574536e-08,2.520615716150587e-09
1895,4.935263930860856e-08,1.3240951446391591e-08
1896,3.715128193970685e-08,7.076434549446731e-09
1897,7.108590338589238e-08,1.1070756089637257e-08
1898,7.29927753795323e-08,1.7540900287826844e-08
1899,6.798921248218903e-08,2.266307141951529e-08
1900,4.983411017178696e-08,7.26747462209687e-09
1901,4.750427967659121e-08,9.500856157362847e-09
1902,5.254003881960401e-08,1.1293652957267142e-08
1903,5.778235845355084e-08,1.5660638563730345e-08
1904,4.8909090111237674e-08,7.524475265086039e-09
1905,4.954328858275403e-08,6.708986699521802e-09
1906,5.041300710217911e-08,1.3374879648253568e-08
1907,4.319988339274161e-08,1.6457098572786322e-08
1908,5.79543915080194e-08,1.4243028312321826e-08
1909,5.3909637642846064e-08,1.320236053814483e-08
1910,4.9700600857072175e-08,1.5498037075900584e-08
1911,4.362706818028528e-08,2.287760969554853e-08
1912,5.7824576571441355e-08,1.614920641657136e-08
1913,4.613600879110891e-08,2.3333154741678186e-08
1914,3.549274296688054e-08,2.6117299656291948e-08
1915,3.416420923940677e-08,1.0602685729388384e-08
1916,2.5271162940043723e-08,5.493730803607377e-09
1917,3.5092558192673096e-08,1.2063066989753679e-08
1918,2.5270027848023346e-08,1.378365155346728e-08
1919,5.064316610514652e-08,1.749491218561161e-08
1920,2.0445025228355007e-08,1.4387239843927091e-08
1921,3.256281250196835e-08,1.4388220503924742e-08
1922,4.721878710256533e-08,1.3280283539529592e-08
1923,2.9724654737606215e-08,2.1231896685236507e-08
1924,5.672314884463958e-08,1.675911143195208e-08
1925,5.49908882874206e-08,8.798542339150117e-09
1926,3.232380052509143e-08,2.5636118672345276e-08
1927,3.4562596340492746e-08,1.6723836981924478e-08
1928,4.227635130860108e-08,1.3711249802206282e-08
1929,3.8991423423340166e-08,8.912325100141061e-09
1930,4.621585603103995e-08,2.3107928570631486e-08
1931,4.676196141417677e-08,1.1405356659111021e-08
1932,3.287861005674131e-08,1.4247398039124448e-08
1933,4.473558234963093e-08,3.785318369864399e-08
1934,3.1152108448395666e-08,1.3179738189705859e-08
1935,3.111753699158726e-08,5.98414207075848e-09
1936,5.8198629915295896e-08,8.487300195980652e-09
1937,5.288269544490021e-08,1.888667711114067e-08
1938,7.908780597087883e-08,2.9819993141444456e-08
1939,4.5882153187903896e-08,4.588215141154706e-09
1940,2.5357829169792012e-08,0.0
1941,6.493305448884712e-08,2.3612020783048138e-08
1942,6.068423630267716e-08,1.5171058853624686e-08
1943,6.967764698551093e-08,3.193558706371391e-08
1944,2.5705489292704442e-08,1.927911696952833e-08
1945,4.1391576388605245e-08,1.9606536838523425e-08
1946,4.1763314584386535e-08,2.3665878146061914e-08
1947,4.4107220986688844e-08,3.9338873492056337e-08
1948,5.327225038875838e-08,4.2400363442496314e-08
1949,5.595694652082983e-08,1.8652316025047355e-08
1950,3.93508372553697e-08,4.679559073572648e-08
1951,4.051332780363737e-08,1.5992102975204148e-08
1952,6.748674508116892e-08,2.2144087452602434e-08
1953,3.663101466599983e-08,1.185120990232491e-08
1954,4.202190395652394e-08,1.7590564560521216e-08
1955,4.5050917663047585e-08,1.8771215692936494e-08
1956,4.7094163679872736e-08,2.0930738919844316e-08
1957,5.035971506472947e-08,2.47381048978923e-08
1958,3.5570646705895825e-08,4.963345967556876e-08
1959,2.8677767716089875e-08,1.08510470497869e-07
1960,4.429333344546649e-08,2.076249971949551e-08
1961,3.682524507553353e-08,4.16889545107324e-08
1962,3.361236977639237e-08,4.2491108631637076e-08
1963,5.108181966306802e-08,2.5864212549464582e-08
1964,2.251068309533366e-08,5.049693596603788e-08
1965,2.7360217202954118e-08,4.322914382015597e-08
1966,3.15727252120368e-08,4.043524581831548e-08
1967,4.338695447358987e-08,3.106111412520818e-08
1968,3.368561962702188e-08,4.626158300879979e-08
1969,4.632593017528386e-08,3.6334062758491825e-08
1970,3.081145649730388e-08,6.438215027770866e-08
1971,2.928886644326667e-08,3.494110201174294e-08
1972,3.796308689629768e-08,4.001514408713547e-08
1973,3.9695066789136035e-08,4.0246387555953334e-08
1974,4.219178606490459e-08,3.2065758159838254e-08
1975,3.084199207137317e-08,3.712461982274817e-08
1976,4.9707683302813166e-08,3.8280629999221105e-08
1977,3.526069036752233e-08,3.4673012905273026e-08
1978,3.5049488644745e-08,5.287126425557176e-08
1979,3.920822067016161e-08,6.144572006760995e-08
1980,3.752199451145799e-08,5.400893332563328e-08
1981,3.795329561739891e-08,4.427884725544118e-08
1982,2.4830008826803862e-08,4.8418519416060235e-08
1983,3.031351525351056e-08,4.10495557545687e-08
1984,4.523226648789347e-08,4.813176968099242e-08
1985,2.707001200974446e-08,4.511668594275875e-08
1986,4.076250009754645e-08,5.0353677005787745e-08
1987,3.422057376356591e-08,4.9497617782279235e-08
1988,3.2981045450242163e-08,4.3175186981159186e-08
1989,4.061210256978143e-08,5.488122134522655e-08
1990,3.8140555214116745e-08,5.0127588302473214e-08
1991,3.106576684785978e-08,3.985796337424574e-08
1992,2.1488782808720686e-08,6.942529573450429e-08
1993,3.37891670199042e-08,3.268132298117621e-08
1994,2.7429617688312646e-08,4.800183361908239e-08
1995,2.2774293895189146e-08,7.537206325736179e-08
1996,3.202855225481471e-08,6.085425141577616e-08
1997,3.452324137676044e-08,4.986690260722071e-08
1998,3.290009298329011e-08,4.1959536734026415e-08
1999,2.833524703760304e-08,4.8901151572522394e-08
2000,3.5786053342867774e-08,6.627047088869631e-08
2001,2.4534786646768225e-08,5.827011628767309e-08
2002,2.7163572446919915e-08,6.352771286799452e-08
2003,2.416815370054337e-08,7.750476349599467e-08
2004,2.642874719072097e-08,5.329797314601592e-08
2005,3.107587176476301e-08,3.918262159174901e-08
2006,2.7178073125355695e-08,6.012119113663061e-08
2007,2.9559148378988098e-08,5.2727129773444403e-08
2008,3.448526086913262e-08,5.236650668649645e-08
2009,4.196009473211859e-08,6.007922714879044e-08
2010,4.440365586333428e-08,4.2041757186694895e-08
2011,4.7799648683621854e-08,5.238841493948598e-08
2012,4.663826372319768e-08,3.199997633540619e-08
2013,4.0442311832755706e-08,2.5659950053658065e-08
2014,4.374199394363565e-08,2.8150788144998273e-08
2015,4.4331508075590165e-08,3.214034238752106e-08
2016,4.743368720028229e-08,2.7755955755992545e-08
2017,4.804817638204284e-08,2.8677968888501937e-08
2018,4.9822308056945985e-08,4.156161259594171e-08
2019,4.3876990929447857e-08,2.142829708118299e-08
