year,en_ADP airs_NOUN,en_ADP verre_NOUN
1938,1.0372171566075394e-08,5.82138136451249e-06
1939,0.0,5.0699777602858376e-06
1940,2.5357829169792012e-09,4.746985723613761e-06
1941,0.0,4.630907369573833e-06
1942,6.068423541449874e-09,4.214520231471397e-06
1943,2.0322646676618206e-08,3.3822689147200435e-06
1944,6.4263723231761105e-09,3.271023615525337e-06
1945,1.5249527862692958e-08,3.3135047488030978e-06
1946,1.3921104269343232e-08,3.054290345971822e-06
1947,7.152522574216391e-09,3.1411495911015663e-06
1948,1.6307831529616124e-08,3.90083323509316e-06
1949,8.835307596655184e-09,3.4408615192660363e-06
1950,7.444753036267571e-09,3.387362539797323e-06
1951,1.3859821956785368e-08,3.5854293400916504e-06
1952,1.0544803696888039e-08,4.068185262440238e-06
1953,5.386913581872932e-09,4.670454018196324e-06
1954,7.818028890937967e-09,4.10837401432218e-06
1955,1.2201290200408721e-08,4.24135623688926e-06
1956,1.744228317335228e-09,3.588749677874148e-06
1957,8.835037590415595e-09,4.7726875891385134e-06
1958,1.1581141212690937e-08,3.7762790725537343e-06
1959,5.425523585955716e-09,3.5227149055572227e-06
1960,2.2838749558218296e-08,3.5171674426237587e-06
1961,4.863711378089164e-09,3.056495188502595e-06
1962,8.244543714397423e-09,3.3377716590621276e-06
1963,1.6165133231993423e-08,3.492315272524138e-06
1964,6.083968384640315e-09,3.3072451515181456e-06
1965,1.2038495811328431e-08,3.250393774578697e-06
1966,6.092982229866095e-09,2.825481942636543e-06
1967,1.5284040255636455e-08,3.1021670565678505e-06
1968,1.5719955531734442e-08,2.9171746973588597e-06
1969,8.629339798282842e-09,2.8681199637503596e-06
1970,1.6095537708205043e-08,3.1597840006725164e-06
1971,9.762954888969944e-09,3.0722478641109774e-06
1972,2.3598676068825597e-08,3.279189968452556e-06
1973,9.372446541089374e-09,2.72021475211659e-06
1974,9.563471792262135e-09,3.087313643845846e-06
1975,3.4268881066168433e-09,3.0128057915135287e-06
1976,6.8562320265641574e-09,2.665360398168559e-06
1977,7.639816335114347e-09,2.38127199736482e-06
1978,1.1287123569125868e-08,2.304355348314857e-06
1979,1.1118749476679568e-08,2.206194039899856e-06
1980,6.253665585376211e-09,2.324089564353926e-06
1981,1.2018544381930951e-08,2.5365452529513277e-06
1982,7.449002747961231e-09,2.494174395906157e-06
1983,1.2630632317822688e-08,2.4781299998721806e-06
1984,1.0438215292118969e-08,2.934878239102545e-06
1985,7.82022557821449e-09,2.6672985313780373e-06
1986,8.392279760016663e-09,2.9456900847435463e-06
1987,1.2221634038134255e-08,2.6698157853388693e-06
1988,1.4991384134077634e-08,2.8387685233610682e-06
1989,4.939309850016116e-09,2.896082150982693e-06
1990,8.717841171179685e-09,2.848009899025783e-06
1991,1.1722930182145319e-08,2.5216022550011985e-06
1992,7.713921945651236e-09,2.575898861323367e-06
1993,8.862731548653358e-09,2.857123263311223e-06
1994,7.912389743403025e-09,2.524579940654803e-06
1995,1.3556126887692699e-08,2.4482365006406326e-06
1996,4.270473752399084e-09,2.7827475150843384e-06
1997,1.054876808126437e-08,2.633835492815706e-06
1998,7.629006981701991e-09,3.122170937785995e-06
1999,1.2339543165040823e-08,2.9061909572192235e-06
2000,1.192868470667463e-08,2.8920433123857947e-06
2001,7.0099388516098315e-09,3.0734199754078873e-06
2002,1.0076809608960957e-08,2.4745138489379315e-06
2003,1.2500768864498468e-08,2.3143090857047355e-06
2004,1.4535811221350059e-08,2.3420275283569936e-06
2005,1.1259373877692269e-08,2.3995978608581936e-06
2006,1.070651389767363e-08,2.7672219857777236e-06
2007,1.358123019601365e-08,2.6179818632954266e-06
2008,1.021785517307805e-08,2.5370084131282056e-06
2009,3.337734755248789e-09,2.7779490210377844e-06
2010,8.9752067999882e-09,2.6878383323492017e-06
2011,2.2943831279320648e-09,3.5486459637468215e-06
2012,4.425528637996834e-09,4.1977841647167224e-06
2013,6.693900156395927e-09,3.718740344993421e-06
2014,4.547434789836657e-09,3.532274149620207e-06
2015,6.871383573248124e-09,3.711212229973171e-06
2016,4.349813981230355e-09,4.017778337583877e-06
2017,4.024978267347379e-09,4.366346729511861e-06
2018,1.8070267504555204e-09,4.510080543695949e-06
2019,7.652963041060445e-09,4.858866304857656e-06
