year,en_ADP airs_NOUN,en_ADP verre_NOUN
1800,0.0,2.178906015615212e-06
1801,2.3811825844433088e-09,3.0907749533071183e-06
1802,0.0,1.0316442740077036e-06
1803,7.801356671777171e-09,1.490059162279067e-06
1804,2.4718509905596875e-08,8.602041248195746e-07
1805,3.1271653710973624e-08,4.946606964040257e-07
1806,4.3225035994964855e-08,1.4091361890677945e-06
1807,1.4234775136401367e-08,1.9985625385743333e-06
1808,2.2660739951163578e-09,1.4094980542722624e-06
1809,2.259030518203531e-09,1.5429178574777325e-06
1810,9.360507036149102e-09,7.699017032791744e-07
1811,1.2535384286138651e-08,1.2811162832804257e-06
1812,2.9339290108509886e-08,1.1575683629416744e-06
1813,4.3136125782439194e-08,1.1531724339874927e-06
1814,0.0,6.859756354060664e-07
1815,3.506390555685357e-08,7.848920517972147e-07
1816,1.228330006597389e-07,1.9236113075749017e-06
1817,6.227493631882908e-09,1.328013013335294e-06
1818,5.960588467246453e-09,1.003763145490666e-06
1819,0.0,6.345193810375349e-07
1820,2.0173018810965004e-08,7.47588330796134e-07
1821,1.676452932031225e-08,7.356670153058076e-07
1822,1.0025615893027862e-09,1.1338971717123059e-06
1823,1.2847492847356534e-08,1.01198713764461e-06
1824,1.7684335773537896e-08,1.4475892839982407e-06
1825,4.4027217427355936e-09,1.6844812762428774e-06
1826,7.0463874735082754e-09,1.1732234952432918e-06
1827,5.530363722527909e-09,2.0416259758349042e-06
1828,1.0089530988466322e-08,2.0334991859272122e-06
1829,1.7146351893870815e-08,1.7849353071142104e-06
1830,1.982998831806526e-08,1.6918111214181408e-06
1831,0.0,1.8865359834308038e-06
1832,2.976593194148336e-08,2.5517522317386465e-06
1833,2.085053074640797e-08,2.787021003314294e-06
1834,1.8669061851994684e-09,1.9574511043174425e-06
1835,6.050470346963266e-09,2.268169964736444e-06
1836,1.1425274948351216e-08,1.928855226651649e-06
1837,2.5048407792382932e-08,2.2209587768884376e-06
1838,2.1461350030449466e-08,2.1524472231249092e-06
1839,5.2436064379435265e-08,2.9007630928390427e-06
1840,7.0066574764382494e-09,2.4797197966108797e-06
1841,1.733548060656176e-08,2.548957809267449e-06
1842,6.708265054555795e-09,2.640373168105725e-06
1843,1.3585895075607368e-08,2.883753950300161e-06
1844,1.0977122322231025e-08,2.612555135783623e-06
1845,5.580227835366713e-09,2.6411219096189598e-06
1846,9.952652035849496e-09,2.5431954782106914e-06
1847,9.168480197274675e-09,3.3324729429295985e-06
1848,2.735375304041554e-08,2.8729486984957475e-06
1849,6.703531951757213e-09,2.662977976797265e-06
1850,2.0366988096043315e-09,3.1833601497055497e-06
1851,3.8696632564949596e-09,3.257611524531967e-06
1852,5.859490670445666e-09,2.2331171294354135e-06
1853,1.1943863675867306e-09,3.5049267808062723e-06
1854,7.27393034694046e-09,3.648915253506857e-06
1855,1.2736649068756378e-08,3.899006514984649e-06
1856,1.0872097000458325e-08,3.1969143492460717e-06
1857,7.322263684272912e-09,3.766084319067886e-06
1858,2.4468379322684086e-08,3.494574002615991e-06
1859,1.3748867822016564e-08,3.2849609397089807e-06
1860,1.373155189554609e-08,3.5587604543252382e-06
1861,1.2733101684148096e-08,4.1901339500327595e-06
1862,1.0843167252971853e-08,3.18653565045679e-06
1863,9.489779628779615e-09,3.386353000678355e-06
1864,1.3904711160250827e-08,4.030448508274276e-06
1865,7.530950973944073e-09,3.6539233860821696e-06
1866,1.0704348518686402e-08,3.730465323315002e-06
1867,2.426405742994575e-08,4.694124527304666e-06
1868,1.1855697756857353e-08,4.937404355587205e-06
1869,1.5627261262807224e-08,3.2333780382032273e-06
1870,8.027668307875047e-09,3.834931703750044e-06
1871,6.37270636261178e-09,4.380173322715564e-06
1872,1.269941263259966e-08,3.595143198253936e-06
1873,1.496501056408306e-08,4.898347469861619e-06
1874,3.5847653734322193e-09,4.262883521732874e-06
1875,6.293679799540541e-09,4.256244210409932e-06
1876,2.0556450763820067e-08,5.102836439618841e-06
1877,7.421779191219002e-09,4.874872047366807e-06
1878,2.8383716710322915e-08,4.935747256240575e-06
1879,5.498392852132383e-09,4.585048827721039e-06
1880,1.2193908105473383e-08,4.824295047001215e-06
1881,2.022027217885025e-08,5.842264272359898e-06
1882,9.983077475794744e-09,5.440777385956608e-06
1883,7.583206784733676e-09,5.93385948377545e-06
1884,1.9805090900604227e-08,6.017446594341891e-06
1885,1.6114089618213256e-08,5.24030201631831e-06
1886,1.5488312854472497e-08,6.397318884410197e-06
1887,1.8933882017790893e-08,5.362205683923094e-06
1888,6.974675947901687e-09,5.7388901950616855e-06
1889,8.771191772893872e-09,4.879915195488138e-06
1890,1.1797895993481688e-08,5.864865215698956e-06
1891,1.1473596073230397e-08,6.156858944450505e-06
1892,1.0656471260972467e-08,5.675511147273937e-06
1893,2.3401982574000613e-08,5.7125471357721835e-06
1894,9.452309157609307e-09,5.528970632440178e-06
1895,9.027921299420427e-09,5.2361947382451035e-06
1896,1.4152869098893461e-08,4.9552736527402885e-06
1897,1.6897470089816125e-08,6.187969574966701e-06
1898,5.6583546736987955e-09,5.411084657680476e-06
1899,1.1055156790007459e-08,5.203109594731359e-06
1900,6.748368974740515e-09,5.145371687831357e-06
1901,2.235495566438317e-09,4.536379492492415e-06
1902,8.838511256215043e-09,9.902078090817668e-06
1903,1.1880484596105134e-08,5.173410954739666e-06
1904,1.2361637935498493e-08,5.752998731622938e-06
1905,4.644683138099737e-09,4.868660198553698e-06
1906,2.0576738091193647e-09,5.897293249290669e-06
1907,8.742833790265081e-09,5.433928436104907e-06
1908,2.1118972570732808e-08,4.862275090999901e-06
1909,9.351672325408344e-09,5.113714450999396e-06
1910,1.2825961404061559e-08,4.7311764319601934e-06
1911,1.702519769608557e-08,4.6010595724510495e-06
1912,6.772247651554153e-09,4.458743660507025e-06
1913,5.833288518886093e-09,5.278065600577975e-06
1914,7.36641797560722e-09,4.964296294929227e-06
1915,2.3561523843085297e-09,4.4425250962376595e-06
1916,1.0987462051303964e-09,3.7214533676888095e-06
1917,2.1932848870420685e-09,3.4028814752673497e-06
1918,1.4932289182922887e-08,3.4482102364563616e-06
1919,1.289098744416961e-08,3.952929091610713e-06
1920,1.2872794385998532e-08,3.7853585581615334e-06
1921,2.2718242898012164e-08,4.617103968485026e-06
1922,2.1396012073182646e-08,4.41052998212399e-06
1923,1.9108707505210987e-08,4.048922619404038e-06
1924,2.9650736976805092e-08,3.7991617318766657e-06
1925,2.3096173862313663e-08,3.651394990811241e-06
1926,1.8948435376309192e-08,4.34476487498614e-06
1927,2.0068604777989663e-08,3.7628633435815573e-06
1928,6.8556245125250825e-09,4.705243554781191e-06
1929,1.2254447234738564e-08,4.030599029647419e-06
1930,1.68057662230936e-08,4.5921756282041315e-06
1931,7.983749661377715e-09,5.109599896968575e-06
1932,5.4797681947604815e-09,5.117007731314516e-06
1933,1.605892663292252e-08,5.800714006909402e-06
1934,2.3963160344919743e-09,5.609776053461246e-06
1935,4.787313656606784e-09,5.5724331105011515e-06
1936,1.2124714565686645e-08,5.219689683144679e-06
1937,3.777335333410292e-09,5.817096734972438e-06
