year,en_ADP île_NOUN,en_ADP ile_NOUN,en_ADP ville_NOUN
1867,5.386620927083641e-08,2.2808213984149006e-08,4.787298344410829e-06
1868,4.050696877921922e-08,2.4699369660652337e-08,4.34461915688189e-06
1869,8.106642057637004e-08,1.1720446391194628e-08,4.191036225620337e-06
1870,7.511604138699113e-08,7.454263428741115e-09,4.986902020220896e-06
1871,7.009977154304181e-08,2.6552942955504477e-08,6.201705517128175e-06
1872,5.6844989160254045e-08,1.6327815544059376e-08,5.351895282501573e-06
1873,8.08110627303904e-08,3.292302430679683e-08,4.903136087364146e-06
1874,5.257655999457711e-08,2.2106054209380943e-08,5.625094388506113e-06
1875,7.437985516389745e-08,3.490131444960909e-08,4.804938498637057e-06
1876,5.985554452081487e-08,1.3301233003915058e-08,4.6106906594900465e-06
1877,8.225805459005642e-08,1.669900340228736e-08,4.670154481800637e-06
1878,8.152769481739597e-08,1.8117265909722846e-08,4.575817705188001e-06
1879,5.5594860270957724e-08,1.0385853066452455e-08,4.680353896446832e-06
1880,8.279021557200394e-08,4.235778594541273e-08,4.39879171665325e-06
1881,5.717456247333885e-08,2.9284531744000475e-08,5.0557653139549075e-06
1882,4.45910792734594e-08,6.655385131892899e-09,4.80452244744356e-06
1883,7.140852886777793e-08,3.728410069570032e-08,4.4930498290796095e-06
1884,6.271612296160356e-08,2.1125431182156262e-08,4.630430154861642e-06
1885,4.18966337178972e-08,1.0313017106966527e-08,4.898038611145239e-06
1886,4.194751518360462e-08,2.0651084398082276e-08,5.0195042504697085e-06
1887,6.8553710264041e-08,2.8727268563955022e-08,4.884941311900093e-06
1888,3.550744054336974e-08,1.2681229621946954e-08,4.874030580026556e-06
1889,7.831420845150205e-08,1.1277246247942685e-08,4.758998045417684e-06
1890,6.94764992204e-08,2.6872984115744458e-08,5.0757170839688115e-06
1891,3.6970476458009216e-08,2.932141285327816e-08,4.8801028924572165e-06
1892,7.522215006439126e-08,2.9462008832581432e-08,5.374622688236741e-06
1893,6.096832549928877e-08,3.017624117251927e-08,5.059755054048765e-06
1894,7.18375510189162e-08,6.364554661075772e-08,5.104246753262487e-06
1895,5.2963805785566365e-08,3.550982596856045e-08,4.911189293466123e-06
1896,5.366296207398591e-08,2.535722409824359e-08,5.263098216801154e-06
1897,5.010973680441566e-08,2.0393497224269197e-08,5.323285307667902e-06
1898,2.4330926606808134e-08,4.639851125531891e-08,5.310366212540885e-06
1899,5.859233098703953e-08,3.537650172802387e-08,5.81888198780689e-06
1900,7.00792170960085e-08,3.374184520676948e-08,5.395061748458829e-06
1901,7.488910142017247e-08,8.438995735549071e-08,5.7647843192398796e-06
1902,4.7629754362787935e-08,5.548620674034055e-08,5.0904914843385995e-06
1903,5.6702312178913417e-08,3.5101431761219715e-08,5.303016237689917e-06
1904,4.78341632970114e-08,5.320878937453699e-08,5.270895044873214e-06
1905,4.180214735471921e-08,1.0218303092557335e-07,5.5591694234635725e-06
1906,5.349951948119269e-08,7.047532901705011e-08,5.464667310661753e-06
1907,4.4742737514980035e-08,6.68569620776438e-08,5.198900538516682e-06
1908,3.536200066101003e-08,6.92505877086802e-08,5.712436831117884e-06
1909,3.245580160182726e-08,5.115914747388928e-08,5.395914811856528e-06
1910,2.9927242906069296e-08,4.702852551830006e-08,5.5985321694151935e-06
1911,4.14989171915181e-08,9.097839959171239e-08,5.415076941517327e-06
1912,5.0531385964447395e-08,3.802877518443992e-08,5.452701373087621e-06
1913,5.196929819817342e-08,7.954484776417914e-08,5.218141780005681e-06
1914,6.964613419313537e-08,4.821655363862476e-08,5.3011421954352045e-06
1915,4.7123048574349014e-08,2.3561523843085297e-08,5.806737704006082e-06
1916,4.1752354462687435e-08,3.625862410316927e-08,5.169600811427699e-06
1917,4.1672412742777e-08,7.237839794171919e-08,5.331875740921532e-06
1918,7.006689184407833e-08,7.810735525026757e-08,5.151639598466318e-06
1919,3.867296488602179e-08,9.576162607327632e-08,5.775162421173263e-06
1920,3.256059599721084e-08,5.073395392685143e-08,4.799280304723652e-06
1921,5.2251955651172466e-08,1.1813486100464843e-07,4.570910533630013e-06
1922,6.713921302248238e-08,7.673052992984708e-08,5.1977555557414234e-06
1923,5.6264525483129546e-08,1.2102180546591512e-07,4.931107682182301e-06
1924,4.383152329978657e-08,8.766304548935011e-08,5.0999264544770995e-06
1925,5.169143690864075e-08,1.407766827554724e-07,4.996472171114874e-06
1926,5.015762383209221e-08,9.808601619809565e-08,4.869747925795309e-06
1927,7.804457169413581e-08,2.1295019048128694e-07,4.888935109192971e-06
1928,4.6846768242403414e-08,8.569531007029951e-08,4.57155907440665e-06
1929,4.9017788938954254e-08,1.3814104371512315e-07,5.448772839145022e-06
1930,3.2561171536826805e-08,1.0923747439939291e-07,5.117355755146491e-06
1931,7.299428261831054e-08,1.6423713677937712e-07,4.464056530650851e-06
1932,8.110057336807586e-08,1.0630750812978818e-07,4.6578031458466285e-06
1933,6.308864186621577e-08,2.2941324773206873e-07,4.697236292372509e-06
1934,5.751158482780738e-08,2.000923906564367e-07,5.090973516530539e-06
1935,6.582556011380802e-08,1.2686381367643662e-07,4.9010123035486686e-06
1936,5.334874497719966e-08,1.3822174294020328e-07,4.557680270522724e-06
1937,5.9178255185088346e-08,1.3220674199843074e-07,4.7846250907923604e-06
1938,7.779128452511941e-08,1.20576491347002e-07,4.177392312953998e-06
1939,5.352917753498332e-08,1.1011716427589135e-07,4.38480428499588e-06
1940,3.296517903095264e-08,9.635974973498662e-08,4.559337853038414e-06
1941,6.788455664263893e-08,2.1545969319802794e-07,5.144469128026685e-06
1942,7.282108316353231e-08,1.7598427848319886e-07,5.467649799584251e-06
1943,9.00002918857723e-08,2.2645234376561518e-07,5.179371399322008e-06
1944,1.0282195717081777e-07,2.3134941073976734e-07,5.594156888832913e-06
1945,1.2635323676235544e-07,1.394242614694008e-07,6.075847807096579e-06
1946,8.631084824628488e-08,3.870066960232066e-07,5.351272449161115e-06
1947,6.556479337227472e-08,1.7404471130966215e-07,4.649139469847796e-06
1948,8.914948068650119e-08,3.174591389765169e-07,4.660778387233222e-06
1949,1.089687948763185e-07,2.9843705084964256e-07,5.170618337047017e-06
1950,8.295581621631243e-08,1.9356358382793815e-07,4.6231917849581805e-06
1951,9.488647223498958e-08,2.2708785563096967e-07,5.574847094180768e-06
1952,1.0861147714535946e-07,1.5711757173075824e-07,4.725126686366821e-06
1953,8.511323734694543e-08,2.1008963413393644e-07,5.50865776460796e-06
1954,7.81802900196027e-08,1.6906487076973065e-07,5.505846644382473e-06
1955,1.154429796201839e-07,2.815682353940474e-07,5.403294267125602e-06
1956,1.1599118132643582e-07,2.1279585205036256e-07,5.393153813315621e-06
1957,1.4312761464907453e-07,3.321974053616117e-07,5.171147677174304e-06
1958,1.1829308449451403e-07,2.5230342171056463e-07,5.624298324846677e-06
1959,1.5113958196089072e-07,3.208809538080004e-07,5.478228672473051e-06
1960,8.581833199627908e-08,2.4568957890380716e-07,6.49866260005183e-06
1961,8.754680447253804e-08,2.7167303651154384e-07,5.921221401194998e-06
1962,1.2557073747476721e-07,2.454337102442139e-07,6.737060374462089e-06
1963,9.893061736487851e-08,2.5993534169543864e-07,6.534593495644003e-06
1964,8.030838327677259e-08,2.2814880673571736e-07,6.008526952427928e-06
1965,6.457011131333346e-08,2.5390281344073173e-07,5.52293334976639e-06
1966,9.028691627666063e-08,2.4094974704347294e-07,6.462438534526882e-06
1967,7.543413449440095e-08,1.9277612661738885e-07,5.887313704988628e-06
1968,8.039634266654438e-08,2.1064740374221458e-07,6.477519775671681e-06
1969,1.0309790240969896e-07,3.6788237811613556e-07,5.957423923064198e-06
1970,9.795284305891272e-08,2.8742032753825697e-07,6.229892960618599e-06
1971,7.347908270727288e-08,3.283435972001314e-07,6.432245953646998e-06
1972,8.87515437808517e-08,2.45221021710762e-07,6.490148734883405e-06
1973,7.332560791883935e-08,2.3265720616727492e-07,6.1665186308346165e-06
1974,7.650777655854313e-08,2.1827218210646038e-07,7.277802097860331e-06
1975,7.71049837311466e-08,2.947123856067435e-07,7.065672292583258e-06
1976,6.970502741676654e-08,3.085304505212605e-07,7.2333248226641444e-06
1977,8.815172769516266e-08,4.5897666911542956e-07,7.519342233308635e-06
1978,1.0455440435652719e-07,7.235640131497689e-07,7.465541244755514e-06
1979,8.017203212418167e-08,7.829940444903372e-07,7.171008263640033e-06
1980,8.982538313162536e-08,6.662996441253455e-07,7.79547858087426e-06
1981,1.2651099079441508e-07,8.824141608521074e-07,8.636905249659321e-06
1982,1.1794254017871708e-07,1.0174096072290695e-06,9.216899570674286e-06
1983,1.648297492939932e-07,1.0350802774894419e-06,8.545885606281445e-06
1984,1.090213619936442e-07,1.1076106196661328e-06,8.8835013229982e-06
1985,1.401624999397555e-07,1.4160623419412488e-06,8.763464563799062e-06
1986,1.582544151834675e-07,1.1599328857414548e-06,9.272869817777973e-06
1987,1.656031322072593e-07,1.4983722338435257e-06,8.882683118827117e-06
1988,2.2187248949201432e-07,1.536916705457969e-06,8.810736233044736e-06
1989,1.1634818730676955e-07,1.6195448337974483e-06,8.912161888474657e-06
1990,1.5310708995075473e-07,1.5604936454138851e-06,9.12485597837076e-06
1991,1.8111927269082173e-07,1.4126131624436766e-06,9.30507565044536e-06
1992,2.0772489084386336e-07,2.062372054467687e-06,9.873819806216488e-06
1993,2.83053504634978e-07,2.0018695345846993e-06,1.0296278617261123e-05
1994,3.0330828204583327e-07,1.892643687106954e-06,1.0082494497964944e-05
1995,2.765450015651538e-07,1.755247326151732e-06,1.0436591367124493e-05
1996,3.8007217018076744e-07,1.9313217576311104e-06,1.0063904824164638e-05
1997,5.581257198628009e-07,1.989401702928717e-06,1.0684942708394374e-05
1998,5.89817584106811e-07,1.4456968266962633e-06,1.0063136642202153e-05
1999,6.75932743554597e-07,1.6466434926698525e-06,1.00059980354672e-05
2000,6.035030999385071e-07,1.1504554500163522e-06,1.1271281550762069e-05
2001,6.471050006950918e-07,1.1697835127222334e-06,1.0203404542608041e-05
2002,8.289271047345892e-07,9.704405754540346e-07,1.1238271099500707e-05
2003,8.442185635004762e-07,1.1704886357932764e-06,1.1175687745890173e-05
2004,1.1056025996936114e-06,1.2029485043640875e-06,1.2350594317922514e-05
2005,1.1016171388433804e-06,9.165130343546934e-07,1.0766213165425143e-05
2006,8.099889363677448e-07,8.762869931899786e-07,1.14147906629114e-05
2007,8.624081306862763e-07,1.1340327352726831e-06,1.2369704393222491e-05
2008,9.302505521446847e-07,7.454777062321227e-07,1.2820002496027882e-05
2009,8.372945767831652e-07,6.990170497989112e-07,1.3536422159177164e-05
2010,8.852387939350947e-07,5.77247488919852e-07,1.5530414202657994e-05
2011,1.3215646887942967e-06,3.6365972932994595e-07,1.7389513345733576e-05
2012,8.364248804682006e-07,3.7514863682197586e-07,1.845104895892291e-05
2013,7.737032623467144e-07,3.0289899144442245e-07,1.7619182472117245e-05
2014,7.88655142969219e-07,3.1528882615816656e-07,1.776942610831611e-05
2015,7.359030558262702e-07,2.1434283832555412e-07,1.699315282621683e-05
2016,7.104696395643373e-07,2.2619033024362523e-07,1.6988924642191705e-05
2017,6.870134285907881e-07,1.7433186716431237e-07,1.7133577387085097e-05
2018,7.385576190621634e-07,1.7760490322871192e-07,1.746594534779433e-05
2019,8.186119737629838e-07,1.7091617554587657e-07,1.763395806619883e-05
