year,on_PRON a_VERB,on_PRON va_VERB
1800,0.0003117093147011474,1.0338012771171634e-05
1801,0.0002970811037812382,9.879526714939857e-06
1802,0.0002804170362651348,9.257944839191623e-06
1803,0.00029957991500850767,8.706314247319824e-06
1804,0.00033338594948872924,1.0821763453350286e-05
1805,0.00028645972633967176,1.1249266890445142e-05
1806,0.00029934202029835433,9.80055642685329e-06
1807,0.0002890086543629877,9.244063221558463e-06
1808,0.00029138765967218205,9.508446737527265e-06
1809,0.00027862430579261854,9.293651373809553e-06
1810,0.000279015650448855,9.374547971674474e-06
1811,0.00029619858105434105,1.0675133353288402e-05
1812,0.0003065209020860493,8.06297032340808e-06
1813,0.00032758434826973826,7.485555670427857e-06
1814,0.0003000451033585705,8.798109092822415e-06
1815,0.00027210400730837137,7.991873417267925e-06
1816,0.00031370853685075417,8.663203288961085e-06
1817,0.0002826830605044961,9.003399100038223e-06
1818,0.0002659447709447704,9.223414963344112e-06
1819,0.0002795839318423532,9.243487738785916e-06
1820,0.0002590381700429134,9.264161690225592e-06
1821,0.00027345512353349477,9.928546433002339e-06
1822,0.0002747108956100419,9.260661272492143e-06
1823,0.00023513679479947314,8.509981853421777e-06
1824,0.00023175828391686082,8.404270147366333e-06
1825,0.00023792043066350743,8.618767651569215e-06
1826,0.00023277301079360768,8.014384889065695e-06
1827,0.0002516250970074907,8.4070750290266e-06
1828,0.0002654326381161809,8.98518646863522e-06
1829,0.00026039136719191447,1.0794485433507361e-05
1830,0.00025698725949041545,9.717737839309848e-06
1831,0.00026722391339717433,9.155156021734001e-06
1832,0.0002671073016244918,1.0278717354594846e-05
1833,0.00024699307687114924,8.541767556380364e-06
1834,0.000246481089561712,8.66711206981563e-06
1835,0.00024364034470636398,8.706626658749883e-06
1836,0.0002255349318147637,8.450671089121897e-06
1837,0.00024545421183574945,8.575600531912642e-06
1838,0.00023022158711683005,7.521572342739091e-06
1839,0.00024253497394965962,7.69761413721426e-06
1840,0.00023713459086138755,8.260212325694738e-06
1841,0.00024378694797633216,8.65746778799803e-06
1842,0.00022288143372861668,7.839949375920696e-06
1843,0.000245525487116538,7.788262450958428e-06
1844,0.00023508440790465102,8.011652880668407e-06
1845,0.0002305577218066901,8.690647064213408e-06
1846,0.0002473719941917807,8.624266001788783e-06
1847,0.000245785377046559,7.82502820584341e-06
1848,0.00024778478109510615,8.655853889649734e-06
1849,0.00024385606229770929,8.91904915079067e-06
1850,0.00023711858375463635,8.824337101032143e-06
1851,0.000249219847319182,8.354602869076189e-06
1852,0.00022802794410381466,7.903802043074393e-06
1853,0.0002447584265610203,8.733352842682507e-06
1854,0.00022676737717119977,8.78067294252105e-06
1855,0.00023860413784859702,8.566988526581554e-06
1856,0.00022899122996022925,8.919261517803534e-06
1857,0.00024239621416199952,9.131350680036121e-06
1858,0.00022575799812329933,8.977938023235765e-06
1859,0.0002271929188282229,8.81964433574467e-06
1860,0.00023193277593236417,8.695733868080424e-06
1861,0.00023459373187506571,8.627383977000136e-06
1862,0.0002365775653743185,8.79651906871004e-06
1863,0.00022864825587021187,8.957352974903188e-06
1864,0.00023690270609222353,9.082173619390232e-06
1865,0.0002295005469932221,8.877108712113113e-06
1866,0.00023401699581881985,8.872931630321546e-06
1867,0.00024224798835348338,9.260134902433492e-06
1868,0.0002421684403088875,8.357773026546056e-06
1869,0.00023524839343735948,8.99739552551182e-06
1870,0.00024839555408107117,8.449694064438518e-06
1871,0.00024135669809766114,9.7810418537847e-06
1872,0.00023307956871576607,9.06012382984045e-06
1873,0.0002450754036544822,8.797630698609282e-06
1874,0.0002412905596429482,8.722929351279163e-06
1875,0.0002424045160296373,1.0893215403484646e-05
1876,0.0002439385571051389,9.601071496945224e-06
1877,0.00024348136503249407,9.40339418775693e-06
1878,0.00025310304044978693,8.818277365207905e-06
1879,0.00024124075571307912,9.624630820326274e-06
1880,0.0002449492894811556,9.18778891900729e-06
1881,0.00024020637647481635,9.361288448417326e-06
1882,0.00024559569283155724,9.483258281761664e-06
1883,0.00024783499247860163,1.0041429732154938e-05
1884,0.00024742367531871423,9.879439630822162e-06
1885,0.0002510394697310403,9.18825344342622e-06
1886,0.00024251600552815944,9.108418680625618e-06
1887,0.000240899040363729,9.79208130047482e-06
1888,0.0002449721869197674,9.334652759207529e-06
1889,0.0002465287470840849,9.459729881200474e-06
1890,0.0002490627593942918,8.97492145668366e-06
1891,0.00025314004597021267,8.9895625023928e-06
1892,0.00024429019686067477,9.025404324347619e-06
1893,0.00024470221978845075,8.875509820427396e-06
1894,0.0002442148979753256,9.181972700389451e-06
1895,0.00024073856911854818,9.318620641352027e-06
1896,0.00024113128165481612,9.441733027415466e-06
1897,0.00024180162290576845,9.523180779069662e-06
1898,0.000240984809352085,9.468691132497042e-06
1899,0.0002398344367975369,9.94743027149525e-06
1900,0.00023701413738308474,8.993499704956776e-06
1901,0.00023755996517138556,9.154354302154388e-06
1902,0.0002422026955173351,8.94359095582331e-06
1903,0.0002346071705687791,9.17227407626342e-06
1904,0.00023855058680055663,9.06699278857559e-06
1905,0.00023114472423912957,9.235694278686424e-06
1906,0.00023680739104747772,9.715821533973212e-06
1907,0.00023296771541936323,9.103347110794857e-06
1908,0.00023381748178508133,9.690661954664392e-06
1909,0.00022943116346141323,9.311514759247075e-06
1910,0.00023626223264727741,9.976994988392107e-06
1911,0.00023288022202905267,8.914287036532187e-06
1912,0.0002323006046935916,9.156599844573066e-06
1913,0.0002342054867767729,9.345458693132969e-06
1914,0.00023217008128995076,9.484597967457375e-06
1915,0.0002325569439562969,9.670827466834453e-06
1916,0.00022416401043301448,9.999689154938096e-06
1917,0.00022707516473019496,1.1586027540033683e-05
1918,0.00021709940483560786,1.0114903034263989e-05
1919,0.00020822996884817258,9.661795274951146e-06
1920,0.0002178046415792778,9.199504120260826e-06
1921,0.00021921210282016546,9.142577710008482e-06
1922,0.00021150179236428812,9.103634511120617e-06
1923,0.0002036722653429024,9.051157348949346e-06
1924,0.0002121316865668632,9.783453833733802e-06
1925,0.00020134804071858525,9.428737712369184e-06
1926,0.00020719556778203696,9.233461241819896e-06
1927,0.000200669324840419,9.787904446056928e-06
1928,0.0002045261353487149,8.385571391045232e-06
1929,0.00020637602574424818,8.819859431241639e-06
1930,0.00021727334387833253,9.067760856851237e-06
1931,0.00020835190662182868,8.280288739115349e-06
1932,0.0002053115822491236,9.004355433717137e-06
1933,0.00021235981694189832,8.42061285766249e-06
1934,0.00021503221796592698,8.630332331449608e-06
1935,0.00020974178187316284,8.321547966261278e-06
1936,0.00020899491210002452,8.310279326906311e-06
1937,0.00020838930504396558,7.850562269595684e-06
1938,0.00021020113490521908,8.391086794290459e-06
1939,0.00020993072394048795,7.974318123160629e-06
1940,0.00021945172193227336,7.280232921402785e-06
1941,0.00019833211990771815,9.02864667295944e-06
1942,0.00020544041763059795,9.548664365865989e-06
1943,0.00020958454842912033,9.48196611716412e-06
1944,0.0001999565793084912,8.968002703113598e-06
1945,0.00019387161592021585,1.0476425813976675e-05
1946,0.00019057991448789835,9.89094473879959e-06
1947,0.00019353533571120352,9.671402494859649e-06
1948,0.0001989196753129363,9.495506674284115e-06
