year,en_ADP allées_NOUN,en_ADP vallées_NOUN
1800,1.5720821977538435e-07,5.973912209356058e-08
1801,5.476719877606229e-08,6.429193177837078e-08
1802,1.2979472785445978e-07,7.832440473976021e-08
1803,1.3457341196954076e-07,1.1116933507082649e-07
1804,2.2493843232496147e-07,7.168367943677367e-08
1805,8.52863308864471e-08,2.2743021688143017e-08
1806,1.7578182109900808e-07,1.4408345627714425e-08
1807,1.2526602688467392e-07,5.124519120158766e-08
1808,1.9261628381173068e-07,6.571614363792833e-08
1809,2.213849938925705e-07,5.873479480555943e-08
1810,8.190443878675069e-08,5.8503168531842675e-08
1811,1.2535383575595915e-07,7.771937760026049e-08
1812,1.0668833283489221e-07,4.5342538612658245e-08
1813,1.35159851311073e-07,9.202373263406116e-08
1814,1.4160046646338742e-07,6.293354282149721e-09
1815,1.3755840200246894e-07,4.315557688983063e-08
1816,9.502176112619054e-08,4.6352077731626196e-08
1817,1.0586739307427706e-07,3.113746771532533e-08
1818,7.510341504257667e-08,6.795070817133819e-08
1819,5.796588098405664e-08,1.8631890696951814e-08
1820,7.831877724129299e-08,6.051905643289501e-08
1821,7.987805616949117e-08,1.577838126820552e-08
1822,1.8246620925310708e-07,3.0076847679083585e-08
1823,1.4527549296872166e-07,2.7671523739059012e-08
1824,7.831634718513669e-08,3.9579230559638745e-08
1825,4.0505039322624725e-08,5.6354835464844655e-08
1826,7.04638765114396e-08,3.963592831723872e-08
1827,8.387718253288767e-08,3.133872894522938e-08
1828,1.155709981048858e-07,3.3020285172824515e-08
1829,1.1488055662312036e-07,3.3435387791769244e-08
1830,7.723258477199124e-08,4.800944353178238e-08
1831,1.2005229166334175e-07,1.3096612860863388e-07
1832,7.170883975504694e-08,2.841293600397421e-08
1833,1.4132027104096778e-07,5.90765054653275e-08
1834,4.85395617033646e-08,6.347480763224667e-08
1835,8.924443761770817e-08,1.663879345414898e-08
1836,8.064900214321824e-08,4.5029025841358816e-08
1837,1.0784730619661786e-07,6.053365098068753e-08
1838,9.215756335834158e-08,4.3553917805638775e-08
1839,1.300414425031704e-07,4.4046291947097416e-08
1840,6.879263736436769e-08,2.4204817705708592e-08
1841,5.200644181968528e-08,2.5040138851295524e-08
1842,6.03743828264669e-08,3.6895457355967665e-08
1843,6.792947715439368e-08,3.6622846977252266e-08
1844,6.202074587235984e-08,5.0494762149355665e-08
1845,1.2388106540583976e-07,4.631589334280761e-08
1846,9.484292462502708e-08,3.922516000898213e-08
1847,6.310071398729633e-08,4.1527822958187244e-08
1848,7.642960753173611e-08,3.298540818263973e-08
1849,6.368355087715827e-08,6.703531596485846e-08
1850,7.671565782629841e-08,5.634866795389826e-08
1851,8.706741994046752e-08,4.385618268543112e-08
1852,8.138182039374442e-08,4.231854688896419e-08
1853,8.420423824873069e-08,3.58315901394235e-08
1854,4.8319680701069956e-08,3.636965217879151e-08
1855,5.200798369742188e-08,4.4578271740647324e-08
1856,9.422484481547144e-08,4.40061072026765e-08
1857,9.030792114117503e-08,6.736482305313984e-08
1858,5.9213480341213653e-08,2.6425849952715907e-08
1859,6.314294864750991e-08,3.971895168319861e-08
1860,5.446849016266242e-08,6.636916793922865e-08
1861,6.696668464201139e-08,2.9238975685075275e-08
1862,8.719713662230788e-08,4.111367601922211e-08
1863,7.691716064073262e-08,3.296449690992631e-08
1864,4.746780746245349e-08,3.835782536043553e-08
1865,8.47231973466478e-08,3.530133341200781e-08
1866,7.493044051898323e-08,2.968023871119385e-08
1867,7.76449837758264e-08,4.85281148598915e-08
1868,7.064019769131846e-08,6.57003269566303e-08
1869,6.348574999037737e-08,3.7603097524652185e-08
1870,4.013834242755365e-08,2.8670243068518175e-08
1871,4.991953161948004e-08,4.779529660936532e-08
1872,4.777398032729252e-08,4.172663992108028e-08
1873,3.8909028887701425e-08,4.19020302899753e-08
1874,5.616132625618775e-08,3.2262889249068394e-08
1875,7.78127713374488e-08,4.806082642971887e-08
1876,9.734083761259171e-08,7.013377256726017e-08
1877,7.236234722540758e-08,4.762308236649915e-08
1878,7.005343150012777e-08,2.0532901601200138e-08
1879,6.720257772485638e-08,4.3987142817059066e-08
1880,5.776061584583658e-08,3.273101611966922e-08
1881,4.044054335849978e-08,5.508281120114589e-08
1882,4.9249848643739824e-08,4.858431168486277e-08
1883,8.215140923084618e-08,3.4124429504345244e-08
1884,6.799747609420592e-08,3.036780782394999e-08
1885,6.123353557541122e-08,3.0939052209078e-08
1886,7.937760670984062e-08,2.710454793941608e-08
1887,8.226444947467826e-08,3.525619263200497e-08
1888,4.882273429984707e-08,5.2627100899371726e-08
1889,8.144677821064761e-08,3.821733329800736e-08
1890,9.831579461661022e-08,2.6872983838188702e-08
1891,6.820415165975646e-08,2.42220359325529e-08
1892,7.961011050383604e-08,3.63573704476039e-08
1893,7.82118902975526e-08,4.557228194812524e-08
1894,8.444062871149072e-08,4.7891699495039575e-08
1895,8.486246372285677e-08,3.310238128051424e-08
1896,6.663642437843009e-08,5.425266635938897e-08
1897,9.147940005505006e-08,3.4960280004270317e-08
1898,6.790025963709923e-08,5.941272718246182e-08
1899,5.30647525920358e-08,4.9748205555033564e-08
1900,6.592637191715767e-08,4.049021384844309e-08
1901,6.538824237622975e-08,4.5827658112784775e-08
1902,4.713872669981356e-08,2.3078333910575566e-08
1903,5.400220359774721e-08,4.5361851164216205e-08
1904,7.416982583663412e-08,1.9886112312406112e-08
1905,9.237759002189705e-08,3.1996705729397945e-08
1906,7.767718557261105e-08,3.7038127231880935e-08
1907,6.222840198688573e-08,5.142843306771283e-08
1908,6.581261402516247e-08,2.9468335327464956e-08
1909,8.581534416407521e-08,3.4106097501762633e-08
1910,6.840512867256621e-08,4.3287620599130605e-08
1911,7.448523575703803e-08,3.6710581241550244e-08
1912,7.241095545396092e-08,3.750783150735515e-08
1913,7.954484715355647e-08,2.7575547179026216e-08
1914,8.370929549528228e-08,2.5447626228469744e-08
1915,4.476689596799588e-08,4.5944972271172446e-08
1916,6.922100936890274e-08,2.6369908923129515e-08
1917,7.786161404510494e-08,9.869782324756216e-09
1918,4.5945505178224266e-08,3.9053681177847466e-08
1919,9.392005040353979e-08,4.051453217357448e-08
1920,7.723676276327751e-08,3.63467123065675e-08
1921,7.724202077952214e-08,2.4232791773215467e-08
1922,7.599273743608137e-08,3.172512208493572e-08
1923,6.369568694708505e-08,1.9108707505210987e-08
1924,5.801231139912488e-08,3.2229060309418855e-08
1925,6.158979459769398e-08,2.5295809891190402e-08
1926,7.022067194384363e-08,3.1209186346359274e-08
1927,7.135503921062991e-08,3.0102906833917586e-08
1928,8.912311955100449e-08,3.5420729460611255e-08
1929,8.466708578680482e-08,3.0079096546842266e-08
1930,6.932378227020308e-08,2.941009036305786e-08
1931,5.5886246741465584e-08,2.6232321204133768e-08
1932,6.356530946050043e-08,3.507051715700982e-08
1933,5.1617981000617874e-08,5.1617981000617874e-08
1934,5.6313425034204556e-08,2.3963160344919743e-08
1935,4.547948151412129e-08,2.6330225111337313e-08
1936,4.4861444337129797e-08,2.3036957230715416e-08
1937,5.666003133342201e-08,3.273690651894867e-08
1938,5.963998717106733e-08,3.3709557811789637e-08
1939,4.282334131744392e-08,5.352917753498332e-08
1940,4.3108308034334186e-08,3.0429394115571995e-08
1941,2.9515025090631752e-08,3.5418032950929046e-08
1942,1.0316320242509391e-07,5.158160121254696e-08
1943,2.9032351633873077e-08,5.8064703267746154e-08
1944,8.354284375400312e-08,3.213186161588055e-08
1945,8.496165548876888e-08,2.178504132643866e-08
1946,8.213451252458981e-08,3.201854070766785e-08
1947,9.298279479708071e-08,3.2186353138285995e-08
1948,5.218506160531433e-08,3.044128504825494e-08
1949,8.63896758573901e-08,3.337782672474532e-08
1950,7.232046073113452e-08,2.8715476219076663e-08
1951,6.290227361205325e-08,2.5587365115598004e-08
1952,8.014050933979888e-08,3.690681538159879e-08
1953,3.98631598841348e-08,3.770839640537815e-08
1954,5.374894840315392e-08,4.10446503451567e-08
1955,6.288357212724804e-08,3.2849627018549654e-08
1956,4.971050771018781e-08,4.098936656760088e-08
1957,6.007825703591152e-08,2.297109880089465e-08
1958,6.948684472263267e-08,4.053399393910695e-08
1959,5.813060965920158e-08,2.325224279786653e-08
1960,5.329041741219953e-08,3.0451666077624395e-08
1961,5.072156383789661e-08,2.779263752472616e-08
1962,5.327243357555744e-08,2.7904608401740916e-08
1963,4.78487933719407e-08,2.8450633848819962e-08
1964,5.536411151751963e-08,3.285342842218597e-08
1965,7.11365615302384e-08,2.954903344232207e-08
1966,6.037591759877614e-08,2.0494576702390077e-08
1967,4.930335606445624e-08,3.007504645324843e-08
1968,7.545578739609482e-08,2.110965446888713e-08
1969,5.495526878007695e-08,2.8613074576355757e-08
1970,3.954903604608262e-08,3.4030566808951335e-08
1971,6.525764462139705e-08,1.5929032315398217e-08
1972,5.591860130493842e-08,2.61637485010624e-08
1973,6.285052478460784e-08,2.536073751002732e-08
1974,4.894247496167736e-08,1.3501372464475025e-08
1975,4.569184142155791e-08,1.770558810676448e-08
1976,6.170608912725584e-08,2.0568696967870892e-08
1977,4.760193306196925e-08,3.2322301279918975e-08
1978,4.633661276898238e-08,3.5049488644745e-08
1979,3.6867433550469286e-08,3.4526642878063285e-08
1980,5.002932468300969e-08,2.7288724169238776e-08
1981,3.6055631369436014e-08,1.771153890217647e-08
1982,3.786576385778062e-08,1.2415004135846175e-08
1983,4.6101806816523094e-08,2.5261265079734585e-08
1984,4.871167291753409e-08,2.667543874679268e-08
1985,4.692135391337615e-08,2.7671566371623157e-08
1986,4.6756987615026446e-08,2.3378493807513223e-08
1987,4.6442206524943686e-08,4.0942474299754394e-08
1988,2.818380373525997e-08,2.338656024392094e-08
1989,4.719785096085616e-08,2.140367705294466e-08
1990,4.086488303300939e-08,2.5063794595325817e-08
1991,4.8650161232899336e-08,2.1687421636329418e-08
1992,4.0773585396891576e-08,2.8651710337612712e-08
1993,8.14263501069945e-08,2.9357799746776436e-08
1994,4.483687732204089e-08,2.004472143823932e-08
1995,5.368226396740283e-08,2.76544991351102e-08
1996,3.95018808774239e-08,2.1886178203089912e-08
1997,4.267456077400311e-08,1.8700088588730068e-08
1998,3.5284156041370807e-08,2.193339376788117e-08
1999,7.129514045800533e-08,2.102292562256025e-08
2000,4.8156543641653116e-08,2.385736941334926e-08
2001,4.205963222148057e-08,1.840108865280854e-08
