year,en_ADP airs_NOUN,en_ADP verres_NOUN
1851,3.8696632564949596e-09,1.3350337568773796e-07
1852,5.859490670445666e-09,9.244974252808902e-08
1853,1.1943863675867306e-09,1.027172265022358e-07
1854,7.27393034694046e-09,1.0910895298366086e-07
1855,1.2736649068756378e-08,9.074862816760287e-08
1856,1.0872097000458325e-08,1.0043746756505101e-07
1857,7.322263684272912e-09,9.56775778604424e-08
1858,2.4468379322684086e-08,9.444794812907276e-08
1859,1.3748867822016564e-08,1.1100937724606297e-07
1860,1.373155189554609e-08,1.0573295128324389e-07
1861,1.2733101684148096e-08,8.347255509022489e-08
1862,1.0843167252971853e-08,9.171512260763848e-08
1863,9.489779628779615e-09,5.793760138317339e-08
1864,1.3904711160250827e-08,9.82919260428261e-08
1865,7.530950973944073e-09,6.589581857951998e-08
1866,1.0704348518686402e-08,6.082016296149462e-08
1867,2.426405742994575e-08,8.783588789640362e-08
1868,1.1855697756857353e-08,1.0274937911614046e-07
1869,1.5627261262807224e-08,9.034510384253736e-08
1870,8.027668307875047e-09,7.339582452914328e-08
1871,6.37270636261178e-09,6.585129597169725e-08
1872,1.269941263259966e-08,6.289232934442168e-08
1873,1.496501056408306e-08,6.28530475443867e-08
1874,3.5847653734322193e-09,5.914862910572083e-08
1875,6.293679799540541e-09,7.609630853222527e-08
1876,2.0556450763820067e-08,7.013377256726017e-08
1877,7.421779191219002e-09,9.029831460338755e-08
1878,2.8383716710322915e-08,7.911205995858595e-08
1879,5.498392852132383e-09,8.125402295444673e-08
1880,1.2193908105473383e-08,8.664092709942395e-08
1881,2.022027217885025e-08,9.691785607390813e-08
1882,9.983077475794744e-09,9.317538895992072e-08
1883,7.583206784733676e-09,8.27833401273459e-08
1884,1.9805090900604227e-08,9.440426840257032e-08
1885,1.6114089618213256e-08,7.605849816627597e-08
1886,1.5488312854472497e-08,8.905779835810534e-08
1887,1.8933882017790893e-08,8.226445263881388e-08
1888,6.974675947901687e-09,7.29170686053493e-08
1889,8.771191772893872e-09,8.019375002943363e-08
1890,1.1797895993481688e-08,5.636772382189292e-08
1891,1.1473596073230397e-08,8.796423389689778e-08
1892,1.0656471260972467e-08,1.1784803466419191e-07
1893,2.3401982574000613e-08,1.2070496097082994e-07
1894,9.452309157609307e-09,8.885170132977294e-08
1895,9.027921299420427e-09,5.236194766666813e-08
1896,1.4152869098893461e-08,6.958494225273171e-08
1897,1.6897470089816125e-08,5.5353779560007865e-08
1898,5.6583546736987955e-09,4.6964345301603316e-08
1899,1.1055156790007459e-08,9.562710445720768e-08
1900,6.748368974740515e-09,6.592637713520588e-08
1901,2.235495566438317e-09,5.756401227907659e-08
1902,8.838511256215043e-09,6.088752257937813e-08
1903,1.1880484596105134e-08,8.100330495253161e-08
1904,1.2361637935498493e-08,5.858341456388416e-08
1905,4.644683138099737e-09,5.212366682716407e-08
1906,2.0576738091193647e-09,8.024927894423328e-08
1907,8.742833790265081e-09,7.868550566669796e-08
1908,2.1118972570732808e-08,6.384805772974289e-08
1909,9.351672325408344e-09,8.141455731802694e-08
1910,1.2825961404061559e-08,9.298822289949271e-08
1911,1.702519769608557e-08,8.140172147452773e-08
1912,6.772247651554153e-09,5.0531384132579404e-08
1913,5.833288518886093e-09,7.583275085654151e-08
1914,7.36641797560722e-09,6.294939081108453e-08
1915,2.3561523843085297e-09,1.8849218963445935e-08
1916,1.0987462051303964e-09,3.7357372528745714e-08
1917,2.1932848870420685e-09,4.276905518629803e-08
1918,1.4932289182922887e-08,4.5945506066402686e-08
1919,1.289098744416961e-08,3.591060920848932e-08
1920,1.2872794385998532e-08,5.7548959819797574e-08
1921,2.2718242898012164e-08,5.982470385745842e-08
1922,2.1396012073182646e-08,6.197465773905009e-08
1923,1.9108707505210987e-08,7.643482735630869e-08
1924,2.9650736976805092e-08,9.668718004007815e-08
1925,2.3096173862313663e-08,1.0338287070865704e-07
1926,1.8948435376309192e-08,6.910605598875463e-08
1927,2.0068604777989663e-08,9.030871972459664e-08
1928,6.8556245125250825e-09,9.25509303639771e-08
1929,1.2254447234738564e-08,8.578112642432245e-08
1930,1.68057662230936e-08,1.7225909765272718e-07
1931,7.983749661377715e-09,8.43996410537784e-08
1932,5.4797681947604815e-09,6.685317377463917e-08
1933,1.605892663292252e-08,4.81767814530798e-08
1934,2.3963160344919743e-09,4.4331844861744685e-08
1935,4.787313656606784e-09,6.582556455470012e-08
1936,1.2124714565686645e-08,6.668592922309813e-08
1937,3.777335333410292e-09,6.04373666668323e-08
1938,1.0372171566075394e-08,5.8343464615084883e-08
1939,0.0,6.270560959364957e-08
1940,2.5357829169792012e-09,8.621662117569429e-08
1941,0.0,5.01755446080665e-08
1942,6.068423541449874e-09,9.70947773293318e-08
1943,2.0322646676618206e-08,4.3548528783077245e-08
1944,6.4263723231761105e-09,6.747690761699232e-08
1945,1.5249527862692958e-08,4.1391577720872874e-08
1946,1.3921104269343232e-08,4.31554223467856e-08
1947,7.152522574216391e-09,3.2186353138285995e-08
1948,1.6307831529616124e-08,1.9569398546082084e-08
1949,8.835307596655184e-09,4.123143582113187e-08
1950,7.444753036267571e-09,5.636741562398129e-08
1951,1.3859821956785368e-08,3.4116485636559446e-08
1952,1.0544803696888039e-08,2.8470971358274255e-08
1953,5.386913581872932e-09,5.171437023054892e-08
1954,7.818028890937967e-09,5.0817188235185995e-08
1955,1.2201290200408721e-08,3.378818780319648e-08
1956,1.744228317335228e-09,4.709416612236339e-08
1957,8.835037590415595e-09,4.329168490357915e-08
1958,1.1581141212690937e-08,3.9706769427994004e-08
1959,5.425523585955716e-09,3.952881511004591e-08
1960,2.2838749558218296e-08,4.6369582840100065e-08
1961,4.863711378089164e-09,6.044898404056198e-08
1962,8.244543714397423e-09,5.136984659870336e-08
1963,1.6165133231993423e-08,4.914200590899753e-08
1964,6.083968384640315e-09,4.380457330199761e-08
1965,1.2038495811328431e-08,5.855086593342662e-08
1966,6.092982229866095e-09,7.14540631108207e-08
1967,1.5284040255636455e-08,5.620582554932696e-08
1968,1.5719955531734442e-08,6.60238110850031e-08
1969,8.629339798282842e-09,1.1172724379004961e-07
1970,1.6095537708205043e-08,7.449934430470151e-08
1971,9.762954888969944e-09,7.604828455853863e-08
1972,2.3598676068825597e-08,1.0619403950640205e-07
1973,9.372446541089374e-09,6.28505208433161e-08
1974,9.563471792262135e-09,6.18812851516104e-08
1975,3.4268881066168433e-09,7.253579736854476e-08
1976,6.8562320265641574e-09,7.313314215329214e-08
1977,7.639816335114347e-09,4.877729048446966e-08
1978,1.1287123569125868e-08,3.62376069151793e-08
1979,1.1118749476679568e-08,4.7986180362613595e-08
1980,6.253665585376211e-09,4.6618234716966356e-08
1981,1.2018544381930951e-08,2.5934752456713284e-08
1982,7.449002747961231e-09,3.2279012573965815e-08
1983,1.2630632317822688e-08,4.862793312465641e-08
1984,1.0438215292118969e-08,3.015484395518797e-08
1985,7.82022557821449e-09,2.5866898734072663e-08
1986,8.392279760016663e-09,3.177077279037377e-08
1987,1.2221634038134255e-08,4.5831125561335284e-08
1988,1.4991384134077634e-08,4.137622150457432e-08
1989,4.939309850016116e-09,2.9635859655208208e-08
1990,8.717841171179685e-09,3.3781634489749024e-08
1991,1.1722930182145319e-08,3.2824205853376753e-08
1992,7.713921945651236e-09,3.8569610227856543e-08
1993,8.862731548653358e-09,2.1602909683338112e-08
1994,7.912389743403025e-09,2.479215588380157e-08
1995,1.3556126887692699e-08,2.711225349782964e-08
1996,4.270473752399084e-09,3.683283678057592e-08
1997,1.054876808126437e-08,2.3494982182015178e-08
1998,7.629006981701991e-09,3.194646647219912e-08
1999,1.2339543165040823e-08,2.6050146761935622e-08
2000,1.192868470667463e-08,2.5624583566141723e-08
2001,7.0099388516098315e-09,2.8039755406439326e-08
2002,1.0076809608960957e-08,2.8039817578928705e-08
2003,1.2500768864498468e-08,2.875176896566245e-08
2004,1.4535811221350059e-08,1.6297727611913615e-08
2005,1.1259373877692269e-08,2.0717248361279417e-08
2006,1.070651389767363e-08,3.3354908168803377e-08
2007,1.358123019601365e-08,3.0358044966760644e-08
2008,1.021785517307805e-08,3.1930796756673985e-08
2009,3.337734755248789e-09,5.006602066259802e-08
2010,8.9752067999882e-09,3.4011311100812236e-08
2011,2.2943831279320648e-09,3.403335116503037e-08
2012,4.425528637996834e-09,3.608507981311959e-08
2013,6.693900156395927e-09,2.9564726222730542e-08
2014,4.547434789836657e-09,3.0099688880236286e-08
2015,6.871383573248124e-09,4.588311042219573e-08
2016,4.349813981230355e-09,5.178350193091319e-08
2017,4.024978267347379e-09,3.2702947294627194e-08
2018,1.8070267504555204e-09,4.130346847874833e-08
2019,7.652963041060445e-09,3.851991436931712e-08
