year,bien_ADV ôter_VERB,bien_ADV oter_VERB,bien_ADV voter_VERB
1849,5.02764896381791e-09,0.0,1.080944542763973e-07
1850,1.6293590476834652e-08,0.0,1.1677073530336202e-07
1851,2.579775504329973e-09,0.0,4.2566295377355345e-08
1852,5.208436348880241e-09,6.510545436100301e-10,2.929745512858517e-08
1853,1.3138249599364826e-08,0.0,7.763511611358354e-09
1854,9.352196350675968e-09,0.0,1.454786069388092e-08
1855,1.0083180512765466e-08,0.0,2.4411910715116392e-08
1856,2.0708757375587084e-08,0.0,1.7602443946884705e-08
1857,1.9526035899275485e-08,0.0,1.3180074809326925e-08
1858,6.361778659424999e-09,0.0,1.5170396494568195e-08
1859,1.8331824946926645e-08,0.0,1.7313389832906978e-08
1860,1.0985241161165504e-08,0.0,1.6477862629926676e-08
1861,3.206855225812433e-08,0.0,2.1221836732365773e-08
1862,1.671654992208005e-08,0.0,1.8975542914745347e-08
1863,7.491931519609807e-09,0.0,2.5472566278494924e-08
1864,1.965838514195184e-08,9.589455896019672e-10,2.1096802527154068e-08
1865,8.943004559114343e-09,4.706844358715045e-10,1.6003271596787272e-08
1866,6.3252967308358166e-09,0.0,2.2868380966656332e-08
1867,2.038180824115443e-08,0.0,3.542552207136396e-08
1868,1.778354707937524e-08,0.0,3.112120694481746e-08
1869,1.3185501579471293e-08,0.0,6.006728625607138e-08
1870,5.734048791339319e-09,0.0,3.268407766654491e-08
1871,1.5931766128574054e-08,0.0,1.8374636567841662e-07
1872,1.4513614310374123e-08,6.047339295989218e-10,1.034095049590178e-07
1873,7.781805422268917e-09,0.0,1.4426271377487865e-07
1874,8.364453130127458e-09,5.974609140757536e-10,1.3741600923822261e-07
1875,1.1443054503956773e-08,0.0,1.310229720274947e-07
1876,5.441413541973361e-09,0.0,1.2817551464650023e-07
1877,1.0514186854493346e-08,0.0,1.0699731944896484e-07
1878,9.662541877730746e-09,0.0,1.2802867388472805e-07
1879,1.221865097988939e-08,1.221865053580018e-09,1.3807074594751612e-07
1880,7.701415505323439e-09,6.417846254436199e-10,1.3477476557000045e-07
1881,1.8128519130300447e-08,0.0,2.1196423460878577e-07
1882,9.983077475794744e-09,0.0,9.583754945197143e-08
1883,1.8958017378167824e-09,0.0,1.4155318694974994e-07
1884,6.601696966868076e-09,0.0,1.3665513165506127e-07
1885,3.2228177904158883e-09,0.0,1.4502680301120563e-07
1886,7.744156427236248e-09,6.453463874400711e-10,1.59400556754008e-07
1887,1.9586774424595887e-09,0.0,1.6583469175657228e-07
1888,6.340614699951175e-09,0.0,1.4266383630001656e-07
1889,3.759081934617825e-09,0.0,1.3532695675166906e-07
1890,0.0,0.0,1.5402808628550702e-07
1891,5.736798147637501e-09,0.0,1.344960480764712e-07
1892,5.641661360300532e-09,0.0,1.742646418279037e-07
1893,8.005941687372342e-09,0.0,1.7489902859324502e-07
1894,1.8904617871129403e-09,0.0,1.1720862858055625e-07
1895,3.611168697403855e-09,0.0,1.733361045808124e-07
1896,2.948514543632541e-09,0.0,1.5214334325719392e-07
1897,1.1653427112179315e-09,0.0,2.1325772081581817e-07
1898,1.0750873968845553e-08,0.0,2.2916337627520988e-07
1899,4.4220627160029835e-09,5.527578395003729e-10,2.0838970726799744e-07
1900,3.633737311048435e-09,0.0,1.73381181411969e-07
1901,5.029864968975062e-09,0.0,2.0510671561169147e-07
1902,4.910283735171106e-09,0.0,1.6449450868094573e-07
1903,5.940242076007962e-09,0.0,1.7496714121989498e-07
1904,5.374625189347171e-09,0.0,1.8058740636206494e-07
1905,8.257214467732865e-09,5.160759042333041e-10,1.641121372131238e-07
1906,4.629765903985117e-09,0.0,1.4249391711018689e-07
1907,2.057137349353866e-09,0.0,1.5634243766271538e-07
1908,3.437972351250096e-09,0.0,1.4095687106419064e-07
1909,1.6502950117569526e-09,0.0,1.3092341077935998e-07
1910,3.206490406526541e-09,0.0,1.3574143054029264e-07
1911,1.0640748282497725e-09,0.0,1.2024045759062574e-07
1912,4.688478938419394e-09,0.0,1.125235016274928e-07
1913,4.772690687104841e-09,0.0,9.863560990197584e-08
1914,8.705766774141921e-09,2.678697486047099e-09,1.4197097186752217e-07
1915,4.712304768617059e-09,0.0,7.539687629787295e-08
1916,0.0,0.0,1.0657838345196069e-07
1917,2.1932848870420685e-09,0.0,7.786161404510494e-08
1918,5.743188147278033e-09,0.0,8.499918635607173e-08
1919,1.8415696745321952e-09,0.0,1.2154359296800976e-07
1920,1.514446346106979e-09,0.0,8.32945517004191e-08
1921,4.543648568500203e-09,0.0,8.935842288337881e-08
1922,5.902348387820666e-09,0.0,9.00108148016443e-08
1923,5.307974060286824e-09,2.1231896241147297e-09,7.855801698042342e-08
1924,0.0,1.289162443462999e-09,1.0313299725339675e-07
1925,5.499089184013428e-09,1.0998177923937646e-09,1.3857703606845462e-07
1926,5.57306911730393e-09,0.0,1.092321539886143e-07
1927,1.1149224876660924e-09,0.0,6.578042643923254e-08
1928,7.998228745975666e-09,0.0,6.398582996780533e-08
1929,1.2254447234738564e-08,0.0,7.909688548579652e-08
1930,7.352522590764465e-09,0.0,1.008345975606062e-07
1931,6.843213995466613e-09,2.2810713318222042e-09,1.3344266847070685e-07
1932,4.383814644626227e-09,0.0,8.438843224212178e-08
1933,1.0323596200123575e-08,0.0,6.53827711971644e-08
1934,4.7926320689839486e-09,0.0,3.714289675826876e-08
1935,4.787313656606784e-09,0.0,3.590485420090772e-08
1936,4.849885826274658e-09,0.0,5.456121598967911e-08
1937,1.2591118148108649e-09,0.0,5.9178255185088346e-08
1938,0.0,3.8895642262559704e-09,2.7226949583791793e-08
1939,1.5294050470515685e-09,0.0,3.058810094103137e-08
1940,0.0,0.0,2.2822046474857416e-08
1941,0.0,0.0,1.1806010391524069e-08
1942,6.068423541449874e-09,0.0,9.102635090130207e-09
1943,2.9032352077962287e-09,0.0,2.9032351633873077e-08
1944,3.2131861615880553e-09,0.0,1.927911696952833e-08
1945,0.0,0.0,3.267756198965799e-08
1946,2.7842208538686464e-09,0.0,1.8097434661967782e-08
1947,9.536696765621855e-09,0.0,6.07964452115084e-08
1948,5.435944139264848e-09,0.0,1.0871887923258328e-07
1949,1.9634016634739737e-09,0.0,5.5956945743673714e-08
1950,6.381216888229346e-09,4.2541445921528975e-09,6.38121662177582e-08
1951,1.9190522948520083e-08,0.0,5.330700858507953e-08
1952,5.272402070488624e-09,1.0544803918932644e-09,4.428817490520487e-08
1953,0.0,0.0,3.5553629373907825e-08
1954,2.9317608341017376e-09,0.0,2.6385848173049453e-08
1955,5.631364707880948e-09,0.0,4.3173795205575516e-08
1956,2.616342476002842e-09,0.0,2.7907653077363648e-08
1957,2.6505113659425206e-09,0.0,2.5621609722747962e-08
1958,2.4816730892496253e-09,0.0,2.1507833736222892e-08
1959,3.8753737996444215e-09,0.0,2.8677767716089875e-08
1960,8.305000243069571e-09,0.0,2.906750040665429e-08
1961,1.042223907177231e-08,0.0,3.404598203360365e-08
1962,6.341956293454132e-09,0.0,2.029426049432459e-08
1963,8.405868889838075e-09,0.0,2.7157422977097667e-08
1964,9.125952438182594e-09,0.0,3.1636634645337836e-08
1965,6.5664522708175355e-09,0.0,2.9001830270658502e-08
1966,1.6617224263271169e-09,0.0,3.4342264143560897e-08
1967,6.409436092980059e-09,0.0,1.873527466500491e-08
1968,6.737123747768692e-09,0.0,1.7067380397861598e-08
1969,6.8126366770115965e-09,0.0,3.0429777808649305e-08
1970,5.978342709767048e-09,0.0,4.828661204214768e-08
1971,8.221435976452085e-09,0.0,2.209510974182649e-08
1972,4.104117490300041e-09,0.0,3.5398013409349005e-08
1973,1.102640756478479e-09,5.513203782392395e-10,4.2451670623222526e-08
1974,4.500457340128605e-09,0.0,2.193973003272731e-08
1975,2.8557400888473694e-09,5.711480177694739e-10,2.2845920710778955e-08
1976,2.856763492431469e-09,0.0,2.4568166168137395e-08
1977,4.7014254711541525e-09,0.0,3.702372453062708e-08
1978,2.3762365408686037e-09,0.0,2.3762364520507617e-08
1979,3.5111840102075575e-09,5.851973350345929e-10,2.3407892513205297e-08
1980,7.390696055153967e-09,0.0,3.354238842234736e-08
1981,4.427884725544118e-09,0.0,3.542307780435294e-08
1982,2.483000915987077e-09,6.207502289967692e-10,2.855450986771757e-08
1983,5.68378455412244e-09,0.0,2.3998200759933752e-08
1984,6.378909400694965e-09,0.0,1.681712546997005e-08
1985,5.414002135495366e-09,6.015558051686298e-10,1.8648229627160617e-08
1986,2.3977941854269602e-09,5.994485463567401e-10,1.7983456501724504e-08
1987,3.6664902225425067e-09,0.0,2.13878585952898e-08
1988,5.99655392008458e-09,5.996553809062277e-10,2.0987938498251424e-08
1989,5.488121956886971e-09,0.0,1.9757239400064464e-08
1990,4.358920779878872e-09,0.0,1.9070277801347402e-08
1991,7.6199047072123e-09,0.0,2.1687421636329418e-08
1992,5.509944056569793e-09,0.0,2.644773289262048e-08
1993,1.661762283333701e-09,5.539207426075166e-10,2.9911721100006616e-08
1994,6.857404422078162e-09,0.0,1.5824779708850656e-08
1995,4.337960657352369e-09,0.0,2.060531301140145e-08
1996,3.2028553142993132e-09,0.0,2.2953797085278893e-08
1997,3.835915585170824e-09,0.0,1.3905194329311144e-08
1998,4.291316191284977e-09,0.0,1.716526476513991e-08
1999,5.941261704833778e-09,0.0,2.3308025731694215e-08
2000,3.5344251969604557e-09,0.0,2.164835422036049e-08
2001,4.8193329327261836e-09,0.0,2.2344179839706158e-08
2002,6.571832411594869e-09,0.0,3.50497728618393e-08
2003,7.500461585152607e-09,0.0,3.000184634061043e-08
2004,9.250062049659391e-09,0.0,2.8631143678126136e-08
2005,4.954124666056714e-09,0.0,2.9274373147814003e-08
2006,3.294311934354255e-09,0.0,2.635449547483404e-08
2007,8.787854888225866e-09,0.0,2.7961355897332396e-08
2008,7.663391698997657e-09,0.0,1.9158479247494142e-08
2009,7.629108011997232e-09,0.0,1.9549588614609092e-08
2010,4.2514138876015295e-09,0.0,1.6060896612657416e-08
2011,1.0324724186716594e-08,0.0,1.7207874236646603e-08
2012,1.2595735121578855e-08,3.404252713057332e-10,2.0425515501187874e-08
2013,1.1156499724052082e-08,0.0,1.589801357226861e-08
2014,1.0610681222544827e-08,0.0,1.8622827724357194e-08
2015,1.795426030071212e-08,0.0,1.2856137487915476e-08
2016,1.2013772199281902e-08,0.0,1.4292246497404903e-08
2017,9.056201122348284e-09,0.0,1.4842107098900215e-08
2018,1.4714360396794746e-08,0.0,1.6005094138904497e-08
2019,1.1734544003161318e-08,0.0,1.3520234709574197e-08
