year,en_ADP vallées_NOUN
1800,5.973912209356058e-08
1801,6.429193177837078e-08
1802,7.832440473976021e-08
1803,1.1116933507082649e-07
1804,7.168367943677367e-08
1805,2.2743021688143017e-08
1806,1.4408345627714425e-08
1807,5.124519120158766e-08
1808,6.571614363792833e-08
1809,5.873479480555943e-08
1810,5.8503168531842675e-08
1811,7.771937760026049e-08
1812,4.5342538612658245e-08
1813,9.202373263406116e-08
1814,6.293354282149721e-09
1815,4.315557688983063e-08
1816,4.6352077731626196e-08
1817,3.113746771532533e-08
1818,6.795070817133819e-08
1819,1.8631890696951814e-08
1820,6.051905643289501e-08
1821,1.577838126820552e-08
1822,3.0076847679083585e-08
1823,2.7671523739059012e-08
1824,3.9579230559638745e-08
1825,5.6354835464844655e-08
1826,3.963592831723872e-08
1827,3.133872894522938e-08
1828,3.3020285172824515e-08
1829,3.3435387791769244e-08
1830,4.800944353178238e-08
1831,1.3096612860863388e-07
1832,2.841293600397421e-08
1833,5.90765054653275e-08
1834,6.347480763224667e-08
1835,1.663879345414898e-08
1836,4.5029025841358816e-08
1837,6.053365098068753e-08
1838,4.3553917805638775e-08
1839,4.4046291947097416e-08
1840,2.4204817705708592e-08
1841,2.5040138851295524e-08
1842,3.6895457355967665e-08
1843,3.6622846977252266e-08
1844,5.0494762149355665e-08
1845,4.631589334280761e-08
1846,3.922516000898213e-08
1847,4.1527822958187244e-08
1848,3.298540818263973e-08
1849,6.703531596485846e-08
1850,5.634866795389826e-08
1851,4.385618268543112e-08
1852,4.231854688896419e-08
1853,3.58315901394235e-08
1854,3.636965217879151e-08
1855,4.4578271740647324e-08
1856,4.40061072026765e-08
1857,6.736482305313984e-08
1858,2.6425849952715907e-08
1859,3.971895168319861e-08
1860,6.636916793922865e-08
1861,2.9238975685075275e-08
1862,4.111367601922211e-08
1863,3.296449690992631e-08
1864,3.835782536043553e-08
1865,3.530133341200781e-08
1866,2.968023871119385e-08
1867,4.85281148598915e-08
1868,6.57003269566303e-08
1869,3.7603097524652185e-08
1870,2.8670243068518175e-08
1871,4.779529660936532e-08
1872,4.172663992108028e-08
1873,4.19020302899753e-08
1874,3.2262889249068394e-08
1875,4.806082642971887e-08
1876,7.013377256726017e-08
1877,4.762308236649915e-08
1878,2.0532901601200138e-08
1879,4.3987142817059066e-08
1880,3.273101611966922e-08
1881,5.508281120114589e-08
1882,4.858431168486277e-08
1883,3.4124429504345244e-08
1884,3.036780782394999e-08
1885,3.0939052209078e-08
1886,2.710454793941608e-08
1887,3.525619263200497e-08
1888,5.2627100899371726e-08
1889,3.821733329800736e-08
1890,2.6872983838188702e-08
1891,2.42220359325529e-08
1892,3.63573704476039e-08
1893,4.557228194812524e-08
1894,4.7891699495039575e-08
1895,3.310238128051424e-08
1896,5.425266635938897e-08
1897,3.4960280004270317e-08
1898,5.941272718246182e-08
1899,4.9748205555033564e-08
1900,4.049021384844309e-08
1901,4.5827658112784775e-08
1902,2.3078333910575566e-08
1903,4.5361851164216205e-08
1904,1.9886112312406112e-08
1905,3.1996705729397945e-08
1906,3.7038127231880935e-08
1907,5.142843306771283e-08
1908,2.9468335327464956e-08
1909,3.4106097501762633e-08
1910,4.3287620599130605e-08
1911,3.6710581241550244e-08
1912,3.750783150735515e-08
1913,2.7575547179026216e-08
1914,2.5447626228469744e-08
1915,4.5944972271172446e-08
1916,2.6369908923129515e-08
1917,9.869782324756216e-09
1918,3.9053681177847466e-08
1919,4.051453217357448e-08
1920,3.63467123065675e-08
1921,2.4232791773215467e-08
1922,3.172512208493572e-08
1923,1.9108707505210987e-08
1924,3.2229060309418855e-08
1925,2.5295809891190402e-08
1926,3.1209186346359274e-08
1927,3.0102906833917586e-08
1928,3.5420729460611255e-08
1929,3.0079096546842266e-08
1930,2.941009036305786e-08
1931,2.6232321204133768e-08
1932,3.507051715700982e-08
1933,5.1617981000617874e-08
1934,2.3963160344919743e-08
1935,2.6330225111337313e-08
1936,2.3036957230715416e-08
1937,3.273690651894867e-08
1938,3.3709557811789637e-08
1939,5.352917753498332e-08
1940,3.0429394115571995e-08
1941,3.5418032950929046e-08
1942,5.158160121254696e-08
1943,5.8064703267746154e-08
1944,3.213186161588055e-08
1945,2.178504132643866e-08
1946,3.201854070766785e-08
1947,3.2186353138285995e-08
1948,3.044128504825494e-08
1949,3.337782672474532e-08
1950,2.8715476219076663e-08
1951,2.5587365115598004e-08
1952,3.690681538159879e-08
1953,3.770839640537815e-08
1954,4.10446503451567e-08
1955,3.2849627018549654e-08
1956,4.098936656760088e-08
1957,2.297109880089465e-08
1958,4.053399393910695e-08
1959,2.325224279786653e-08
1960,3.0451666077624395e-08
1961,2.779263752472616e-08
1962,2.7904608401740916e-08
1963,2.8450633848819962e-08
1964,3.285342842218597e-08
1965,2.954903344232207e-08
1966,2.0494576702390077e-08
1967,3.007504645324843e-08
1968,2.110965446888713e-08
1969,2.8613074576355757e-08
1970,3.4030566808951335e-08
1971,1.5929032315398217e-08
1972,2.61637485010624e-08
1973,2.536073751002732e-08
1974,1.3501372464475025e-08
1975,1.770558810676448e-08
1976,2.0568696967870892e-08
1977,3.2322301279918975e-08
1978,3.5049488644745e-08
1979,3.4526642878063285e-08
1980,2.7288724169238776e-08
1981,1.771153890217647e-08
1982,1.2415004135846175e-08
1983,2.5261265079734585e-08
1984,2.667543874679268e-08
1985,2.7671566371623157e-08
1986,2.3378493807513223e-08
1987,4.0942474299754394e-08
1988,2.338656024392094e-08
1989,2.140367705294466e-08
1990,2.5063794595325817e-08
1991,2.1687421636329418e-08
1992,2.8651710337612712e-08
1993,2.9357799746776436e-08
1994,2.004472143823932e-08
1995,2.76544991351102e-08
1996,2.1886178203089912e-08
1997,1.8700088588730068e-08
1998,2.193339376788117e-08
1999,2.102292562256025e-08
2000,2.385736941334926e-08
2001,1.840108865280854e-08
2002,2.2782352004924178e-08
2003,1.2917460878725251e-08
2004,1.9821561281219147e-08
2005,1.7114247796712334e-08
2006,1.93540827808647e-08
2007,1.5977917655618512e-08
2008,3.022782024686421e-08
2009,2.4317781566196572e-08
2010,3.259417269418918e-08
2011,2.9062187323347644e-08
2012,3.3702100665777834e-08
2013,2.2591912340885756e-08
2014,2.403644216997236e-08
2015,2.438232904466986e-08
2016,3.459138042671839e-08
2017,2.2892063356039216e-08
2018,2.4265787601507327e-08
2019,2.984655722571006e-08
