year,en_ADP aire_NOUN,en_ADP vert_NOUN
1800,4.7162466820793725e-08,5.106122898723697e-06
1801,1.619204113012529e-07,2.978859356517205e-06
1802,3.3567602031325805e-08,2.074477833957644e-06
1803,2.9255089017965474e-08,4.060606443090364e-06
1804,1.730295728918918e-08,3.0848700589558575e-06
1805,3.695740935505398e-08,2.655247726579546e-06
1806,4.8988376022407465e-08,3.3542628443683498e-06
1807,1.1387820464392462e-08,2.9010473099333467e-06
1808,4.5321479014148736e-08,2.2456792976299766e-06
1809,7.00299480627109e-08,6.359171038639033e-06
1810,5.3822916346035754e-08,2.8549545731948456e-06
1811,5.0141535368197765e-09,3.3970891308854334e-06
1812,3.200649700829672e-08,3.0406174573727185e-06
1813,2.0130190847567064e-08,1.8232202592116664e-06
1814,4.090680150170556e-08,1.8880062953030574e-06
1815,8.091670444798638e-09,1.785561948963732e-06
1816,7.184571870766376e-08,2.8970048333576415e-06
1817,1.2454987263765815e-08,2.5921942778950324e-06
1818,7.152706427149269e-09,2.0695163129857974e-06
1819,2.484252026313527e-08,1.5216043038890348e-06
1820,1.7799721696576398e-08,1.839304559325683e-06
1821,3.7473656067099625e-08,1.941727077792166e-06
1822,3.0076847679083585e-08,1.775536588866089e-06
1823,3.2612866407433216e-08,2.162331838917453e-06
1824,1.431589158329416e-08,1.8905398064816836e-06
1825,1.3208164117983756e-08,1.588501959304267e-06
1826,2.466235649034587e-08,1.9439221432548948e-06
1827,2.027800155568471e-08,1.9171927760908147e-06
1828,2.384798225563145e-08,1.9371900634723715e-06
1829,4.800978425922864e-08,2.1630123683280544e-06
1830,1.6698937788106605e-08,2.017440465351683e-06
1831,1.4032085493553836e-08,3.2336160984414164e-06
1832,9.470978445946798e-09,2.8101746920583537e-06
1833,1.2741991461950875e-08,2.1811972601426532e-06
1834,2.1469421573883096e-08,2.2365536551660625e-06
1835,2.571449897459388e-08,2.133547013727366e-06
1836,2.9571301130015826e-08,1.84484588316991e-06
1837,1.8786305289175687e-08,1.9607336980698165e-06
1838,3.8504186727905676e-08,1.843782456489862e-06
1839,2.6567605448946097e-08,2.1659589037881233e-06
1840,5.860113566624747e-08,1.5497452068302664e-06
1841,4.173356549230789e-08,2.010915750361164e-06
1842,3.287049921141261e-08,1.793790033843834e-06
1843,3.0125246297529884e-08,2.0467446120164823e-06
1844,5.488561261035585e-08,1.9215453903598245e-06
1845,2.7343117381395388e-08,1.847613475547405e-06
1846,1.3465352832753297e-08,2.046733698080061e-06
1847,2.480882788091776e-08,1.7959434899239568e-06
1848,2.0113054055581614e-08,2.1150888187548844e-06
1849,2.3462362719328667e-08,2.0747431790368864e-06
1850,2.1724787302446202e-08,2.166368631151272e-06
1851,2.1283148576856092e-08,1.9735282421606826e-06
1852,1.9531636752390114e-08,2.2396275198843796e-06
1853,2.26933418723263e-08,1.9175872694177087e-06
1854,2.1821789930598356e-08,1.9504525425873e-06
1855,1.1144567935161831e-08,2.019820158238872e-06
1856,2.0191037064520856e-08,1.6520410781595274e-06
1857,1.2691923956253959e-08,1.645068550715223e-06
1858,4.502181916166137e-08,2.0166839931334835e-06
1859,2.6479301196147276e-08,1.7216638070749468e-06
1860,1.373155189554609e-08,1.7979178892346681e-06
1861,1.3204698334767784e-08,1.8085720512317494e-06
1862,3.6143891435358455e-08,1.7290333289565751e-06
1863,1.947902072974017e-08,1.879475803434616e-06
1864,2.5412057458318316e-08,1.927960056491429e-06
1865,2.9653119293371333e-08,1.8766188532026717e-06
1866,1.8489329622894957e-08,1.5852166370677878e-06
1867,2.8631587767335986e-08,2.0022700937261106e-06
1868,3.112120594561674e-08,1.91123717740993e-06
1869,3.174287332985415e-08,1.7766242308425717e-06
1870,4.0711745086241535e-08,1.6772092976680142e-06
1871,3.929835434846041e-08,1.8056001636068686e-06
1872,2.0560953717385644e-08,1.7839651036410942e-06
1873,3.8909028887701425e-08,2.00710724129749e-06
1874,5.616132481289782e-08,2.27274131248123e-06
1875,2.4030413270370587e-08,1.9527572021615924e-06
1876,3.748529087133079e-08,1.9843021163978847e-06
1877,5.999271590617639e-08,2.177055193897104e-06
1878,2.2344627481629686e-08,2.049062686637626e-06
1879,1.8327976358811782e-08,1.8334085325477645e-06
1880,4.492492533536563e-08,1.730893131934863e-06
1881,6.83305714233029e-08,1.791237195902795e-06
1882,6.25606177973026e-08,2.0105917428736575e-06
1883,3.475636339844712e-08,1.7668871805653907e-06
1884,3.6969503902639644e-08,2.1600751551886788e-06
1885,3.287274280561192e-08,2.1077228211652255e-06
1886,5.0982363997142954e-08,2.088340806949418e-06
1887,3.199173115309151e-08,2.005032683882746e-06
1888,2.4728397107764977e-08,2.05689548238297e-06
1889,3.8217333020451605e-08,2.24981067731278e-06
1890,3.211649390877369e-08,1.8929067664430477e-06
1891,3.44207886637804e-08,2.150024329239386e-06
1892,2.7581454897784852e-08,2.4020939690672094e-06
1893,2.832871559554917e-08,2.3611369215359446e-06
1894,3.591877373310126e-08,2.273595328006195e-06
1895,2.106515117894503e-08,1.7742875115800416e-06
1896,2.122930492509667e-08,1.920662271004403e-06
1897,2.9133568113515196e-08,1.9606891328294296e-06
1898,2.6594268232038587e-08,2.2288259060587734e-06
1899,2.984892333302014e-08,1.946260454133153e-06
1900,2.0764213348734017e-08,1.9658518795040436e-06
1901,3.409130783227354e-08,1.7766601558832917e-06
1902,2.8970674414985353e-08,1.6729337630749797e-06
1903,3.0781254878320397e-08,1.7950331994143198e-06
1904,3.117282521003517e-08,1.961200723599177e-06
1905,2.5803795267176355e-08,1.8346498791288468e-06
1906,2.05767382577271e-08,1.658485075495264e-06
1907,2.8799923057487575e-08,1.6703954770491691e-06
1908,2.897719486583128e-08,1.573609097249573e-06
1909,1.925344239595006e-08,1.775167447704007e-06
1910,1.9238942772226153e-08,1.6182087847482762e-06
1911,1.9685384544665396e-08,1.4263922594182077e-06
1912,2.5005221671037248e-08,1.5628263554390287e-06
1913,2.1742257383383645e-08,1.7881681060316623e-06
1914,1.808120764223986e-08,1.5623503486494883e-06
1915,2.3561524287174507e-08,1.1556927574929432e-06
1916,2.4172415624690302e-08,1.351457854070759e-06
1917,5.3735480065597585e-08,1.2194664122944232e-06
1918,1.033773866510046e-08,1.4863370552120614e-06
1919,1.6574127070789757e-08,1.187812472380756e-06
1920,1.8930578438158818e-08,1.3819322930430644e-06
1921,2.4990065738972334e-08,1.3070562090433668e-06
1922,2.360939327372691e-08,1.3435220580504392e-06
1923,1.4862327812892318e-08,1.4352762036651256e-06
1924,5.156649773851996e-09,1.3123673170412076e-06
1925,8.798542339150117e-09,1.4781551271880744e-06
1926,6.687683296036084e-09,1.3542558008339256e-06
1927,1.0034302388994831e-08,1.3646650813825545e-06
1928,1.4853853258500749e-08,1.4831001635684515e-06
1929,2.116677166874581e-08,1.3067697182123084e-06
1930,1.1553964007759987e-08,1.2887921911897138e-06
1931,2.5091784650044247e-08,1.4576045259673265e-06
1932,4.055028668403793e-08,1.29870511500485e-06
1933,4.1294382802092855e-08,1.366155856885598e-06
1934,2.875579241390369e-08,1.347927764072665e-06
1935,2.0346082152400413e-08,1.4062734408071265e-06
1936,1.9399542861009422e-08,1.3616054275189526e-06
1937,2.1404900962807005e-08,1.2855531394961872e-06
1938,2.333738657878115e-08,1.436545744581963e-06
1939,1.2235240376412548e-08,1.2724649423034862e-06
1940,1.5214697057785997e-08,1.559506472403882e-06
1941,1.1806010391524069e-08,1.8564951460575685e-06
1942,1.517105907566929e-08,1.896382400445873e-06
1943,2.9032351855917682e-08,1.556134066049708e-06
1944,4.4984606262232774e-08,1.7993842220676015e-06
1945,1.3071024707045353e-08,1.6469490446979762e-06
1946,3.062643028073353e-08,1.738745936563646e-06
1947,1.6689218895749036e-08,1.2135446922911797e-06
1948,2.5005341575123907e-08,1.3133241054674727e-06
1949,2.2579119796084512e-08,1.3144974673195975e-06
1950,2.4461330738745346e-08,1.3719616163143655e-06
1951,2.3455083209000804e-08,1.4627443079007207e-06
1952,3.374337254058446e-08,1.3202094351072446e-06
1953,3.124409986288157e-08,1.460931002839061e-06
1954,3.029486128625081e-08,1.3662005358128226e-06
1955,2.2525458831523792e-08,1.352466142634512e-06
1956,2.703553869665143e-08,1.281135723729676e-06
1957,7.951533903538532e-08,1.4268586028265418e-06
1958,2.8125628048769613e-08,1.240009282810206e-06
1959,1.9376869886400527e-08,1.1161076827193028e-06
1960,2.629916601160076e-08,1.1557791594896116e-06
1961,3.265634873628187e-08,1.2590064670803258e-06
1962,5.45408234131628e-08,1.1022319768017041e-06
1963,3.039045082253722e-08,1.4309375728771556e-06
1964,4.0154192526564714e-08,1.0975478517138981e-06
1965,4.0493119801698896e-08,9.592491778676049e-07
1966,5.151339477205141e-08,9.848474746831926e-07
1967,2.5144710702473816e-08,1.0580499747447902e-06
1968,3.413475932467769e-08,9.935012030837242e-07
1969,3.451736046988785e-08,9.437772519049759e-07
1970,3.3570694335516293e-08,7.684469665036886e-07
1971,3.956565930440803e-08,7.913131980785693e-07
1972,3.5398013353837854e-08,8.305707979161525e-07
1973,4.300298939163838e-08,9.405525815964211e-07
1974,4.050411750444738e-08,9.07404682948254e-07
1975,4.16938057412608e-08,8.298780471704958e-07
1976,2.228275491900078e-08,8.090353844636411e-07
1977,4.8189612078530786e-08,8.392044605898263e-07
1978,5.287126469966097e-08,8.560392075196432e-07
1979,5.442335160310563e-08,7.683640887989895e-07
1980,3.581644952843632e-08,8.755131943871675e-07
1981,6.135783220395652e-08,8.185261322068982e-07
1982,3.165826112372372e-08,7.312437446671538e-07
1983,3.6628833299801045e-08,8.10886604085681e-07
1984,3.537395104613594e-08,9.452384119867929e-07
1985,4.9327574580537714e-08,1.0142231303689186e-06
1986,5.874595604415944e-08,9.878912123895134e-07
1987,4.8275453745638686e-08,8.860684488354309e-07
1988,3.238138990280248e-08,8.814934062684188e-07
1989,7.079677288857056e-08,9.516404020359914e-07
1990,8.554382369130309e-08,8.821365895528288e-07
1991,3.8099522925438833e-08,7.948146958369762e-07
1992,4.573253731265936e-08,9.493633683632652e-07
1993,5.760775678709251e-08,8.131556228363479e-07
1994,4.378189177867142e-08,8.155036539392313e-07
1995,6.181593642518024e-08,8.985001045402896e-07
1996,5.8719012541175175e-08,9.197532904181571e-07
1997,4.842843426278165e-08,8.391065193791292e-07
1998,5.912480360859007e-08,7.700528499299253e-07
1999,4.295989214364582e-08,8.500574040226638e-07
2000,5.610899900254651e-08,7.974546747391287e-07
2001,6.790878490092744e-08,6.764590807506465e-07
2002,5.651775714099472e-08,7.513795026170556e-07
2003,6.833753474211335e-08,7.229611469483643e-07
2004,6.7393305602792e-08,8.342674391315086e-07
2005,6.71058666412705e-08,9.435355536879797e-07
2006,5.8474035113942335e-08,8.944056730797456e-07
2007,3.794755376596015e-08,9.00355644262163e-07
2008,4.385162938325138e-08,1.0481816161700408e-06
2009,6.103286476211167e-08,1.0447109843880753e-06
2010,4.91274465552749e-08,1.173862528958125e-06
2011,4.0916501159449226e-08,1.547179067529214e-06
2012,5.106378955788138e-08,1.4175308251651586e-06
2013,4.62994750871637e-08,1.2690519497482455e-06
2014,3.5729847039367435e-08,1.1983573813267867e-06
2015,3.568686279820099e-08,1.2215547258165316e-06
2016,3.749125579433077e-08,1.3830336911269114e-06
2017,4.150758609045013e-08,1.1521499345690245e-06
2018,3.252648211882203e-08,1.293831132898049e-06
2019,3.851991381420561e-08,1.2981976169612608e-06
