year,bon_ADJ an_NOUN,bon_ADJ vent_NOUN
1888,3.436613038587666e-07,2.6503770467201093e-07
1889,2.7503950406071453e-07,2.2053280934741792e-07
1890,2.680744151106751e-07,3.067453004934606e-07
1891,2.728166226262374e-07,2.670798195936186e-07
1892,2.7706824035078625e-07,2.6202380709605677e-07
1893,2.758970669702876e-07,2.7651290701591336e-07
1894,1.865255701005708e-07,2.0732064065498435e-07
1895,2.3592969533581254e-07,2.3051293762677005e-07
1896,2.677251256244517e-07,2.3882967448152215e-07
1897,3.0007575269053177e-07,2.2374579522477234e-07
1898,2.7103521205162906e-07,2.110566356128274e-07
1899,3.012530243040601e-07,2.4210792837209283e-07
1900,2.9952377644804073e-07,2.2477259919995163e-07
1901,2.755248198482718e-07,2.246673114214559e-07
1902,2.4011288601855085e-07,2.126152935932879e-07
1903,2.781113366268073e-07,2.3274949523255373e-07
1904,3.009790034980142e-07,2.230469506869781e-07
1905,3.2925641590964005e-07,3.9531414408600085e-07
1906,3.6369383238366026e-07,1.5792646390622167e-07
1907,3.4765621848009687e-07,1.9594233036102082e-07
1908,3.811238045159371e-07,1.674783711713701e-07
1909,3.6306490969195693e-07,1.886837347475634e-07
1910,3.5004185860998405e-07,2.3086731459898147e-07
1911,3.7774655936573254e-07,2.463333217406216e-07
1912,3.88622819258444e-07,2.0368836528561474e-07
1913,3.128763985671412e-07,2.0469540640277728e-07
1914,3.1407729039756305e-07,2.2300155988475012e-07
1915,3.4399824500042087e-07,1.3194452774811793e-07
1916,3.603887535064132e-07,1.736018981901566e-07
1917,3.739550784587209e-07,1.3927359110432747e-07
1918,3.216185433529972e-07,1.9641703818962242e-07
1919,3.0201743328461816e-07,1.1417731671237163e-07
1920,2.377680798915094e-07,2.264097256343689e-07
1921,2.6125978003221917e-07,1.6660044899197146e-07
1922,3.187268049487102e-07,2.3461835052529523e-07
1923,3.7898936255942317e-07,2.1550374018630691e-07
1924,2.7974824057253045e-07,2.552541564782018e-07
1925,3.51941690013291e-07,2.683555511140412e-07
1926,3.689371688153642e-07,3.1543572642789286e-07
1927,3.523155118756449e-07,3.623498079363685e-07
1928,3.1307351910925263e-07,3.176439422603039e-07
1929,3.408964310835927e-07,2.874224716009621e-07
1930,3.3296424462037066e-07,2.552375590880729e-07
1931,3.7181461642887825e-07,2.9425820713413486e-07
1932,3.5399303754957145e-07,2.290543124061628e-07
1933,3.4526692971326156e-07,2.2023670975812593e-07
1934,2.7318003148479875e-07,2.0847949144808808e-07
1935,3.1237222941626896e-07,2.262005720510274e-07
1936,2.970555197379099e-07,2.703811308180093e-07
1937,3.2107350023125036e-07,2.5182235763310246e-07
1938,2.813451409622303e-07,2.437460251414336e-07
1939,3.3799850740479087e-07,1.743521700348083e-07
1940,3.37259137950241e-07,2.1807733219247893e-07
1941,3.9254984329772924e-07,2.420232085853513e-07
1942,3.974817524010632e-07,2.2453166570457483e-07
1943,4.238723398941602e-07,2.9322676375898027e-07
1944,3.663032099865404e-07,2.956131144316032e-07
1945,3.3113261110884196e-07,2.54884973571734e-07
1946,3.522039477843464e-07,2.2691400225482994e-07
1947,3.409369035978216e-07,3.2424769447203516e-07
1948,3.065872427043814e-07,2.1526338223054609e-07
1949,4.044607422315494e-07,2.130290868151974e-07
1950,3.243785364759333e-07,2.3185087627553003e-07
1951,2.686673177265675e-07,2.65468891313958e-07
1952,3.1528962907145797e-07,2.48857363160937e-07
1953,3.7277442999084087e-07,2.499527957944281e-07
1954,2.9806235346541143e-07,2.2183657222285547e-07
1955,2.9376953492032953e-07,2.0085201501984784e-07
1956,3.409966424783306e-07,1.9796991779230666e-07
1957,3.3838194823943013e-07,2.8183769273937287e-07
1958,3.6149703319665605e-07,2.423767329062798e-07
1959,3.363824632174328e-07,2.069449687169822e-07
1960,2.858304277708612e-07,2.2700333524028338e-07
1961,3.355960913609124e-07,2.27204811409365e-07
1962,3.443682317083585e-07,2.1943169681293284e-07
1963,3.427008294920597e-07,2.353643377972503e-07
1964,3.218419166728381e-07,3.0359002067825713e-07
1965,3.316058290181445e-07,2.3748668542822315e-07
1966,3.60593755743821e-07,2.863701666910856e-07
1967,3.135693482647639e-07,2.6475903158740266e-07
1968,3.817703593256283e-07,3.0406884121703115e-07
1969,3.283690830357955e-07,2.361714077636634e-07
1970,3.4996297770817364e-07,2.492509008078514e-07
1971,3.776722223847173e-07,2.3482477118363931e-07
1972,3.621883664095549e-07,2.482991048324834e-07
1973,4.156955561995801e-07,2.2052814863116055e-07
1974,3.3865940096688973e-07,2.238977483415283e-07
1975,3.7181735734748145e-07,1.7705587929128797e-07
1976,4.3079992906314146e-07,1.9768802950181907e-07
1977,4.807207574231143e-07,2.0568736225357043e-07
1978,4.669304871640634e-07,2.1683158557550541e-07
1979,4.2075688000409173e-07,2.7153155990333744e-07
1980,5.037043635525151e-07,2.495781181721668e-07
1981,4.2760715501799496e-07,2.6377540862654314e-07
1982,4.89771920797466e-07,2.532660872134329e-07
1983,4.8754240111748e-07,3.07555882983479e-07
1984,4.5290255457075546e-07,2.626950816875251e-07
1985,4.6079174609303664e-07,2.3460676423781024e-07
1986,4.915478086786607e-07,2.8114136796375533e-07
1987,4.772548081177774e-07,2.456548298113148e-07
1988,5.211005245087108e-07,2.512556100953134e-07
1989,5.389335981931254e-07,2.2226894813570652e-07
1990,5.301537271407142e-07,2.637147140660545e-07
1991,4.7067565844827186e-07,2.43250802611783e-07
1992,4.771611585852042e-07,2.639263154691207e-07
1993,4.769257699877016e-07,2.1658300397575658e-07
1994,4.757983802505805e-07,2.6849376055793073e-07
1995,5.151328252850362e-07,2.8847437150147925e-07
1996,5.076525582126123e-07,2.9199365059184856e-07
1997,4.814074046066708e-07,2.282369813144669e-07
1998,4.691839166071077e-07,4.062446237185213e-07
1999,4.263997794851093e-07,2.4724788971752787e-07
2000,4.2634002994645925e-07,2.3857370123891997e-07
2001,3.859847694798191e-07,2.9310306715046863e-07
2002,4.521420677860988e-07,2.7338822050637646e-07
2003,4.125253738607171e-07,2.612660665590738e-07
2004,4.0832416203784305e-07,2.6384699580717097e-07
2005,3.9137584195714226e-07,2.2969122426275135e-07
2006,4.307312764240123e-07,2.8166366305981683e-07
2007,4.122302854625559e-07,3.2634898516903377e-07
2008,3.746546965999187e-07,3.610308851875743e-07
2009,3.9957454589512054e-07,3.4092576584043854e-07
2010,3.5900826844681433e-07,4.2797565669161486e-07
2011,3.491286300061347e-07,4.5696465633682237e-07
2012,3.788933327086852e-07,5.525102224623879e-07
2013,3.313480654298928e-07,5.212874754079166e-07
2014,3.47337412165416e-07,6.123879074948491e-07
2015,3.1719193316348537e-07,6.064550461815088e-07
2016,3.35971343190522e-07,5.992386533648641e-07
2017,3.0237647052899774e-07,5.323033605009186e-07
2018,2.9196389306207493e-07,6.254893776258541e-07
2019,2.961696701220262e-07,5.512684495556641e-07
