year,mon_DET if_NOUN,mon_DET vif_ADJ
1864,0.0,6.376988004319628e-08
1865,4.706844358715045e-10,6.495445337151295e-08
1866,1.4596839292835284e-09,6.8605142899969e-08
1867,0.0,7.230689291759518e-08
1868,0.0,5.878449993446111e-08
1869,2.441759683335931e-09,6.348575187775651e-08
1870,0.0,7.396922807600959e-08
1871,0.0,1.4869648001791802e-07
1872,0.0,1.4755507926622613e-07
1873,5.986004469882289e-10,9.038866988220207e-08
1874,0.0,7.348769193171734e-08
1875,0.0,1.1500269669895147e-07
1876,0.0,8.827181563475506e-08
1877,0.0,5.4426382067873647e-08
1878,0.0,6.039088740195098e-08
1879,0.0,6.47588498381424e-08
1880,0.0,7.123809542264326e-08
1881,6.972507571312292e-10,8.645909588267386e-08
1882,0.0,9.849969728747965e-08
1883,1.8958017378167824e-09,9.163041525539484e-08
1884,0.0,1.1883054540362536e-07
1885,0.0,8.894977598927767e-08
1886,1.2906927748801422e-09,5.808117453653949e-08
1887,0.0,7.96528805135921e-08
1888,6.340614699951175e-10,6.974676192150753e-08
1889,0.0,8.332631895591192e-08
1890,0.0,8.389614913895116e-08
1891,0.0,7.011642233489823e-08
1892,0.0,7.584899752721697e-08
1893,0.0,1.0222971291717897e-07
1894,0.0,7.624862408128763e-08
1895,0.0,8.064943468610863e-08
1896,0.0,9.494216923755516e-08
1897,0.0,8.856604916118727e-08
1898,0.0,9.902121145266563e-08
1899,0.0,7.62805836274083e-08
1900,0.0,6.333084978660253e-08
1901,0.0,6.594712020913107e-08
1902,0.0,9.133127898408588e-08
1903,0.0,9.072369788754031e-08
1904,0.0,8.491907976804214e-08
1905,0.0,9.392581334921601e-08
1906,0.0,7.664834611453841e-08
1907,0.0,8.948547280951402e-08
1908,0.0,1.1050625392527991e-07
1909,0.0,8.471514689745163e-08
1910,0.0,1.095550881125007e-07
1911,0.0,8.512598859145015e-08
1912,0.0,7.709943677935982e-08
1913,5.30298971401777e-10,1.002265059835139e-07
1914,6.696743715117748e-10,8.036092380425686e-08
1915,0.0,1.1309531433578712e-07
1916,0.0,9.119593258333225e-08
1917,0.0,8.005489604556715e-08
1918,0.0,5.6283243843324726e-08
1919,9.207848372660976e-10,8.563298892205751e-08
1920,0.0,1.1358347817846948e-07
1921,0.0,8.027112052833019e-08
1922,0.0,9.960213054327482e-08
1923,0.0,1.0297469543729676e-07
1924,0.0,6.961477394540339e-08
1925,0.0,9.018505831015489e-08
1926,0.0,6.35329868714507e-08
1927,4.4596899506643695e-09,1.248713168422455e-07
1928,0.0,8.683791374863858e-08
1929,2.2280812750352652e-09,1.002636560443193e-07
1930,0.0,8.507918636269096e-08
1931,0.0,8.668070883288692e-08
1932,0.0,9.644392329200002e-08
1933,0.0,7.570636739728798e-08
1934,1.1981580172459871e-09,7.308764082836205e-08
1935,0.0,7.659701584117329e-08
1936,0.0,5.941110137186456e-08
1937,0.0,6.169647859266547e-08
1938,0.0,4.148868626430158e-08
1939,0.0,6.729382295844744e-08
1940,0.0,3.803674530900025e-08
1941,0.0,4.132103725851266e-08
1942,0.0,6.068423630267716e-08
1943,0.0,4.645176332473966e-08
1944,0.0,3.213186161588055e-08
1945,0.0,4.357008265287732e-08
1946,0.0,6.403708230351413e-08
1947,0.0,9.655905830463496e-08
1948,1.0871887834440486e-09,5.109787193369186e-08
1949,0.0,4.9085042586050065e-08
1950,0.0,6.487570525237629e-08
1951,1.0661401761424827e-09,9.808489265239473e-08
1952,2.1089607837865287e-09,5.2724018928529404e-08
1953,0.0,5.710128547775639e-08
1954,0.0,8.697557118964028e-08
1955,9.385607846468247e-10,7.320774386698758e-08
1956,3.488456634670456e-09,3.1396108823855684e-08
1957,0.0,6.007825703591152e-08
1958,1.6544486891589827e-09,3.557064687242928e-08
1959,0.0,4.727956337546857e-08
1960,0.0,6.505583072247134e-08
1961,0.0,6.114380113331208e-08
1962,6.341956404476434e-10,6.595634405304196e-08
1963,0.0,6.207410763181542e-08
1964,6.083968329129164e-10,4.623815974547085e-08
1965,1.6416130677043839e-09,4.213473525638278e-08
1966,1.1078149508847446e-09,5.206730113727076e-08
1967,4.930335584241163e-10,6.11361578584102e-08
1968,1.7965663401398047e-09,6.377810568558573e-08
1969,4.5417578031781147e-10,6.630966575826847e-08
1970,9.197450023812337e-10,7.08203629073978e-08
1971,5.138397485282553e-10,5.446701267786125e-08
1972,0.0,3.898911699051766e-08
1973,5.513203782392395e-10,4.3002987837326145e-08
1974,0.0,3.4878542720662153e-08
1975,0.0,3.484002730758107e-08
1976,0.0,4.056603941648973e-08
1977,0.0,4.348818549715361e-08
1978,0.0,3.861384378911481e-08
1979,5.851973350345929e-10,4.388979923941605e-08
1980,0.0,3.865902442612423e-08
1981,6.325549528618524e-10,3.28928564385933e-08
1982,0.0,3.910726309452883e-08
1983,6.315316047889041e-10,3.2839643893112225e-08
1984,5.799008495621649e-10,5.219107590548333e-08
1985,6.015558051686298e-10,2.3460675957487354e-08
1986,5.994485463567401e-10,2.6375735373562748e-08
1987,0.0,4.2775717912224565e-08
1988,0.0,2.8783458949632745e-08
1989,5.488122178931576e-10,5.2137161254961484e-08
1990,5.44865097484859e-10,2.4518929331307504e-08
1991,0.0,3.0479617330048114e-08
1992,0.0,2.2039776448323778e-08
1993,0.0,4.0990136285223855e-08
1994,4.747434001473039e-09,3.164955936219016e-08
1995,5.422450821690461e-10,3.2534705318720825e-08
1996,0.0,3.843426510385939e-08
1997,4.79489448146353e-10,3.5961708277909565e-08
1998,4.768129224785866e-10,2.9562400527538557e-08
1999,0.0,3.381948909808585e-08
2000,8.836062992401139e-10,3.3577040148280446e-08
2001,0.0,3.548781588036398e-08
2002,0.0,2.1467985611423046e-08
2003,0.0,3.083522903679636e-08
2004,0.0,2.8631143678126136e-08
2005,0.0,2.4770622331082848e-08
2006,0.0,3.253133085134863e-08
2007,3.994479469415779e-10,3.07574907765229e-08
2008,0.0,3.15050527888161e-08
2009,0.0,3.766872214150396e-08
2010,0.0,3.3066551274885114e-08
2011,0.0,2.4855818681057684e-08
2012,0.0,3.6425505778314715e-08
2013,8.367375126105969e-10,4.574165202164693e-08
2014,2.1654451842767486e-10,4.807288145336486e-08
2015,8.866301581811342e-10,4.876466053183037e-08
2016,1.0356699942093428e-09,5.9033192112423194e-08
2017,1.0062445321423752e-09,2.7168602145799525e-08
2018,1.290733298020541e-09,3.6914972856294526e-08
2019,7.65296326310505e-10,3.749951971165899e-08
