year,en_ADP yeux_NOUN,en_ADP vieux_NOUN
1800,3.144164484325529e-09,1.320549074534938e-07
1801,1.6668277424969347e-08,1.547768644361014e-07
1802,4.475680270843441e-09,6.489736392722989e-08
1803,7.801356893821776e-09,9.556662448062525e-07
1804,0.0,2.4224138561734776e-07
1805,2.842877711017877e-09,2.04687196969644e-07
1806,2.881669125542885e-09,3.313919512137886e-07
1807,5.693910232196231e-09,1.4234776291033313e-07
1808,4.5321479902327155e-09,3.2631465174404184e-07
1809,0.0,1.2876473931555665e-07
1810,0.0,1.567884950759435e-07
1811,0.0,2.1811568551299843e-07
1812,2.6672082320544632e-09,5.094367452329607e-07
1813,2.8757416448144113e-09,2.3293507922517165e-07
1814,0.0,1.1328037885505182e-07
1815,0.0,1.5643896666972523e-07
1816,0.0,2.2944277944247915e-07
1817,1.0898113522728181e-08,5.371213447347145e-07
1818,1.1921177378582115e-09,1.668964824119712e-07
1819,1.035105001712111e-09,2.6498688043830043e-07
1820,5.933240565525466e-09,4.1414019147367753e-07
1821,3.94459531705138e-09,2.248419335160179e-07
1822,1.0025615893027862e-09,1.6542266223495972e-07
1823,3.854247765389118e-08,2.9944540180792956e-07
1824,3.2000230021367315e-08,2.1726471288729954e-07
1825,7.044354433105582e-09,3.1435431502302436e-07
1826,8.807984341885344e-10,1.5590132418363822e-07
1827,5.530363722527909e-09,2.0001482425868744e-07
1828,1.8344602503717056e-09,2.6416226700520795e-07
1829,2.571952872898464e-09,2.78628220939936e-07
1830,1.1480519646056564e-08,2.0456197624696415e-07
1831,3.1182412207897414e-09,2.9935115697377057e-07
1832,1.6235963684607668e-08,1.9618455526781986e-07
1833,0.0,1.7143769837080214e-07
1834,4.667265685043276e-09,3.4631110912286545e-07
1835,3.781543966852041e-09,2.3899358581047636e-07
1836,7.392825018825988e-09,4.099657495149067e-07
1837,7.653680356156656e-09,3.291082329992534e-07
1838,4.418513555037862e-09,3.4275039273445884e-07
1839,6.9914751765765e-10,4.621365015111678e-07
1840,2.5478754661634184e-09,3.7198981983621593e-07
1841,0.0,4.269664919398508e-07
1842,1.0733224087289273e-08,2.7369722266357144e-07
1843,3.544146642830981e-09,2.6344823622626024e-07
1844,8.232841963717874e-09,2.2064015686718008e-07
1845,2.790113973194508e-09,2.9854220057190517e-07
1846,2.9272506640865004e-09,2.558417155906767e-07
1847,1.0786447290911383e-09,2.890767891727819e-07
1848,1.6090443422100975e-09,1.9388984234813833e-07
1849,4.1897072478036534e-09,2.6646539685870607e-07
1850,6.788996032014438e-09,3.095782243889289e-07
1851,2.579775504329973e-09,8.390720012130259e-07
1852,7.812654523320361e-09,8.144692680289722e-07
1853,6.569124799682413e-09,4.39534171947642e-07
1854,3.63696517347023e-09,2.764093572915627e-07
1855,1.0613874223963649e-08,4.1075692536196584e-07
1856,6.73034605824796e-09,4.048561930147798e-07
1857,5.857811125054013e-09,3.587909082058971e-07
1858,1.468102750479261e-09,3.591958081528013e-07
1859,4.582956236731661e-09,3.146963034605932e-07
1860,7.323494255473406e-09,3.451196609327578e-07
1861,1.0375119985361891e-08,3.631292158634558e-07
1862,4.066187830886747e-09,3.4969214549041006e-07
1863,4.994620828036034e-09,4.5201318199517004e-07
1864,6.233146443435089e-09,4.1474395251484e-07
1865,4.23615986733239e-09,2.8335203494656014e-07
1866,4.379051787850585e-09,6.40314687161414e-07
1867,4.367530337390235e-09,5.551616109045199e-07
1868,1.975949626142892e-09,5.191807588289521e-07
1869,4.395167341186834e-09,6.372992616965334e-07
1870,3.4404292748035914e-09,3.704195510323416e-07
1871,0.0,4.4821369127312494e-07
1872,5.442605477412599e-09,4.5234098156043956e-07
1873,7.781805422268917e-09,3.5975886492067843e-07
1874,5.974609251779839e-09,5.144138395252185e-07
1875,5.149374260327022e-09,7.924314834317769e-07
1876,3.627608879952504e-09,5.108882401572146e-07
1877,9.27722432209066e-09,5.176690943686779e-07
1878,4.22736201599605e-09,4.837310094707448e-07
1879,1.4051447783103299e-08,4.5697753214835046e-07
1880,1.9253538763308597e-09,4.1395109673381114e-07
1881,9.761510710859511e-09,5.292133291590062e-07
1882,9.983077475794744e-09,6.229440625560301e-07
1883,1.4534479675365475e-08,4.4361758799738027e-07
1884,3.9610181801208455e-09,4.449543800078004e-07
1885,1.2891271383708158e-09,4.789107264091541e-07
1886,1.2261581083805595e-08,5.040155397484369e-07
1887,1.1099172247952538e-08,6.44404865468573e-07
1888,3.804368819970705e-09,3.690237644349281e-07
1889,9.397704836544563e-09,5.450669172679667e-07
1890,2.0974036729626278e-08,5.486021517064898e-07
1891,5.099376032546843e-09,3.9520164918371847e-07
1892,6.268512375839919e-09,4.807948870144685e-07
1893,1.2316832942449452e-08,2.9991488936786936e-07
1894,1.1972924873759894e-08,4.2535390143427776e-07
1895,8.426059849853118e-09,4.3273837224688805e-07
1896,4.1279202278587945e-09,4.1456113297755337e-07
1897,9.322741689743452e-09,4.952706431637921e-07
1898,1.2448380992680086e-08,3.9834817311401594e-07
1899,1.2713430308508578e-08,4.820048502551799e-07
1900,3.114631885736685e-09,8.66905849772337e-07
1901,9.500856101851696e-09,5.102518558786073e-07
1902,9.329538919189417e-09,4.4290761236354115e-07
1903,1.5120615870500842e-08,5.211212561473388e-07
1904,5.374625189347171e-09,3.2677721506502166e-07
1905,1.4450125540577119e-08,4.3711628894271826e-07
1906,5.144184633820714e-09,3.6472268316600776e-07
1907,8.742834012309686e-09,3.3325625814484283e-07
1908,9.331639461152008e-09,3.531288785829645e-07
1909,8.801574025163461e-09,3.042043905665537e-07
1910,1.3894791983659616e-08,3.019445093954687e-07
1911,4.25629931299909e-09,3.2507486125155083e-07
1912,7.293189607793238e-09,3.271516479941283e-07
1913,1.0075680734189518e-08,4.6082979487938047e-07
1914,1.1384464038144415e-08,3.8506277277861045e-07
1915,1.1780761921542648e-09,2.544644628343917e-07
1916,3.076489463182952e-08,3.2522888560038155e-07
1917,5.483212106582869e-09,4.6497638805931274e-07
1918,1.033773866510046e-08,3.939826989096673e-07
1919,6.4454939163738345e-09,6.555987894785176e-07
1920,4.543339038320937e-09,3.2484873901950095e-07
1921,7.572747762196741e-09,3.3698726031872184e-07
1922,1.4755870914040514e-08,3.2905593139176403e-07
1923,1.1677542488541803e-08,7.898265548256234e-07
1924,2.9650736976805092e-08,4.112428224622988e-07
1925,7.698724324711748e-09,5.488090764060871e-07
1926,2.0063049888108253e-08,3.5333260095526953e-07
1927,2.2298449753321847e-09,8.094336989561413e-07
