year,en_ADP yeux_NOUN,en_ADP vieux_NOUN
1928,1.0283436990832229e-08,4.547564439461027e-07
1929,1.1140405931087116e-08,4.2556352242151263e-07
1930,2.100720708497761e-09,5.650938796897265e-07
1931,5.7026783295555106e-09,4.949924798935967e-07
1932,1.53433514782364e-08,5.282496680081294e-07
1933,6.882397318719313e-09,3.7623770854366967e-07
1934,7.188948103475923e-09,4.1935529893066814e-07
1935,7.180970484910176e-09,5.553283637382833e-07
1936,1.091224355320719e-08,4.0132803880155166e-07
1937,1.3850230295986421e-08,4.3817090489284283e-07
1938,1.1668692678767911e-08,4.7582337714402456e-07
1939,1.070583532936098e-08,3.8388067835626316e-07
1940,0.0,3.854389944990544e-07
1941,2.9515025978810172e-09,4.3387087744761743e-07
1942,1.8205270180260413e-08,4.429949131967703e-07
1943,1.4516175816936538e-08,4.5580792562560646e-07
1944,1.927911696952833e-08,3.5666367281805833e-07
1945,3.0499055725385915e-08,3.7034567679228303e-07
1946,1.3921104269343232e-08,4.802780821933084e-07
1947,5.960435700558264e-09,3.5762612426992746e-07
1948,1.3046265401328583e-08,3.5333635750589565e-07
1949,1.8652315247891238e-08,3.1512597509220086e-07
1950,2.9779013033248702e-08,4.6582882617940413e-07
1951,1.7058242818279723e-08,4.584402821805611e-07
1952,2.1089608281954497e-08,3.7328605217989974e-07
1953,1.2928593307037772e-08,4.2556618273792424e-07
1954,5.863521668203475e-09,2.570176884653108e-07
1955,1.220129064449793e-08,4.899287366910698e-07
1956,1.0465369904011368e-08,3.7326487145605824e-07
1957,1.0602045463770082e-08,3.807901229890831e-07
1958,2.0680609225109947e-08,4.0699439107783064e-07
1959,1.0851047171911432e-08,4.534187518778765e-07
1960,1.038124963770315e-08,6.45021687839531e-07
1961,1.876002997391879e-08,2.4527002329133296e-07
1962,1.9660065575521912e-08,3.919329079060674e-07
1963,2.2631185814248056e-08,3.2265605565129363e-07
1964,1.2776333768727e-08,4.642067779059289e-07
1965,1.3132904541635071e-08,4.404994990991895e-07
1966,1.3293779410616935e-08,5.544613825847478e-07
1967,1.3311906243984595e-08,3.4561653095011025e-07
1968,8.533690198930799e-09,4.531838539989508e-07
1969,9.991866889436096e-09,2.9657678801697784e-07
1970,9.657322941336588e-09,4.4285723443948655e-07
1971,1.3359833239690033e-08,3.3656503140022664e-07
1972,9.234264353175092e-09,3.344855701303828e-07
1973,8.269805285010534e-09,3.6938466552172144e-07
1974,5.625571564138454e-09,4.2866855798351367e-07
1975,1.1422960355389478e-08,2.61014645008828e-07
1976,9.712995741040231e-09,2.9424663683386143e-07
1977,1.3516598507123945e-08,3.7200030345019286e-07
1978,8.316828115084718e-09,4.609898933694012e-07
1979,5.851973128301324e-09,3.92082212918865e-07
1980,4.548120546843393e-09,3.701033035596879e-07
1981,9.488324403950088e-09,3.460075603811674e-07
1982,1.0552753892945077e-08,2.656811011192417e-07
1983,1.515675762675528e-08,3.5050002988867845e-07
1984,9.858314442556804e-09,3.351827038144961e-07
1985,1.0828004270990732e-08,2.8212967961849245e-07
1986,1.558566253834215e-08,2.985253760301454e-07
1987,1.711028652096047e-08,3.501498178071216e-07
1988,1.2592763276586538e-08,2.602504283188978e-07
1989,9.878619700032232e-09,2.9471216578258463e-07
1990,9.262707045820662e-09,2.996757921813753e-07
1991,7.6199047072123e-09,2.4793997743799423e-07
1992,6.060938417817852e-09,2.8376211913538896e-07
1993,7.200969598386564e-09,3.0410248896828307e-07
1994,6.329911705904578e-09,2.764061663995676e-07
1995,3.795715741716776e-09,2.478059970556501e-07
1996,7.473328622609188e-09,2.492888997451814e-07
1997,1.1028257640433026e-08,2.7762439502865277e-07
1998,1.0489884183506604e-08,2.7798192281380807e-07
1999,6.8553016596695215e-09,2.294240939448855e-07
2000,1.0161472552283612e-08,2.41666319844569e-07
2001,8.762423675534592e-09,2.7470197672130325e-07
2002,6.571832411594869e-09,2.571776995807795e-07
2003,8.750538071922165e-09,2.550156876779397e-07
2004,5.285749615779878e-09,3.5018090094318666e-07
2005,5.404499514582994e-09,2.3419498162979835e-07
2006,4.117890028965121e-09,2.8331083612442853e-07
2007,1.0385647009059085e-08,2.64833996288516e-07
2008,4.6831836186811415e-09,2.601295618909205e-07
2009,8.582746957586096e-09,2.2219776418808124e-07
2010,1.2281861749841028e-08,2.144601995990314e-07
2011,7.647943611743813e-09,2.1261284444129558e-07
2012,9.872332978888565e-09,2.0017005741834737e-07
2013,1.4503449996539075e-08,1.7794618289990183e-07
2014,1.277612682315521e-08,2.360335242812539e-07
2015,1.3964425171764105e-08,2.385035151597492e-07
2016,1.0978101983027955e-08,1.9056328381950038e-07
2017,1.2074934219175049e-08,1.708100114683475e-07
2018,1.0325867216831597e-08,1.8457486428147263e-07
2019,1.2754938882864053e-08,1.7040597866113671e-07
