year,en_ADP est_NOUN,en_ADP vestes_NOUN
1838,5.3583940471391145e-06,1.830527018853445e-08
1839,6.016164573630078e-06,1.677954131196202e-08
1840,5.924447250116316e-06,3.3759349093998026e-08
1841,6.1033734368720616e-06,4.3017674755674307e-08
1842,5.7899037875230874e-06,3.287049921141261e-08
1843,5.697215518463139e-06,3.485077471054865e-08
1844,5.5900995432622835e-06,1.6465683927435748e-08
1845,5.5199613924195035e-06,3.124927516751086e-08
1846,6.106244716086451e-06,2.751615646445771e-08
1847,5.266482881793877e-06,3.182001862001016e-08
1848,5.960704608121148e-06,3.218088551193432e-08
1849,5.6921367361795205e-06,5.446619866233959e-08
1850,5.484830118973605e-06,3.733947906425783e-08
1851,5.522009659308935e-06,3.289213879043018e-08
1852,5.548286861944973e-06,3.190167419120371e-08
1853,5.751567631051557e-06,5.6733352238325097e-08
1854,5.859150829401472e-06,2.961528799971802e-08
1855,5.671523567229997e-06,3.980202833986368e-08
1856,5.3594262636735834e-06,2.6403665032148638e-08
1857,5.472171627829425e-06,2.5383847912507917e-08
1858,5.095295311008385e-06,4.257498176230001e-08
1859,5.1512426244570975e-06,3.1571474323754956e-08
1860,5.508640911422447e-06,2.4716793944890014e-08
1861,5.627559509502333e-06,6.790988038574142e-08
1862,5.425197764807876e-06,8.403454643257646e-08
1863,5.027585551431457e-06,4.2454278315062766e-08
1864,5.589214267409659e-06,2.7329949858767577e-08
1865,5.540426435857171e-06,1.97687466396701e-08
1866,5.330279148729744e-06,1.556996132023869e-08
1867,5.2211399470536435e-06,1.8925964795357686e-08
1868,5.38989651488464e-06,4.742279102742941e-08
1869,5.617023622228601e-06,1.7580669364747337e-08
1870,5.319477018872476e-06,8.027668307875047e-09
1871,5.048245764971426e-06,1.911811864374613e-08
1872,5.227924735340395e-06,1.9351485747165498e-08
1873,4.991130389875309e-06,1.0774807712721213e-08
1874,4.672741666489344e-06,1.1351757756017378e-08
1875,5.210022460566677e-06,6.293679799540541e-09
1876,5.2817985238817755e-06,1.5719638923883394e-08
1877,5.211944323235684e-06,1.2369632429454214e-08
1878,4.8650896449231595e-06,1.3285995414946683e-08
1879,5.131833077598458e-06,1.710611030603104e-08
1880,4.717758740113709e-06,1.9895322722618403e-08
1881,4.736424620510604e-06,3.2770785196589713e-08
1882,4.91899516585903e-06,9.317538740560849e-09
1883,4.8564117527405415e-06,2.0853818227806187e-08
1884,4.786890647423547e-06,5.941527092545584e-08
1885,4.875478878840767e-06,4.7053141827291256e-08
1886,4.712319532362841e-06,2.3877817056927597e-08
1887,5.174825525422477e-06,3.0685946228459215e-08
1888,4.497398049529977e-06,3.360525724360741e-08
1889,4.858613501745879e-06,2.255449160770695e-08
1890,4.7329226937620206e-06,3.211649257650606e-08
1891,4.712460902389637e-06,4.52569608455633e-08
1892,4.50580691691016e-06,4.576013878931917e-08
1893,4.921806298074927e-06,2.7097032173628577e-08
1894,4.642343785832281e-06,3.0247388593807045e-08
1895,4.897346453702767e-06,3.611168608586013e-08
1896,4.4752554897442565e-06,2.358811634906033e-08
1897,4.73303922010615e-06,4.777905004971217e-08
1898,4.388619922579551e-06,1.810673566637888e-08
1899,4.736028992979868e-06,2.984892333302014e-08
1900,4.962646733996934e-06,3.3741844873702576e-08
1901,4.8560552032839155e-06,4.470991044058792e-08
1902,4.2390480881060455e-06,3.6827128013783295e-08
1903,4.621508345348246e-06,2.8621167658116065e-08
1904,4.565206716655723e-06,4.3534463145533664e-08
1905,4.791248484181665e-06,3.767354073147544e-08
1906,4.820615213674273e-06,2.572092228092515e-08
1907,4.524673601125073e-06,3.754275823553144e-08
1908,4.7669944498451855e-06,4.0764529529724314e-08
1909,4.7968574543588716e-06,2.8055016088046614e-08
1910,4.612536607329076e-06,3.099607326362275e-08
1911,4.561156687232781e-06,4.62872549178428e-08
1912,4.401440031109871e-06,2.2921453179947093e-08
1913,4.528753253740803e-06,2.4924052155483878e-08
1914,4.249083924712238e-06,1.875088173619588e-08
1915,4.6357298015831105e-06,2.8273827723523937e-08
1916,5.232229590035331e-06,3.4061130804730055e-08
1917,4.314191190957217e-06,1.864292187292449e-08
1918,4.403876536329676e-06,3.101321510712296e-08
1919,4.655487995552932e-06,2.2098836538475553e-08
1920,4.658436853599568e-06,1.665890891899835e-08
1921,4.486095793510003e-06,4.316466117870732e-08
1922,4.228294765873386e-06,2.87739485571592e-08
1923,4.1805603165911975e-06,1.9108707505210987e-08
1924,4.104693288375927e-06,3.609654797287476e-08
1925,4.416868421230902e-06,2.74954441437103e-08
1926,4.297950926712701e-06,2.3406890647947876e-08
1927,4.115178949604115e-06,3.0102906833917586e-08
1928,4.025394548357042e-06,3.7705934374798744e-08
1929,4.118608060821316e-06,2.33948540540041e-08
1930,4.08695235520895e-06,3.361153133596417e-08
1931,3.86185376566317e-06,1.0264820993199919e-08
1932,3.820494512751793e-06,1.9727165678773417e-08
1933,3.950495961024814e-06,1.261772819560747e-08
1934,3.830511154490068e-06,2.6359476379411717e-08
1935,3.713758630397024e-06,1.4361940969820353e-08
1936,4.008430535940022e-06,2.66743711563322e-08
1937,3.661497106399736e-06,2.0145789036973838e-08
1938,3.909012079361673e-06,9.075650453382877e-09
1939,3.8097480210552703e-06,1.2235240376412548e-08
1940,3.806210138179722e-06,5.0715658339584024e-09
1941,3.7808747297418677e-06,2.9515025090631752e-08
1942,4.263067594934e-06,2.730790527039062e-08
1943,4.349046251128641e-06,2.9032351633873077e-08
1944,4.373146559544239e-06,3.213186161588055e-08
1945,3.7862400112942396e-06,5.8819608739213436e-08
1946,4.15962590949448e-06,9.744772988540262e-09
1947,4.011373199830359e-06,1.549713246618012e-08
1948,3.991069966957639e-06,2.717971980814582e-08
1949,3.978833490236866e-06,1.0798709482173763e-08
1950,4.0308021027612995e-06,3.084254984742074e-08
1951,3.98309958882237e-06,2.6653504292539765e-08
1952,3.7286426106675208e-06,2.4253049346611988e-08
1953,3.625392933415128e-06,2.2625037843226892e-08
1954,4.026284756264431e-06,2.8340354063516315e-08
1955,3.903474350863689e-06,2.2525458831523792e-08
1956,3.890501290015891e-06,1.831439710997529e-08
1957,3.7363373621701612e-06,1.767007518083119e-08
1958,3.7771062579849968e-06,2.0680609225109947e-08
1959,3.735860502729338e-06,2.2477168570844697e-08
1960,3.9144234165178204e-06,1.314958364417862e-08
1961,4.204331219170854e-06,1.945484662257968e-08
1962,3.772195725559868e-06,1.5220695814832652e-08
1963,3.3849789247142326e-06,1.6165133231993423e-08
1964,3.6838428343344276e-06,2.494427064902993e-08
1965,3.7620298769525107e-06,1.7510538796727815e-08
1966,3.640279899741472e-06,2.658755882123387e-08
1967,3.737687507054943e-06,1.824224149515885e-08
1968,3.673978227425323e-06,1.4821671889819754e-08
1969,3.4626360587708405e-06,1.9529558414888015e-08
1970,3.280730368260265e-06,1.609553734738256e-08
1971,3.316321759427865e-06,2.2608949379332444e-08
1972,3.462336053416948e-06,1.539044092169206e-08
1973,2.913728124553927e-06,1.929621262775072e-08
1974,2.9500497404910675e-06,1.4626486688484874e-08
1975,2.9174241547025304e-06,8.567219822452898e-09
1976,2.9019003520147635e-06,1.5997875024709174e-08
1977,3.2968746737083165e-06,1.1165885105413054e-08
1978,3.211483743825738e-06,1.7227714366185864e-08
1979,3.0992050028544327e-06,1.345953837272873e-08
1980,3.1404771476672977e-06,1.6486936260662333e-08
1981,2.8989994333983304e-06,1.5181319312773667e-08
1982,2.8678660086711716e-06,1.2415004135846175e-08
1983,2.723164325146854e-06,8.209910973278056e-09
1984,2.885586564360665e-06,1.4497521405587577e-08
1985,2.5487919721456365e-06,1.5038894574104233e-08
1986,2.792830706255245e-06,1.9182353483415682e-08
1987,2.7834771714196904e-06,1.2221633483022742e-08
1988,2.6936519326170583e-06,5.99655392008458e-09
1989,2.6463725291137052e-06,1.3720305780395847e-08
1990,2.7243254692166374e-06,9.80757164370516e-09
1991,2.716789087031657e-06,1.875668864670388e-08
1992,2.4932496653917724e-06,1.322386644631024e-08
1993,2.54914313302379e-06,1.550978012687665e-08
1994,2.402201527473835e-06,2.0572214154412904e-08
1995,2.417870845761172e-06,1.4098372247417501e-08
1996,2.4838143986016803e-06,1.4412848692302305e-08
1997,2.2353797124452512e-06,1.3425704992187093e-08
1998,2.324939849529528e-06,1.4304387896402204e-08
1999,2.3975276057797146e-06,1.6452723627935484e-08
2000,2.3782263447458263e-06,1.899753598877396e-08
2001,2.287430604042129e-06,1.9715452381774412e-08
2002,2.1941157584137727e-06,1.3143664823189738e-08
2003,2.175133850812472e-06,1.91678459771083e-08
2004,2.132800023701975e-06,1.497629043001325e-08
2005,2.1460365919878654e-06,1.170974872621855e-08
2006,2.172598620120425e-06,1.1118302722934459e-08
2007,2.1414405502184763e-06,1.2782334302130494e-08
2008,2.04867996345115e-06,2.299017509699297e-08
2009,2.032680459507219e-06,2.145686650578682e-08
2010,1.8980200522378254e-06,2.9287516412068726e-08
2011,1.6760469261356548e-06,2.0649448373433188e-08
2012,1.7279987019058751e-06,4.3234010149717506e-08
2013,1.6461416036950283e-06,3.402732673407627e-08
2014,1.7760981405601228e-06,4.309235990263005e-08
2015,1.8694596310153688e-06,3.7460125668076216e-08
2016,2.1328587820335088e-06,4.2255337007190974e-08
2017,1.4927638159467627e-06,2.8929530770938072e-08
2018,1.5705643777730316e-06,3.9238294391452655e-08
2019,1.6780397726345875e-06,2.3724185282958388e-08
