year,en_PRON ai_VERB,en_PRON vais_VERB
1800,2.3298259961279655e-06,8.174827570428533e-08
1801,3.433665174412681e-06,4.619494120561285e-07
1802,2.486240305188403e-06,2.2378401354217203e-08
1803,2.9157570722304627e-06,9.946730017418304e-08
1804,3.4877816688094754e-06,2.4718508484511403e-07
1805,2.817291814061207e-06,9.950071699904584e-08
1806,3.0545693334715907e-06,9.221341201737232e-08
1807,2.989302767986146e-06,9.679647661187119e-08
1808,2.8801801086331125e-06,4.078933102391602e-08
1809,2.715354680660198e-06,4.292158095609011e-08
1810,3.037484610501906e-06,1.1700633706368535e-07
1811,2.065831179010047e-06,6.267691787797958e-08
1812,2.571188829847415e-06,4.2408609601807257e-07
1813,2.0273978051932318e-06,9.777521370324394e-08
1814,2.507901594839268e-06,6.608021863030444e-08
1815,1.8287176031250851e-06,6.47333635583891e-08
1816,2.071937963421533e-06,1.7845549393769033e-07
1817,2.5859667971417366e-06,1.0431051578052575e-07
1818,2.799092548855242e-06,8.583247534943439e-08
1819,2.46769036493788e-06,5.072014630513877e-08
1820,2.239204896170577e-06,1.3409123766905395e-07
1821,3.096507352751132e-06,7.494730880353018e-08
1822,3.1620792526609875e-06,1.31335568198665e-07
1823,2.304642684691771e-06,1.2847492314449482e-07
1824,3.317076224362836e-06,1.0863235644364977e-07
1825,3.351351523406265e-06,1.2327620879659662e-07
1826,2.694362414956686e-06,1.2155018680459762e-07
1827,2.019504606209921e-06,8.664236617050847e-08
1828,2.4361632604552597e-06,7.429564163885516e-08
1829,2.085853825661843e-06,5.572564276690173e-08
1830,2.601903084098467e-06,8.453837097022188e-08
1831,2.6863649047470517e-06,6.080570358335535e-08
1832,2.8778244214322513e-06,1.3259369779916597e-07
1833,2.6155833339203127e-06,4.9809603552830595e-08
1834,2.147875477476191e-06,5.2273371409228275e-08
1835,2.7522076564423514e-06,8.092504089063368e-08
1836,2.6869557743225414e-06,9.073012563476368e-08
1837,2.6627849472049547e-06,7.653680000885288e-08
1838,2.0344098246027897e-06,1.0162580821315714e-07
1839,2.4533086708800056e-06,6.152497888933794e-08
1840,2.1656942159609116e-06,4.522479102320176e-08
1841,2.0346718905273065e-06,1.2263247128885268e-07
1842,1.6589538951450322e-06,3.6895457355967665e-08
1843,1.7466735791060728e-06,4.016699506337318e-08
1844,1.5845476148967919e-06,2.7991662321369404e-08
1845,1.5289824446540479e-06,4.3525776760589e-08
1846,2.0069230650676673e-06,6.439951505399222e-08
1847,1.4362154168168217e-06,6.094342808182773e-08
1848,1.6508794544733973e-06,3.137636639394259e-08
1849,1.2828883964033366e-06,1.8434713311421547e-08
1850,1.6558361508600683e-06,5.4311968256115506e-08
1851,1.5917215137051244e-06,4.1921353499674296e-08
1852,1.6946949585872062e-06,5.599068941819496e-08
1853,1.7563450995794483e-06,5.0761421732659073e-08
1854,1.8777131742808706e-06,8.93654288347534e-08
1855,1.8043585683358287e-06,4.404757802944914e-08
1856,1.951800285837635e-06,8.852993715890989e-08
1857,2.2040014542312747e-06,8.103305049189657e-08
1858,1.973130203225537e-06,1.0570339981086363e-07
1859,1.8168874333923668e-06,1.0846328990510301e-07
1860,2.1329675909953494e-06,7.23195086038686e-08
1861,2.0924730605997865e-06,8.771692705522582e-08
1862,2.7378996101390385e-06,3.5963171285402495e-07
1863,2.079260710274866e-06,1.4634238709732017e-07
1864,2.1643401666437967e-06,8.918193827867071e-08
1865,2.2253960736406952e-06,6.589581857951998e-08
1866,2.0965926204041807e-06,1.6494428223268187e-07
1867,2.020710702765882e-06,5.920430012906763e-08
1868,2.0762291015330447e-06,5.8290513749170714e-08
1869,2.3304153593528554e-06,8.790334504737984e-08
1870,1.9925820211597056e-06,1.032128764677509e-07
1871,2.150788287025307e-06,7.328612383616928e-08
1872,2.410469498670409e-06,7.01491345012073e-08
1873,2.299822977391841e-06,9.637467002221456e-08
1874,2.5093358750893913e-06,8.96191352239839e-08
1875,2.7566318401284207e-06,1.2873435650817555e-07
1876,2.656619006558003e-06,1.390583435068038e-07
1877,2.7355441289955706e-06,1.9358473934971698e-07
1878,2.614321541472009e-06,1.268208649207736e-07
1879,2.788906954265258e-06,1.6556271020817803e-07
1880,2.4792139114993006e-06,8.086486502634216e-08
1881,2.779938768071588e-06,1.3945015098215663e-07
1882,2.8871061097390793e-06,1.8102647914020054e-07
1883,2.642747620740238e-06,1.4155318694974994e-07
1884,2.278245560205505e-06,1.0694748908690599e-07
1885,2.0033035248445685e-06,9.861822292123179e-08
1886,1.9747599786512637e-06,1.1035422886607194e-07
1887,2.3726112559074863e-06,9.858676008889233e-08
1888,2.221117249234794e-06,1.3505508889011253e-07
1889,2.131399597260497e-06,1.0274824546741002e-07
1890,2.153115936209815e-06,1.0880281564595862e-07
1891,2.120065651922687e-06,5.928024648937935e-08
1892,1.968312982825182e-06,1.0154990093269589e-07
1893,2.1037151363145767e-06,9.85346630955064e-08
1894,2.0889603611351504e-06,9.515323995401559e-08
1895,2.1065150050958437e-06,5.657497581523785e-08
1896,1.9654798713020227e-06,8.550691887876383e-08
1897,2.064987263850071e-06,9.847146031916054e-08
1898,2.196573259283241e-06,9.902120723381813e-08
1899,2.147464194024451e-06,1.0944604866836016e-07
1900,2.04216021160164e-06,6.592637191715767e-08
1901,2.1801670264665063e-06,8.606657786458527e-08
1902,1.6164654645933751e-06,6.874397229239548e-08
1903,1.792873117523186e-06,5.94024243127933e-08
1904,1.9961358823650244e-06,7.040758731591268e-08
1905,1.9198024041600092e-06,6.347733716438597e-08
1906,1.995429091294909e-06,7.716276684277545e-08
1907,2.010851829936655e-06,1.1571397351417545e-07
1908,1.97683411329308e-06,5.1569585934885254e-08
1909,1.835128088600868e-06,5.225934529562437e-08
1910,1.7651729962153695e-06,5.557916793463846e-08
1911,1.6179258288673282e-06,6.118430206925041e-08
1912,1.962388967768902e-06,6.772247473918469e-08
1913,1.6285481478917063e-06,7.901454779357664e-08
1914,1.6145848995563483e-06,6.027069332503743e-08
1915,1.6363478323455638e-06,5.0657277483878715e-08
1916,1.6349343425758889e-06,3.625862632361532e-08
1917,1.616450955310711e-06,4.496234140560773e-08
1918,1.4185674643840684e-06,4.5945505178224266e-08
1919,1.372890228168444e-06,5.248473655683483e-08
1920,1.6537754490286716e-06,6.360674831284996e-08
1921,1.8628958216027058e-06,9.617389196137083e-08
1922,1.8695688979164515e-06,6.418803621954794e-08
1923,2.2824289160894295e-06,1.0509788950230359e-07
1924,2.0072259090397893e-06,1.1086797258030856e-07
1925,2.031363486310056e-06,1.0008341888578798e-07
1926,2.3863882745445153e-06,1.0254447602164873e-07
1927,2.021354561065891e-06,1.2933101345424802e-07
1928,1.788175431727268e-06,8.341010016010841e-08
1929,2.160124893180182e-06,1.0360577817891681e-07
1930,1.85388602602643e-06,1.1553964185395671e-07
1931,1.529458344862178e-06,6.044839295782367e-08
1932,1.6340668835823635e-06,1.5343351833507768e-07
1933,1.3718912263982475e-06,6.194157720074145e-08
1934,1.5911537971646794e-06,5.751158482780738e-08
1935,1.3883209568632537e-06,6.343190506186147e-08
1936,1.1773098123057935e-06,3.8799086610197264e-08
1937,1.3434722525573761e-06,4.0291578073947676e-08
1938,1.2342883906057978e-06,3.759912203804561e-08
1939,1.3015236461910717e-06,4.7411557346777045e-08
1940,8.089147378598227e-07,2.028626333583361e-08
1941,1.6321809468422543e-06,4.427253941230447e-08
1942,1.6111664109530466e-06,7.58552971547033e-08
1943,1.344197873009989e-06,6.096794180621146e-08
1944,1.4138018649134665e-06,4.819779064746399e-08
1945,1.2199622716480008e-06,1.089252066321933e-08
1946,1.3447786813003404e-06,5.150808490839154e-08
1947,1.6689219037857583e-06,1.7285262288169179e-07
1948,1.4155197760601368e-06,5.0010683594337024e-08
1949,1.191784846810151e-06,6.675565344949064e-08
1950,1.31772125655516e-06,4.5732054587688253e-08
1951,1.9595656439719278e-06,8.422507136174318e-08
1952,1.0565893333591703e-06,4.007025466989944e-08
1953,1.3251807189362808e-06,2.176313103063876e-07
1954,1.3749958753805913e-06,4.788542540268281e-08
1955,1.4050254719677469e-06,5.0682281482750113e-08
1956,1.3212529452744093e-06,6.01758785023776e-08
1957,1.1927300960223874e-06,7.244730682032241e-08
1958,1.4583965111114594e-06,9.761247099504544e-08
1959,1.4625660753608827e-06,5.348016074435691e-08
1960,1.477597933785546e-06,7.751333441774477e-08
1961,1.470925315771865e-06,1.0283275742040132e-07
1962,1.4548448490359078e-06,1.1098423868816099e-07
1963,1.2485948985840878e-06,4.978861056770256e-08
1964,1.6925600405670593e-06,5.658090529436777e-08
1965,1.509189594628424e-06,6.621172587983892e-08
1966,1.2856192057597582e-06,5.428293192721867e-08
1967,1.4968499257861367e-06,8.332266787647313e-08
1968,1.3034088546248768e-06,6.826952159144639e-08
1969,1.2212787048326845e-06,2.634219598007803e-08
1970,1.2379767433401412e-06,4.2768142805016396e-08
1971,1.1443211036521461e-06,3.853797991837382e-08
1972,1.2897189236582562e-06,1.980236703502669e-07
1973,1.0756260415689667e-06,3.748978727458052e-08
1974,9.44533475433218e-07,3.712877472139553e-08
1975,1.107455968707427e-06,5.254561585843476e-08
1976,9.37589778260417e-07,2.971033907783749e-08
1977,7.663323486895024e-07,3.173462204131283e-08
1978,1.0378212600414827e-06,3.2079192635592335e-08
1979,1.1171416609556672e-06,3.2185852205657284e-08
1980,1.091548945453269e-06,4.7186752283323585e-08
1981,9.285906870104554e-07,4.933928465788995e-08
1982,8.609805632886491e-07,3.786576385778062e-08
1983,9.030902212714409e-07,3.6628833299801045e-08
1984,8.344773299029384e-07,3.827345551599137e-08
1985,9.648955305863183e-07,3.609334697785016e-08
1986,1.0945930988270902e-06,8.332334999749946e-08
1987,9.33121746982124e-07,3.788706592899871e-08
1988,1.0859759065340313e-06,4.3774843305754985e-08
1989,1.0630492290886195e-06,4.939310116469642e-08
1990,8.717841843974838e-07,2.669838927715773e-08
1991,9.90587643912022e-07,4.0444110283033297e-08
1992,9.879329745388077e-07,4.848750734254281e-08
1993,1.0651896076296907e-06,4.2651898013446043e-08
1994,1.0233357201627769e-06,5.644171352514604e-08
1995,1.0150827556287823e-06,3.0907969517102174e-08
1996,1.013703723629078e-06,3.896807143632941e-08
1997,1.0817282483088775e-06,5.322332796708906e-08
1998,1.0613855145891193e-06,4.5297227302398824e-08
1999,1.0534313847898602e-06,6.581089451174194e-08
2000,1.0090784172689382e-06,6.538686392332238e-08
2001,1.0698919297169596e-06,8.455738509383082e-08
2002,1.1487562616707692e-06,6.089897652827858e-08
2003,1.1304861295968749e-06,1.5584291190862132e-07
2004,1.1994246271740394e-06,7.840528581937178e-08
2005,1.2551949737371615e-06,8.692236974638945e-08
2006,1.2810755123382478e-06,9.841756565265314e-08
2007,1.2922141223725703e-06,7.030283910580692e-08
2008,1.3355587746843867e-06,4.725757918322415e-08
2009,1.2335314174549694e-06,3.576144536054926e-08
2010,1.4166655759595415e-06,2.220182793166714e-08
2011,1.3555980444834859e-06,1.7590270573464295e-08
2012,1.7508071223915067e-06,1.3957436095779485e-08
2013,1.8957682854647828e-06,2.0360612751346707e-08
2014,2.0084504228634614e-06,9.527958866328845e-09
2015,2.013315409499228e-06,1.1526192444932803e-08
2016,1.8795339258304011e-06,6.214019965256057e-09
2017,1.871866381009113e-06,7.622302433674122e-08
2018,2.048135606003143e-06,3.872199894061623e-09
2019,1.984413330546886e-06,6.377469219387422e-09
