year,mon_DET air_NOUN,mon_DET vert_NOUN
1866,1.552130566295773e-07,0.0
1867,1.3684928390489404e-07,1.455843445796745e-09
1868,1.724016076565249e-07,1.975949626142892e-09
1869,2.0852626825274e-07,7.81363052038131e-09
1870,1.6342038833272454e-07,0.0
1871,1.5188284052669587e-07,1.0621177271019633e-09
1872,2.3161310114261369e-07,2.4189357183956872e-09
1873,1.5803051933716006e-07,2.3944017324417644e-09
1874,1.6728906082619233e-07,0.0
1875,1.624913661402161e-07,6.865832569147301e-09
1876,2.569556318832156e-07,6.04601479992084e-10
1877,1.7131939955561393e-07,5.566334504436554e-09
1878,1.358794881056724e-07,0.0
1879,1.3868168480257737e-07,1.2218650868867087e-08
1880,1.854757591956968e-07,6.417846032391594e-09
1881,1.3875289717191208e-07,2.789003084036068e-09
1882,1.6239140165907884e-07,1.9966155395678697e-09
1883,1.6809441660825541e-07,1.2638677882037541e-09
1884,1.0760765789541438e-07,2.6406787867472303e-09
1885,1.1150949896787665e-07,2.5782542767416317e-09
1886,1.1358096596580936e-07,1.2906927748801422e-09
1887,1.3776030716172727e-07,2.6115699047757346e-09
1888,1.2871447729878582e-07,1.9021844099853524e-09
1889,1.1089292373256399e-07,1.8795410228200637e-09
1890,1.0749193646297783e-07,0.0
1891,1.332212002935762e-07,6.374220040683554e-10
1892,1.2537025106951205e-07,1.8805537127519756e-09
1893,1.4287526561851394e-07,3.0792082772457263e-09
1894,1.1216739892461192e-07,6.301539290376468e-09
1895,1.0472389000426574e-07,6.018614495673091e-10
1896,1.4624632260762382e-07,2.358811590497112e-09
1897,1.1478626049665763e-07,1.7480140668268973e-09
1898,9.902120945426418e-08,2.26334195829736e-09
1899,9.452159055456377e-08,2.7637891975018647e-09
1900,1.1627959217719308e-07,7.267474289029963e-09
1901,9.109644327764954e-08,5.588738916095792e-10
1902,1.0016979423710382e-07,2.455141923096704e-09
1903,1.1988489134751035e-07,1.0800440541913758e-09
1904,1.0158041874319679e-07,7.524475265086039e-09
1905,8.566860154601841e-08,2.5803795766776716e-09
1906,7.098974830199722e-08,6.1730215383803966e-09
1907,1.1777111375010918e-07,0.0
1908,1.1738220173640457e-07,0.0
1909,1.1827114576590247e-07,1.1001967115120692e-09
1910,1.3093168682587475e-07,5.344150677544235e-10
1911,1.5961122468155509e-07,3.1922244847493175e-09
1912,1.3023552636326485e-07,1.041884239993962e-08
1913,1.5961999189073595e-07,7.424185766158331e-09
1914,1.4732836106645664e-07,2.0090231145353243e-09
1915,8.482148650124088e-08,0.0
1916,1.1317085935047544e-07,1.0987462051303964e-09
1917,9.979446535801628e-08,0.0
1918,1.0108011139209339e-07,2.2972752589112133e-09
1919,1.519294960949935e-07,4.603924186330488e-09
1920,1.1055458104536342e-07,3.028892692213958e-09
1921,1.15105757814149e-07,3.7863738810983705e-09
1922,1.7190590106963555e-07,2.2133805899215986e-09
1923,1.7940952456996229e-07,1.0615948120573648e-08
1924,1.4438619144740983e-07,7.734974771800296e-09
1925,1.6827212601100427e-07,0.0
1926,1.6942130898200958e-07,5.57306911730393e-09
1927,2.8876491597884524e-07,1.1149224876660924e-09
1928,1.7824623643747373e-07,1.2568645235688791e-08
1929,2.183519605125639e-07,5.570203187588163e-09
1930,1.7541018415556664e-07,0.0
1931,1.1633463614657558e-07,9.124285327288817e-09
1932,1.632970887399665e-07,3.287861094491973e-09
1933,1.3879500571079006e-07,0.0
1934,1.317973783443449e-07,1.1981580172459871e-09
1935,1.6875280284267546e-07,2.393656828303392e-09
1936,1.3822174960154143e-07,3.6374143697059935e-09
1937,1.208747373304675e-07,1.2591118148108649e-09
1938,1.1539040922770027e-07,0.0
1939,7.799965739963e-08,3.058810094103137e-09
1940,8.621661695684679e-08,0.0
1941,8.854507971278736e-08,0.0
1942,1.608132293995368e-07,0.0
1943,1.5677470432962082e-07,2.9032352077962287e-09
1944,1.4780655810398002e-07,6.4263723231761105e-09
1945,1.6338780639557626e-07,2.178504043826024e-09
1946,2.631088840132634e-07,2.7842208538686464e-09
1947,1.955022828070696e-07,1.1920870957027319e-09
1948,1.5220642346491786e-07,6.523132700664291e-09
1949,1.688525461673862e-07,0.0
1950,1.4889505894899457e-07,0.0
1951,1.460612031323194e-07,1.0661401761424827e-09
1952,1.697713489789976e-07,0.0
1953,1.572978778341394e-07,1.0773827163745864e-08
1954,1.6417860493334047e-07,1.9545072227344917e-09
1955,1.7738798696598224e-07,5.631364707880948e-09
1956,1.8052763017806228e-07,0.0
1957,1.378265830354053e-07,6.184526224473075e-09
1958,1.795076887134428e-07,8.272243445794913e-10
1959,2.0772004205582562e-07,8.525822714489095e-09
1960,2.3115583580590737e-07,6.2287499602575735e-09
1961,1.9107437410070816e-07,6.94815938118154e-09
1962,2.2006589173173552e-07,5.07356523460345e-09
1963,1.4483959898115017e-07,2.5864211883330768e-09
1964,1.6791752344147426e-07,4.258777719368112e-09
1965,1.8276624391688756e-07,6.0192477668863376e-09
1966,1.7558866360900538e-07,4.985167390003653e-09
1967,2.164417356453896e-07,6.409436370535815e-09
1968,1.8998688666727048e-07,3.5931326525240337e-09
1969,1.5260306707176596e-07,4.995933444718048e-09
1970,1.6003562830491092e-07,2.7592350626548523e-09
1971,1.4849968632546506e-07,3.596878239697787e-09
1972,1.8571131477074232e-07,4.617132121076395e-09
1973,1.290089750582979e-07,2.205281512956958e-09
1974,1.3613883975693852e-07,5.625571675160757e-10
1975,1.2850830444222083e-07,3.4268881066168433e-09
1976,1.2112676817110923e-07,1.7140580066410394e-09
1977,1.2928920334331906e-07,0.0
1978,1.5564349808983025e-07,2.970295565063452e-09
1979,1.6619604004119992e-07,3.511183899185255e-09
1980,1.4610836895911916e-07,1.7055452605774235e-09
1981,1.5244573692285712e-07,2.5302198669585607e-09
1982,1.3159904366233377e-07,4.345251602977385e-09
1983,1.4272613579890958e-07,1.2630632095778083e-09
1984,1.6121243628930415e-07,6.378909511717268e-09
1985,1.2091271806013992e-07,8.421781494405423e-09
1986,1.7324062717705146e-07,2.3977941854269602e-09
1987,1.6132557068004871e-07,1.2221633705067347e-09
1988,1.4631591138680733e-07,4.797242936227519e-09
1989,1.8934021817074154e-07,5.488122289953878e-09
1990,1.4602385300932497e-07,1.634595292454577e-09
1991,1.4712277085493497e-07,7.0337580204693495e-09
1992,1.5813539100406615e-07,2.7549720282848966e-09
1993,1.5066644820649344e-07,3.877445031719162e-09
1994,1.5033540812225965e-07,2.1099705871385765e-09
1995,1.4694841876661258e-07,4.880205572987961e-09
1996,1.6868371321976383e-07,4.80428297144897e-09
1997,1.6014947945564018e-07,3.3564262480467733e-09
1998,1.6259320112510522e-07,2.86087753487152e-09
1999,1.5721492374609625e-07,1.3710603763428253e-09
2000,1.5772373096467618e-07,3.534425307982758e-09
2001,1.8795399192583773e-07,1.3143635069212678e-09
2002,1.914593834584366e-07,6.1337101509018055e-09
2003,1.875115316352094e-07,3.75023062604285e-09
2004,2.2552531930841724e-07,3.523833003171717e-09
2005,1.639364910488439e-07,6.30524943368016e-09
2006,2.3430793127943161e-07,1.2353669198716943e-09
2007,2.1050906262587432e-07,3.994479552682506e-09
2008,2.7375337552371093e-07,2.128719839289417e-09
2009,2.9372066379096395e-07,2.860915504498962e-09
2010,4.3364418722546816e-07,1.8895172648747405e-09
2011,4.5925904501586956e-07,3.0591775501687124e-09
2012,6.243399468530697e-07,5.446804340891731e-09
2013,6.417776852174484e-07,4.7415126269712005e-09
2014,7.503267838160355e-07,9.744503232100854e-09
2015,7.671567487932407e-07,4.211493265238175e-09
2016,8.167293721328406e-07,4.971215994409306e-09
2017,9.737931421227586e-07,6.54058951443659e-09
2018,1.1670810451391844e-06,3.614053334377587e-09
2019,1.0614659586849484e-06,2.806086529805185e-09
