year,son_DET if_NOUN,son_DET vif_NOUN
1883,6.319338941018771e-10,1.1374810426900694e-08
1884,1.9805090900604227e-09,2.77271263726675e-08
1885,3.2228177904158883e-09,9.023889857573408e-09
1886,0.0,1.5488313631628614e-08
1887,6.528924623161458e-10,5.876032105334161e-09
1888,6.340614699951175e-10,9.510921827882157e-09
1889,2.506054641582267e-09,1.628935508701801e-08
1890,6.554386478008212e-10,2.9494739650637314e-08
1891,6.374220040683554e-10,1.2111018299343357e-08
1892,1.2537024751679837e-09,9.402768119670668e-09
1893,6.158416554491453e-10,8.005941687372342e-09
1894,1.8904617871129403e-09,2.0164925729204697e-08
1895,2.4074457982692365e-09,1.1435367985868083e-08
1896,5.89702897624278e-10,1.7101383420481397e-08
1897,0.0,2.330685422435863e-09
1898,5.6583548957434e-10,1.0185038590293516e-08
1899,0.0,1.879376654301268e-08
1900,0.0,8.824790675987515e-09
1901,0.0,7.824234593556412e-09
1902,0.0,1.1293652957267142e-08
1903,5.400220270956879e-10,4.320176216765503e-09
1904,0.0,5.912087708281888e-09
1905,1.5482277126999122e-09,1.2385821979155054e-08
1906,0.0,1.8519063615940468e-08
1907,5.142843373384665e-10,8.228549397415463e-09
1908,6.3848057951787496e-09,1.5716444368152338e-08
1909,1.1001967115120692e-09,1.4852655716435237e-08
1910,1.6032452032632705e-09,1.4429207162436342e-08
1911,4.25629931299909e-09,1.542908534268861e-08
1912,2.0837684910901544e-09,9.897900055122477e-09
1913,0.0,1.9090762359841307e-08
1914,1.3393487430235496e-09,1.0045115683698924e-08
1915,0.0,1.2958838335741518e-08
1916,0.0,2.5271163162088328e-08
1917,1.0966424435210342e-09,9.869782324756216e-09
1918,0.0,1.1486376294556067e-08
1919,0.0,1.1049418269237776e-08
1920,0.0,1.2872794385998532e-08
1921,2.27182422873895e-09,1.741731875393171e-08
1922,7.377935484775833e-10,8.853522359686394e-09
1923,2.1231896241147297e-09,2.653987074552333e-08
1924,1.289162443462999e-09,1.804827398643738e-08
1925,1.0998177923937646e-09,3.299453332772373e-08
1926,0.0,6.687683296036084e-09
1927,0.0,3.3447673075670536e-08
1928,0.0,1.3711249025050165e-08
1929,1.1140406375176326e-09,2.2280812306263442e-08
1930,1.0503603542488804e-09,1.575540586884472e-08
1931,0.0,6.843213995466613e-09
1932,0.0,1.753525857850491e-08
1933,1.1470662197865522e-09,1.261772819560747e-08
1934,3.5944740517379614e-09,1.3179738189705859e-08
1935,0.0,2.99207103537924e-08
1936,4.849885826274658e-09,1.091224355320719e-08
1937,0.0,1.2591118370153254e-08
1938,0.0,9.075650453382877e-09
1939,0.0,1.6823455517567254e-08
1940,0.0,1.2678914806940611e-08
1941,0.0,8.854507793643052e-09
1942,0.0,6.068423541449874e-09
1943,2.9032352077962287e-09,2.0322646676618206e-08
1944,3.2131861615880553e-09,1.6065930807940276e-08
1945,0.0,4.357008087652048e-09
1946,0.0,1.2528993842408909e-08
1947,0.0,2.0265479960812627e-08
1948,2.174377566888097e-09,7.610321262063735e-09
1949,0.0,6.8719057111366055e-09
1950,1.0635361480382244e-09,9.57182533234402e-09
1951,0.0,1.3859822622919182e-08
1952,0.0,8.435843024123812e-09
1953,0.0,2.0470272588113403e-08
1954,0.0,2.052232517257835e-08
1955,0.0,9.385607846468247e-09
1956,0.0,2.2674967681268754e-08
1957,8.835037701437898e-10,7.951533653738352e-09
1958,1.6544486891589827e-09,1.902615986981715e-08
1959,0.0,5.425523585955716e-09
1960,2.7683333403416555e-09,2.283875055741902e-08
1961,6.948159270159238e-10,1.945484617849047e-08
1962,2.5367825617905737e-09,2.663621678777872e-08
1963,6.466053248388448e-10,1.4871922249248826e-08
1964,6.083968329129164e-10,1.0951143103454797e-08
1965,1.6416130677043839e-09,2.2435377389218303e-08
1966,1.1078149508847446e-09,1.550940920136412e-08
1967,9.860671168482327e-10,9.86067127950463e-09
1968,8.982831700699023e-10,1.3025106104791462e-08
1969,4.5417578031781147e-10,1.3171097990039016e-08
1970,9.197450023812337e-10,1.74751555448438e-08
1971,1.541519245584766e-09,9.762954999992246e-09
1972,1.0260293725750103e-09,1.539044092169206e-08
1973,5.513203782392395e-10,1.268036875501366e-08
1974,2.8127858930915295e-09,1.012602895977821e-08
1975,1.1422960355389478e-09,1.0851812337620004e-08
1976,1.7140580066410394e-09,1.8854638739185248e-08
1977,0.0,1.1165885105413054e-08
1978,1.7821774056514528e-09,1.6039596650863075e-08
1979,5.851973350345929e-10,1.2289143924704149e-08
1980,2.2740603289328476e-09,5.68515062804309e-09
1981,1.897664858585557e-09,1.707898356073656e-08
1982,1.2415004579935385e-09,1.1173504455008754e-08
1983,6.315316047889041e-10,1.452522668810019e-08
1984,1.739702604197646e-09,8.118611560803402e-09
1985,3.609334831011779e-09,1.2632671797518924e-08
1986,5.994485463567401e-10,7.792831269171074e-09
1987,1.2221633705067347e-09,1.588812459374367e-08
1988,5.996553809062277e-10,1.9788627569905515e-08
1989,2.1952488715726304e-09,1.0976243913773942e-08
1990,0.0,1.3621627881210685e-08
1991,1.7584396161396398e-09,1.992898113201136e-08
1992,1.65298330578878e-09,1.1019888113139586e-08
1993,5.539207426075166e-10,1.32940979336027e-08
1994,2.1099705871385765e-09,1.1077346095955676e-08
1995,0.0,1.3013881527967897e-08
1996,1.067618438099771e-09,1.92171327739743e-08
1997,1.438468344439059e-09,1.1987236536725732e-08
1998,2.86087753487152e-09,4.291316191284977e-09
1999,1.8280804647829996e-09,1.27965633645033e-08
2000,0.0,1.678851901942835e-08
2001,4.3812117822561447e-10,9.20054432640427e-09
2002,0.0,1.401990912253126e-08
2003,0.0,1.208407618413787e-08
2004,4.404791253964646e-10,6.166707589017051e-09
2005,4.5037495954858286e-10,1.216012357474483e-08
2006,2.4707340062768424e-09,1.4412615101377924e-08
2007,1.5977917877663117e-09,7.589511075156707e-09
2008,0.0,6.386159684401704e-09
2009,0.0,5.245011536203492e-09
2010,2.3618964561933353e-09,1.1337103367203838e-08
2011,0.0,1.644307928705402e-08
2012,2.3829769546512836e-09,2.4170194984352023e-08
2013,2.2313000336282585e-09,5.578249862026041e-09
2014,4.330890313042346e-09,9.527959199395752e-09
2015,1.7732603163622684e-09,8.422986225165019e-09
2016,3.5212781579474495e-09,1.6570720490216573e-08
2017,1.0062445321423752e-09,1.3332739634552837e-08
2018,1.290733298020541e-09,7.744400065679002e-09
2019,2.55098775436835e-10,1.3265136378226572e-08
