year,certain_ADJ empire_NOUN,certain_ADJ vampire_NOUN
1800,3.458580977167003e-08,0.0
1801,3.5717739876872656e-08,0.0
1802,3.3567602031325805e-08,0.0
1803,2.5354410126965377e-08,0.0
1804,4.943701892301533e-09,0.0
1805,5.685755422035754e-09,0.0
1806,3.458002950651462e-08,0.0
1807,1.4234775136401367e-08,0.0
1808,4.305540457494317e-08,0.0
1809,2.0331274441787173e-08,0.0
1810,2.3401266702194334e-08,0.0
1811,2.5070767684098882e-09,0.0
1812,5.3344164641089264e-09,0.0
1813,8.627225156487839e-09,0.0
1814,1.8880061958270744e-08,0.0
1815,1.0788894222457657e-08,0.0
1816,2.3176038865813098e-08,0.0
1817,3.113746771532533e-08,0.0
1818,1.1921176934492905e-08,0.0
1819,8.280840013696888e-09,0.0
1820,2.8479554714522237e-08,0.0
1821,3.4515210245444905e-08,0.0
1822,3.0076847679083585e-08,0.0
1823,1.087095569118901e-08,0.0
1824,4.6316120716483056e-08,0.0
1825,4.0505039322624725e-08,0.0
1826,2.025836387531399e-08,0.0
1827,3.133872894522938e-08,0.0
1828,1.4675682002973645e-08,0.0
1829,2.3147574523818548e-08,0.0
1830,1.6698937344017395e-08,0.0
1831,1.4032085715598441e-08,0.0
1832,2.4353944638733083e-08,0.0
1833,4.6334514003376626e-09,0.0
1834,3.733812370398937e-09,0.0
1835,9.832014313815307e-09,0.0
1836,3.091545153210973e-08,0.0
1837,2.6439986200443855e-08,0.0
1838,1.2624323808552163e-08,0.0
1839,3.355908262392404e-08,0.0
1840,2.6752692505738196e-08,0.0
1841,3.2102743574569104e-08,0.0
1842,1.609983613093391e-08,0.0
1843,4.6073907356003474e-08,0.0
1844,2.195424464446205e-08,0.0
1845,5.747634901354104e-08,0.0
1846,4.2152407786488766e-08,0.0
1847,3.4516631330916425e-08,0.0
1848,3.057184372323718e-08,0.0
1849,2.5976186535103807e-08,0.0
1850,3.733947906425783e-08,0.0
1851,2.579775504329973e-08,0.0
1852,7.0313888045348e-08,0.0
1853,2.388772735173461e-08,0.0
1854,4.676098086520142e-08,0.0
1855,4.351688431825096e-08,0.0
1856,5.7466799319172424e-08,0.0
1857,3.270611159678083e-08,0.0
1858,4.0128142586581816e-08,0.0
1859,2.5460867192350634e-08,0.0
1860,3.295572525985335e-08,0.0
1861,5.847795137015055e-08,0.0
1862,6.00892207103243e-08,0.0
1863,3.8958042125614156e-08,0.0
1864,3.691940619887646e-08,0.0
1865,5.130460323243824e-08,0.0
1866,4.379051726788319e-08,0.0
1867,3.4454963326879806e-08,0.0
1868,5.236266531483125e-08,0.0
1869,3.564969119906891e-08,0.0
1870,3.4404294524392753e-08,0.0
1871,1.911811864374613e-08,0.0
1872,2.4189358072135292e-08,0.0
1873,3.1725821969530443e-08,0.0
1874,5.197909791476718e-08,0.0
1875,3.089624556196213e-08,0.0
1876,2.8416270225761764e-08,0.0
1877,1.5462040536817767e-08,0.0
1878,2.8383716710322915e-08,0.0
1879,3.848874996492668e-08,0.0
1880,1.4761046607247863e-08,0.0
1881,2.5101027034679646e-08,0.0
1882,2.3293848627758962e-08,0.0
1883,2.9700892412165558e-08,0.0
1884,1.914492120391742e-08,0.0
1885,2.127059772760731e-08,0.0
1886,2.19417763958063e-08,0.0
1887,2.415702127223085e-08,0.0
1888,3.1703073499755874e-09,0.0
1889,2.0674951528576457e-08,0.0
1890,2.5562107097698572e-08,0.0
1891,1.0836173736095134e-08,0.0
1892,9.402768341715273e-09,0.0
1893,1.3548516086814288e-08,0.0
1894,2.898708162391017e-08,0.0
1895,1.745398137131815e-08,0.0
1896,1.415286948747152e-08,0.0
1897,2.2724183423861177e-08,0.0
1898,2.0370077180587032e-08,0.0
1899,1.6582735185011188e-08,0.0
1900,1.86877908703309e-08,0.0
1901,1.676621685930968e-08,0.0
1902,2.0132164380015638e-08,0.0
1903,2.9161189019077938e-08,0.0
1904,1.289910045443321e-08,0.0
1905,1.548227701597682e-08,0.0
1906,7.201858220895474e-09,0.0
1907,4.6285588695127444e-09,0.0
1908,1.620758460774141e-08,0.0
1909,1.4852655993990993e-08,0.0
1910,1.1757131268552712e-08,0.0
1911,1.2236860302827779e-08,0.0
1912,1.7712032729377825e-08,0.0
1913,1.856046338843953e-08,0.0
1914,2.343860217024485e-08,0.0
1915,1.1780761921542648e-09,0.0
1916,6.592477230782379e-09,0.0
1917,5.483212106582869e-09,0.0
1918,1.9526840588923733e-08,0.0
1919,1.1049417880659718e-08,0.0
1920,1.2872794385998532e-08,0.0
1921,6.815472630705699e-09,0.0
1922,3.6889677978990676e-09,0.0
1923,7.431163684401554e-09,0.0
1924,1.5469948877466777e-08,0.0
1925,1.5397448649423495e-08,0.0
1926,6.687683296036084e-09,0.0
1927,1.6723836537835268e-08,0.0
1928,1.1426041002238208e-08,0.0
1929,1.4482528065684619e-08,0.0
1930,2.100720708497761e-09,0.0
1931,6.843213995466613e-09,0.0
1932,1.4247398039124448e-08,0.0
1933,1.261772819560747e-08,0.0
1934,4.7926320689839486e-09,0.0
1935,5.98414207075848e-09,0.0
1936,7.274828739411987e-09,0.0
1937,5.0364472592434595e-09,0.0
1938,1.2965214457594243e-09,0.0
1939,1.3764645423464117e-08,0.0
1940,0.0,0.0
1941,5.9030051957620344e-09,0.0
1942,6.068423541449874e-09,0.0
1943,8.709705845433291e-09,0.0
1944,3.2131861615880553e-09,0.0
1945,6.535512131478072e-09,0.0
1946,1.2528993842408909e-08,0.0
1947,5.960435700558264e-09,0.0
1948,1.7395020535104777e-08,0.0
1949,5.890204768377316e-09,0.0
1950,5.317680740191122e-09,0.0
1951,2.1322803522849654e-09,0.0
1952,4.2179215675730575e-09,0.0
1953,7.54167928107563e-09,0.0
1954,3.9090144454689835e-09,0.0
1955,3.754243138587299e-09,0.0
1956,3.488456634670456e-09,0.0
1957,1.7670075402875796e-09,0.0
1958,6.617794756635931e-09,0.0
1959,1.007597205671118e-08,0.0
1960,9.689166802218097e-09,0.0
1961,1.2506686519753174e-08,0.0
1962,2.029426049432459e-08,0.0
1963,4.526237384894216e-09,6.466053248388448e-10
1964,5.475571551727398e-09,0.0
1965,5.47204326295514e-09,0.0
1966,7.754704434148607e-09,0.0
1967,5.423369309198733e-09,0.0
1968,8.084548142051062e-09,0.0
1969,4.995933444718048e-09,0.0
1970,8.737577605888447e-09,0.0
1971,4.624557736754298e-09,0.0
1972,1.3851396807318395e-08,0.0
1973,8.821126051827832e-09,0.0
1974,2.812785782069227e-09,0.0
1975,5.140332159925265e-09,0.0
1976,3.999468867199596e-09,0.0
1977,8.227494963097826e-09,0.0
1978,1.0099005187669263e-08,0.0
1979,6.437170796402825e-09,0.0
1980,5.6851505725319385e-09,0.0
1981,2.5302198114474095e-09,0.0
1982,1.0552753781922775e-08,0.0
1983,1.89459470334441e-09,0.0
1984,2.8995041922996734e-09,0.0
1985,3.609334831011779e-09,0.0
1986,1.019062523255343e-08,0.0
1987,4.888653315493485e-09,0.0
1988,1.7989661427186832e-09,0.0
1989,5.488121956886971e-09,0.0
1990,7.628111475810329e-09,0.0
1991,3.5168792322792797e-09,0.0
1992,5.5099441120809445e-09,0.0
1993,3.323524400133948e-09,0.0
1994,4.2199412852994556e-09,0.0
1995,7.0491861237087505e-09,0.0
1996,5.3380921904988554e-09,5.338092190498855e-10
1997,3.835915585170824e-09,0.0
1998,3.814503379828693e-09,0.0
1999,7.3123217758652714e-09,0.0
2000,4.859834756842929e-09,0.0
2001,5.257454027685071e-09,0.0
2002,5.695587890208742e-09,0.0
2003,2.9168460979889232e-09,0.0
2004,3.9643119897903034e-09,0.0
2005,1.8014998381943315e-09,0.0
2006,7.0004128605027915e-09,4.1178899179428186e-10
2007,5.1928234212628155e-09,0.0
2008,7.663391476953052e-09,0.0
2009,5.721830786953319e-09,0.0
2010,3.3066551718974324e-09,9.447586046817946e-10
2011,5.7359579308524644e-09,1.1471915639660324e-09
2012,3.7446779566074895e-09,2.0425516833455504e-09
2013,5.578249973048344e-09,3.6258624991347688e-09
2014,5.846702150202887e-09,3.897801192920269e-09
2015,5.984753762011685e-09,2.438232948875907e-09
2016,1.0978101983027955e-08,1.6570720351438695e-09
2017,3.773417051045058e-09,4.528100561174142e-09
2018,3.872200005083926e-09,2.323319980845895e-09
2019,4.5917777913295765e-09,3.06118530524202e-09
