year,en_ADP ère_NOUN,en_ADP ere_NOUN,en_ADP verres_NOUN
1800,1.8864987794131594e-08,1.0690159246706799e-07,1.9808235984797307e-07
1801,3.333655484993869e-08,7.1435474868764e-08,1.8335106233280385e-07
1802,2.2378401354217203e-09,2.2378401354217203e-09,1.1189200677108602e-07
1803,1.950339267864365e-08,5.0708818033484704e-08,1.2677204841438083e-07
1804,4.943701892301533e-09,4.943701892301533e-09,6.673997887673977e-08
1805,5.685755422035754e-09,2.842877711017877e-09,7.675770063997334e-08
1806,0.0,3.1698359492793315e-08,8.35684019762084e-08
1807,2.8469551160981155e-09,0.0,5.97860605466849e-08
1808,1.1330369531492579e-08,6.118399653587403e-08,4.985362878073829e-08
1809,9.036122072814123e-09,9.036122072814123e-09,6.777091510201672e-08
1810,4.212228077449254e-08,7.020380277111826e-09,1.6146874770583963e-07
1811,5.0141535368197765e-09,2.5070767684098882e-09,6.769107585569145e-08
1812,8.00162425207418e-09,1.8670457180292033e-08,3.467370746079723e-08
1813,0.0,0.0,1.8404746526812232e-07
1814,1.2586708564299443e-08,3.1466771410748606e-09,1.4789382873914292e-07
1815,2.697223555614414e-09,3.506390644503199e-08,1.8880564311984926e-07
1816,0.0,1.4832664874120383e-07,2.016315363562171e-07
1817,1.556873407970727e-09,6.227493631882908e-09,9.963989811012652e-08
1818,7.152706427149269e-09,2.384235475716423e-09,5.841376804482934e-08
1819,1.7596784473994376e-08,3.933399084221634e-08,5.900098543065724e-08
1820,1.1866481131050932e-09,2.3732962262101864e-08,3.322614716694261e-08
1821,7.88919063410276e-09,1.7750678149575094e-08,7.494731057988702e-08
1822,5.012807946513931e-09,1.2030739071633434e-08,8.421517350143404e-08
1823,2.8659792761231984e-08,1.4824030780680175e-08,6.81905376609393e-08
1824,1.0105335235266466e-08,0.0,7.494790565942822e-08
1825,1.584979791857677e-08,0.0,9.862096161938894e-08
1826,2.642395191543301e-09,1.1450379977517855e-08,6.958307352533666e-08
1827,1.8434546111834038e-09,2.21214555007343e-08,7.097300586123012e-08
1828,8.255071293206129e-09,4.5861504760491556e-08,5.319934714975716e-08
1829,1.0287811491593857e-08,2.8291481157793896e-08,9.687688679038686e-08
1830,4.174734336004349e-09,1.0436835840010872e-09,1.502904425354501e-07
1831,0.0,9.35472388441383e-09,7.327867024287116e-08
1832,5.411987746839486e-09,2.705993873419743e-09,8.38858085216998e-08
1833,8.108539617524002e-09,2.3167257001688313e-09,9.266902623039641e-08
1834,1.213489042584115e-08,9.334530703952737e-09,1.820233497262791e-07
1835,1.2100940693926532e-08,6.050470346963266e-09,7.941242330389287e-08
1836,1.68018754465038e-08,1.3441500135158435e-09,8.26652244434456e-08
1837,2.7831563720326358e-09,0.0,1.2524203718555782e-07
1838,3.787297142565649e-09,6.312161904276081e-10,8.332053624826585e-08
1839,1.4682098203877558e-08,5.593180252283503e-09,1.1885507977815735e-07
1840,3.4396318682183846e-08,1.7198159563136528e-08,9.427139102680115e-08
1841,2.0545755319290038e-08,4.044945711711989e-08,1.425361801921099e-07
1842,8.049918065466954e-09,1.542900918138912e-08,1.2611538746654105e-07
1843,1.1813821920725331e-08,2.3627644840651385e-09,1.1636614899446229e-07
1844,6.586273748609983e-09,2.195424508855126e-09,5.43367555394525e-08
1845,2.17628883802945e-08,6.696273757711424e-09,1.6796485757808455e-07
1846,1.2879903366069811e-08,1.7563503984519002e-09,1.0362467706137579e-07
1847,4.0988499705463255e-08,6.47186837454683e-09,9.492073616002017e-08
1848,2.413566457803995e-09,8.045221711050488e-10,9.654266164282888e-08
1849,1.6758829879393033e-09,1.6758829879393033e-09,7.709061833338637e-08
1850,4.752297222410107e-09,1.5614690873633208e-08,1.602203001382918e-07
1851,4.514607354622058e-09,1.2898877521649865e-09,1.3350337568773796e-07
1852,5.859490670445666e-09,1.9531636308300904e-09,9.244974252808902e-08
1853,3.58315901394235e-08,2.209614846648833e-08,1.027172265022358e-07
1854,1.2989160858012383e-08,0.0,1.0910895298366086e-07
1855,4.776243400783642e-09,5.306937111981824e-10,9.074862816760287e-08
1856,4.141751386299575e-09,4.6594703095870216e-09,1.0043746756505101e-07
1857,2.245494101771328e-08,4.881509085841174e-10,9.56775778604424e-08
1858,1.3212924976357954e-08,3.4255732694887797e-09,9.444794812907276e-08
1859,5.601390462572908e-09,1.5276520048956854e-09,1.1100937724606297e-07
1860,1.1900677776566226e-08,2.746310290291376e-09,1.0573295128324389e-07
1861,1.4147890858851042e-08,3.018216815364738e-08,8.347255509022489e-08
