year,en_ADP oies_NOUN,en_ADP voix_NOUN
1857,9.763018171682347e-10,1.4254005975544715e-07
1858,1.468102750479261e-09,1.1451201942236366e-07
1859,3.5645213447565993e-09,1.5276519604867644e-07
1860,5.95033897154984e-09,1.0664838590024317e-07
1861,8.017138342086838e-09,1.4430849609725627e-07
1862,9.035972525772706e-10,1.8026765524759014e-07
1863,4.9946209945694875e-09,7.292146708692826e-08
1864,9.589455896019672e-10,1.2034767415958214e-07
1865,3.2947911621228343e-09,8.80179895634825e-08
1866,6.811858188626729e-09,1.2504624768983064e-07
1867,4.85281148598915e-10,1.5626052629613696e-07
1868,5.433861360870651e-09,1.1608704075793952e-07
1869,1.953407657850903e-09,1.1866951865613373e-07
1870,1.1468097582678638e-09,1.0780011905353604e-07
1871,1.0621177271019633e-09,8.709365162395954e-08
1872,1.2094678591978436e-09,1.7476810920680208e-07
1873,2.9930022349411445e-09,1.0894527946447852e-07
1874,4.182226565063729e-09,1.2247949143784354e-07
1875,5.149374260327022e-09,1.2015207556670404e-07
1876,8.464420275799966e-09,1.8198504658784032e-07
1877,2.4739263970730008e-09,1.731748451305748e-07
1878,1.3285995414946683e-08,1.9083519808837934e-07
1879,1.0996785704264767e-08,1.2463024112729926e-07
1880,1.1552123035940554e-08,1.2001373161929507e-07
1881,6.972507571312292e-10,1.2341338617716247e-07
1882,6.655385131892899e-10,1.1713477476860135e-07
1883,1.2006744043446815e-08,1.4344899162965774e-07
1884,3.300848483434038e-09,1.683432797605633e-07
1885,7.090199094506033e-09,1.4760505551159042e-07
1886,1.5488312854472497e-08,1.6843539984989775e-07
1887,7.834709769838355e-09,1.2470246080198422e-07
1888,1.7119660356001987e-08,1.2300792473496358e-07
1889,1.8795409673089125e-09,9.961567515315295e-08
1890,5.243509182406569e-09,1.25844217935267e-07
1891,3.1871101313640793e-09,1.2429728712959331e-07
1892,6.268512375839919e-09,1.2725079634456904e-07
1893,6.158416498980301e-09,1.1516238629383224e-07
1894,5.041231432301174e-09,1.2981171337855812e-07
1895,1.745398137131815e-08,1.1375181596662287e-07
1896,2.948514543632541e-09,1.5037423828356822e-07
1897,6.992056045262984e-09,1.5382524054530222e-07
1898,1.923840653450526e-08,1.1033791902370638e-07
1899,6.080336234504102e-09,1.2050120723472446e-07
1900,4.15284251431558e-09,1.1991333126459836e-07
1901,6.147612696683069e-09,1.195990153579629e-07
1902,1.6694965410124496e-08,1.2423018569407418e-07
1903,1.0260418292773466e-08,1.0638433911580591e-07
1904,2.6873125946735854e-09,8.760639058635888e-08
1905,5.160759042333041e-10,8.77329016657491e-08
1906,9.259531807970234e-09,1.0751345769222098e-07
1907,6.685696440911215e-09,1.5839957878682753e-07
1908,4.4202501658929805e-09,1.0706828312834205e-07
1909,6.60118004702781e-09,8.911593485372293e-08
1910,2.137660271017694e-09,1.0902067648643765e-07
1911,2.128149656499545e-09,1.2928509596221716e-07
1912,5.209421061191932e-09,9.533241041026486e-08
1913,5.302989602995467e-09,9.70447102677241e-08
1914,4.018046340092951e-09,9.710278148222784e-08
1915,5.890381071793627e-09,8.599955947374838e-08
1916,3.2962386153911893e-09,1.0767713121140332e-07
1917,3.289927441585405e-09,1.0198774946790223e-07
1918,3.44591288836682e-09,6.891825687915798e-08
1919,2.762354511798293e-09,1.0957339213746309e-07
1920,9.086678076641874e-09,1.2039848362732641e-07
1921,7.572747429129834e-10,1.3252308328493e-07
1922,2.951174193910333e-09,1.0255330096242687e-07
1923,2.1231896241147297e-09,1.0085150980998492e-07
1924,5.156649662829693e-09,1.0700048092004977e-07
1925,7.698724768800957e-09,1.506750351154551e-07
1926,1.1146138456652466e-09,9.028371938946123e-08
1927,6.689535148041159e-09,1.1483701456427298e-07
1928,2.2852082448565625e-09,9.826395341860916e-08
1929,3.342121912552898e-09,1.2365850921014498e-07
1930,2.100720708497761e-09,7.982738736700412e-08
1931,4.5621426636444085e-09,1.0036713860017699e-07
1932,6.575722188983946e-09,4.931791508511196e-08
1933,0.0,9.979476245369767e-08
1934,3.5944740517379614e-09,6.709684718941844e-08
1935,3.590485242455088e-09,9.454944649434083e-08
1936,2.424942913137329e-09,8.487300240389573e-08
1937,0.0,1.485751921492806e-07
1938,9.075650453382877e-09,9.853562854544862e-08
1939,1.070583532936098e-08,6.117620188206274e-08
1940,7.607348750937604e-09,6.339457270243543e-08
1941,0.0,2.2726569781639228e-07
1942,3.034211770724937e-09,1.2136847260535433e-07
1943,2.9032352077962287e-09,5.8064703267746154e-08
1944,0.0,7.711646787811333e-08
1945,4.357008087652048e-09,5.010559434026618e-08
1946,0.0,9.048717686255259e-08
1947,2.3841741914054637e-09,7.510148725131671e-08
1948,1.0871887834440486e-09,1.043701247649409e-07
1949,9.817008317369869e-10,3.445769962695522e-07
1950,1.0635361480382244e-09,3.2225143797859346e-07
1951,3.198420528427448e-09,1.1301086066950461e-07
1952,9.490323193972472e-09,6.748674508116892e-08
1953,8.619062019654677e-09,8.080370239582635e-08
1954,9.772536113672459e-10,1.2802022153479697e-07
1955,1.8771215692936494e-09,9.291751723594643e-08
1956,1.744228317335228e-09,9.593255612116991e-08
1957,0.0,8.65833698071583e-08
1958,0.0,1.207747566400741e-07
1959,6.975672928177801e-09,1.0696032148871382e-07
1960,3.460416619915918e-09,1.8409416657760858e-07
1961,3.47407969059077e-09,1.2576168284539335e-07
1962,6.341956404476434e-10,2.2894462681222194e-07
1963,2.5864212993553792e-09,1.7329022483636436e-07
1964,2.4335873316516654e-09,1.0038547904045458e-07
1965,1.6416130677043839e-09,1.800302271703913e-07
1966,7.754704434148607e-09,1.1909010444455248e-07
1967,5.916402701089396e-09,1.2670962767913352e-07
1968,4.491415656060482e-09,2.313079128235529e-07
1969,3.1792304344691047e-09,1.5759898985834297e-07
1970,9.197450023812337e-10,1.95445818640394e-07
1971,3.596878239697787e-09,1.695671236756624e-07
1972,2.0520587451500205e-09,3.211471835129487e-07
1973,4.410563025913916e-09,2.249387134334313e-07
1974,2.812785782069227e-09,1.974575614127616e-07
1975,3.4268881066168433e-09,1.7819818731723558e-07
1976,1.7140580066410394e-09,2.268270136163153e-07
1977,2.3507127355770763e-09,2.773841165648605e-07
1978,8.316827893040113e-09,3.6772261591266897e-07
1979,7.607565244427406e-09,2.785539210403698e-07
1980,2.8425752862659692e-09,2.5753732946220964e-07
1981,8.223214109648325e-09,3.036263853672949e-07
1982,4.345251713999687e-09,4.202478915971142e-07
1983,6.315316158911344e-09,4.787009491025174e-07
1984,5.219107812592938e-09,3.850541627770099e-07
1985,1.8046674155058895e-09,4.3492484635976325e-07
1986,4.795588426365072e-09,4.471886114743029e-07
1987,3.0554083707556856e-09,4.375344992979535e-07
1988,4.197587610832443e-09,4.989132786903383e-07
1989,6.585746614717891e-09,3.9130312057267247e-07
1990,5.44865097484859e-10,3.672390729292374e-07
1991,1.7584396161396398e-09,4.314038353214755e-07
1992,4.4079553340736766e-09,4.65590274778549e-07
1993,3.323524566667402e-09,5.029600611550222e-07
1994,3.6924485691258724e-09,5.301301495563848e-07
1995,1.0844901643380922e-09,4.5602812548395377e-07
1996,4.270473752399084e-09,5.001792136027916e-07
1997,7.192341833217597e-09,5.375076828073588e-07
1998,4.7681290027412615e-09,5.302159964415409e-07
1999,2.285100553223174e-09,5.420258437638381e-07
2000,3.97622823555821e-09,5.063063817090097e-07
2001,3.5049694258049158e-09,6.322088577093155e-07
2002,5.6955880012310445e-09,6.738318862886672e-07
2003,2.9168460979889232e-09,5.775355376158586e-07
2004,1.7619165015858584e-09,7.668741446309468e-07
2005,4.503749373441224e-09,6.071054716727531e-07
2006,3.294311934354255e-09,6.605095315137532e-07
2007,3.1955835755326234e-09,6.307283300088784e-07
2008,3.405951742863067e-09,6.49259526142032e-07
2009,9.53638501499654e-10,5.583553690513554e-07
2010,1.4171379625338432e-09,4.7379645362610745e-07
2011,2.2943831279320648e-09,5.005579328809517e-07
2012,1.0212758416727752e-09,4.4187199854661685e-07
2013,1.9523875849358774e-09,4.298041798023178e-07
2014,2.815078836704288e-09,3.436561506475755e-07
2015,4.43315073539452e-09,3.825809082869114e-07
2016,3.935546111222266e-09,3.914832547025071e-07
2017,2.7671724911471074e-09,4.674005715799012e-07
2018,3.872199894061623e-09,4.117439491579944e-07
2019,4.08158040698936e-09,4.0178056970319176e-07
