year,en_ADP air_NOUN,en_ADP verres_NOUN
1860,2.2016254042078742e-07,1.0573295128324389e-07
1861,1.787350306092783e-07,8.347255509022489e-08
1862,2.466820419877447e-07,9.171512260763848e-08
1863,1.4883970733681195e-07,5.793760138317339e-08
1864,9.829192038068868e-08,9.82919260428261e-08
1865,8.425251213362017e-08,6.589581857951998e-08
1866,1.7954111974916032e-07,6.082016296149462e-08
1867,1.465549051005155e-07,8.783588789640362e-08
1868,1.1262912769094413e-07,1.0274937911614046e-07
1869,1.3771524309813543e-07,9.034510384253736e-08
1870,1.2614906896857292e-07,7.339582452914328e-08
1871,1.115223595693493e-07,6.585129597169725e-08
1872,1.5420715726577328e-07,6.289232934442168e-08
1873,7.302925214558442e-08,6.28530475443867e-08
1874,1.69081439682639e-07,5.914862910572083e-08
1875,1.0241533254795598e-07,7.609630853222527e-08
1876,1.6566080840441089e-07,7.013377256726017e-08
1877,1.0699732011509866e-07,9.029831460338755e-08
1878,1.6547102504871347e-07,7.911205995858595e-08
1879,6.659164597522249e-08,8.125402295444673e-08
1880,1.1167052460514526e-07,8.664092709942395e-08
1881,1.1713813058422673e-07,9.691785607390813e-08
1882,1.0715170062347568e-07,9.317538895992072e-08
1883,1.131161653233903e-07,8.27833401273459e-08
1884,1.7296446674919252e-07,9.440426840257032e-08
1885,1.4180398011376383e-07,7.605849816627597e-08
1886,1.0906354014350583e-07,8.905779835810534e-08
1887,8.161155939934162e-08,8.226445263881388e-08
1888,1.0715638998348709e-07,7.29170686053493e-08
1889,8.645888804892365e-08,8.019375002943363e-08
1890,1.7238036653655087e-07,5.636772382189292e-08
1891,2.42220368873447e-07,8.796423389689778e-08
1892,1.1847488301519604e-07,1.1784803466419191e-07
1893,1.422594238520425e-07,1.2070496097082994e-07
1894,1.9282710761459043e-07,8.885170132977294e-08
1895,1.0352017021375559e-07,5.236194766666813e-08
1896,7.194375445385148e-08,6.958494225273171e-08
1897,1.1070755412401212e-07,5.5353779560007865e-08
1898,1.9181822974445595e-07,4.6964345301603316e-08
1899,1.0060192678906787e-07,9.562710445720768e-08
1900,1.3496738171525635e-07,6.592637713520588e-08
1901,1.279821263411307e-07,5.756401227907659e-08
1902,2.533706344731712e-07,6.088752257937813e-08
1903,1.3608554705335507e-07,8.100330495253161e-08
1904,1.4135264425618743e-07,5.858341456388416e-08
1905,1.475977098319703e-07,5.212366682716407e-08
1906,2.052529679552606e-07,8.024927894423328e-08
1907,2.2062798410438234e-07,7.868550566669796e-08
1908,2.3329098763902323e-07,6.384805772974289e-08
1909,3.15206349466024e-07,8.141455731802694e-08
1910,3.6340225884057276e-07,9.298822289949271e-08
1911,3.9902805815117404e-07,8.140172147452773e-08
1912,4.625965921434272e-07,5.0531384132579404e-08
1913,5.09087001221431e-07,7.583275085654151e-08
1914,3.0202313938687553e-07,6.294939081108453e-08
1915,1.8377989163820274e-07,1.8849218963445935e-08
1916,1.50528225217883e-07,3.7357372528745714e-08
1917,1.381769423325352e-07,4.276905518629803e-08
1918,2.6303800471083605e-07,4.5945506066402686e-08
1919,2.642652502382603e-07,3.591060920848932e-08
1920,2.854731246948461e-07,5.7548959819797574e-08
1921,2.6504616346123555e-07,5.982470385745842e-08
1922,2.751969887526684e-07,6.197465773905009e-08
1923,2.558443532585386e-07,7.643482735630869e-08
1924,2.2947091282699006e-07,9.668718004007815e-08
1925,3.277457034656095e-07,1.0338287070865704e-07
1926,2.920288224572687e-07,6.910605598875463e-08
1927,2.129501930347999e-07,9.030871972459664e-08
1928,2.31948637186008e-07,9.25509303639771e-08
1929,2.551153110985638e-07,8.578112642432245e-08
1930,2.468346705919444e-07,1.7225909765272718e-07
1931,4.573547949249246e-07,8.43996410537784e-08
1932,3.9563927378694075e-07,6.685317377463917e-08
1933,3.8082598163846626e-07,4.81767814530798e-08
1934,3.774197683270586e-07,4.4331844861744685e-08
1935,5.732808050495919e-07,6.582556455470012e-08
1936,4.692264652383926e-07,6.668592922309813e-08
1937,4.293571240765459e-07,6.04373666668323e-08
1938,4.2914859399445504e-07,5.8343464615084883e-08
1939,4.909389987872714e-07,6.270560959364957e-08
1940,6.187310546135194e-07,8.621662117569429e-08
1941,4.574829119974311e-07,5.01755446080665e-08
1942,4.247896423503761e-07,9.70947773293318e-08
1943,9.929064368474627e-07,4.3548528783077245e-08
1944,4.6269882147953467e-07,6.747690761699232e-08
1945,9.389352637612092e-07,4.1391577720872874e-08
1946,4.134568101221703e-07,4.31554223467856e-08
1947,5.161737379744125e-07,3.2186353138285995e-08
1948,4.435730192042797e-07,1.9569398546082084e-08
1949,4.7317980900185574e-07,4.123143582113187e-08
1950,5.221962715573625e-07,5.636741562398129e-08
1951,4.659032604159563e-07,3.4116485636559446e-08
1952,5.388395063476992e-07,2.8470971358274255e-08
1953,5.289949411846351e-07,5.171437023054892e-08
1954,6.74304979852991e-07,5.0817188235185995e-08
1955,5.406109884198429e-07,3.378818780319648e-08
1956,5.843164938568179e-07,4.709416612236339e-08
1957,5.009466179650701e-07,4.329168490357915e-08
1958,6.444077458311881e-07,3.9706769427994004e-08
1959,4.7512084933032384e-07,3.952881511004591e-08
1960,5.294437523950535e-07,4.6369582840100065e-08
1961,4.3703921681625957e-07,6.044898404056198e-08
1962,4.7564672556177356e-07,5.136984659870336e-08
1963,4.4615768057809646e-07,4.914200590899753e-08
1964,4.7637472228023725e-07,4.380457330199761e-08
1965,4.5801002546141945e-07,5.855086593342662e-08
1966,5.383980679063427e-07,7.14540631108207e-08
1967,5.166991521310393e-07,5.620582554932696e-08
1968,4.051256959902716e-07,6.60238110850031e-08
1969,4.514507359054676e-07,1.1172724379004961e-07
1970,3.7893495408169997e-07,7.449934430470151e-08
1971,4.3933299265219716e-07,7.604828455853863e-08
1972,3.729616903092037e-07,1.0619403950640205e-07
1973,4.1018235097389777e-07,6.28505208433161e-08
1974,4.0672883683257055e-07,6.18812851516104e-08
1975,4.1065541767082436e-07,7.253579736854476e-08
1976,4.079458255645818e-07,7.313314215329214e-08
1977,4.01384201875743e-07,4.877729048446966e-08
1978,3.386137139571588e-07,3.62376069151793e-08
1979,3.440960313350061e-07,4.7986180362613595e-08
1980,3.2234804003827833e-07,4.6618234716966356e-08
1981,2.859148393596911e-07,2.5934752456713284e-08
1982,3.0478835211233957e-07,3.2279012573965815e-08
1983,2.7345319608684804e-07,4.862793312465641e-08
1984,2.52836773739773e-07,3.015484395518797e-08
1985,3.0739501566401373e-07,2.5866898734072663e-08
1986,2.673540528963514e-07,3.177077279037377e-08
1987,3.611492629396196e-07,4.5831125561335284e-08
1988,2.5065594289053195e-07,4.137622150457432e-08
1989,1.909866496063728e-07,2.9635859655208208e-08
1990,2.2557414969259781e-07,3.3781634489749024e-08
1991,2.3035557727979494e-07,3.2824205853376753e-08
1992,1.630943504693505e-07,3.8569610227856543e-08
1993,2.2046045700108152e-07,2.1602909683338112e-08
1994,1.524453796530878e-07,2.479215588380157e-08
1995,2.125600774283143e-07,2.711225349782964e-08
1996,2.0605035411236372e-07,3.683283678057592e-08
1997,1.0980308384755944e-07,2.3494982182015178e-08
1998,1.316003657159115e-07,3.194646647219912e-08
1999,1.6955446535682483e-07,2.6050146761935622e-08
2000,1.9483518709506598e-07,2.5624583566141723e-08
2001,1.296838689768265e-07,2.8039755406439326e-08
2002,1.305603966050839e-07,2.8039817578928705e-08
2003,1.5042591949843143e-07,2.875176896566245e-08
2004,1.700249482594618e-07,1.6297727611913615e-08
2005,1.5763123639711552e-07,2.0717248361279417e-08
2006,2.2442499875152677e-07,3.3354908168803377e-08
2007,1.6417310089167358e-07,3.0358044966760644e-08
2008,1.4092124867026712e-07,3.1930796756673985e-08
2009,2.5891284249901503e-07,5.006602066259802e-08
2010,2.116259318896141e-07,3.4011311100812236e-08
2011,2.2255517517777434e-07,3.403335116503037e-08
2012,2.291062098924712e-07,3.608507981311959e-08
2013,1.5284404897286663e-07,2.9564726222730542e-08
2014,1.4768336260850834e-07,3.0099688880236286e-08
2015,2.0569820136095984e-07,4.588311042219573e-08
2016,1.6715714334925025e-07,5.178350193091319e-08
2017,1.4439609019589739e-07,3.2702947294627194e-08
2018,1.3449441449431276e-07,4.130346847874833e-08
2019,1.9004859225235649e-07,3.851991436931712e-08
