year,en_ADP oie_NOUN,en_ADP voies_NOUN
1899,7.738609753005221e-09,5.1959236913035056e-08
1900,8.30568502863116e-09,7.838490034828283e-08
1901,1.620734302321125e-08,5.47696430430733e-08
1902,7.365425880312415e-09,5.990546014800202e-08
1903,9.1803746826713e-09,5.184211460118604e-08
1904,4.837162670412454e-09,4.568431322127253e-08
1905,1.4450125374043665e-08,6.399341145879589e-08
1906,1.0288368990085672e-08,8.385021033063822e-08
1907,1.2342823652033985e-08,6.58283951793237e-08
1908,1.7680999775393502e-08,6.237463878733251e-08
1909,5.500983557560346e-10,6.381140593703094e-08
1910,1.4963622119168463e-08,3.4202564336283103e-08
1911,5.3203743632934675e-09,5.4267815130515373e-08
1912,9.376957876838787e-09,5.574080574888285e-08
1913,1.0075680734189518e-08,6.310557409960893e-08
1914,6.696743604095445e-09,6.964613419313537e-08
1915,1.6493066468115103e-08,6.008188790929125e-08
1916,1.0987462051303964e-09,1.032821401736328e-07
1917,1.315970976634162e-08,9.102132025873289e-08
1918,4.594550517822427e-09,7.121553124989077e-08
1919,8.287063479883727e-09,8.747456092805805e-08
1920,1.0601124866838063e-08,9.919623522591792e-08
1921,5.300923255902035e-09,6.891200143854803e-08
1922,3.6889677978990676e-09,5.3858929760508545e-08
1923,7.431163684401554e-09,5.095655097875351e-08
1924,9.024137215263295e-09,5.1566498626698376e-08
1925,1.2097995494286806e-08,8.578578558626759e-08
1926,2.229227691330493e-09,6.018914433525424e-08
1927,1.0034302277972529e-08,6.243566019747959e-08
1928,2.2852082337543322e-08,5.713020456710183e-08
1929,6.684243603061191e-09,9.35794162160164e-08
1930,1.3654684494213143e-08,6.302162347537887e-08
1931,1.1405356659111021e-08,9.694553426697894e-08
1932,5.4797681947604815e-09,1.150751316458809e-07
1933,1.1470662641954732e-08,8.144170493551428e-08
1934,1.3179738189705859e-08,5.391711255242626e-08
1935,2.393656828303392e-09,6.702239119249498e-08
1936,2.424942913137329e-09,6.547345776652946e-08
1937,5.0364472592434595e-09,8.687871400070435e-08
1938,9.075650453382877e-09,7.130867629712156e-08
1939,1.3764645423464117e-08,5.199976982339649e-08
1940,1.2678914806940611e-08,1.5214697057785997e-08
1941,2.9515025978810172e-09,5.60785480274717e-08
1942,0.0,5.76500234217292e-08
1943,5.806470415592457e-09,7.83873517207212e-08
1944,3.2131861615880553e-09,7.390327994016843e-08
1945,8.714016175304096e-09,8.931866801731303e-08
1946,2.7842208538686464e-09,8.770295778504078e-08
1947,2.3841741914054637e-09,9.179070303844128e-08
1948,3.2615663503321457e-09,9.0236667915633e-08
1949,9.817008539414473e-09,1.5118192209229164e-07
1950,8.508289184305795e-09,8.189228140054183e-08
1951,5.330700769690111e-09,7.996051465397613e-08
1952,3.1634410646574906e-09,9.806667833345273e-08
1953,3.232148326759443e-09,8.726799904934524e-08
1954,4.886268278880834e-09,8.795282724349818e-08
1955,3.754243138587299e-09,8.447047150639264e-08
1956,9.593255967388359e-09,9.15719837735196e-08
1957,1.5903067307476704e-08,9.806891654307037e-08
1958,9.099467679352102e-09,1.0505749514777563e-07
1959,3.100299128533379e-09,8.370807336177677e-08
1960,8.997083078554624e-09,1.0588875198891401e-07
1961,8.33779090214648e-09,9.58845944865061e-08
1962,8.24454354786397e-09,6.278536801573864e-08
1963,1.0345685197421517e-08,1.0345685552692885e-07
1964,4.867174663303331e-09,1.1133661814710649e-07
1965,2.73602163147757e-09,9.138312151435457e-08
1966,3.323444985880997e-08,9.41642710472479e-08
1967,1.7256174267288316e-08,1.09946483917156e-07
1968,1.4372530721118437e-08,8.848089549928773e-08
1969,9.083515217778171e-09,8.175164367685284e-08
1970,1.3796175091229657e-08,8.32369195791216e-08
1971,1.6956711590410123e-08,7.707595983674764e-08
1972,1.1799337673590315e-08,8.669947959560886e-08
1973,1.047508757512361e-08,1.163286000860353e-07
1974,1.4626486743996026e-08,1.080109797158002e-07
1975,1.4849848462006321e-08,1.0794697402616293e-07
1976,9.141642998145016e-09,1.0969971242502652e-07
1977,1.1753563455840776e-08,7.287209768946923e-08
1978,2.1386129422928946e-08,1.0811876194338765e-07
1979,1.2289143924704149e-08,1.129430842183865e-07
1980,8.527726080842513e-09,7.788656120055748e-08
1981,9.48832401537203e-09,7.653915190530824e-08
1982,1.1173504455008754e-08,6.393727147724348e-08
1983,8.209910973278056e-09,6.946847719291327e-08
1984,8.69851302098823e-09,5.567048333432467e-08
1985,4.812446441349039e-09,5.353846788125338e-08
1986,1.1988970816112499e-08,4.6756987615026446e-08
1987,9.777306964053878e-09,5.6830597117141224e-08
1988,5.99655392008458e-09,4.61734650514245e-08
1989,6.585746614717891e-09,6.256459528231062e-08
1990,1.0897301727652575e-08,6.81081360198732e-08
1991,4.68917216167597e-09,5.6270067716468475e-08
1992,8.264916362410446e-09,7.989419259502029e-08
1993,4.4313659408601325e-09,5.151462900698789e-08
1994,9.494867947434926e-09,5.116678636341021e-08
1995,7.591431483433553e-09,4.880205750623645e-08
1996,8.007138063703678e-09,5.4448541675355955e-08
1997,1.054876808126437e-08,4.890792482115103e-08
1998,7.629006759657386e-09,5.292623583841305e-08
1999,6.8553016596695215e-09,4.6159030375747534e-08
2000,1.060327570190367e-08,5.2132772765389745e-08
2001,5.695575122643959e-09,3.811654281093979e-08
2002,1.3581786362237835e-08,5.5203390303404376e-08
2003,1.1250691767106247e-08,5.8336919295243206e-08
2004,9.690541008522402e-09,3.611928889313276e-08
2005,8.557123898356167e-09,3.512924706683407e-08
2006,1.1530091548195287e-08,4.817931298362055e-08
2007,1.0385647009059085e-08,4.433872291542684e-08
2008,1.1920831433087642e-08,5.066353381266708e-08
2009,8.105927484791664e-09,5.769512867459525e-08
2010,4.251413721068076e-09,4.6765549654992355e-08
2011,7.647943611743813e-09,3.518054114692859e-08
2012,1.1234033758800166e-08,4.391485930455019e-08
2013,9.483025031897796e-09,3.458514896692577e-08
2014,9.094869662940042e-09,2.8583876598986535e-08
2015,1.2634479421014255e-08,5.14245499516619e-08
2016,1.0356700386182638e-08,4.474094339457224e-08
2017,1.1068689659277098e-08,3.848885299362337e-08
2018,1.290733386838383e-08,4.362678751590465e-08
2019,8.163161147045628e-09,3.3162841361900064e-08
