year,bien_ADV ôté_VERB,bien_ADV voté_VERB
1800,3.144164484325529e-09,9.432493897065797e-09
1801,2.8574191901498125e-08,0.0
1802,2.2378401354217203e-09,0.0
1803,7.801356893821776e-09,0.0
1804,1.4831105232815389e-08,0.0
1805,0.0,0.0
1806,1.152667650217154e-08,0.0
1807,0.0,0.0
1808,2.2660739062985158e-08,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,2.6672082320544632e-09,2.6672082320544632e-09
1813,0.0,0.0
1814,0.0,3.1466771410748606e-09
1815,1.0788894222457657e-08,0.0
1816,1.1588019432906549e-08,0.0
1817,7.784366928831332e-09,1.401186100480345e-08
1818,1.1921177378582115e-09,0.0
1819,0.0,6.210630232317271e-09
1820,2.3732962262101864e-09,0.0
1821,3.94459531705138e-09,0.0
1822,2.3058916553964082e-08,0.0
1823,1.9765373782121287e-09,1.9765373782121287e-09
1824,8.421112696055388e-09,8.421112696055388e-10
1825,2.8177417732422327e-08,1.7610886082763955e-09
1826,2.642395191543301e-09,8.80798456392995e-09
1827,1.013900075008678e-08,4.608636583469661e-09
1828,9.172301251858528e-10,6.420610709767516e-09
1829,1.714635211591542e-09,0.0
1830,3.1310507520032616e-09,1.0436835840010872e-09
1831,6.236482441579483e-09,0.0
1832,1.2176972319366541e-08,0.0
1833,2.3167257001688313e-09,0.0
1834,3.733812370398937e-09,5.600718555598405e-09
1835,6.050470346963266e-09,6.050470346963266e-09
1836,8.736974699274924e-09,5.376600054063374e-09
1837,1.3219993100221927e-08,4.174734336004349e-09
1838,2.5248647617104325e-09,1.1361890983607736e-08
1839,6.9914751765765e-10,1.6080392128969834e-08
1840,3.1848443882154243e-09,6.369688665408546e-10
1841,1.2841097074556274e-09,3.2102742686390684e-09
1842,2.683306021822318e-09,0.0
1843,3.5441467538532834e-09,5.906911071384968e-10
1844,1.097712254427563e-09,1.097712254427563e-09
1845,3.348136878855712e-09,1.674068439427856e-09
1846,5.854501328173001e-09,1.6978054517835517e-08
1847,4.853901280910122e-09,7.550513103637968e-09
1848,2.413566457803995e-09,2.494018680465615e-08
1849,0.0,1.9272654583346593e-08
1850,2.7155984128057753e-09,4.616517301769818e-08
1851,6.449438760824933e-09,2.579775504329973e-09
1852,5.859490670445666e-09,3.906327261660181e-09
1853,8.360704129017904e-09,7.763511611358354e-09
1854,3.117398783558656e-09,3.117398783558656e-09
1855,5.306937111981824e-09,2.1227748447927297e-09
1856,6.73034605824796e-09,1.5531567143511893e-09
1857,7.322263684272912e-09,5.857811125054013e-09
1858,7.34051397444091e-09,0.0
1859,1.018434669930457e-09,1.018434669930457e-09
1860,1.373155145145688e-09,5.950338888283113e-09
1861,3.772770984511453e-09,3.772770984511453e-09
1862,6.325180823552046e-09,0.0
1863,3.995696662428827e-09,3.496234635136375e-09
1864,4.794728170054441e-09,3.835782358407869e-09
1865,1.882737743486018e-09,1.4591217123438582e-08
1866,6.811858188626729e-09,2.432806400776144e-09
1867,8.73506067478047e-09,1.455843445796745e-09
1868,4.93987406535723e-10,1.5807597009143137e-08
1869,2.441759683335931e-09,8.790334682373668e-09
1870,1.7202146374017957e-09,1.0321287824410774e-08
1871,0.0,1.0621176826930423e-08
1872,1.8142017887967654e-09,1.269941218851045e-08
1873,2.9930022904522957e-09,7.781805422268917e-09
1874,8.961913877669758e-09,2.3300975371398636e-08
1875,3.432916173551348e-09,2.2313955128083762e-08
1876,0.0,1.3301232115736639e-08
1877,4.329371083855449e-09,9.27722432209066e-09
1878,0.0,2.536417298415472e-08
1879,0.0,6.109325489944695e-09
1880,4.492492600149944e-09,1.4761046607247863e-08
1881,0.0,1.8825771164188154e-08
1882,3.3276925659464496e-09,1.3310770263785798e-08
1883,0.0,9.479008689083912e-09
1884,1.9805090900604227e-09,1.3203393933736152e-08
1885,1.933690763067375e-09,9.023890079618013e-09
1886,4.5174246565693466e-09,1.936039240035825e-08
1887,1.9586774424595887e-09,1.3710741875172516e-08
1888,3.1703073499755874e-09,2.53624587998047e-08
1889,0.0,2.318100555953606e-08
1890,6.554386478008212e-10,3.47382496102e-08
1891,1.2748440081367107e-09,1.784781566982474e-08
1892,0.0,2.1312942521944933e-08
1893,1.847525021858587e-09,1.9091091374434654e-08
1894,3.780923574225881e-09,1.5123694296903523e-08
1895,0.0,1.5046536461227333e-08
1896,0.0,2.889544248318998e-08
1897,1.1653427112179315e-09,1.981082675683865e-08
1898,0.0,1.3014216371232123e-08
1899,1.1055156790007459e-09,1.2713430308508578e-08
1900,2.595526460424935e-09,2.3359739032002835e-08
1901,1.1177477832191585e-09,1.4530721514915967e-08
1902,6.38336894454028e-09,9.820567470342212e-09
1903,5.400220270956879e-10,2.430099144135056e-08
1904,5.374625189347171e-10,1.2361637935498493e-08
1905,0.0,1.7030505006232488e-08
1906,5.144184522798412e-10,2.006231980544726e-08
1907,0.0,1.8514235478050978e-08
1908,4.911389073214423e-10,1.8663278922304016e-08
1909,0.0,1.1552065082298668e-08
1910,2.67207544979442e-09,1.8170112525695004e-08
1911,5.320374141248863e-10,1.4365010514438836e-08
1912,1.0418842455450772e-09,2.6047105805560022e-08
1913,0.0,1.4318072061314524e-08
1914,1.3393487430235496e-09,3.4153391226254826e-08
1915,1.1780761921542648e-09,8.246533234057551e-09
1916,0.0,1.0987461607214755e-08
1917,0.0,2.3029491202919417e-08
1918,0.0,1.033773866510046e-08
1919,1.1049418269237776e-08,1.012863304339362e-08
1920,0.0,1.590168707821249e-08
1921,4.543648568500203e-09,1.6660044011018726e-08
1922,7.377935484775833e-10,1.475587119159627e-08
1923,1.0615948120573648e-09,8.492758496458919e-09
1924,0.0,2.3204924204378585e-08
1925,1.0998177923937646e-09,1.9796720707176974e-08
1926,1.1146138456652466e-09,7.802296586589819e-09
1927,0.0,1.5608915049369898e-08
1928,0.0,2.399468712610542e-08
1929,2.2280812750352652e-09,2.33948540540041e-08
1930,1.0503603542488804e-09,1.470504518152893e-08
1931,1.1405356659111021e-09,1.596749932275543e-08
1932,0.0,1.3151444377967891e-08
1933,2.2941324395731044e-09,1.3764794637438627e-08
1934,1.1981580172459871e-09,1.677421224144382e-08
1935,0.0,1.196828414151696e-08
1936,0.0,1.4549657478823974e-08
1937,1.2591118148108649e-09,2.2664012888640173e-08
1938,1.2965214457594243e-09,3.3709557811789637e-08
1939,3.058810094103137e-09,9.176430282309411e-09
1940,0.0,0.0
1941,2.9515025978810172e-09,8.854508237732261e-09
1942,3.034211770724937e-09,2.730790527039062e-08
1943,2.9032352077962287e-09,8.709705845433291e-09
1944,0.0,6.4263723231761105e-09
1945,0.0,8.714016175304096e-09
1946,0.0,1.3921104269343232e-08
1947,1.1920870957027319e-09,1.3112957830685446e-08
1948,3.2615663503321457e-09,2.391815279167986e-08
1949,9.817008317369869e-10,1.3743811422273211e-08
1950,3.190608444114673e-09,6.381216888229346e-09
1951,0.0,1.7058242818279723e-08
1952,0.0,1.370824520563474e-08
1953,1.0773827385790469e-09,2.1547654327491728e-08
1954,0.0,1.07497895029951e-08
1955,9.385607846468247e-10,1.407841132561316e-08
1956,0.0,1.0465369904011368e-08
1957,8.835037701437898e-10,8.835037590415595e-09
1958,0.0,2.7298403537656668e-08
1959,0.0,1.2401196514133517e-08
1960,2.7683333403416555e-09,9.689166802218097e-09
1961,3.47407969059077e-09,8.33779090214648e-09
1962,6.341956404476434e-10,1.6489087428794846e-08
1963,3.879631726988464e-09,1.1638896069143811e-08
1964,6.083968329129164e-10,6.6923653285755336e-09
1965,1.6416130677043839e-09,6.5664522708175355e-09
1966,1.1078149508847446e-09,1.4401594583546284e-08
1967,1.4791006197611978e-09,1.429797347185513e-08
1968,1.7965663401398047e-09,1.3474247495537384e-08
1969,9.083515606356229e-10,1.4533624970169967e-08
1970,1.3796175313274261e-09,9.657322941336588e-09
1971,2.0553589941130213e-09,1.0276794526475896e-08
1972,2.0520587451500205e-09,1.3338381954497436e-08
1973,1.102640756478479e-09,1.7642252103655665e-08
1974,2.2502286700643026e-09,9.563471792262135e-09
1975,1.1422960355389478e-09,8.567219822452898e-09
1976,0.0,6.8562320265641574e-09
1977,5.876781838942691e-10,1.469195431980097e-08
1978,0.0,1.1881182260253809e-08
1979,3.5111840102075575e-09,1.1703946256602649e-08
1980,2.8425752862659692e-09,1.591842213599648e-08
1981,2.5302198114474095e-09,1.0120879245789638e-08
1982,3.7245013739806154e-09,9.311253101884631e-09
1983,6.315316047889041e-10,1.7682884490000106e-08
1984,4.059305780401701e-09,8.69851302098823e-09
1985,0.0,1.0828004270990732e-08
1986,2.3977941854269602e-09,7.1933827783254856e-09
1987,3.0554083707556856e-09,7.944062296871834e-09
1988,1.1993107618124554e-09,1.199310784016916e-08
1989,1.6464366536794728e-09,1.6464365870660913e-08
1990,1.6345953479657283e-09,1.0352437129768077e-08
1991,5.861465202094962e-10,1.1722930182145319e-08
1992,2.2039776670368383e-09,1.5427843891302473e-08
1993,1.1078414852150331e-09,1.4955860550003308e-08
1994,1.5824779264761446e-09,1.4242301560329906e-08
1995,1.626735190995987e-09,2.2232049090575856e-08
1996,1.067618438099771e-09,1.1209993822092201e-08
1997,1.917957792585412e-09,1.3425704992187093e-08
1998,9.536258449571733e-10,1.382757464085671e-08
1999,2.285100553223174e-09,1.2339542720951613e-08
2000,0.0,1.192868470667463e-08
2001,3.066848330846028e-09,9.638665865452367e-09
2002,8.76244299341522e-10,1.1391176002462089e-08
2003,4.1669229178253886e-10,1.0000615446870142e-08
2004,3.523833003171717e-09,1.805964444656638e-08
2005,4.053374524914943e-09,7.656374201303606e-09
2006,1.2353669198716943e-09,9.471146533712727e-09
2007,1.5977917877663117e-09,1.2382886716011399e-08
2008,2.1287198670449925e-09,1.1495087548496485e-08
2009,9.53638501499654e-10,1.2874119548200724e-08
