year,bien_ADV ôté_VERB,bien_ADV voté_VERB
2010,4.723793023408973e-10,9.919965293647692e-09
2011,4.206369030868018e-09,6.500752380844688e-09
2012,5.446804340891731e-09,1.5319137958158535e-08
2013,5.020424964641279e-09,1.2829975304384789e-08
2014,4.547434873103384e-09,1.3642305063399363e-08
2015,5.319781060109108e-09,1.0861219479352258e-08
2016,3.1070099826280284e-09,8.699628573083373e-09
2017,3.018733707449428e-09,1.4087423672037858e-08
2018,6.453666934191915e-09,1.2649186587054828e-08
2019,3.5713827450933877e-09,2.015280387013263e-08
