year,en_ADP aire_NOUN,en_ADP verre_NOUN
1952,3.374337254058446e-08,4.068185262440238e-06
1953,3.124409986288157e-08,4.670454018196324e-06
1954,3.029486128625081e-08,4.10837401432218e-06
1955,2.2525458831523792e-08,4.24135623688926e-06
1956,2.703553869665143e-08,3.588749677874148e-06
1957,7.951533903538532e-08,4.7726875891385134e-06
1958,2.8125628048769613e-08,3.7762790725537343e-06
1959,1.9376869886400527e-08,3.5227149055572227e-06
1960,2.629916601160076e-08,3.5171674426237587e-06
1961,3.265634873628187e-08,3.056495188502595e-06
1962,5.45408234131628e-08,3.3377716590621276e-06
1963,3.039045082253722e-08,3.492315272524138e-06
1964,4.0154192526564714e-08,3.3072451515181456e-06
1965,4.0493119801698896e-08,3.250393774578697e-06
1966,5.151339477205141e-08,2.825481942636543e-06
1967,2.5144710702473816e-08,3.1021670565678505e-06
1968,3.413475932467769e-08,2.9171746973588597e-06
1969,3.451736046988785e-08,2.8681199637503596e-06
1970,3.3570694335516293e-08,3.1597840006725164e-06
1971,3.956565930440803e-08,3.0722478641109774e-06
1972,3.5398013353837854e-08,3.279189968452556e-06
1973,4.300298939163838e-08,2.72021475211659e-06
1974,4.050411750444738e-08,3.087313643845846e-06
1975,4.16938057412608e-08,3.0128057915135287e-06
1976,2.228275491900078e-08,2.665360398168559e-06
1977,4.8189612078530786e-08,2.38127199736482e-06
1978,5.287126469966097e-08,2.304355348314857e-06
1979,5.442335160310563e-08,2.206194039899856e-06
1980,3.581644952843632e-08,2.324089564353926e-06
1981,6.135783220395652e-08,2.5365452529513277e-06
1982,3.165826112372372e-08,2.494174395906157e-06
1983,3.6628833299801045e-08,2.4781299998721806e-06
1984,3.537395104613594e-08,2.934878239102545e-06
1985,4.9327574580537714e-08,2.6672985313780373e-06
1986,5.874595604415944e-08,2.9456900847435463e-06
1987,4.8275453745638686e-08,2.6698157853388693e-06
1988,3.238138990280248e-08,2.8387685233610682e-06
1989,7.079677288857056e-08,2.896082150982693e-06
1990,8.554382369130309e-08,2.848009899025783e-06
1991,3.8099522925438833e-08,2.5216022550011985e-06
1992,4.573253731265936e-08,2.575898861323367e-06
1993,5.760775678709251e-08,2.857123263311223e-06
1994,4.378189177867142e-08,2.524579940654803e-06
1995,6.181593642518024e-08,2.4482365006406326e-06
1996,5.8719012541175175e-08,2.7827475150843384e-06
1997,4.842843426278165e-08,2.633835492815706e-06
1998,5.912480360859007e-08,3.122170937785995e-06
1999,4.295989214364582e-08,2.9061909572192235e-06
2000,5.610899900254651e-08,2.8920433123857947e-06
2001,6.790878490092744e-08,3.0734199754078873e-06
2002,5.651775714099472e-08,2.4745138489379315e-06
2003,6.833753474211335e-08,2.3143090857047355e-06
2004,6.7393305602792e-08,2.3420275283569936e-06
2005,6.71058666412705e-08,2.3995978608581936e-06
2006,5.8474035113942335e-08,2.7672219857777236e-06
2007,3.794755376596015e-08,2.6179818632954266e-06
2008,4.385162938325138e-08,2.5370084131282056e-06
2009,6.103286476211167e-08,2.7779490210377844e-06
2010,4.91274465552749e-08,2.6878383323492017e-06
2011,4.0916501159449226e-08,3.5486459637468215e-06
2012,5.106378955788138e-08,4.1977841647167224e-06
2013,4.62994750871637e-08,3.718740344993421e-06
2014,3.5729847039367435e-08,3.532274149620207e-06
2015,3.568686279820099e-08,3.711212229973171e-06
2016,3.749125579433077e-08,4.017778337583877e-06
2017,4.150758609045013e-08,4.366346729511861e-06
2018,3.252648211882203e-08,4.510080543695949e-06
2019,3.851991381420561e-08,4.858866304857656e-06
