year,en_ADP aire_NOUN,en_ADP verre_NOUN
1800,4.7162466820793725e-08,2.178906015615212e-06
1801,1.619204113012529e-07,3.0907749533071183e-06
1802,3.3567602031325805e-08,1.0316442740077036e-06
1803,2.9255089017965474e-08,1.490059162279067e-06
1804,1.730295728918918e-08,8.602041248195746e-07
1805,3.695740935505398e-08,4.946606964040257e-07
1806,4.8988376022407465e-08,1.4091361890677945e-06
1807,1.1387820464392462e-08,1.9985625385743333e-06
1808,4.5321479014148736e-08,1.4094980542722624e-06
1809,7.00299480627109e-08,1.5429178574777325e-06
1810,5.3822916346035754e-08,7.699017032791744e-07
1811,5.0141535368197765e-09,1.2811162832804257e-06
1812,3.200649700829672e-08,1.1575683629416744e-06
1813,2.0130190847567064e-08,1.1531724339874927e-06
1814,4.090680150170556e-08,6.859756354060664e-07
1815,8.091670444798638e-09,7.848920517972147e-07
1816,7.184571870766376e-08,1.9236113075749017e-06
1817,1.2454987263765815e-08,1.328013013335294e-06
1818,7.152706427149269e-09,1.003763145490666e-06
1819,2.484252026313527e-08,6.345193810375349e-07
1820,1.7799721696576398e-08,7.47588330796134e-07
1821,3.7473656067099625e-08,7.356670153058076e-07
1822,3.0076847679083585e-08,1.1338971717123059e-06
1823,3.2612866407433216e-08,1.01198713764461e-06
1824,1.431589158329416e-08,1.4475892839982407e-06
1825,1.3208164117983756e-08,1.6844812762428774e-06
1826,2.466235649034587e-08,1.1732234952432918e-06
1827,2.027800155568471e-08,2.0416259758349042e-06
1828,2.384798225563145e-08,2.0334991859272122e-06
1829,4.800978425922864e-08,1.7849353071142104e-06
1830,1.6698937788106605e-08,1.6918111214181408e-06
1831,1.4032085493553836e-08,1.8865359834308038e-06
1832,9.470978445946798e-09,2.5517522317386465e-06
1833,1.2741991461950875e-08,2.787021003314294e-06
1834,2.1469421573883096e-08,1.9574511043174425e-06
1835,2.571449897459388e-08,2.268169964736444e-06
1836,2.9571301130015826e-08,1.928855226651649e-06
1837,1.8786305289175687e-08,2.2209587768884376e-06
1838,3.8504186727905676e-08,2.1524472231249092e-06
1839,2.6567605448946097e-08,2.9007630928390427e-06
1840,5.860113566624747e-08,2.4797197966108797e-06
1841,4.173356549230789e-08,2.548957809267449e-06
1842,3.287049921141261e-08,2.640373168105725e-06
1843,3.0125246297529884e-08,2.883753950300161e-06
1844,5.488561261035585e-08,2.612555135783623e-06
1845,2.7343117381395388e-08,2.6411219096189598e-06
1846,1.3465352832753297e-08,2.5431954782106914e-06
1847,2.480882788091776e-08,3.3324729429295985e-06
1848,2.0113054055581614e-08,2.8729486984957475e-06
1849,2.3462362719328667e-08,2.662977976797265e-06
1850,2.1724787302446202e-08,3.1833601497055497e-06
1851,2.1283148576856092e-08,3.257611524531967e-06
1852,1.9531636752390114e-08,2.2331171294354135e-06
1853,2.26933418723263e-08,3.5049267808062723e-06
1854,2.1821789930598356e-08,3.648915253506857e-06
1855,1.1144567935161831e-08,3.899006514984649e-06
1856,2.0191037064520856e-08,3.1969143492460717e-06
1857,1.2691923956253959e-08,3.766084319067886e-06
1858,4.502181916166137e-08,3.494574002615991e-06
1859,2.6479301196147276e-08,3.2849609397089807e-06
1860,1.373155189554609e-08,3.5587604543252382e-06
1861,1.3204698334767784e-08,4.1901339500327595e-06
1862,3.6143891435358455e-08,3.18653565045679e-06
1863,1.947902072974017e-08,3.386353000678355e-06
1864,2.5412057458318316e-08,4.030448508274276e-06
1865,2.9653119293371333e-08,3.6539233860821696e-06
1866,1.8489329622894957e-08,3.730465323315002e-06
1867,2.8631587767335986e-08,4.694124527304666e-06
1868,3.112120594561674e-08,4.937404355587205e-06
1869,3.174287332985415e-08,3.2333780382032273e-06
1870,4.0711745086241535e-08,3.834931703750044e-06
1871,3.929835434846041e-08,4.380173322715564e-06
1872,2.0560953717385644e-08,3.595143198253936e-06
1873,3.8909028887701425e-08,4.898347469861619e-06
1874,5.616132481289782e-08,4.262883521732874e-06
1875,2.4030413270370587e-08,4.256244210409932e-06
1876,3.748529087133079e-08,5.102836439618841e-06
1877,5.999271590617639e-08,4.874872047366807e-06
1878,2.2344627481629686e-08,4.935747256240575e-06
1879,1.8327976358811782e-08,4.585048827721039e-06
1880,4.492492533536563e-08,4.824295047001215e-06
1881,6.83305714233029e-08,5.842264272359898e-06
1882,6.25606177973026e-08,5.440777385956608e-06
1883,3.475636339844712e-08,5.93385948377545e-06
1884,3.6969503902639644e-08,6.017446594341891e-06
1885,3.287274280561192e-08,5.24030201631831e-06
1886,5.0982363997142954e-08,6.397318884410197e-06
1887,3.199173115309151e-08,5.362205683923094e-06
1888,2.4728397107764977e-08,5.7388901950616855e-06
1889,3.8217333020451605e-08,4.879915195488138e-06
1890,3.211649390877369e-08,5.864865215698956e-06
1891,3.44207886637804e-08,6.156858944450505e-06
1892,2.7581454897784852e-08,5.675511147273937e-06
1893,2.832871559554917e-08,5.7125471357721835e-06
1894,3.591877373310126e-08,5.528970632440178e-06
1895,2.106515117894503e-08,5.2361947382451035e-06
1896,2.122930492509667e-08,4.9552736527402885e-06
1897,2.9133568113515196e-08,6.187969574966701e-06
1898,2.6594268232038587e-08,5.411084657680476e-06
1899,2.984892333302014e-08,5.203109594731359e-06
1900,2.0764213348734017e-08,5.145371687831357e-06
1901,3.409130783227354e-08,4.536379492492415e-06
1902,2.8970674414985353e-08,9.902078090817668e-06
1903,3.0781254878320397e-08,5.173410954739666e-06
1904,3.117282521003517e-08,5.752998731622938e-06
1905,2.5803795267176355e-08,4.868660198553698e-06
1906,2.05767382577271e-08,5.897293249290669e-06
1907,2.8799923057487575e-08,5.433928436104907e-06
1908,2.897719486583128e-08,4.862275090999901e-06
1909,1.925344239595006e-08,5.113714450999396e-06
1910,1.9238942772226153e-08,4.7311764319601934e-06
1911,1.9685384544665396e-08,4.6010595724510495e-06
1912,2.5005221671037248e-08,4.458743660507025e-06
1913,2.1742257383383645e-08,5.278065600577975e-06
1914,1.808120764223986e-08,4.964296294929227e-06
1915,2.3561524287174507e-08,4.4425250962376595e-06
1916,2.4172415624690302e-08,3.7214533676888095e-06
1917,5.3735480065597585e-08,3.4028814752673497e-06
1918,1.033773866510046e-08,3.4482102364563616e-06
1919,1.6574127070789757e-08,3.952929091610713e-06
1920,1.8930578438158818e-08,3.7853585581615334e-06
1921,2.4990065738972334e-08,4.617103968485026e-06
1922,2.360939327372691e-08,4.41052998212399e-06
1923,1.4862327812892318e-08,4.048922619404038e-06
1924,5.156649773851996e-09,3.7991617318766657e-06
1925,8.798542339150117e-09,3.651394990811241e-06
1926,6.687683296036084e-09,4.34476487498614e-06
1927,1.0034302388994831e-08,3.7628633435815573e-06
1928,1.4853853258500749e-08,4.705243554781191e-06
1929,2.116677166874581e-08,4.030599029647419e-06
1930,1.1553964007759987e-08,4.5921756282041315e-06
1931,2.5091784650044247e-08,5.109599896968575e-06
1932,4.055028668403793e-08,5.117007731314516e-06
1933,4.1294382802092855e-08,5.800714006909402e-06
1934,2.875579241390369e-08,5.609776053461246e-06
1935,2.0346082152400413e-08,5.5724331105011515e-06
1936,1.9399542861009422e-08,5.219689683144679e-06
1937,2.1404900962807005e-08,5.817096734972438e-06
1938,2.333738657878115e-08,5.82138136451249e-06
1939,1.2235240376412548e-08,5.0699777602858376e-06
1940,1.5214697057785997e-08,4.746985723613761e-06
1941,1.1806010391524069e-08,4.630907369573833e-06
1942,1.517105907566929e-08,4.214520231471397e-06
1943,2.9032351855917682e-08,3.3822689147200435e-06
1944,4.4984606262232774e-08,3.271023615525337e-06
1945,1.3071024707045353e-08,3.3135047488030978e-06
1946,3.062643028073353e-08,3.054290345971822e-06
1947,1.6689218895749036e-08,3.1411495911015663e-06
1948,2.5005341575123907e-08,3.90083323509316e-06
1949,2.2579119796084512e-08,3.4408615192660363e-06
1950,2.4461330738745346e-08,3.387362539797323e-06
1951,2.3455083209000804e-08,3.5854293400916504e-06
