year,en_ADP iles_NOUN,en_ADP ville_NOUN
1875,2.860763514966891e-09,4.804938498637057e-06
1876,3.02300739996042e-09,4.6106906594900465e-06
1877,4.9478527941460015e-09,4.670154481800637e-06
1878,8.454724254036705e-09,4.575817705188001e-06
1879,6.10932526790009e-10,4.680353896446832e-06
1880,6.417846032391594e-09,4.39879171665325e-06
1881,6.972507571312292e-10,5.0557653139549075e-06
1882,8.652000671460769e-09,4.80452244744356e-06
1883,3.791603475633565e-09,4.4930498290796095e-06
1884,5.941527270181268e-09,4.630430154861642e-06
1885,3.222817901438191e-09,4.898038611145239e-06
1886,1.1616235306988187e-08,5.0195042504697085e-06
1887,3.264462256069578e-09,4.884941311900093e-06
1888,6.340614699951175e-09,4.874030580026556e-06
1889,5.638623234993645e-09,4.758998045417684e-06
1890,3.2771931834929546e-09,5.0757170839688115e-06
1891,5.736798147637501e-09,4.8801028924572165e-06
1892,1.2537024751679837e-09,5.374622688236741e-06
1893,8.621783287310336e-09,5.059755054048765e-06
1894,6.301539512421073e-09,5.104246753262487e-06
1895,4.213030146971164e-09,4.911189293466123e-06
1896,7.076434771491336e-09,5.263098216801154e-06
1897,4.661370844871726e-09,5.323285307667902e-06
1898,4.526683805572418e-09,5.310366212540885e-06
1899,5.527578395003729e-09,5.81888198780689e-06
1900,2.07642125715779e-09,5.395061748458829e-06
1901,7.265360812969135e-09,5.7647843192398796e-06
1902,3.928227187977029e-09,5.0904914843385995e-06
1903,4.860198243861191e-09,5.303016237689917e-06
1904,5.912087708281888e-09,5.270895044873214e-06
1905,5.676834835544042e-09,5.5591694234635725e-06
1906,3.0865107691901983e-09,5.464667310661753e-06
1907,3.08570607954195e-09,5.198900538516682e-06
1908,3.929111258571538e-09,5.712436831117884e-06
1909,7.151278569317299e-09,5.395914811856528e-06
1910,3.740905585303267e-09,5.5985321694151935e-06
1911,3.1922244847493175e-09,5.415076941517327e-06
1912,6.251305251225858e-09,5.452701373087621e-06
1913,6.893886572711949e-09,5.218141780005681e-06
1914,6.696743715117748e-10,5.3011421954352045e-06
1915,2.3561523843085297e-09,5.806737704006082e-06
1916,0.0,5.169600811427699e-06
1917,2.1932848870420685e-09,5.331875740921532e-06
1918,1.1486376294556067e-09,5.151639598466318e-06
1919,4.603924241841639e-09,5.775162421173263e-06
1920,1.514446346106979e-09,4.799280304723652e-06
1921,4.543648624011354e-09,4.570910533630013e-06
1922,5.902348387820666e-09,5.1977555557414234e-06
1923,4.246379248229459e-09,4.931107682182301e-06
1924,3.867487330388997e-09,5.0999264544770995e-06
1925,2.1996355847875293e-09,4.996472171114874e-06
1926,8.916910765321973e-09,4.869747925795309e-06
1927,5.574612549352764e-09,4.888935109192971e-06
1928,3.4278123672848437e-09,4.57155907440665e-06
1929,2.2280812750352652e-09,5.448772839145022e-06
1930,4.201441416995522e-09,5.117355755146491e-06
1931,2.2810713318222042e-09,4.464056530650851e-06
1932,3.2878609834696704e-09,4.6578031458466285e-06
1933,4.588264879146209e-09,4.697236292372509e-06
1934,1.1981580172459871e-09,5.090973516530539e-06
1935,3.590485242455088e-09,4.9010123035486686e-06
1936,8.487300195980652e-09,4.557680270522724e-06
1937,6.295558963032022e-09,4.7846250907923604e-06
1938,3.8895642262559704e-09,4.177392312953998e-06
1939,7.647025235257843e-09,4.38480428499588e-06
1940,2.5357829169792012e-09,4.559337853038414e-06
1941,2.9515025978810172e-09,5.144469128026685e-06
1942,0.0,5.467649799584251e-06
1943,5.806470415592457e-09,5.179371399322008e-06
1944,6.4263723231761105e-09,5.594156888832913e-06
1945,0.0,6.075847807096579e-06
1946,6.960552134671616e-09,5.351272449161115e-06
1947,4.7683483828109274e-09,4.649139469847796e-06
1948,3.2615663503321457e-09,4.660778387233222e-06
1949,0.0,5.170618337047017e-06
1950,3.190608444114673e-09,4.6231917849581805e-06
1951,2.1322803522849654e-09,5.574847094180768e-06
1952,7.381362521208246e-09,4.725126686366821e-06
1953,1.0773827385790469e-08,5.50865776460796e-06
1954,2.9317608341017376e-09,5.505846644382473e-06
1955,2.815682353940474e-09,5.403294267125602e-06
1956,3.488456634670456e-09,5.393153813315621e-06
1957,5.301022620862739e-09,5.171147677174304e-06
1958,1.6544486891589827e-09,5.624298324846677e-06
1959,2.325224457422337e-09,5.478228672473051e-06
1960,4.152500121534786e-09,6.49866260005183e-06
1961,5.558527305105088e-09,5.921221401194998e-06
1962,1.2683912808952869e-09,6.737060374462089e-06
1963,3.2330265131719216e-09,6.534593495644003e-06
1964,3.650380997477498e-09,6.008526952427928e-06
1965,3.2832260243864653e-09,5.52293334976639e-06
1966,5.539074976468328e-09,6.462438534526882e-06
1967,3.944268467392931e-09,5.887313704988628e-06
1968,5.838840522187638e-09,6.477519775671681e-06
1969,2.725054681906869e-09,5.957423923064198e-06
1970,1.8394900047624674e-09,6.229892960618599e-06
1971,2.0553589941130213e-09,6.432245953646998e-06
1972,5.130146751852749e-09,6.490148734883405e-06
1973,4.961883570686609e-09,6.1665186308346165e-06
1974,4.500457340128605e-09,7.277802097860331e-06
1975,2.8557400888473694e-09,7.065672292583258e-06
1976,3.9994687561772935e-09,7.2333248226641444e-06
1977,2.9383909194713453e-09,7.519342233308635e-06
1978,5.940591352171509e-10,7.465541244755514e-06
1979,2.3407893401383717e-09,7.171008263640033e-06
1980,2.2740603289328476e-09,7.79547858087426e-06
1981,3.162774819820413e-09,8.636905249659321e-06
1982,1.2415004579935385e-09,9.216899570674286e-06
1983,4.4207211225000265e-09,8.545885606281445e-06
1984,4.639206796497319e-09,8.8835013229982e-06
1985,1.2031116103372597e-09,8.763464563799062e-06
1986,1.1988970927134801e-09,9.272869817777973e-06
1987,1.8332450557601021e-09,8.882683118827117e-06
1988,1.7989661427186832e-09,8.810736233044736e-06
1989,1.6464366536794728e-09,8.912161888474657e-06
1990,2.724325487424295e-09,9.12485597837076e-06
1991,1.1722930404189924e-09,9.30507565044536e-06
1992,1.65298330578878e-09,9.873819806216488e-06
1993,1.6617622278225497e-09,1.0296278617261123e-05
1994,2.637463358823311e-09,1.0082494497964944e-05
1995,1.6267352465071383e-09,1.0436591367124493e-05
1996,2.135236876199542e-09,1.0063904824164638e-05
1997,2.3974471297094624e-09,1.0684942708394374e-05
1998,4.768129224785866e-10,1.0063136642202153e-05
1999,1.8280804925385752e-09,1.00059980354672e-05
2000,1.3254094488601709e-09,1.1271281550762069e-05
2001,3.06684819206815e-09,1.0203404542608041e-05
2002,8.76244299341522e-10,1.1238271099500707e-05
2003,2.500153750695233e-09,1.1175687745890173e-05
2004,8.809582507929292e-10,1.2350594317922514e-05
2005,9.007499190971657e-10,1.0766213165425143e-05
2006,1.6471559671771274e-09,1.14147906629114e-05
2007,7.988958938831558e-10,1.2369704393222491e-05
2008,8.514879357157668e-10,1.2820002496027882e-05
2009,4.76819250749827e-10,1.3536422159177164e-05
2010,1.8895172648747405e-09,1.5530414202657994e-05
2011,3.82397197240536e-10,1.7389513345733576e-05
2012,1.0212758139171996e-09,1.845104895892291e-05
2013,1.1156500168141292e-09,1.7619182472117245e-05
2014,4.330890368553497e-10,1.776942610831611e-05
2015,0.0,1.699315282621683e-05
2016,6.214020409345267e-10,1.6988924642191705e-05
2017,2.515611330355938e-10,1.7133577387085097e-05
2018,5.162933414126769e-10,1.746594534779433e-05
2019,2.55098775436835e-10,1.763395806619883e-05
