year,en_ADP oies_NOUN,en_ADP voie_NOUN
1800,9.432493897065797e-09,3.175606195782166e-07
1801,0.0,3.357467335263209e-07
1802,6.713520406265161e-09,1.767893706983159e-07
1803,1.950339267864365e-08,2.691468239390815e-07
1804,1.9774807569206132e-08,2.768473166270269e-07
1805,2.842877711017877e-09,1.6772978028711805e-07
1806,0.0,2.2188852710769424e-07
1807,1.9928686256776018e-08,4.185023954050848e-07
1808,2.039466551195801e-08,4.668112296712934e-07
1809,2.4849335034105025e-08,3.772580896566069e-07
1810,2.106114038724627e-08,1.7550951270095538e-07
1811,2.5070768572277302e-08,4.211889006455749e-07
1812,5.3344164641089264e-09,5.894530090699845e-07
1813,1.1502966579257645e-08,3.9110085481297574e-07
1814,0.0,4.6570821155000885e-07
1815,2.697223555614414e-09,3.209696046724275e-07
1816,4.6352077731626196e-09,3.337349596677086e-07
1817,0.0,3.907752272880316e-07
1818,2.384235475716423e-09,3.838619022644707e-07
1819,1.035105001712111e-09,3.5090059213871427e-07
1820,1.3053129244156025e-08,3.061552149574709e-07
1821,1.1833785507064931e-08,3.5895817518394324e-07
1822,3.0076847679083585e-09,3.117966684840212e-07
1823,2.668325471688604e-08,2.954923274955945e-07
1824,0.0,5.684250936610624e-07
1825,3.522177216552791e-09,5.723537697122083e-07
1826,0.0,7.231355425574293e-07
1827,1.8434546111834038e-09,4.3597702870101784e-07
1828,4.586150570418113e-09,5.485036354002659e-07
1829,5.143905745796928e-09,6.83282110003347e-07
1830,8.349468672008697e-09,5.38540746219951e-07
1831,3.1182412207897414e-09,5.332192358764587e-07
1832,0.0,5.073738407190831e-07
1833,2.548398292390175e-08,8.826725093058485e-07
1834,2.42697808516823e-08,1.2032210179313552e-06
1835,5.294161553592858e-09,9.453859775021556e-07
1836,6.720750067579218e-10,1.0323071819584584e-06
1837,0.0,1.2419835684340796e-06
1838,1.8936485712828244e-09,1.2832624634029344e-06
1839,1.2584655095793096e-08,1.749267084960593e-06
1840,1.4650283985950807e-08,1.6236336932706763e-06
1841,5.778493683550323e-09,2.099519406328909e-06
1842,1.341653010911159e-08,2.1238367935438873e-06
1843,4.7255288571079745e-09,2.2121382698969683e-06
1844,9.330554162634286e-09,2.431432676530676e-06
1845,3.9061593959388574e-09,2.896696287280065e-06
1846,9.367202347121406e-09,2.9325196919671725e-06
1847,9.168480197274675e-09,2.6103202799276914e-06
1848,1.287235473768078e-08,3.2301566079695476e-06
1849,1.1731180693530519e-08,3.472429625617224e-06
1850,6.1100964288129944e-09,2.9790114695060765e-06
1851,6.449438760824933e-10,3.288568905190914e-06
1852,5.208436348880241e-09,3.6550202366925078e-06
1853,2.9859659189668264e-09,4.267542408342706e-06
1854,5.195664343204953e-09,3.4332949780946365e-06
1855,4.776243400783642e-09,3.77853916688764e-06
1856,3.106313539724681e-09,3.994719008915126e-06
1857,9.763018171682347e-10,4.104861091036582e-06
1858,1.468102750479261e-09,3.980515884904889e-06
1859,3.5645213447565993e-09,4.896633981843479e-06
1860,5.95033897154984e-09,4.6513341658283025e-06
1861,8.017138342086838e-09,5.00175110573764e-06
1862,9.035972525772706e-10,4.6494596972479485e-06
1863,4.9946209945694875e-09,4.672467639466049e-06
1864,9.589455896019672e-10,5.413727194536477e-06
1865,3.2947911621228343e-09,5.593143214355223e-06
1866,6.811858188626729e-09,5.381854407460196e-06
1867,4.85281148598915e-10,6.22761308477493e-06
1868,5.433861360870651e-09,6.746879989805166e-06
1869,1.953407657850903e-09,6.668445166724268e-06
1870,1.1468097582678638e-09,6.475461304944474e-06
1871,1.0621177271019633e-09,8.116703611449338e-06
1872,1.2094678591978436e-09,6.912108801770955e-06
1873,2.9930022349411445e-09,8.503718163410667e-06
1874,4.182226565063729e-09,8.623750545666553e-06
1875,5.149374260327022e-09,6.861827387183439e-06
1876,8.464420275799966e-09,7.486780305043794e-06
1877,2.4739263970730008e-09,7.186756192822941e-06
1878,1.3285995414946683e-08,7.205840574897593e-06
1879,1.0996785704264767e-08,7.87064345786348e-06
1880,1.1552123035940554e-08,7.406194526993204e-06
1881,6.972507571312292e-10,7.436179203068605e-06
1882,6.655385131892899e-10,8.710568181413691e-06
1883,1.2006744043446815e-08,7.82270944910124e-06
1884,3.300848483434038e-09,8.646242349641398e-06
1885,7.090199094506033e-09,7.921041287772823e-06
1886,1.5488312854472497e-08,7.156891570048174e-06
1887,7.834709769838355e-09,7.638841452717315e-06
1888,1.7119660356001987e-08,7.294877377717057e-06
1889,1.8795409673089125e-09,7.822022780601401e-06
1890,5.243509182406569e-09,7.483798526664032e-06
1891,3.1871101313640793e-09,8.501297088514548e-06
1892,6.268512375839919e-09,7.563587132608518e-06
1893,6.158416498980301e-09,8.142042133840732e-06
1894,5.041231432301174e-09,7.612889476149576e-06
1895,1.745398137131815e-08,7.591278517793398e-06
1896,2.948514543632541e-09,8.359038474736735e-06
1897,6.992056045262984e-09,8.699283171154093e-06
1898,1.923840653450526e-08,8.335322490893304e-06
1899,6.080336234504102e-09,8.980656275525689e-06
1900,4.15284251431558e-09,8.947818059823476e-06
1901,6.147612696683069e-09,9.155472071142867e-06
1902,1.6694965410124496e-08,8.476132279611193e-06
1903,1.0260418292773466e-08,9.342920748167671e-06
1904,2.6873125946735854e-09,9.759782187757082e-06
1905,5.160759042333041e-10,9.23930656426819e-06
1906,9.259531807970234e-09,1.0632000339683145e-05
1907,6.685696440911215e-09,9.926716302288696e-06
1908,4.4202501658929805e-09,9.309537745139096e-06
1909,6.60118004702781e-09,9.778548701433465e-06
1910,2.137660271017694e-09,9.215988029609434e-06
1911,2.128149656499545e-09,8.819583854347002e-06
1912,5.209421061191932e-09,9.339450116385706e-06
1913,5.302989602995467e-09,9.577729542797897e-06
1914,4.018046340092951e-09,9.399549526278861e-06
1915,5.890381071793627e-09,9.336254152003676e-06
1916,3.2962386153911893e-09,9.53162361838622e-06
1917,3.289927441585405e-09,9.952030268323142e-06
1918,3.44591288836682e-09,9.556664736010134e-06
1919,2.762354511798293e-09,1.020782110572327e-05
1920,9.086678076641874e-09,1.0220998774457257e-05
1921,7.572747429129834e-10,1.0467808351677377e-05
1922,2.951174193910333e-09,1.0532740816415753e-05
1923,2.1231896241147297e-09,9.821875210036524e-06
1924,5.156649662829693e-09,9.25876429391792e-06
1925,7.698724768800957e-09,9.720190064399503e-06
1926,1.1146138456652466e-09,9.817518730415031e-06
1927,6.689535148041159e-09,9.427784789295401e-06
1928,2.2852082448565625e-09,9.279087862523738e-06
1929,3.342121912552898e-09,8.970255294116214e-06
1930,2.100720708497761e-09,9.738941116665956e-06
1931,4.5621426636444085e-09,1.1258227459620684e-05
1932,6.575722188983946e-09,1.0282236871717032e-05
1933,0.0,1.0967100024572574e-05
1934,3.5944740517379614e-09,1.0190334251092281e-05
1935,3.590485242455088e-09,1.0627836672938429e-05
1936,2.424942913137329e-09,1.0074425517814234e-05
1937,0.0,1.0116963494510856e-05
1938,9.075650453382877e-09,1.1065810213040095e-05
1939,1.070583532936098e-08,9.81878019956639e-06
1940,7.607348750937604e-09,9.319001947005745e-06
1941,0.0,9.303135811933316e-06
1942,3.034211770724937e-09,9.205798960465472e-06
1943,2.9032352077962287e-09,9.180029337585438e-06
1944,0.0,9.48532579059247e-06
1945,4.357008087652048e-09,8.979794074548408e-06
1946,0.0,9.457998203288298e-06
1947,2.3841741914054637e-09,9.503318324277643e-06
1948,1.0871887834440486e-09,1.0242405551252887e-05
1949,9.817008317369869e-10,1.5460806025657803e-05
1950,1.0635361480382244e-09,1.0840623872354627e-05
1951,3.198420528427448e-09,9.91510387393646e-06
1952,9.490323193972472e-09,1.0401394320069812e-05
1953,8.619062019654677e-09,1.0128474968951195e-05
1954,9.772536113672459e-10,1.0051053322968073e-05
1955,1.8771215692936494e-09,9.830485396378208e-06
1956,1.744228317335228e-09,1.0241236850561108e-05
1957,0.0,9.90584430837771e-06
1958,0.0,1.1450439160398673e-05
1959,6.975672928177801e-09,1.1476532563392539e-05
1960,3.460416619915918e-09,1.3903261788072996e-05
1961,3.47407969059077e-09,1.6837473594932817e-05
1962,6.341956404476434e-10,1.852168315963354e-05
1963,2.5864212993553792e-09,2.365799628023524e-05
1964,2.4335873316516654e-09,2.5843481125775725e-05
1965,1.6416130677043839e-09,2.279489126522094e-05
1966,7.754704434148607e-09,2.3132837668526918e-05
1967,5.916402701089396e-09,2.5225075660273433e-05
1968,4.491415656060482e-09,2.2685242583975196e-05
1969,3.1792304344691047e-09,2.447644146741368e-05
1970,9.197450023812337e-10,2.3294382117455825e-05
1971,3.596878239697787e-09,2.737635441008024e-05
1972,2.0520587451500205e-09,2.9154623916838318e-05
1973,4.410563025913916e-09,2.5609382646507584e-05
1974,2.812785782069227e-09,3.039327566511929e-05
1975,3.4268881066168433e-09,3.0208590032998472e-05
1976,1.7140580066410394e-09,2.8672191547229886e-05
1977,2.3507127355770763e-09,2.627979301905725e-05
1978,8.316827893040113e-09,2.5234443455701694e-05
1979,7.607565244427406e-09,2.3382730432786047e-05
1980,2.8425752862659692e-09,2.389298242633231e-05
1981,8.223214109648325e-09,2.1196283341851085e-05
1982,4.345251713999687e-09,2.0632496671169065e-05
1983,6.315316158911344e-09,2.1844047296326607e-05
1984,5.219107812592938e-09,1.9612825781223364e-05
1985,1.8046674155058895e-09,1.732841701596044e-05
1986,4.795588426365072e-09,1.7568638213560916e-05
1987,3.0554083707556856e-09,1.6258440155070275e-05
1988,4.197587610832443e-09,1.4997980542830192e-05
1989,6.585746614717891e-09,1.494744992669439e-05
1990,5.44865097484859e-10,1.5547180737485178e-05
1991,1.7584396161396398e-09,1.4107374227023683e-05
1992,4.4079553340736766e-09,1.4151190043776296e-05
1993,3.323524566667402e-09,1.3389925697993021e-05
1994,3.6924485691258724e-09,1.3174656487535685e-05
1995,1.0844901643380922e-09,1.243530641659163e-05
1996,4.270473752399084e-09,1.1908216038136743e-05
1997,7.192341833217597e-09,1.1914833521586843e-05
1998,4.7681290027412615e-09,1.1255168828938622e-05
1999,2.285100553223174e-09,1.0825435310835019e-05
2000,3.97622823555821e-09,1.137112940341467e-05
2001,3.5049694258049158e-09,1.0479420780029614e-05
2002,5.6955880012310445e-09,1.0236723937850911e-05
