year,un_DET empire_NOUN,un_DET vampire_NOUN
1898,2.064167848203624e-06,4.300349609742682e-08
1899,2.1231429059298534e-06,4.2562353641528716e-08
1900,2.2845825462525227e-06,4.204752868108841e-08
1901,1.893464702362735e-06,3.968004613774667e-08
1902,1.7107428593732266e-06,5.05759254476601e-08
1903,2.1201263820103122e-06,5.886240028729617e-08
1904,2.0772926632162125e-06,5.750848952601473e-08
1905,2.1086860932939544e-06,3.560923744760913e-08
1906,1.8323585742052728e-06,6.12157937673885e-08
1907,1.9172519678534172e-06,1.491424583832668e-08
1908,1.9223176224159033e-06,5.451641715836786e-08
1909,1.8032224495811988e-06,3.685659066832159e-08
1910,1.8624364948038874e-06,7.855901673625709e-08
1911,1.9967363904527247e-06,3.724261898874204e-08
1912,2.1139831147820587e-06,3.8028776128129493e-08
1913,2.0055907050675614e-06,3.1817939505351944e-08
1914,2.2681871563179357e-06,4.018046340092951e-08
1915,3.7168304842793987e-06,2.238344798399794e-08
1916,3.6961822758030394e-06,5.054232432577521e-08
1917,3.656205848301397e-06,2.19328495365545e-08
1918,3.3494274234158183e-06,5.858051999041436e-08
1919,2.854433009957802e-06,2.7623545340027533e-08
1920,2.2004905382289053e-06,5.073395392685143e-08
1921,2.0756901033536224e-06,5.755288123854285e-08
1922,2.3004403164605947e-06,6.713921507639498e-08
1923,2.16034542432908e-06,6.157249909932716e-08
1924,2.2495884941520217e-06,6.187979861849158e-08
1925,2.2425284722515926e-06,6.818870423863643e-08
1926,2.4053366765031114e-06,6.464760038404904e-08
1927,2.5609769238599256e-06,5.4631200896437804e-08
1928,1.910434054508414e-06,7.198405926889251e-08
1929,2.267072744643883e-06,7.12986016893069e-08
1930,2.587037485568544e-06,6.302162280924506e-08
1931,2.287914544041314e-06,5.018357018826691e-08
1932,2.567819475274291e-06,6.246936035125827e-08
1933,2.0830722391451673e-06,6.308864253234958e-08
1934,2.4849798450077287e-06,4.912447870708547e-08
1935,2.2284944556361097e-06,5.146362003216609e-08
1936,2.5219406509791042e-06,3.6374143252970725e-08
1937,2.864479384356855e-06,4.5328025777280345e-08
1938,2.661758649935564e-06,5.575042294481136e-08
1939,2.8064582551223793e-06,7.341144492301055e-08
1940,2.5154966891705044e-06,1.5214697057785997e-08
1941,2.7183339739167423e-06,6.198155411141215e-08
1942,2.691345756034025e-06,8.192372069615317e-08
1943,3.1790424941391393e-06,6.096794180621146e-08
1944,3.6790980431078424e-06,4.4984606262232774e-08
1945,3.4115373850340802e-06,5.2284097495913784e-08
1946,2.987468860737863e-06,9.466351169606924e-08
1947,2.8860428500365742e-06,9.894323049763898e-08
1948,2.7397157573716413e-06,9.567261094467483e-08
1949,2.3060152116727295e-06,9.52249794572424e-08
1950,2.7800835269431445e-06,1.052900824305425e-07
1951,2.802882487884517e-06,7.249752986826508e-08
1952,2.0952525545681056e-06,7.381362898684074e-08
1953,2.3497717513976113e-06,8.619062219494822e-08
1954,2.160707708753762e-06,9.381634891170165e-08
1955,2.2440988729499622e-06,6.288357079498041e-08
1956,2.197727727804022e-06,9.767678865735263e-08
1957,2.2016913803213356e-06,8.216585334341886e-08
1958,2.095359331377722e-06,5.873292829861043e-08
1959,2.2167138560291733e-06,8.603330270418041e-08
1960,2.0098100339538405e-06,5.467458458197072e-08
1961,2.3880822865862683e-06,5.975417066705901e-08
1962,2.298959142166268e-06,1.0971584463170814e-07
1963,2.170007491031356e-06,7.759263587203691e-08
1964,2.1020110381186896e-06,8.091678149746429e-08
1965,1.8555698986233438e-06,7.33253799900524e-08
1966,2.1779641734553934e-06,5.705247163589888e-08
1967,2.2221022426549553e-06,7.2475930479321e-08
1968,2.5551665387979483e-06,8.039634691314745e-08
1969,2.247261736698647e-06,8.493087164107571e-08
1970,1.958137112012537e-06,6.254265932925662e-08
1971,2.0779678990834327e-06,1.0071258749189127e-07
1972,2.0438505288211672e-06,1.0824609653070638e-07
1973,2.075721223349092e-06,1.0861011090490535e-07
1974,1.9087564879782803e-06,7.875800678291967e-08
1975,1.6557581261622545e-06,6.853776257642608e-08
1976,1.7409116068733965e-06,1.3369653251160685e-07
1977,2.0139731446988662e-06,1.1929867460569454e-07
1978,1.9865337392843685e-06,1.0633658142911173e-07
1979,1.9791374050726063e-06,1.5917366935624955e-07
1980,2.0244821143933223e-06,1.2336776900045976e-07
1981,1.91727403731079e-06,1.4169231365990242e-07
1982,1.934878469000978e-06,1.5332530023393076e-07
1983,1.9337498322613556e-06,1.1051802806250066e-07
1984,2.032552508524077e-06,1.594727292442144e-07
1985,1.9839310638758434e-06,1.9490408398326053e-07
1986,2.140630783742381e-06,2.1100588587508184e-07
1987,2.017791722153106e-06,1.5765907673825907e-07
1988,2.3188673523577563e-06,1.313245314715772e-07
1989,2.236409795131067e-06,1.289708736473827e-07
1990,2.888874753637083e-06,1.7054278217409902e-07
1991,2.4166821184223863e-06,1.7818854702866815e-07
1992,2.6965667316858344e-06,1.6584931250562818e-07
1993,2.4339276833984513e-06,2.9911720567099565e-07
1994,2.3483973130566937e-06,2.2576685276831654e-07
1995,2.455285834201959e-06,2.017151680133722e-07
1996,2.628476661215018e-06,2.2686891898437977e-07
1997,2.546568509842473e-06,2.5988328644643843e-07
1998,2.251033823341686e-06,2.0932087330116644e-07
1999,2.4564831377915652e-06,2.618725223335616e-07
2000,2.5156270524462343e-06,2.266450109811302e-07
2001,2.5397885607958415e-06,1.9014459284871776e-07
2002,2.6282946592459666e-06,2.7338823294087433e-07
2003,2.4251491055338192e-06,1.9417861363280053e-07
2004,2.838447500153052e-06,1.6165583416327678e-07
2005,2.6950438041239977e-06,2.603167181813859e-07
2006,2.819107354667949e-06,2.861933565689867e-07
2007,2.68389067414887e-06,2.6563287569558724e-07
2008,2.8971876560035525e-06,2.895059107999032e-07
2009,2.6329958444648582e-06,4.2293866719944617e-07
2010,2.608950872229343e-06,1.1100913739348073e-06
2011,2.3551842787128408e-06,1.5150577397093912e-06
2012,2.252594065055291e-06,2.4340406366007983e-06
2013,2.217075525834389e-06,2.4142667518489702e-06
2014,2.653969708887871e-06,2.1299318735401584e-06
2015,2.4216085812156507e-06,1.6626532026720042e-06
2016,2.5728114820822157e-06,1.4352315496068968e-06
2017,2.1548726678588537e-06,1.7176593676282437e-06
2018,2.2737558893481946e-06,2.3878566786095234e-06
2019,2.386449125424406e-06,1.6647746541309516e-06
