year,son_DET âne_NOUN,son_DET ane_NOUN,son_DET van_NOUN
1831,5.223054131420213e-07,1.7150326936388183e-08,3.1182412207897414e-09
1832,1.1744013121983699e-06,2.705993873419743e-08,1.6235963684607668e-08
1833,3.567757442812791e-07,9.498575137545373e-08,2.20088942626262e-08
1834,3.1830751368033816e-07,4.293884137140935e-08,1.7735608537350345e-08
1835,4.749619364474711e-07,3.7059130875150004e-08,3.7059130875150004e-08
1836,5.060724674876838e-07,3.293167516460471e-08,1.4785650370718884e-08
1837,8.892184525377544e-07,4.3834711638268686e-08,8.349469338142512e-09
1838,7.170616196372492e-07,1.641162139520702e-08,2.146135025249407e-08
1839,4.25780829482747e-07,2.307186708350173e-08,2.0974426195863316e-08
1840,3.3313470448881333e-07,1.7835128429677383e-08,1.2102408852854296e-08
1841,4.436599052581869e-07,1.5409316489467528e-08,2.247191943638427e-08
1842,4.024959152637564e-07,2.4820580701856443e-08,1.542900918138912e-08
1843,3.9753511171802813e-07,2.362764373042836e-08,1.5357969174178976e-08
1844,3.6608704445662e-07,1.3721403124833387e-08,1.756339651493022e-08
1845,5.736474328887908e-07,3.292334460613944e-08,1.785672942844485e-08
1846,4.636764991960973e-07,2.1661655136284708e-08,3.746880694599497e-08
1847,5.614345957027922e-07,2.2112216946368335e-08,1.0247124926365814e-08
1848,3.9180230870794475e-07,1.3676876409185468e-08,3.2180887565846916e-08
1849,2.497065705320267e-07,1.5920888829512592e-08,3.267971937503944e-08
1850,6.558169971526695e-07,2.308258650884909e-08,1.765138968323754e-08
1851,3.424651962014025e-07,3.805168802273329e-08,5.804494884742439e-09
1852,2.8776611005199015e-07,1.1718982007025147e-08,1.5625309046640723e-08
1853,6.360107174252505e-07,1.7318602552052198e-08,1.911018143729848e-08
1854,3.4914865909563275e-07,9.871762740587542e-09,1.9743525148108176e-08
1855,3.30622189181895e-07,1.6451505047143655e-08,1.9104973603134567e-08
1856,3.0234784276217397e-07,8.283502717087998e-09,1.967331991759025e-08
1857,3.1778623915679205e-07,1.610897992776472e-08,1.3180074809326925e-08
1858,6.748379299814644e-07,2.251090980287529e-08,2.8383320360703124e-08
1859,4.878301909094773e-07,1.4258085379026397e-08,1.2730432930041502e-08
1860,3.7578680411876064e-07,2.0139609424596472e-08,2.1970483626843063e-08
1861,5.362050532475848e-07,3.772771028920374e-08,1.3676294541298262e-08
1862,4.5315401608903016e-07,1.9427341291233802e-08,7.68057684119583e-09
1863,4.4452125180782787e-07,1.2486552514179294e-08,2.547256566787226e-08
1864,4.415944345748102e-07,2.0137857048574404e-08,1.965838469786263e-08
1865,4.024351945020044e-07,1.0825742080555756e-08,9.884373208812747e-09
1866,6.738873850054006e-07,1.5569961542283295e-08,2.092213557958189e-08
1867,4.6926688135329186e-07,2.135237053835226e-08,1.5043715606566366e-08
1868,3.4035732132675633e-07,1.3831647494022548e-08,2.124145792592458e-08
1869,5.450007405372048e-07,1.123209392162039e-08,2.4905947859643618e-08
1870,4.071174526387722e-07,1.3188312220080434e-08,1.9495765002375265e-08
1871,3.568715500890107e-07,1.0621177271019633e-08,1.9118118865790734e-08
1872,3.7009716513658475e-07,1.874675115143276e-08,2.72130276091076e-08
1873,2.4782059426797787e-07,1.2570609331241656e-08,3.5916027374405246e-09
1874,3.501120968141258e-07,1.49365232404719e-08,1.7326366119618797e-08
1875,3.381422621906438e-07,1.2587360043170293e-08,1.0870901512305409e-08
1876,3.609470762278022e-07,2.781166741350205e-08,1.0882826861902117e-08
1877,5.114842878128911e-07,3.277952420610575e-08,5.566334282391949e-09
1878,5.411023207280152e-07,2.4156355138416075e-08,9.058633065883726e-09
1879,4.032154615751793e-07,2.3826368766854955e-08,1.0996785371197859e-08
1880,4.1266751704682747e-07,1.0268554007097919e-08,2.2462461668482092e-08
1881,4.4205698124244464e-07,1.3945015142624584e-08,1.2550513628362125e-08
1882,3.8534679447366216e-07,2.861815540100565e-08,2.2628309004346647e-08
1883,4.4930499704110005e-07,2.7805091562527195e-08,1.2638677659992936e-08
1884,4.0270351231441737e-07,1.914492120391742e-08,1.3203393933736152e-08
1885,3.274382867068937e-07,1.0313017106966527e-08,5.156508553483263e-09
1886,3.65911403399366e-07,1.097088864199236e-08,9.034849535183298e-09
1887,3.4668588633213204e-07,1.50165264667379e-08,9.793386823719885e-09
1888,3.6965784810938374e-07,2.0924028287794272e-08,1.014498351992188e-08
1889,3.784142558194148e-07,1.503632812704936e-08,1.0024218677351371e-08
1890,2.857712442239091e-07,7.865263940143308e-09,7.209825181320184e-09
1891,3.5759373551158546e-07,1.7210393776778687e-08,1.1473596073230397e-08
1892,3.033960098708377e-07,1.2537024307590627e-08,7.522215073052507e-09
1893,2.71586174438454e-07,6.158416665513755e-09,8.005941409816586e-09
1894,3.0436435882741364e-07,8.82215522857166e-09,1.1972924873759894e-08
1895,2.5579111095908047e-07,7.824198622330414e-09,7.824198844375019e-09
1896,2.8482649283567696e-07,2.240870999870026e-08,9.435246361988447e-09
1897,2.3947792304745974e-07,9.322741689743452e-09,8.740070223112184e-09
1898,2.3538756199759092e-07,8.4875323436151e-09,5.092519295146758e-09
1899,3.360767735216541e-07,1.1055156790007459e-08,1.1607914629507832e-08
1900,3.0263839190247666e-07,1.2977632635191583e-08,8.305684917608858e-09
1901,3.0235078130047555e-07,8.38310842965484e-09,7.265360535413379e-09
1902,2.35693624395239e-07,5.892340781965544e-09,6.8743973291596205e-09
1903,3.1969305336332354e-07,6.480264325148255e-09,1.296052909438572e-08
1904,1.934865094810334e-07,5.374625189347171e-09,1.7736264013024083e-08
1905,2.4410389620754813e-07,8.773290316455018e-09,7.741138619010712e-09
1906,2.942473558142922e-07,4.115347507216427e-09,2.1091156710006942e-08
1907,2.5765646033404366e-07,8.228549175370858e-09,9.771402076363955e-09
1908,3.133466099924931e-07,6.3848057951787496e-09,1.1787333775714615e-08
1909,3.102554728684481e-07,1.0451868592831204e-08,8.801573692096554e-09
1910,2.4209003868236323e-07,1.1222716533865196e-08,1.2291546447329438e-08
1911,2.644225913783771e-07,6.916486494645824e-09,2.074945859575905e-08
1912,2.865181758515689e-07,1.1460726589973547e-08,1.719108944087111e-08
1913,2.2166497304354493e-07,8.484783542428431e-09,1.0605979705591295e-08
1914,3.067108634846605e-07,1.473283595121444e-08,5.357395083116501e-09
1915,2.026291026080429e-07,8.246533345079854e-09,0.0
1916,1.70305668234505e-07,4.394984820521586e-09,5.493730803607377e-09
1917,3.1034980452204763e-07,5.483212328627474e-09,2.7416060977003553e-08
1918,3.422940180186629e-07,6.89182577673364e-09,1.1486376294556067e-08
1919,3.231954899263201e-07,9.207848372660976e-10,5.524709190130039e-09
1920,2.915309322837345e-07,4.543339038320937e-09,1.8173356597372958e-08
1921,3.263854200241667e-07,5.300923366924337e-09,1.4388220115346684e-08
1922,2.7519698209133026e-07,6.6401419362982494e-09,1.9920425642361295e-08
1923,3.630654230590835e-07,1.4862327812892318e-08,6.369568872344189e-09
1924,3.145556344286149e-07,9.024137215263295e-09,2.5783248647215373e-08
1925,3.046495180569764e-07,1.53974488714681e-08,2.3096173862313663e-08
1926,4.1909481685031835e-07,2.1177663178661987e-08,7.802297141701331e-09
1927,3.3001704835555756e-07,8.919379901328739e-09,8.919380012351041e-09
1928,3.256421763353501e-07,5.713020723163709e-09,1.82816659588525e-08
1929,2.3394852899372154e-07,8.912324878096456e-09,2.2280813194441862e-08
1930,2.8884909086812627e-07,1.0503603764533409e-08,1.2604324584053472e-08
1931,2.91977132249599e-07,1.7108034988666532e-08,3.729551583120383e-07
1932,2.476855343047646e-07,7.671675628095898e-09,2.520693431762311e-08
1933,2.030307237887996e-07,1.1470662641954732e-08,1.491186130131439e-08
1934,2.4322606684279435e-07,1.0783422155213884e-08,1.1981580172459871e-09
1935,2.3457837006191085e-07,5.98414207075848e-09,3.590485242455088e-09
1936,2.2794463161446288e-07,6.0623572828433225e-09,2.5461900587941955e-08
1937,2.039761175520738e-07,3.777335444432595e-09,8.813782592653752e-09
1938,2.165190835512476e-07,3.8895642262559704e-09,7.779128452511941e-09
1939,2.3858719000457995e-07,1.5294050470515685e-09,2.141167065872196e-08
1940,2.1300576236171764e-07,1.0143131667916805e-08,7.607348750937604e-09
1941,2.3612020827457059e-07,0.0,2.3612020783048138e-08
1942,2.1846324216312496e-07,1.8205270402305018e-08,3.034211770724937e-08
1943,2.874202922331648e-07,2.9032352077962287e-09,5.516146828199453e-08
1944,2.8276039465424674e-07,0.0,3.213186161588055e-08
1945,2.505279663722604e-07,1.089252021913012e-08,1.9606535950345005e-08
1946,2.631088591442676e-07,8.352662561605939e-09,1.3921104269343232e-08
1947,2.205361084861579e-07,1.0728784083369192e-08,1.549713202209091e-08
1948,2.4244309471121994e-07,7.610321706152945e-09,1.4133454184772631e-08
1949,2.228460836972701e-07,5.890204879399619e-09,7.85360643185129e-09
1950,2.0738954886745375e-07,1.1698897406375863e-08,1.2762433776458693e-08
1951,2.6440277089978537e-07,2.4521223829232497e-08,2.1322803966938864e-08
1952,2.3725809117358665e-07,4.217921456550755e-09,1.2653764702719172e-08
1953,2.456432649511342e-07,5.386913581872932e-09,1.508335811806205e-08
1954,3.088121411920497e-07,4.886268056836229e-09,1.3681550115052232e-08
1955,2.6279701659248644e-07,1.5016972998438405e-08,1.407841176970237e-08
1956,2.9564670822601613e-07,4.36057079333807e-09,1.4825940919394043e-08
1957,2.535655895252731e-07,1.9437082443563014e-08,7.951533931294108e-09
1958,2.936646441575874e-07,9.099467679352102e-09,1.737171084759126e-08
1959,1.9454377531147315e-07,6.975672928177801e-09,1.5501495198577686e-08
1960,2.443054276657364e-07,5.536666736194462e-09,1.8686249936283872e-08
1961,1.9454845306965396e-07,4.168895506584391e-09,1.2506686686286628e-08
1962,3.094874863052155e-07,6.3419562379429806e-09,1.2049717668105586e-08
1963,2.8321313738643994e-07,3.2330265131719216e-09,1.2285501393982656e-08
1964,2.804709278159123e-07,1.034274621503073e-08,2.737785764761469e-08
1965,2.993207708357204e-07,1.3680108601477059e-08,1.5321721336114535e-08
1966,2.3319504904861788e-07,6.092982340888398e-09,1.7171131960758146e-08
1967,2.790569972876966e-07,2.120044340081506e-08,1.133977156619892e-08
1968,2.3984160557599665e-07,8.533690143419648e-09,1.527081350261028e-08
1969,1.962039342107147e-07,8.629339631749389e-09,1.226274581878073e-08
1970,2.67185923608082e-07,7.817832603507213e-09,1.4256047453642395e-08
1971,2.5280916626790884e-07,1.644287150881496e-08,1.181831410512757e-08
1972,2.436819812601243e-07,9.23426424215279e-09,1.4364411438094749e-08
1973,2.475428582116024e-07,1.1577727720979425e-08,1.1577727832001727e-08
1974,1.7720550227195986e-07,1.2376257796375967e-08,5.0630146741781346e-09
1975,2.2160542911819903e-07,1.0851812337620004e-08,1.599214449754527e-08
1976,2.0968642988616892e-07,1.3712464386195222e-08,1.0855701004786056e-08
1977,2.497632407560957e-07,6.464459856303506e-09,4.7014254711541525e-09
1978,2.910889745910694e-07,7.72276864680066e-09,1.4257418801122412e-08
1979,2.6743517200777944e-07,8.192762690484301e-09,1.580032815695631e-08
1980,2.4844107504584656e-07,7.390695777598211e-09,9.096241149197937e-09
1981,2.631428557275939e-07,9.488324237416634e-09,1.012087935681194e-08
1982,2.663018343618262e-07,4.966001942996456e-09,2.358850870187723e-08
1983,2.3619282529807606e-07,5.052252838311233e-09,1.1367568886200274e-08
1984,2.650146964100486e-07,1.2177917896316615e-08,1.6237224009785223e-08
1985,2.7731721785606567e-07,7.218669662023558e-09,7.2186695510012555e-09
1986,2.9253088618119705e-07,8.392279760016663e-09,2.217959560457672e-08
1987,2.535988997687255e-07,4.277571852284723e-09,1.649920555735207e-08
1988,2.5785182322657363e-07,6.596209134457354e-09,7.195864570874733e-09
1989,2.584905622882161e-07,8.780995264245917e-09,1.3171493229435782e-08
1990,2.604455026089525e-07,6.538381114307157e-09,1.7980548217000347e-08
1991,2.2097724450276246e-07,2.930732601047481e-09,3.165191153620128e-08
1992,2.4409053422935756e-07,5.509944167592096e-09,1.6529832724820892e-08
1993,2.6865155078326097e-07,7.754890507527534e-09,1.4401939196773128e-08
1994,2.5741643083776466e-07,7.38489736029635e-09,1.9517228722065738e-08
1995,2.7762949406096027e-07,9.218166452384935e-09,2.3858784281571843e-08
1996,2.316732039542302e-07,3.736664533349199e-09,2.93595068256991e-08
1997,2.728295029896799e-07,6.7128522740489416e-09,1.917957881403254e-08
1998,2.8322686640436245e-07,1.3827574418812105e-08,1.8595703643597972e-08
1999,2.7421208026456867e-07,7.312321859131998e-09,1.553868367309974e-08
2000,2.7656876211423764e-07,4.4180314962005696e-09,1.502130686503733e-08
2001,2.939793044554051e-07,1.1829271950869469e-08,2.190605830065806e-08
2002,2.6856888180049054e-07,4.81934359086722e-09,1.4896152755738967e-08
2003,2.6918322326707766e-07,8.333845835650777e-10,1.8334461504565525e-08
2004,2.5591835806082486e-07,1.7619165015858584e-09,2.2023956353089957e-08
2005,2.7833171412083857e-07,7.205999352777326e-09,2.1617998058331978e-08
2006,2.610742120268128e-07,2.882522942559973e-09,2.223660650058079e-08
2007,2.796135518678966e-07,2.7961356841021967e-09,1.8374605670334887e-08
2008,2.9504056486828745e-07,1.7029758714315335e-09,2.6821870224846833e-08
2009,3.2709799846486476e-07,1.430457752249481e-09,4.100645578652973e-08
2010,3.079913173387183e-07,4.2514138876015295e-09,3.1177033232854257e-08
2011,4.003698648169518e-07,2.6767803251726008e-09,4.39756759063048e-08
2012,4.97701726498434e-07,2.0425516555899748e-09,5.1063791667305125e-08
2013,4.7024648597293606e-07,1.1156500168141292e-09,5.717706380581333e-08
2014,4.272423428375305e-07,1.2992671105660492e-09,5.240377520809858e-08
2015,5.273232650537807e-07,1.3299452372717013e-09,4.7434714836591674e-08
2016,5.356485575092051e-07,3.521278130191874e-09,7.104696120308063e-08
2017,5.997217251696441e-07,1.257805665177969e-09,1.2603212129480568e-07
2018,5.353961896048531e-07,1.0325866828253538e-09,1.0790530685644839e-07
2019,4.1428041175350927e-07,1.02039510174734e-09,1.1402915134350877e-07
