year,son_DET if_NOUN,son_DET vif_ADJ
1861,4.715963730639317e-10,2.518324588862697e-07
1862,0.0,3.596317057485976e-07
1863,2.497310414018017e-09,2.262563292276809e-07
1864,3.835782358407869e-09,2.5507953083092616e-07
1865,4.706844358715045e-10,2.3722495035016777e-07
1866,1.9462451650298362e-09,2.2333163107735032e-07
1867,4.85281148598915e-10,2.309938285094404e-07
1868,4.93987406535723e-10,2.3958388695177746e-07
1869,0.0,2.895926964896489e-07
1870,0.0,2.500045219733238e-07
1871,0.0,2.4641131624036916e-07
1872,0.0,2.6064033420425403e-07
1873,0.0,1.8915774546712782e-07
1874,5.974609140757536e-10,2.634802620526955e-07
1875,1.716458086775674e-09,2.0254205423952953e-07
1876,1.209202959984168e-09,1.9891388292059275e-07
1877,0.0,2.090467861037837e-07
1878,0.0,2.826293614699438e-07
1879,1.221865053580018e-09,2.0954985480159394e-07
1880,6.417846254436199e-10,2.425945915263128e-07
1881,6.972507571312292e-10,1.9801921724571514e-07
1882,0.0,2.608911096046995e-07
1883,6.319338941018771e-10,2.717315732425618e-07
1884,1.9805090900604227e-09,2.7132974178556424e-07
1885,3.2228177904158883e-09,2.61692802983049e-07
1886,0.0,2.258712408220731e-07
1887,6.528924623161458e-10,1.9064459411133328e-07
1888,6.340614699951175e-10,2.2001933253079642e-07
1889,2.506054641582267e-09,2.668948138051519e-07
1890,6.554386478008212e-10,2.949474033897559e-07
1891,6.374220040683554e-10,2.594307630943149e-07
1892,1.2537024751679837e-09,2.6390437812828793e-07
1893,6.158416554491453e-10,2.0569110903423393e-07
1894,1.8904617871129403e-09,2.205538720545519e-07
1895,2.4074457982692365e-09,2.648190333687239e-07
1896,5.89702897624278e-10,2.417781850283518e-07
1897,0.0,2.4413928390032424e-07
1898,5.6583548957434e-10,2.484017680437489e-07
1899,0.0,2.2497244245300863e-07
1900,0.0,2.5384251123306e-07
1901,0.0,2.000768590804114e-07
1902,0.0,1.74806107366976e-07
1903,5.400220270956879e-10,2.02508261271106e-07
1904,0.0,2.4723276226268354e-07
1905,1.5482277126999122e-09,2.477164313674507e-07
1906,0.0,2.1502691094354986e-07
1907,5.142843373384665e-10,1.9799947104104376e-07
1908,6.3848057951787496e-09,2.401669190188471e-07
1909,1.1001967115120692e-09,2.1343816225538603e-07
1910,1.6032452032632705e-09,1.955959199051449e-07
1911,4.25629931299909e-09,1.771684539075835e-07
1912,2.0837684910901544e-09,2.2973548041704817e-07
1913,0.0,2.365133449089285e-07
1914,1.3393487430235496e-09,1.9621459002028274e-07
1915,0.0,2.3325908982130272e-07
1916,0.0,2.527116405026675e-07
1917,1.0966424435210342e-09,2.2371505825624638e-07
1918,0.0,1.504715267941492e-07
1919,0.0,1.979687338504732e-07
1920,0.0,2.301958437200824e-07
1921,2.27182422873895e-09,2.536870258307289e-07
1922,7.377935484775833e-10,2.272404064918021e-07
1923,2.1231896241147297e-09,2.4098202899835997e-07
1924,1.289162443462999e-09,1.9466353062824737e-07
1925,1.0998177923937646e-09,2.331613671024968e-07
1926,0.0,2.0954740609369082e-07
1927,0.0,2.7538586877540183e-07
1928,0.0,2.1252437298890925e-07
1929,1.1140406375176326e-09,2.773961091939725e-07
1930,1.0503603542488804e-09,2.4578431023769554e-07
1931,0.0,2.2582606629129032e-07
1932,0.0,2.8713985233963513e-07
1933,1.1470662197865522e-09,2.3170737684097276e-07
1934,3.5944740517379614e-09,2.4562239708814104e-07
1935,0.0,2.393656775012687e-07
1936,4.849885826274658e-09,2.376444125928856e-07
1937,0.0,2.2160367718626617e-07
1938,0.0,1.9058865241561307e-07
1939,0.0,2.2023432499906903e-07
1940,0.0,1.7750480196809804e-07
1941,0.0,1.121570960549434e-07
1942,0.0,1.6688164339306866e-07
1943,2.9032352077962287e-09,1.2774235358392616e-07
1944,3.2131861615880553e-09,1.4780655988033686e-07
1945,0.0,1.8081583963436287e-07
1946,0.0,1.8793490852431205e-07
1947,0.0,1.6689219783927456e-07
1948,2.174377566888097e-09,1.674270686535806e-07
1949,0.0,9.718837956640414e-08
1950,1.0635361480382244e-09,1.361326260607143e-07
1951,0.0,1.2900296386675336e-07
1952,0.0,1.339190152105374e-07
1953,0.0,1.4436928408301242e-07
1954,0.0,1.7492840242994134e-07
1955,0.0,1.2201290511271168e-07
1956,0.0,1.3256135011907588e-07
1957,8.835037701437898e-10,1.6786571155336105e-07
1958,1.6544486891589827e-09,1.1250251186201154e-07
1959,0.0,1.7826719833635707e-07
1960,2.7683333403416555e-09,1.2180666741912205e-07
1961,6.948159270159238e-10,1.0908609882065434e-07
1962,2.5367825617905737e-09,1.4459660846455336e-07
1963,6.466053248388448e-10,1.3320070113564952e-07
1964,6.083968329129164e-10,1.2776333191411027e-07
1965,1.6416130677043839e-09,1.411787140526144e-07
1966,1.1078149508847446e-09,1.268448093227903e-07
1967,9.860671168482327e-10,1.2375142421916507e-07
1968,8.982831700699023e-10,1.1902252072815145e-07
1969,4.5417578031781147e-10,1.3261933107244772e-07
1970,9.197450023812337e-10,1.6141524517010453e-07
1971,1.541519245584766e-09,9.30049939285027e-08
1972,1.0260293725750103e-09,1.3800095066685003e-07
1973,5.513203782392395e-10,1.1136671673739329e-07
1974,2.8127858930915295e-09,9.338448681006639e-08
1975,1.1422960355389478e-09,8.852794586289292e-08
1976,1.7140580066410394e-09,8.855966360243883e-08
1977,0.0,8.756404956677954e-08
1978,1.7821774056514528e-09,9.386134380839906e-08
1979,5.851973350345929e-10,1.0592072086090809e-07
1980,2.2740603289328476e-09,8.868835355002602e-08
1981,1.897664858585557e-09,1.1196222393650146e-07
1982,1.2415004579935385e-09,1.0056154042814569e-07
1983,6.315316047889041e-10,7.957298242544653e-08
1984,1.739702604197646e-09,8.350572278104096e-08
1985,3.609334831011779e-09,8.241314275458933e-08
1986,5.994485463567401e-10,1.1689246592894165e-07
1987,1.2221633705067347e-09,8.249602734267114e-08
1988,5.996553809062277e-10,9.77438285865162e-08
1989,2.1952488715726304e-09,1.0701838504267869e-07
1990,0.0,8.172976451170655e-08
1991,1.7584396161396398e-09,8.499124781735645e-08
1992,1.65298330578878e-09,9.366905118213253e-08
1993,5.539207426075166e-10,1.0247533932528086e-07
1994,2.1099705871385765e-09,8.650879790295107e-08
1995,0.0,9.055492888876415e-08
1996,1.067618438099771e-09,6.886138836925682e-08
1997,1.438468344439059e-09,8.151320951554908e-08
1998,2.86087753487152e-09,7.915094801802525e-08
1999,1.8280804647829996e-09,6.901003946069295e-08
2000,0.0,1.0028931463068602e-07
2001,4.3812117822561447e-10,9.551041868505195e-08
2002,0.0,8.54338215727779e-08
2003,0.0,9.500584363664188e-08
2004,4.404791253964646e-10,9.822684710059093e-08
2005,4.5037495954858286e-10,1.0223511903717508e-07
2006,2.4707340062768424e-09,8.688747521468088e-08
2007,1.5977917877663117e-09,1.1583990588981408e-07
2008,0.0,1.1495087148816197e-07
2009,0.0,8.96420200291459e-08
2010,2.3618964561933353e-09,9.636537923185529e-08
2011,0.0,6.997868373659344e-08
2012,2.3829769546512836e-09,1.0621268398125494e-07
2013,2.2313000336282585e-09,1.0905478919909228e-07
2014,4.330890313042346e-09,1.1888293727224664e-07
2015,1.7732603163622684e-09,1.0063252364744812e-07
2016,3.5212781579474495e-09,1.2904448087880382e-07
2017,1.0062445321423752e-09,8.376985860536479e-08
2018,1.290733298020541e-09,9.732129768735831e-08
2019,2.55098775436835e-10,8.622338354413728e-08
