year,aucun_DET antre_NOUN,aucun_DET ventre_NOUN
1800,2.2009151834367913e-08,0.0
1801,2.6193008650921e-08,0.0
1802,1.5664880947952042e-08,0.0
1803,1.1702034896643454e-08,0.0
1804,1.9774807569206132e-08,0.0
1805,1.990014353303593e-08,0.0
1806,2.0171682990621775e-08,0.0
1807,3.701041828563234e-08,0.0
1808,1.8128591960930862e-08,0.0
1809,3.162642769893864e-08,0.0
1810,4.212228077449254e-08,0.0
1811,2.757784534068719e-08,0.0
1812,1.8670457180292033e-08,0.0
1813,4.601186631703058e-08,0.0
1814,6.293354459785405e-08,0.0
1815,2.966945933380316e-08,0.0
1816,3.244645441213834e-08,0.0
1817,2.80237220096069e-08,0.0
1818,4.2916238562895614e-08,0.0
1819,2.6912730377581795e-08,0.0
1820,2.1359666035891678e-08,1.1866481131050932e-09
1821,2.859831660373402e-08,0.0
1822,2.90742860897808e-08,0.0
1823,2.174191138237802e-08,0.0
1824,2.4421227706739046e-08,0.0
1825,2.1133062855227536e-08,0.0
1826,1.937756521908085e-08,0.0
1827,2.5808364056967292e-08,0.0
1828,2.2013523448549677e-08,0.0
1829,3.3435387791769244e-08,0.0
1830,2.191735437584441e-08,0.0
1831,5.6128342862393765e-08,0.0
1832,2.9765932163527964e-08,0.0
1833,2.4325620628928846e-08,0.0
1834,2.8003592333902816e-08,0.0
1835,2.647080776796429e-08,0.0
1836,2.3522624903460354e-08,2.016224964762614e-09
1837,2.0177884252348122e-08,0.0
1838,3.029837714052519e-08,0.0
1839,2.5868457709243842e-08,1.3982950353153e-09
1840,2.0383003285218138e-08,0.0
1841,3.081863209075664e-08,0.0
1842,1.1404050592744852e-08,0.0
1843,2.7762481424886687e-08,0.0
1844,2.5247382184900857e-08,0.0
1845,2.0646844067773173e-08,0.0
1846,1.7563504650652817e-08,5.854501328173001e-10
1847,1.7797638030003782e-08,0.0
1848,1.528592186161859e-08,0.0
1849,2.513824526317876e-08,0.0
1850,2.647708541303473e-08,0.0
1851,2.7087642573420112e-08,0.0
1852,3.2552728068679926e-08,0.0
1853,1.8512988253505114e-08,0.0
1854,1.8184825645306546e-08,0.0
1855,1.3798036491152743e-08,0.0
1856,1.8637882071015355e-08,0.0
1857,2.4407546206361985e-08,0.0
1858,1.663849763522407e-08,0.0
1859,2.0877910733574367e-08,0.0
1860,1.7393299578394306e-08,0.0
1861,1.509108421560157e-08,0.0
1862,1.4909354750791692e-08,0.0
1863,1.598278720482682e-08,0.0
1864,1.0548401374599337e-08,0.0
1865,1.2708479601997169e-08,0.0
1866,1.751620715140234e-08,0.0
1867,1.261730986357179e-08,0.0
1868,1.1855697756857353e-08,9.87974813071446e-10
1869,1.5627260818718014e-08,0.0
1870,1.7202145929928747e-08,1.7202146374017957e-09
1871,1.0621177048975028e-08,0.0
1872,7.861541084785983e-09,0.0
1873,1.2570609442263958e-08,0.0
1874,1.732636717433067e-08,0.0
1875,8.010138330405425e-09,0.0
1876,2.3579457275602067e-08,0.0
1877,1.3606595294923807e-08,0.0
1878,1.3285995414946683e-08,4.22736201599605e-09
1879,7.94212251520321e-09,0.0
1880,8.343199908722454e-09,0.0
1881,8.367008919041297e-09,0.0
1882,1.1314154502173324e-08,0.0
1883,1.200674426549142e-08,0.0
1884,1.1883054540362536e-08,0.0
1885,7.090199205528336e-09,6.445635691854079e-10
1886,1.4197620856748472e-08,1.2906927748801422e-09
1887,1.1752064710268684e-08,0.0
1888,6.34061492199578e-09,0.0
1889,8.771191772893872e-09,0.0
1890,5.898947996740844e-09,0.0
1891,1.4023283867459213e-08,0.0
1892,5.014809900671935e-09,0.0
1893,5.542574899042307e-09,0.0
1894,1.1342770500633037e-08,0.0
1895,4.213029924926559e-09,0.0
1896,8.255840844295648e-09,0.0
1897,4.661370844871726e-09,5.826713556089658e-10
1898,9.053368055234046e-09,5.6583548957434e-10
1899,1.1055156790007459e-08,0.0
1900,9.34389543516545e-09,0.0
1901,5.029865079997364e-09,0.0
1902,7.856454375954058e-09,0.0
1903,9.180374460626695e-09,0.0
1904,7.524475265086039e-09,0.0
1905,5.160759042333041e-09,2.580379465655369e-09
1906,5.144184356264958e-09,0.0
1907,7.714265004565846e-09,0.0
1908,6.384805573134145e-09,2.9468334439286537e-09
1909,7.701377313651392e-09,0.0
1910,4.809735609789811e-09,0.0
1911,9.044636040123066e-09,0.0
1912,4.688479104952847e-09,0.0
1913,3.712092910834741e-09,0.0
1914,4.018046340092951e-09,2.678697486047099e-09
1915,2.3561523843085297e-09,0.0
1916,7.691223435912775e-09,0.0
1917,1.4256352209862655e-08,0.0
1918,8.040463406189247e-09,5.743188147278033e-09
1919,1.4732557007679503e-08,0.0
1920,9.843901249695364e-09,0.0
1921,6.815472630705699e-09,0.0
1922,1.0329109456641561e-08,0.0
1923,6.369568872344189e-09,0.0
1924,2.578324886925998e-09,0.0
1925,3.299453377181294e-09,0.0
1926,7.802296586589819e-09,1.1146138456652466e-09
1927,5.574612327308159e-09,0.0
1928,1.2568645679778001e-08,0.0
1929,1.0026365737658693e-08,0.0
1930,3.1510811737689437e-09,0.0
1931,6.843213995466613e-09,0.0
1932,7.6716757391182e-09,0.0
1933,9.176529536247813e-09,0.0
1934,7.188948103475923e-09,0.0
1935,3.590485242455088e-09,0.0
1936,6.0623572828433225e-09,2.424942913137329e-09
1937,3.777335333410292e-09,0.0
1938,5.186085672015395e-09,0.0
1939,4.588215141154706e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,0.0,0.0
1942,3.034211770724937e-09,0.0
1943,0.0,0.0
1944,6.4263723231761105e-09,0.0
1945,4.357008087652048e-09,0.0
1946,8.352662561605939e-09,1.3921104269343232e-09
1947,8.344609447874518e-09,0.0
1948,4.348755133776194e-09,0.0
1949,2.945102384188658e-09,9.817008317369869e-10
1950,6.381216888229346e-09,0.0
1951,5.3307008807124134e-09,1.0661401761424827e-09
1952,2.1089607837865287e-09,0.0
1953,3.232148326759443e-09,0.0
1954,1.9545072227344917e-09,9.772536113672459e-10
1955,3.754243138587299e-09,9.385607846468247e-10
1956,3.488456634670456e-09,2.616342476002842e-09
1957,3.534015080575159e-09,3.534015080575159e-09
1958,1.6544486891589827e-09,2.4816730892496253e-09
1959,4.650448581777766e-09,0.0
1960,1.3841666701708277e-09,0.0
1961,6.948159270159238e-10,0.0
1962,6.341956404476434e-10,0.0
1963,1.2932106496776896e-09,0.0
1964,2.4335873316516654e-09,0.0
1965,1.0944086747954884e-09,0.0
1966,2.7695373772118614e-09,5.539074754423723e-10
1967,2.4651677366094304e-09,9.860671168482327e-10
1968,3.1439910674890825e-09,4.4914158503495116e-10
1969,6.358460868938209e-09,0.0
1970,4.59872487312829e-09,4.5987250119061684e-10
1971,5.652237122788506e-09,1.0276794970565106e-09
1972,2.565073486948677e-09,0.0
1973,5.513203782392395e-10,0.0
1974,3.937900228123681e-09,0.0
1975,2.8557400888473694e-09,0.0
1976,1.7140580066410394e-09,2.285410749536254e-09
1977,5.876781838942691e-10,0.0
1978,0.0,0.0
1979,5.266776015311336e-09,0.0
1980,5.685150683554241e-10,5.685150683554241e-10
1981,1.8976649140967083e-09,6.325549528618524e-10
1982,0.0,0.0
1983,2.5261264191556165e-09,1.89459470334441e-09
1984,5.799008495621649e-10,1.1598016991243298e-09
1985,0.0,2.4062232206745193e-09
1986,0.0,0.0
