year,en_ADP eau_NOUN,en_ADP veau_NOUN
1845,1.506103540216408e-06,8.091330802040275e-07
1846,1.391614934398433e-06,5.07585246722897e-07
1847,1.3439913750801225e-06,4.3846908504008297e-07
1848,1.6235256907748408e-06,8.302668561555038e-07
1849,1.2527224966252248e-06,9.175459467769542e-07
1850,1.2641111135636152e-06,3.9376177962680003e-07
1851,1.2840832823712844e-06,3.869663187661132e-07
1852,9.987177236325806e-07,7.311342642424279e-07
1853,1.5377724897902567e-06,4.216183935312756e-07
1854,1.4958318388380576e-06,4.026639919274544e-07
1855,1.4493245217295225e-06,4.83992668165456e-07
1856,1.6701612384206754e-06,5.570655661202295e-07
1857,1.3028747867793733e-06,5.457526939256496e-07
1858,1.2777388309626048e-06,9.802033060779536e-07
1859,1.353499639922262e-06,8.356256548935903e-07
1860,1.8111916695318087e-06,1.4688183540556565e-06
1861,1.883084323139883e-06,1.4459144292988668e-06
1862,1.8085498547648626e-06,3.1942163053466643e-07
1863,1.7695941867401643e-06,7.372060437660366e-07
1864,1.517531341921341e-06,5.39886343631224e-07
1865,1.7208223508369258e-06,4.7115511847550806e-07
1866,1.852338885832694e-06,9.522004233986081e-07
1867,1.6955722994538291e-06,7.094810214880454e-07
1868,2.0530117073036536e-06,3.606108019971188e-07
1869,1.8576907141465426e-06,3.735892235567917e-07
1870,2.1290523042338805e-06,3.4748335231427063e-07
1871,2.2368199523725707e-06,3.0376565973710967e-07
1872,1.9557096111455508e-06,1.0449801820522353e-06
1873,2.254329380946274e-06,4.226119161288011e-07
1874,2.2464530360366552e-06,2.419716622625856e-07
1875,1.9190002786828586e-06,7.94147969940262e-07
1876,2.4728200003210077e-06,5.157250835274851e-07
1877,2.013776033038539e-06,5.621997725135941e-07
1878,2.335919546680998e-06,2.0092048118591777e-06
1879,2.146816937553808e-06,9.738264452607837e-07
1880,2.432363761073475e-06,8.490810823325035e-07
1881,2.5191669088542312e-06,5.626813504022721e-07
1882,2.059841768264903e-06,3.0548216356507396e-07
1883,2.4588548654946862e-06,7.899173510850233e-07
1884,2.280226148343445e-06,4.39673005558916e-07
1885,2.480925262560163e-06,3.454860800111703e-06
1886,2.509752055068759e-06,1.5940055573260281e-06
1887,2.944544934990745e-06,1.8600905729027062e-06
1888,2.8526426163466567e-06,1.5959327583914273e-06
1889,2.7836001859071757e-06,8.075761002146464e-07
1890,2.89048454860108e-06,7.878372798586497e-07
1891,2.7166926770405553e-06,3.601434457323194e-07
1892,3.2270301826287096e-06,9.045463504886442e-07
1893,3.2183885432246484e-06,8.215327511607029e-07
1894,3.520670052381547e-06,6.005366677275248e-07
1895,3.2428293863517865e-06,4.851003354566785e-07
1896,3.2221366303986088e-06,4.965298494585824e-07
1897,3.4051314283800593e-06,4.5215295829681423e-07
1898,3.4408455000800586e-06,6.507108063491529e-07
1899,3.4834797926208694e-06,4.195432108389241e-07
1900,3.6404855165983463e-06,5.59595525362333e-07
1901,4.084809301474479e-06,4.0630132880359326e-07
1902,4.2861866802468285e-06,2.749759041020816e-07
1903,4.779194757276173e-06,3.3481364969389915e-07
1904,4.806527314826781e-06,3.617122672494588e-07
1905,4.8232454261665225e-06,3.1945099882024763e-07
1906,5.007863460804174e-06,2.556659790542426e-07
1907,4.5509021333600685e-06,3.178277161453025e-07
1908,4.656979236017378e-06,2.7503778188275874e-07
1909,4.872221001761545e-06,6.661690992171287e-07
1910,5.38262861482508e-06,3.12098398347338e-07
1911,4.311099131015794e-06,5.58107240200556e-07
1912,4.8046492082676195e-06,2.2921453596280728e-07
1913,5.361322720887074e-06,2.524222963984357e-07
1914,5.214084865201585e-06,5.350698444317459e-07
1915,4.38362137167303e-06,1.590402831652682e-07
1916,4.108212152686974e-06,1.6371318722896433e-07
1917,4.176014220647062e-06,3.8930808021753194e-07
1918,4.414214593850829e-06,2.1938978100877193e-07
1919,5.395798947205321e-06,2.9188879580033245e-07
1920,4.749303581519371e-06,2.9380260002653813e-07
1921,5.319854864183071e-06,2.597452350983076e-07
1922,5.671419106789699e-06,2.2945378930216975e-07
1923,5.074423363282676e-06,3.121088680835271e-07
1924,5.249469680279617e-06,2.849049102193746e-07
1925,5.724551691344004e-06,3.684389524583054e-07
1926,6.046779901680566e-06,3.354987541115406e-07
1927,5.221181787362639e-06,4.816465093426814e-07
1928,5.745013311297953e-06,2.410894808235753e-07
1929,6.141706258233626e-06,2.57343373277763e-07
1930,6.183471313647715e-06,3.403167476712099e-07
1931,7.438573604190424e-06,2.5205838571906725e-07
1932,7.076572863695674e-06,1.9836761078195764e-07
1933,7.257488171319437e-06,2.477662921496204e-07
1934,6.84747317336587e-06,5.271895258118775e-07
1935,8.338303565835758e-06,1.9149254626427137e-07
1936,8.8195175464989e-06,2.388568716149564e-07
1937,8.696685426912154e-06,4.557984742969978e-07
1938,7.62354610372995e-06,1.7373387706243193e-07
1939,8.986784109765722e-06,1.5905811778793577e-07
1940,8.90566941080806e-06,1.3186071612381056e-07
1941,8.515085184512827e-06,3.010532623193285e-07
1942,9.093532824522299e-06,2.2756587725325517e-07
1943,9.513901794377944e-06,1.7709734834170376e-07
1944,8.685242278261285e-06,8.675602991559117e-08
1945,7.61169307139653e-06,1.612093001313042e-07
1946,6.964728676450704e-06,1.9907179193978664e-07
1947,7.451736657060337e-06,1.3828210398969532e-07
1948,8.904076075566536e-06,3.598594844334002e-07
1949,1.0255828883032336e-05,1.4529172331911866e-07
1950,1.000255775096548e-05,2.520580637543901e-07
1951,9.75518294410449e-06,1.535241804795362e-07
1952,1.1146911987225394e-05,1.370824520563474e-07
1953,1.0788910842052246e-05,1.4975620388213429e-07
1954,1.1238416121273076e-05,1.7199663360223383e-07
1955,1.0398314707060763e-05,1.6237101396754383e-07
1956,1.0689503376681841e-05,1.3343346960681401e-07
1957,1.202006853873172e-05,1.9790484273585207e-07
1958,1.2178396730178065e-05,1.8447102601015786e-07
1959,1.144552912535346e-05,4.154400778944023e-07
1960,1.12657321125198e-05,2.643758441056576e-07
1961,1.199738642299053e-05,1.479957916217245e-07
1962,1.1731351079902197e-05,1.5728051327990045e-07
1963,1.2621735876905404e-05,1.3643372387406316e-07
1964,1.2107096566182918e-05,1.7400150115198798e-07
1965,1.113451425283074e-05,2.3475066268652256e-07
1966,1.1951107566687824e-05,1.4013859073180868e-07
1967,1.2112848139622656e-05,2.7757790310722896e-07
1968,1.1193955401722633e-05,1.4538712859168967e-06
1969,1.2181448965975505e-05,1.7803690693929397e-07
1970,1.1858732534619776e-05,2.078623702050919e-07
1971,1.1779776514231344e-05,1.484996837719521e-07
1972,1.1121132260427657e-05,2.072579348144643e-07
1973,1.302163599348205e-05,3.1976580672221644e-07
1974,1.202128431998517e-05,1.8564387005426397e-07
1975,1.197583124223911e-05,1.4792733793456136e-07
1976,1.2197808473501937e-05,1.6512092315679183e-07
1977,1.330797223886293e-05,1.7395274198861443e-07
1978,1.1307915684710679e-05,1.5861378699355555e-07
1979,1.2330693010653704e-05,2.8791708928110893e-07
1980,1.1343581405753866e-05,1.8476740137884917e-07
1981,1.1329692057415741e-05,2.0937569544798862e-07
1982,1.2385828924266207e-05,2.7499234533934214e-07
1983,1.1197686518471528e-05,1.4462074204857345e-07
1984,1.1788224739461839e-05,1.4729481279118772e-07
1985,1.2007053783236188e-05,1.7384963058031389e-07
1986,1.1037047073614303e-05,1.948207773438959e-07
1987,1.193320315451274e-05,1.552147502192902e-07
1988,1.1320294731831382e-05,5.097070640003309e-07
1989,1.021778618337521e-05,3.913030991453681e-07
1990,1.128688012386192e-05,1.667287168327647e-07
1991,1.1207707771632158e-05,2.754888553946344e-07
1992,1.0600581731523562e-05,1.1625982465623963e-07
1993,1.0196573356324734e-05,1.5343604786721698e-07
1994,1.0445936752034868e-05,1.1182844150692262e-07
1995,1.04306267019183e-05,2.7491826565251287e-07
1996,9.974224809639054e-06,1.5213562587490514e-07
1997,1.0570824201749929e-05,3.0111936000221107e-07
1998,1.0249570138398667e-05,1.7355990356016093e-07
1999,9.188846185281818e-06,1.8326507147947702e-07
2000,9.242522168051437e-06,1.524220891724326e-07
2001,9.386308008174638e-06,1.472087102771802e-07
2002,8.724764299472554e-06,2.2168980551295903e-07
2003,1.0066451999080073e-05,1.7959438347592283e-07
2004,8.588902609574234e-06,2.360968096581928e-07
2005,9.093971073070861e-06,1.6078386466666927e-07
2006,9.61403758381607e-06,1.9477619250807265e-07
2007,8.219840257339683e-06,1.5498580269168727e-07
2008,9.740596006224678e-06,1.7625799939025022e-07
2009,9.427669930062166e-06,8.24897319340323e-08
2010,8.433387488793187e-06,7.794258377602503e-08
2011,8.046019292606843e-06,5.46828005099087e-08
2012,7.813440756621048e-06,6.876590388782411e-08
2013,6.205802995040699e-06,7.195942292037572e-08
2014,4.880263917428351e-06,8.293655087698859e-08
2015,4.7656369064341675e-06,8.13483149314509e-08
2016,4.501021731329047e-06,8.678914720228192e-08
2017,4.617656377270407e-06,3.7231047855801336e-08
2018,5.414368375866729e-06,6.711813621551599e-08
2019,4.471881438483649e-06,6.275429598190385e-08
