year,ancien_ADJ empire_NOUN,ancien_ADJ vampire_NOUN
1869,5.288851374629644e-07,0.0
1870,5.303995029848352e-07,0.0
1871,4.747666295656927e-07,0.0
1872,7.577315903617432e-07,0.0
1873,1.0972345636517389e-06,0.0
1874,9.774460494327286e-07,0.0
1875,6.957376994520814e-07,0.0
1876,6.51760406977786e-07,0.0
1877,6.23429439516876e-07,0.0
1878,6.999303898691522e-07,0.0
1879,6.646945975852248e-07,0.0
1880,9.081252185794142e-07,0.0
1881,7.662786041251479e-07,0.0
1882,1.249215801690795e-06,0.0
1883,8.929225767673188e-07,0.0
1884,8.040866861236395e-07,0.0
1885,5.369214451933502e-07,0.0
1886,6.479277811499706e-07,0.0
1887,5.471238835319525e-07,0.0
1888,5.028107357141209e-07,0.0
1889,5.782721341773822e-07,0.0
1890,4.942007259534087e-07,0.0
1891,4.7551681237045784e-07,0.0
1892,4.4443751923139985e-07,0.0
1893,4.6188124269708197e-07,0.0
1894,5.381514456281877e-07,0.0
1895,5.669534857144498e-07,0.0
1896,9.134497993557034e-07,0.0
1897,9.78305201848606e-07,0.0
1898,5.941272728238189e-07,0.0
1899,5.113010104196292e-07,0.0
1900,4.287809733938275e-07,0.0
1901,3.9568270804313244e-07,0.0
1902,3.7121745333212885e-07,0.0
1903,5.097808091214517e-07,0.0
1904,6.643036680742398e-07,0.0
1905,5.57878045981397e-07,0.0
1906,4.742938246593553e-07,0.0
1907,5.919412915389444e-07,0.0
1908,7.553716541153221e-07,0.0
1909,5.633007122973765e-07,0.0
1910,4.86852129721882e-07,0.0
1911,5.602353931877246e-07,0.0
1912,8.147534891200792e-07,0.0
1913,8.330996819072567e-07,0.0
1914,8.223601302148609e-07,0.0
1915,1.2393361856766205e-06,0.0
1916,1.0449076608409769e-06,0.0
1917,9.474990534386052e-07,0.0
1918,1.3944460679482518e-06,0.0
1919,2.591088559711352e-06,0.0
1920,2.9100086837985373e-06,0.0
1921,1.8469930711528804e-06,0.0
1922,2.3085560236779656e-06,0.0
1923,1.8365590568336643e-06,0.0
1924,1.94018949750685e-06,0.0
1925,1.8092002251890449e-06,0.0
1926,1.8781243724674823e-06,0.0
1927,1.3379069847552216e-06,0.0
1928,1.4339682050668046e-06,0.0
1929,1.2889450262676405e-06,0.0
1930,1.5807923139377067e-06,0.0
1931,1.815732785459545e-06,0.0
1932,1.7151675379967202e-06,0.0
1933,1.4487446193811593e-06,0.0
1934,1.593550150502665e-06,0.0
1935,1.7904553253345057e-06,0.0
1936,2.029677200532376e-06,0.0
1937,2.09264379680274e-06,0.0
1938,1.8955143721299805e-06,0.0
1939,1.7481099678917644e-06,0.0
1940,2.000732775897518e-06,0.0
1941,1.744338096187903e-06,0.0
1942,1.4230453189156833e-06,0.0
1943,1.193229643980942e-06,0.0
1944,1.3527513491595755e-06,0.0
1945,1.1676781608294107e-06,0.0
1946,1.6552192692032008e-06,0.0
1947,1.3649397418991072e-06,0.0
1948,1.507930848410055e-06,0.0
1949,1.2909365822988406e-06,0.0
1950,1.2220030212173327e-06,0.0
1951,1.0437512637517798e-06,0.0
1952,2.098415918139196e-06,0.0
1953,1.204513887964609e-06,0.0
1954,1.3574052459830455e-06,0.0
1955,1.3571589034810927e-06,0.0
1956,1.4049759640144543e-06,0.0
1957,1.194497067924516e-06,0.0
1958,1.381464649341524e-06,0.0
1959,1.2579463544160063e-06,7.750747821333448e-10
1960,7.792858194299868e-07,0.0
1961,2.1004285279957458e-06,0.0
1962,1.2588783437905704e-06,0.0
1963,1.0882367733611176e-06,0.0
1964,1.2971020209029405e-06,0.0
1965,9.390026530775586e-07,0.0
1966,7.638383894281731e-07,0.0
1967,8.06109873074945e-07,0.0
1968,9.800269269444328e-07,0.0
1969,1.0573211843833974e-06,0.0
1970,7.486724165062242e-07,0.0
1971,7.229725021984379e-07,0.0
1972,8.567345188836839e-07,0.0
1973,8.997548519573684e-07,0.0
1974,6.891325241564772e-07,0.0
1975,8.150282231333961e-07,0.0
1976,1.2724024495147646e-06,0.0
1977,9.996406241663536e-07,0.0
1978,1.1495044502929375e-06,0.0
1979,1.056866401061285e-06,5.851973350345929e-10
1980,7.794341410072292e-07,0.0
1981,9.228976845521153e-07,0.0
1982,8.690503134900496e-07,0.0
1983,7.881514454410876e-07,0.0
1984,9.249418786438923e-07,0.0
1985,8.451858839464421e-07,6.015558051686298e-10
1986,9.243496534860896e-07,0.0
1987,1.0620599439903344e-06,0.0
1988,9.120758471814483e-07,0.0
1989,8.868805209116815e-07,1.0976244357863152e-09
1990,1.1300502451572214e-06,0.0
1991,9.519019485981772e-07,0.0
1992,9.080387955440195e-07,0.0
1993,9.876407074393967e-07,1.1078414852150331e-09
1994,9.405194265621475e-07,0.0
1995,9.266968508114815e-07,0.0
1996,8.225999892363944e-07,0.0
1997,9.8487133715075e-07,0.0
1998,1.0461275352646737e-06,1.43043876743576e-09
1999,1.3043353794817136e-06,4.570201161957499e-10
2000,8.310317174409221e-07,0.0
2001,9.26626280151055e-07,0.0
2002,6.900423833444691e-07,0.0
2003,7.108770708197376e-07,0.0
2004,8.721486504104092e-07,0.0
2005,8.111253164688748e-07,0.0
2006,6.89334749948145e-07,0.0
2007,7.325875331365417e-07,0.0
2008,7.535668113956007e-07,0.0
2009,6.398914447203197e-07,4.76819250749827e-10
2010,6.712509807993428e-07,1.4171379625338432e-09
2011,5.013227192263159e-07,1.529588788962144e-09
2012,4.663826174144958e-07,3.4042526575461807e-09
2013,4.869812492147574e-07,5.020424964641279e-09
2014,5.127774246327377e-07,2.165445156521173e-09
2015,4.683623793244607e-07,2.659890530054554e-09
2016,4.6895138039459994e-07,3.1070099826280284e-09
2017,3.8010886571626656e-07,3.018733707449428e-09
2018,4.197464767985437e-07,2.323319980845895e-09
2019,5.71421236994496e-07,3.06118530524202e-09
