year,son_DET ignoble_ADJ,son_DET vignoble_NOUN
1922,2.0658220023506146e-08,1.1435800040260347e-07
1923,1.4862327368803108e-08,7.431163595583712e-08
1924,4.8988173073638563e-08,9.410885581928596e-08
1925,2.749544547597793e-08,7.03883413777362e-08
1926,3.12091874565823e-08,6.687682851946875e-08
1927,4.0137208334734e-08,8.807887885708965e-08
1928,1.7139061725401916e-08,7.541187208026656e-08
1929,2.5622934884950155e-08,7.798284684668033e-08
1930,2.4158287814657342e-08,1.0188495558338673e-07
1931,2.737285598186645e-08,1.0606981426519724e-07
1932,3.06867029564728e-08,7.233294330166729e-08
1933,2.064719151206873e-08,7.226517495517726e-08
1934,2.156684431042777e-08,1.4018449512320785e-07
1935,2.393656828303392e-08,1.0412407114301914e-07
1936,2.3036957230715416e-08,1.2852197528445686e-07
1937,1.0072894518486919e-08,1.170973975561651e-07
1938,3.241303758727554e-08,1.0761128055314373e-07
1939,1.8352860564618823e-08,1.330582453107354e-07
1940,3.803674530900025e-08,7.860926931613221e-08
1941,8.854508237732261e-09,5.312704587367989e-08
1942,3.3376331032286544e-08,1.4260795033749218e-07
1943,4.0645293575281016e-08,2.1483940670918855e-07
1944,4.4984606262232774e-08,3.534504600111177e-08
1945,8.06046500656521e-08,6.971212940243277e-08
1946,4.454753543825518e-08,1.0162406116620559e-07
1947,3.695470018882929e-08,1.120561872181014e-07
1948,3.696441708278542e-08,1.2067795762682465e-07
1949,1.8652315247891238e-08,9.522497712577405e-08
1950,3.296961992305114e-08,8.50828898446565e-08
1951,1.9190522948520083e-08,1.0128331640046895e-07
1952,2.741649041126948e-08,9.384875232498757e-08
1953,1.4005975934594517e-08,6.787511352968068e-08
1954,2.4431339618047332e-08,1.1238416508518867e-07
1955,3.2849628350817284e-08,8.165478515564928e-08
1956,3.139611037816792e-08,1.1773540808945882e-07
1957,1.8553580005686854e-08,7.421432002274742e-08
1958,2.3162280982091943e-08,5.707848016456296e-08
1959,1.4726420971555854e-08,7.905762622328893e-08
1960,2.007041621787664e-08,5.2598333466491454e-08
1961,2.8487452730097118e-08,6.739714475401115e-08
1962,3.424656469519505e-08,7.102991050889074e-08
1963,2.9743844720542256e-08,5.3668242183668724e-08
1964,2.1293889262974375e-08,4.380457196972998e-08
1965,2.3529786119524942e-08,7.223097142627921e-08
1966,2.21562994617841e-08,5.262120894578004e-08
1967,3.796358288843393e-08,9.219727870046768e-08
1968,3.1439911063468884e-08,6.108325423248573e-08
1969,1.9075383050903838e-08,4.04216445870631e-08
1970,2.115413444414571e-08,3.816941929191131e-08
1971,2.6719666479380066e-08,2.877502514042618e-08
1972,2.359867534718063e-08,5.284051241005727e-08
1973,3.142526239230392e-08,4.3002987837326145e-08
1974,2.0814615808717463e-08,4.1066673839296186e-08
1975,1.6563292515314743e-08,4.683413612482923e-08
1976,1.5426522226302808e-08,4.056603897240052e-08
1977,1.8218024422367307e-08,4.466354330823208e-08
1978,1.663365645221404e-08,8.019798203307005e-08
1979,2.750427441355896e-08,3.745263088550388e-08
1980,1.762396628635088e-08,4.377566087399032e-08
1981,3.0362637848391216e-08,3.795329839295647e-08
1982,2.4830009381915374e-08,5.524677126889088e-08
1983,1.4525226799122493e-08,5.0522529049246145e-08
1984,1.9136727757995686e-08,4.465236413953022e-08
1985,1.142956040922627e-08,5.113224466057886e-08
1986,2.517683839187157e-08,6.474044433879556e-08
1987,1.4054879038383206e-08,4.8886534653735936e-08
1988,2.3986215624827167e-08,6.176450262351807e-08
1989,2.6891798343697815e-08,6.146697018039049e-08
1990,1.2531897075618303e-08,5.7210836179599767e-08
1991,2.2859714121636898e-08,2.8135032359433154e-08
1992,3.1406681699763794e-08,5.179347639661103e-08
1993,2.7696036852820072e-08,4.5975423024202655e-08
1994,2.5319648544464002e-08,4.8001833397037785e-08
1995,2.1689803453295298e-08,4.60908333721477e-08
1996,2.3487606082284174e-08,5.978663142336416e-08
1997,2.1577024833518976e-08,6.616954395521901e-08
1998,1.621164003040576e-08,5.864798868771004e-08
1999,1.873782454198114e-08,5.6670493409072265e-08
2000,1.9881142176991773e-08,6.229424354131652e-08
2001,1.7962967779894257e-08,5.520326701313749e-08
2002,2.0153619217921914e-08,5.0384048488893995e-08
2003,2.1667998950647416e-08,5.458669027902374e-08
2004,2.246443586706448e-08,5.065509861568174e-08
2005,1.5312748624651817e-08,5.5396118803230365e-08
2006,2.9648807131632537e-08,5.1061836536803185e-08
2007,3.3953075739834304e-08,7.909069532630042e-08
2008,2.384166264413068e-08,1.1750533523979811e-07
2009,2.860915548907883e-08,9.584066740231378e-08
2010,4.393127606139302e-08,1.1100913344108676e-07
2011,3.632773543094103e-08,1.6251880730067114e-07
2012,5.174464223767217e-08,1.8314879746128554e-07
2013,6.247639799950022e-08,2.1420480500466965e-07
2014,8.22869148930927e-08,1.2169801877348618e-07
2015,5.984753742582782e-08,1.1082877193757668e-07
2016,7.477537278255397e-08,1.014956643174969e-07
2017,5.3330960980702e-08,1.3383052532844886e-07
2018,6.815072284283019e-08,2.4523933817022225e-07
2019,7.448884220551122e-08,2.46935609737875e-07
