year,ancien_ADJ air_NOUN,ancien_ADJ verre_NOUN
1800,6.288328968651058e-09,0.0
1801,2.1430643926123594e-08,4.7623651688866175e-09
1802,4.475680270843441e-09,2.2378401354217203e-09
1803,0.0,0.0
1804,1.9774807569206132e-08,4.943701892301533e-09
1805,2.842877711017877e-09,1.1371510844071508e-08
1806,2.881669125542885e-08,0.0
1807,8.540865792383556e-09,0.0
1808,1.1330369531492579e-08,0.0
1809,9.036122072814123e-09,0.0
1810,4.680253518074551e-09,4.680253518074551e-09
1811,7.521229861140455e-09,0.0
1812,0.0,5.3344164641089264e-09
1813,4.026038169513413e-08,0.0
1814,0.0,0.0
1815,0.0,1.0788894222457657e-08
1816,6.952811659743929e-09,0.0
1817,0.0,0.0
1818,1.1921177378582115e-09,0.0
1819,6.210630232317271e-09,0.0
1820,1.779972080839798e-08,2.3732962262101864e-09
1821,1.2819934447350079e-08,0.0
1822,9.023054303725075e-09,0.0
1823,3.9530747564242574e-09,0.0
1824,5.052667617633233e-09,3.3684450784221553e-09
1825,5.283265824829186e-09,1.6730341556581152e-08
1826,4.403992170942672e-09,0.0
1827,2.7651818612639545e-09,0.0
1828,1.7427371545863934e-08,0.0
1829,5.143905579263475e-09,8.57317605795771e-10
1830,1.7742621594152297e-08,3.444155893816969e-08
1831,4.677361609140007e-09,0.0
1832,1.7588960066206027e-08,9.470978667991403e-09
1833,3.0117434435261714e-08,0.0
1834,6.534171426153534e-09,0.0
1835,2.571449897459388e-08,7.563087933704082e-10
1836,1.6129800606279332e-08,6.720750067579218e-10
1837,1.0436836284100082e-08,1.3915781860163179e-09
1838,7.574594285131298e-09,8.2058102535143e-09
1839,3.495737654901632e-08,0.0
1840,6.369688498875092e-09,0.0
1841,1.3483152372373297e-08,6.420548537278137e-10
1842,3.3541325272778977e-09,3.3541325272778977e-09
1843,5.906911071384968e-10,5.31621990873532e-09
1844,1.3172546831086152e-08,6.037417454862748e-09
1845,3.348136878855712e-09,1.1160455892778032e-09
1846,8.781751770214896e-09,5.854501328173001e-10
1847,1.7797638030003782e-08,4.314578916364553e-09
1848,1.6090443422100975e-09,1.6090443422100975e-09
1849,1.6758828991214614e-08,0.0
1850,1.2899092460827433e-08,8.82569484161877e-09
1851,1.096404567135778e-08,1.2898877521649865e-09
1852,9.765818376195057e-09,0.0
1853,6.569124799682413e-09,4.180352286553557e-09
1854,1.0910895298366086e-08,7.273930457962763e-09
1855,5.837630823180007e-09,5.306937111981824e-09
1856,8.801221973442352e-09,1.0354378465748937e-09
1857,1.5620829074691756e-08,1.4644527812635033e-09
1858,6.8511465389775594e-09,0.0
1859,8.147477359443656e-09,5.092173349652285e-10
1860,1.3731552062079544e-08,7.781213007262977e-09
1861,1.226150558863992e-08,4.715963730639317e-10
1862,2.936691068100572e-08,1.8071945051545413e-09
1863,3.496234635136375e-09,0.0
1864,9.589456340108882e-09,9.589455896019672e-10
1865,3.2947911621228343e-09,3.765475486972036e-09
1866,3.8924903300596725e-09,9.731225825149181e-10
1867,3.396968040192405e-09,1.261730986357179e-08
1868,7.903798504571569e-09,9.87974813071446e-10
1869,2.4417595945180892e-08,0.0
1870,5.734048791339319e-09,1.1468097582678638e-09
1871,1.1683294554032386e-08,0.0
1872,9.675742762560446e-09,1.8142017887967654e-09
1873,7.183205141814142e-09,5.986004469882289e-10
1874,1.4339061493728877e-08,4.182226343019124e-09
1875,3.432916173551348e-09,4.577221712764867e-09
1876,1.6324239737741664e-08,2.418405919968336e-09
1877,7.421779191219002e-09,3.710889595609501e-09
1878,2.7175899530718084e-08,1.2078177347163432e-09
1879,2.443730107160036e-09,6.720257683667796e-09
1880,1.9253539207397807e-08,1.2835692508872398e-09
1881,6.9725074602899895e-09,3.486253785656146e-09
1882,6.655385131892899e-10,1.3310770263785798e-09
1883,6.951272890631799e-09,1.1374810426900694e-08
1884,8.582206056928499e-09,2.5086448474098688e-08
1885,7.090199150017185e-09,0.0
1886,2.0651084398082276e-08,5.808117320427186e-09
1887,1.1752064210668323e-08,6.528924623161458e-10
1888,1.014498351992188e-08,3.1703073499755874e-09
1889,1.503632862664972e-08,1.8795409673089125e-09
1890,1.5075089621063853e-08,1.9663159989136147e-09
1891,5.736798147637501e-09,1.2748440081367107e-09
1892,1.2537024751679837e-09,2.0686091062316336e-08
1893,4.926733243593162e-09,0.0
1894,5.671385139294216e-09,6.301539290376468e-10
1895,5.416753268150387e-09,3.0093072478365457e-09
1896,7.66613794667137e-09,0.0
1897,4.661370844871726e-09,0.0
1898,1.1316709347397591e-08,0.0
1899,6.080336234504102e-09,1.6582735185011188e-09
1900,1.5573159428683425e-09,7.26747462209687e-09
1901,5.58873880507349e-09,1.676621730339889e-09
1902,1.9641135384773634e-09,9.820567692386817e-10
1903,3.7801539676252105e-09,1.6200660812870638e-09
1904,5.374625189347171e-09,4.299700151477737e-09
1905,5.676834835544042e-09,1.0321518084666081e-09
1906,1.4918134283448126e-08,1.0288369045596824e-09
1907,2.057137349353866e-09,1.028568674676933e-09
1908,3.929111258571538e-09,2.9468334439286537e-09
1909,5.5009836685826485e-09,5.500983557560346e-10
1910,9.085056262847502e-09,2.137660271017694e-09
1911,2.128149656499545e-09,3.7242617878519013e-09
1912,7.814131564032323e-09,1.0418842455450772e-09
1913,5.833288740930698e-09,3.181793939432964e-09
1914,8.036092680185902e-09,4.68772043404897e-09
1915,1.1780761921542648e-09,0.0
1916,0.0,0.0
1917,1.0966424435210342e-09,0.0
1918,1.2635013924011673e-08,0.0
1919,0.0,9.207848372660976e-10
1920,2.2716695191604686e-09,7.572231730534895e-10
1921,6.815472630705699e-09,7.572747429129834e-10
1922,3.6889677978990676e-09,4.426761179843197e-09
1923,1.0615948120573648e-09,1.0615948120573648e-09
1924,2.578324886925998e-09,0.0
1925,1.2097995494286806e-08,1.0998177923937646e-09
1926,4.458455382660986e-09,1.1146138456652466e-09
1927,5.574612438330462e-09,2.2298449753321847e-09
1928,2.2852082448565625e-09,0.0
1929,8.912325100141061e-09,1.1140406375176326e-09
1930,8.402882833991043e-09,8.402882945013346e-09
1931,7.983749661377715e-09,2.2810713318222042e-09
1932,6.575722188983946e-09,0.0
1933,6.882397318719313e-09,0.0
1934,9.585264137967897e-09,1.1981580172459871e-09
1935,7.180970484910176e-09,0.0
1936,6.0623572828433225e-09,1.2124714565686645e-09
1937,0.0,0.0
1938,0.0,1.2965214457594243e-09
1939,9.176430282309411e-09,0.0
1940,2.5357829169792012e-09,0.0
1941,2.3612020783048138e-08,0.0
1942,0.0,0.0
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,6.4263723231761105e-09,0.0
1945,0.0,0.0
1946,4.1763312808029696e-09,1.3921104269343232e-09
1947,1.1920870957027319e-09,0.0
1948,4.348755133776194e-09,1.0871887834440486e-09
1949,0.0,9.817008317369869e-10
1950,3.190608444114673e-09,1.0635361480382244e-09
1951,4.264560704569931e-09,2.1322803522849654e-09
1952,1.0544803918932644e-09,1.0544803918932644e-09
1953,3.2321482157371406e-09,0.0
1954,9.772536113672459e-10,1.9545072227344917e-09
1955,3.754243138587299e-09,1.8771215692936494e-09
1956,2.616342476002842e-09,2.616342476002842e-09
1957,4.417518795207798e-09,4.417518795207798e-09
1958,4.1361216673863055e-09,2.4816730892496253e-09
1959,2.325224457422337e-09,1.5501495642666896e-09
1960,6.920833350854139e-10,6.920833350854139e-10
1961,1.3896318540318475e-09,8.33779090214648e-09
1962,4.43936931660005e-09,1.2683912808952869e-09
1963,2.5864212993553792e-09,5.1728425987107585e-09
1964,3.041984220075733e-09,1.034274621503073e-08
1965,2.188817349590977e-09,7.1136563306595235e-09
1966,2.215629901769489e-09,8.862519607077957e-09
1967,3.944268467392931e-09,7.888536934785861e-09
1968,7.63540694559417e-09,1.0330256650092906e-08
1969,4.5417578031781147e-10,9.537691525451919e-09
1970,2.2993625059530842e-09,2.2993624781975086e-09
1971,8.735275836002643e-09,7.193756701440179e-09
1972,1.0773308800615666e-08,7.182205497002769e-09
1973,1.6539611902288698e-09,4.9618833486420044e-09
1974,1.1251143350321513e-09,8.438357568252286e-09
1975,0.0,6.8537762132336866e-09
1976,2.856763492431469e-09,9.141642998145016e-09
1977,1.1753563677885381e-09,3.526069214387917e-09
1978,4.1584139465200565e-09,5.940591130126904e-09
1979,5.266775904289034e-09,2.3407893401383717e-09
1980,1.1370301367108482e-09,3.97960553399912e-09
1981,6.325549528618524e-10,1.2651099057237047e-09
1982,6.207502289967692e-10,1.8622506869903077e-09
1983,5.68378455412244e-09,8.841442245000053e-09
1984,4.059305780401701e-09,2.3196033982486597e-09
1985,4.210890747202711e-09,6.015558051686298e-10
1986,1.1988970927134801e-09,1.1988970927134801e-09
1987,4.888653482026939e-09,1.8332451112712533e-09
1988,1.1993107618124554e-09,4.797243047249822e-09
1989,3.2928733073589456e-09,1.6464366536794728e-09
1990,5.44865097484859e-10,5.44865097484859e-10
1991,5.861465202094962e-10,0.0
1992,0.0,1.65298330578878e-09
1993,4.431366051882435e-09,5.539207426075166e-10
1994,2.637463358823311e-09,2.1099706426497278e-09
1995,2.7112254663563817e-09,5.422450821690461e-10
1996,2.135236876199542e-09,0.0
1997,2.3974471297094624e-09,9.58978896292706e-10
1998,7.629006537612781e-09,0.0
1999,5.0272213059088244e-09,4.570201161957499e-10
2000,2.6508187866980393e-09,8.836062992401139e-10
2001,3.066848330846028e-09,4.3812117822561447e-10
2002,3.066854992184176e-09,0.0
2003,3.7502307925763034e-09,0.0
2004,4.404791253964646e-10,1.7619165015858584e-09
2005,0.0,1.8014998381943315e-09
2006,3.294311934354255e-09,2.4707338397433887e-09
2007,1.5977918155218873e-09,7.988958938831558e-10
2008,2.554463751636149e-09,3.405951826129794e-09
2009,1.907277002999308e-09,0.0
2010,3.3066551718974324e-09,0.0
2011,1.529588788962144e-09,1.529588788962144e-09
2012,5.7872298064864935e-09,1.3617010852229328e-09
2013,5.020424964641279e-09,2.789125042035323e-10
2014,3.897801192920269e-09,1.5158115873603606e-09
2015,9.752931795503628e-09,1.5516027351836215e-09
2016,7.2496901815100045e-09,1.4499380585064614e-09
2017,3.018733707449428e-09,2.0124890642847504e-09
2018,6.9699601645822895e-09,2.581466596041082e-09
2019,4.08158040698936e-09,1.2754939326953263e-09
