year,en_ADP ans_NOUN,en_ADP vents_NOUN
1905,3.818961596957493e-08,5.6768351130997985e-09
1906,4.012464094316215e-08,1.131720617220111e-08
1907,2.108565710923216e-08,5.142843484406967e-09
1908,2.6521501217402488e-08,1.6698722848929037e-08
1909,3.685658955809856e-08,1.1552065692921332e-08
1910,2.93928290595602e-08,5.3441505665219324e-09
1911,2.873001958558774e-08,1.1172785918667216e-08
1912,2.2400511667797218e-08,3.33402970786878e-08
1913,3.2348237311019545e-08,6.893886461689647e-09
1914,3.147469573860917e-08,4.687720711604726e-09
1915,2.591767644943843e-08,1.0602685396321476e-08
1916,2.7468654462126096e-08,4.394984820521586e-09
1917,2.960934575302332e-08,6.579854550103903e-09
1918,2.5270027848023346e-08,3.44591288836682e-09
1919,5.893022841929607e-08,4.603924241841639e-09
1920,3.7861158652674476e-08,1.1358347151713133e-08
1921,3.937828690903089e-08,2.27182422873895e-09
1922,2.9511741217458365e-08,1.2542490324118916e-08
1923,4.671017128643484e-08,9.554353308516284e-09
1924,1.675911143195208e-08,7.734974438733389e-09
1925,3.2994533993857544e-08,4.399271169575059e-09
1926,2.2292277579438746e-08,5.573069339348535e-09
1927,4.236705530846763e-08,5.574612438330462e-09
1928,2.627989537096198e-08,1.1426041446327417e-08
1929,1.893869105984436e-08,1.1140406375176326e-08
1930,1.8906487042613662e-08,1.365468438319084e-08
1931,2.9653928201867075e-08,1.0264820993199919e-08
1932,3.0686703178517405e-08,5.479768305782784e-09
1933,2.40883908375622e-08,1.3764794859483231e-08
1934,1.7972370258689807e-08,1.0783422155213884e-08
1935,3.351119381989065e-08,5.98414207075848e-09
1936,2.667437160042141e-08,3.6374143697059935e-09
1937,1.6368453148452033e-08,8.813782592653752e-09
1938,4.926781471681352e-08,6.482607339819424e-09
1939,2.2941075705773528e-08,9.176430282309411e-09
1940,2.7893612752905028e-08,2.5357829169792012e-09
1941,6.493305493293633e-08,2.3612020783048138e-08
1942,1.517105907566929e-08,2.1239483061208375e-08
1943,2.6129116648121453e-08,1.7419411690866582e-08
1944,2.5705489292704442e-08,2.8918675454292497e-08
1945,2.6142048081823077e-08,1.3071024707045353e-08
1946,2.645009899993056e-08,1.1136883415474585e-08
1947,2.7418003201162833e-08,4.7683483828109274e-09
1948,1.1959077061973744e-08,9.784699273041042e-09
1949,2.552422173618396e-08,7.853606653895895e-09
1950,2.339779547888554e-08,1.0635361036293034e-08
1951,2.345508343104541e-08,5.330700769690111e-09
1952,2.741649052229178e-08,4.2179215675730575e-09
1953,2.5857185836919427e-08,1.1851210013347213e-08
1954,1.3681550781186047e-08,9.772536557761669e-09
1955,1.5016972554349195e-08,9.385607846468247e-10
1956,1.3953826982771034e-08,1.0465369904011368e-08
1957,1.855357895097498e-08,4.417518795207798e-09
1958,2.2335056470978998e-08,4.1361216673863055e-09
1959,1.9376869220266713e-08,1.240119618106661e-08
1960,1.3841666590685975e-08,2.4915000340630655e-08
1961,2.0149661827950638e-08,2.08444772553662e-09
1962,8.87873902177816e-09,3.1709782577493684e-09
1963,2.069137072790994e-08,6.466053470433053e-09
1964,2.737785814721505e-08,4.258777774879263e-09
1965,3.1190647065137966e-08,7.11365660821528e-09
1966,2.3818021666066613e-08,3.3234448526542337e-09
1967,3.3526280418527676e-08,4.930335473218861e-09
1968,3.1439911063468884e-08,5.838840522187638e-09
1969,1.9529559247555284e-08,5.450109169524708e-09
1970,2.7132478319646935e-08,6.438215210957665e-09
1971,2.6205827285963323e-08,7.193756368373272e-09
1972,3.231992518060167e-08,4.617132176587546e-09
1973,3.087394190304238e-08,2.2052815684681093e-09
1974,2.418995898034737e-08,9.56347201430674e-09
1975,2.1703624231150798e-08,8.567220266542108e-09
1976,1.199840671262109e-08,5.7135269293517865e-09
1977,2.056873571465445e-08,7.052138428775834e-09
1978,2.6732660640682582e-08,3.564354700280603e-09
1979,1.5215130599877114e-08,5.266776126333639e-09
1980,1.9898026615283726e-08,4.548120546843393e-09
1981,2.3404533255888538e-08,8.223214442715232e-09
1982,1.3035755141999061e-08,4.345251713999687e-09
1983,1.7682884045910896e-08,8.209910862255754e-09
1984,2.2036232061317662e-08,7.538711210841598e-09
1985,2.0452897042666507e-08,6.015557829641693e-09
1986,2.2779044428489215e-08,6.593933954412989e-09
1987,3.727598285596656e-08,4.888653593049241e-09
1988,4.2575532321897924e-08,4.197587610832443e-09
1989,1.7013179198777095e-08,5.4881220679092735e-09
1990,4.685839771756406e-08,4.903785932874882e-09
1991,1.69982495301646e-08,1.0550637086215175e-08
1992,3.361065836759991e-08,2.7549720282848966e-09
1993,1.606370203521834e-08,7.200969598386564e-09
1994,1.8989735672825248e-08,7.3848970827405935e-09
1995,2.60277633890027e-08,8.133675954979935e-09
1996,2.829188883168854e-08,1.6014276571496566e-09
1997,2.733089898843133e-08,5.274383707565278e-09
1998,2.9085588382216088e-08,7.1521940592234046e-09
1999,2.1479946238356362e-08,2.7421207526856506e-09
2000,1.8555731395863972e-08,1.3254094488601709e-09
2001,1.7962967807649832e-08,3.94309060403053e-09
2002,2.0591740479414256e-08,7.009954394732176e-09
2003,2.2501383034612132e-08,5.8336921959778465e-09
2004,3.479785087856513e-08,6.6071870752359985e-09
2005,2.3869873078119497e-08,3.15262471684008e-09
2006,1.7295138099449048e-08,7.000412693969338e-09
2007,5.951774256773845e-08,4.393927360846206e-09
2008,2.2138686828210297e-08,6.811903485726134e-09
2009,1.4781396995289242e-08,2.384096253749135e-09
2010,8.030448139795254e-09,6.140930874920514e-09
2011,6.500752353089112e-09,3.4415748029203996e-09
2012,6.468080182564506e-09,4.425528388196653e-09
2013,6.972812660599459e-09,5.020424964641279e-09
2014,2.165445156521173e-09,7.362513668174309e-09
2015,4.876465897751814e-09,5.5414385163876645e-09
2016,4.556948124401217e-09,5.592618063099408e-09
2017,1.4590545660553289e-08,3.773417134311785e-09
2018,1.032586693927584e-08,5.421079862788503e-09
2019,1.989770437305083e-08,8.163161147045628e-09
