year,en_ADP allées_NOUN,en_ADP vallée_NOUN
1897,9.147940005505006e-08,7.399926094109333e-08
1898,6.790025963709923e-08,5.771521938147117e-08
1899,5.30647525920358e-08,7.738609575369537e-08
1900,6.592637191715767e-08,7.163653492625599e-08
1901,6.538824237622975e-08,6.594711976504186e-08
1902,4.713872669981356e-08,8.347482638448867e-08
1903,5.400220359774721e-08,7.39830201545999e-08
1904,7.416982583663412e-08,7.470728924374725e-08
1905,9.237759002189705e-08,1.2024568474267028e-07
1906,7.767718557261105e-08,1.1883066403095555e-07
1907,6.222840198688573e-08,8.742833601527167e-08
1908,6.581261402516247e-08,9.135183987041273e-08
1909,8.581534416407521e-08,9.351672447532877e-08
1910,6.840512867256621e-08,1.3253493413856177e-07
1911,7.448523575703803e-08,8.565802467330741e-08
1912,7.241095545396092e-08,7.449472333442841e-08
1913,7.954484715355647e-08,7.265095797182042e-08
1914,8.370929549528228e-08,6.897645699055488e-08
1915,4.476689596799588e-08,7.421880310332085e-08
1916,6.922100936890274e-08,3.186363928264768e-08
1917,7.786161404510494e-08,4.1672411299487067e-08
1918,4.5945505178224266e-08,5.743188236095875e-08
1919,9.392005040353979e-08,6.53757246116271e-08
1920,7.723676276327751e-08,5.982063155940409e-08
1921,7.724202077952214e-08,6.209652841926427e-08
1922,7.599273743608137e-08,8.041949806081305e-08
1923,6.369568694708505e-08,7.431163817628317e-08
1924,5.801231139912488e-08,6.703644839234357e-08
1925,6.158979459769398e-08,6.158979792836305e-08
1926,7.022067194384363e-08,6.241837613440993e-08
1927,7.135503921062991e-08,6.02058147780582e-08
1928,8.912311955100449e-08,9.369353792809676e-08
1929,8.466708578680482e-08,7.24126403284231e-08
1930,6.932378227020308e-08,6.827342424742255e-08
1931,5.5886246741465584e-08,7.071320951013149e-08
1932,6.356530946050043e-08,5.4797681947604815e-08
1933,5.1617981000617874e-08,1.6403047431445827e-07
1934,5.6313425034204556e-08,9.705079939692496e-08
1935,4.547948151412129e-08,9.933675748641235e-08
1936,4.4861444337129797e-08,2.0248273679968065e-07
1937,5.666003133342201e-08,8.561960374020572e-08
1938,5.963998717106733e-08,6.482607073365898e-08
1939,4.282334131744392e-08,1.2999943166391859e-07
1940,4.3108308034334186e-08,1.3946806376452514e-07
1941,2.9515025090631752e-08,8.264206963204401e-08
1942,1.0316320242509391e-07,7.282108382966612e-08
1943,2.9032351633873077e-08,1.6258117430112407e-07
1944,8.354284375400312e-08,8.996921074810871e-08
1945,8.496165548876888e-08,1.2417472827763731e-07
1946,8.213451252458981e-08,1.0023195073927127e-07
1947,9.298279479708071e-08,7.986983940888592e-08
1948,5.218506160531433e-08,8.045196664419052e-08
1949,8.63896758573901e-08,7.362756127005099e-08
1950,7.232046073113452e-08,1.0316300569357395e-07
1951,6.290227361205325e-08,5.8637708244546616e-08
1952,8.014050933979888e-08,1.7715270694829144e-07
1953,3.98631598841348e-08,1.2174424712796394e-07
1954,5.374894840315392e-08,1.847009380995246e-07
1955,6.288357212724804e-08,1.0605736600055593e-07
1956,4.971050771018781e-08,1.622132288492395e-07
1957,6.007825703591152e-08,1.3340907295544824e-07
1958,6.948684472263267e-08,1.414553645329164e-07
1959,5.813060965920158e-08,1.604404809008031e-07
1960,5.329041741219953e-08,8.374208310124587e-08
1961,5.072156383789661e-08,1.1256018295213721e-07
1962,5.327243357555744e-08,1.1415521872226719e-07
1963,4.78487933719407e-08,1.20915196855087e-07
1964,5.536411151751963e-08,1.2411295607916983e-07
1965,7.11365615302384e-08,7.38725844939836e-08
1966,6.037591759877614e-08,1.2241355151765276e-07
1967,4.930335606445624e-08,1.2325839171545283e-07
1968,7.545578739609482e-08,1.9313088195360706e-07
1969,5.495526878007695e-08,1.099105422230906e-07
1970,3.954903604608262e-08,1.2002672070132725e-07
1971,6.525764462139705e-08,1.7213631209322955e-07
1972,5.591860130493842e-08,1.5082631871221608e-07
1973,6.285052478460784e-08,1.6594743468267836e-07
1974,4.894247496167736e-08,1.3613883231844426e-07
1975,4.569184142155791e-08,1.6734637098281269e-07
1976,6.170608912725584e-08,1.3655329061945665e-07
1977,4.760193306196925e-08,1.4868257736111445e-07
1978,4.633661276898238e-08,1.9425733710498605e-07
1979,3.6867433550469286e-08,1.679516370423073e-07
1980,5.002932468300969e-08,2.1489869750368484e-07
1981,3.6055631369436014e-08,1.290412131038643e-07
1982,3.786576385778062e-08,1.5704980826924952e-07
1983,4.6101806816523094e-08,2.0272165235368789e-07
1984,4.871167291753409e-08,2.139834132108831e-07
1985,4.692135391337615e-08,1.8828696657369193e-07
1986,4.6756987615026446e-08,2.703512984592038e-07
1987,4.6442206524943686e-08,3.324284266748023e-07
1988,2.818380373525997e-08,2.956301059509059e-07
1989,4.719785096085616e-08,2.7989423512231326e-07
1990,4.086488303300939e-08,2.10317935123161e-07
1991,4.8650161232899336e-08,2.819364836037508e-07
1992,4.0773585396891576e-08,2.5180444596095697e-07
1993,8.14263501069945e-08,3.0244073112584147e-07
1994,4.483687732204089e-08,2.4422910488430816e-07
1995,5.368226396740283e-08,3.7035338218416314e-07
1996,3.95018808774239e-08,2.5462700037337527e-07
1997,4.267456077400311e-08,2.7330897767186e-07
1998,3.5284156041370807e-08,3.604705693938115e-07
1999,7.129514045800533e-08,2.4633383821637267e-07
2000,4.8156543641653116e-08,3.309105567339543e-07
2001,4.205963222148057e-08,5.235548163895487e-07
2002,3.6364138367162013e-08,2.497296165415719e-07
2003,3.958576755280774e-08,3.229365370671644e-07
2004,4.448839163728735e-08,4.343124109240648e-07
2005,2.8823997411109303e-08,2.1933260807571742e-07
2006,4.364963146485934e-08,2.791929358814116e-07
2007,3.395307501818934e-08,2.4566048778540406e-07
2008,4.044567702976565e-08,2.5374340045791755e-07
2009,2.9085974517784052e-08,2.570055728234877e-07
2010,3.070465481869178e-08,1.6249848311389314e-07
2011,2.7532598423363197e-08,2.256143469825389e-07
2012,3.7787206252914984e-08,2.0323388361109807e-07
2013,3.904775169871755e-08,1.8519790917492784e-07
2014,4.2442724890179306e-08,1.546127831320021e-07
2015,4.7213056575401424e-08,1.511704441209405e-07
2016,5.323343899021893e-08,1.9470596313020394e-07
2017,3.6224804489393136e-08,1.4892419175627225e-07
2018,4.646640050509632e-08,1.244266962241447e-07
2019,3.5458729286119706e-08,1.5535515229814223e-07
