year,en_ADP herbe_NOUN,en_ADP verbe_NOUN
1800,1.0784484629766666e-06,5.65949598296811e-08
1801,6.333945634651172e-07,1.381085894536227e-07
1802,4.0281122437590966e-07,4.2518962573012686e-08
1803,5.246412229098496e-07,5.851017448321727e-09
1804,6.500968083855696e-07,2.2246657849223084e-08
1805,3.809456075032358e-07,5.685755422035754e-09
1806,2.766402280585112e-07,3.1698361269150155e-08
1807,1.9643989901396708e-07,5.693910232196231e-09
1808,3.761682876302075e-07,3.172503681980743e-08
1809,8.584316004700554e-07,1.3554183553310395e-08
1810,3.2761775514700275e-07,1.8721014072298203e-08
1811,4.13667659238115e-07,1.2535384286138651e-08
1812,3.040617286842462e-07,8.00162425207418e-09
1813,2.386865673997818e-07,1.1502966579257645e-08
1814,4.625615304121311e-07,0.0
1815,1.4025562222741428e-07,3.236668177919455e-08
1816,3.3605255111979204e-07,4.6352077731626196e-09
1817,3.035903262116335e-07,1.556873407970727e-09
1818,4.077042774497386e-07,1.1921177378582115e-09
1819,2.0081037632735388e-07,3.1053151161586356e-09
1820,2.2071654370847682e-07,2.3732962262101864e-09
1821,2.4555106392654125e-07,4.930744035291923e-09
1822,2.0853281057497952e-07,1.303330066093622e-08
1823,4.832633635487582e-07,2.3718449093657057e-08
1824,2.2905426533270656e-07,7.57900142644985e-09
1825,2.4831348355291993e-07,8.805443485471187e-09
1826,1.964180569302698e-07,2.025836387531399e-08
1827,4.000296485173749e-07,7.373818444733615e-09
1828,2.7150011305820954e-07,3.210305266065916e-08
1829,3.8322096429510566e-07,8.57317605795771e-10
1830,3.12061388285656e-07,1.0436835840010872e-09
1831,4.630588250620349e-07,3.585977381703742e-08
1832,4.410769918195001e-07,1.3529969367098715e-09
1833,4.6682023935318284e-07,5.791814250422078e-09
1834,3.7338122638175264e-07,1.8669061851994684e-09
1835,4.053815132465388e-07,3.7059130875150004e-08
1836,5.040562314206909e-07,4.0324500405475305e-09
1837,4.557418549211434e-07,1.1132625488130543e-08
1838,3.907228161015297e-07,6.943378316748294e-09
1839,3.097223384429526e-07,4.194885327990505e-09
1840,4.032012839161325e-07,1.0828470564661075e-08
1841,5.605139108411095e-07,2.0545754875200828e-08
1842,3.8438358274106577e-07,8.720744570922534e-09
1843,3.3728463222360006e-07,5.316219964246471e-09
1844,3.7871072322559485e-07,7.683985892015244e-09
1845,3.682950477923441e-07,1.785672942844485e-08
1846,4.0630240505379334e-07,1.5807153141977892e-08
1847,3.079530834781963e-07,1.0786447290911383e-08
1848,4.0628370967521477e-07,4.02261068899179e-09
1849,3.14228060460664e-07,1.8434712423243127e-08
1850,4.2499115693317435e-07,7.467895635215882e-09
1851,4.411416212324326e-07,5.159551008659946e-09
1852,3.561268329121958e-07,3.2552727180501506e-09
1853,4.0967452719087305e-07,7.166318205520383e-09
1854,3.444725393819681e-07,8.313063126763609e-09
1855,4.1234901360098775e-07,1.3798036491152743e-08
1856,3.7379307443741183e-07,1.9155600217146684e-08
1857,3.5781462770501093e-07,2.2943092758964667e-08
1858,4.1596246092012734e-07,2.7404584823642608e-08
1859,4.5371265855465026e-07,3.055304009791371e-09
1860,4.792311756318668e-07,8.696649511641397e-09
1861,3.909534029844508e-07,1.2733102128237306e-08
1862,3.343309913361736e-07,1.1294966073549517e-08
1863,3.9007987651107356e-07,2.796987619291258e-08
1864,4.876238207662809e-07,2.0617329621330782e-08
1865,3.991403900727164e-07,6.118897888374164e-09
1866,4.6271979253775797e-07,5.352174259343201e-09
1867,4.4742921545548597e-07,4.367530337390235e-09
1868,5.409161939473606e-07,1.9265508299781686e-08
1869,4.7614312848054396e-07,2.392924325356205e-08
1870,4.793664629687555e-07,2.3509600044491208e-08
1871,4.2484708262513493e-07,3.611200227737754e-08
1872,3.6525930180442145e-07,3.446983309896012e-08
1873,3.0708201848028693e-07,1.1373408881354408e-08
1874,3.9014196318021277e-07,3.9432419274287867e-08
1875,3.4958531125450776e-07,1.3159512035620935e-08
1876,4.6372932160920755e-07,1.9347248025880504e-08
1877,4.960222351746424e-07,2.0409893108919164e-08
1878,3.9193685097416164e-07,7.850815109122777e-09
1879,4.5575566787192656e-07,2.5659166791314192e-08
1880,4.287121211365985e-07,1.8611753693775768e-08
1881,4.2811197431547043e-07,1.743126809561346e-08
1882,4.7586004825461714e-07,1.6638463051776853e-08
1883,4.1897217784026e-07,6.319338829996468e-09
1884,3.7431621535688464e-07,2.2445768799173038e-08
1885,4.505499228146803e-07,7.090199094506033e-09
1886,4.9627135773056e-07,2.7104548161460684e-08
1887,5.471238750942575e-07,1.9586773092328258e-08
1888,5.338797564036213e-07,1.5851536527833332e-08
1889,4.4106562313572795e-07,1.2530273707511697e-08
1890,3.729445892663996e-07,1.1797895993481688e-08
1891,4.124120493997907e-07,5.099376032546843e-09
1892,4.0870699535844324e-07,9.402768341715273e-09
1893,4.2924162357849127e-07,1.6011883430255835e-08
1894,3.711606666456646e-07,2.520615716150587e-09
1895,4.495905159274116e-07,1.3240951446391591e-08
1896,4.275346058291163e-07,7.076434549446731e-09
1897,4.2942877842566674e-07,1.1070756089637257e-08
1898,4.0626989061820495e-07,1.7540900287826844e-08
1899,3.703477489125362e-07,2.266307141951529e-08
1900,5.351975902456729e-07,7.26747462209687e-09
1901,3.811520059571194e-07,9.500856157362847e-09
1902,3.9134963003562007e-07,1.1293652957267142e-08
1903,3.483142074767187e-07,1.5660638563730345e-08
1904,3.4827572115148087e-07,7.524475265086039e-09
1905,3.9170161647561486e-07,6.708986699521802e-09
1906,3.606073443185309e-07,1.3374879648253568e-08
1907,4.325131399696147e-07,1.6457098572786322e-08
1908,4.96050302389861e-07,1.4243028312321826e-08
1909,4.2687633283744475e-07,1.320236053814483e-08
1910,4.419612497086334e-07,1.5498037075900584e-08
1911,4.511677332841302e-07,2.287760969554853e-08
1912,5.178164617092307e-07,1.614920641657136e-08
1913,4.534056188276736e-07,2.3333154741678186e-08
1914,4.158677984200665e-07,2.6117299656291948e-08
1915,2.6860138291340263e-07,1.0602685729388384e-08
1916,3.812649254086864e-07,5.493730803607377e-09
1917,5.220018124418857e-07,1.2063066989753679e-08
1918,3.801990544616274e-07,1.378365155346728e-08
1919,4.6867947389728215e-07,1.749491218561161e-08
1920,4.3616054767880996e-07,1.4387239843927091e-08
1921,3.7106462968949927e-07,1.4388220503924742e-08
1922,4.028352691420878e-07,1.3280283539529592e-08
1923,5.775075599956381e-07,2.1231896685236507e-08
1924,4.911709083899041e-07,1.675911143195208e-08
1925,4.344280397639011e-07,8.798542339150117e-09
1926,5.104931514177125e-07,2.5636118672345276e-08
1927,5.630358312913586e-07,1.6723836981924478e-08
1928,5.09601447262753e-07,1.3711249802206282e-08
1929,4.901778680732605e-07,8.912325100141061e-09
1930,5.283312596304768e-07,2.3107928570631486e-08
1931,5.132410585417801e-07,1.1405356659111021e-08
1932,4.186543027806522e-07,1.4247398039124448e-08
1933,4.381792848562327e-07,3.785318369864399e-08
1934,4.301387388494504e-07,1.3179738189705859e-08
1935,4.23677268379663e-07,5.98414207075848e-09
1936,5.225751933402023e-07,8.487300195980652e-09
1937,4.608349132295686e-07,1.888667711114067e-08
1938,4.91381603406893e-07,2.9819993141444456e-08
1939,4.5729211706202477e-07,4.588215141154706e-09
1940,4.894060907645326e-07,0.0
1941,6.729425656715193e-07,2.3612020783048138e-08
1942,6.735950393021994e-07,1.5171058853624686e-08
1943,9.116158441457856e-07,3.193558706371391e-08
1944,6.844086311019737e-07,1.927911696952833e-08
1945,5.707680799105219e-07,1.9606536838523425e-08
1946,6.194891435384875e-07,2.3665878146061914e-08
1947,6.651845771976639e-07,3.9338873492056337e-08
1948,7.947350244563722e-07,4.2400363442496314e-08
1949,5.713499122705912e-07,1.8652316025047355e-08
1950,6.221686321694619e-07,4.679559073572648e-08
1951,6.748667047418166e-07,1.5992102975204148e-08
1952,6.063261994704305e-07,2.2144087452602434e-08
1953,5.462330374683688e-07,1.185120990232491e-08
1954,7.974389575338137e-07,1.7590564560521216e-08
1955,9.18850998843368e-07,1.8771215692936494e-08
1956,9.174640833720105e-07,2.0930738919844316e-08
1957,6.970844950160426e-07,2.47381048978923e-08
1958,6.601249999960146e-07,4.963345967556876e-08
1959,5.8285623349974e-07,1.08510470497869e-07
1960,7.169983540222802e-07,2.076249971949551e-08
1961,7.114915276940081e-07,4.16889545107324e-08
1962,5.821915953774237e-07,4.2491108631637076e-08
1963,6.40139263374806e-07,2.5864212549464582e-08
1964,6.795792657499078e-07,5.049693596603788e-08
1965,7.792189773425662e-07,4.322914382015597e-08
1966,6.286849716374832e-07,4.043524581831548e-08
1967,6.019939919887918e-07,3.106111412520818e-08
1968,6.144256801121628e-07,4.626158300879979e-08
1969,5.2684388340829e-07,3.6334062758491825e-08
1970,5.927756561163733e-07,6.438215027770866e-08
1971,5.909157216876793e-07,3.494110201174294e-08
1972,8.475002371000073e-07,4.001514408713547e-08
1973,6.836372641316757e-07,4.0246387555953334e-08
1974,6.401900423114171e-07,3.2065758159838254e-08
1975,8.030341351883408e-07,3.712461982274817e-08
1976,6.450571683469519e-07,3.8280629999221105e-08
1977,8.262755164523128e-07,3.4673012905273026e-08
1978,8.132669782057178e-07,5.287126425557176e-08
1979,7.712900926826194e-07,6.144572006760995e-08
1980,7.38501100272515e-07,5.400893332563328e-08
1981,7.850007115450808e-07,4.427884725544118e-08
1982,8.169072893693397e-07,4.8418519416060235e-08
1983,8.10886565894009e-07,4.10495557545687e-08
1984,8.547738445940922e-07,4.813176968099242e-08
1985,7.663820742465077e-07,4.511668594275875e-08
1986,1.01067029767421e-06,5.0353677005787745e-08
1987,9.844526083213623e-07,4.9497617782279235e-08
1988,8.587065103426994e-07,4.3175186981159186e-08
1989,1.0674398005505736e-06,5.488122134522655e-08
1990,1.0325194104154889e-06,5.0127588302473214e-08
1991,9.501435371817024e-07,3.985796337424574e-08
1992,9.262215865390999e-07,6.942529573450429e-08
1993,1.0175523570410405e-06,3.268132298117621e-08
1994,8.22361057473131e-07,4.800183361908239e-08
1995,1.1235317787239296e-06,7.537206325736179e-08
1996,1.0291841530118973e-06,6.085425141577616e-08
1997,9.872688089274106e-07,4.986690260722071e-08
1998,8.859183873166643e-07,4.1959536734026415e-08
1999,9.830502820662446e-07,4.8901151572522394e-08
2000,9.816866528566948e-07,6.627047088869631e-08
2001,9.174257602495572e-07,5.827011628767309e-08
2002,1.012500289832019e-06,6.352771286799452e-08
2003,9.383910528626416e-07,7.750476349599467e-08
2004,8.994583651222854e-07,5.329797314601592e-08
2005,1.0074887377697905e-06,3.918262159174901e-08
2006,9.907643299111868e-07,6.012119113663061e-08
2007,1.125644327082398e-06,5.2727129773444403e-08
2008,1.3202319966154619e-06,5.236650668649645e-08
2009,1.2568955827241268e-06,6.007922714879044e-08
2010,1.3207725384489777e-06,4.2041757186694895e-08
2011,1.542590309711045e-06,5.238841493948598e-08
2012,1.5342966541709302e-06,3.199997633540619e-08
2013,1.2534328464042233e-06,2.5659950053658065e-08
2014,1.2877902015873133e-06,2.8150788144998273e-08
2015,1.2840621792520324e-06,3.214034238752106e-08
2016,1.1752783279916912e-06,2.7755955755992545e-08
2017,1.1622124329591088e-06,2.8677968888501937e-08
2018,1.2166452645345771e-06,4.156161259594171e-08
2019,1.2106988336313407e-06,2.142829708118299e-08
