year,en_ADP eaux_NOUN,en_ADP veau_NOUN
1800,2.358123420975744e-07,2.861189756231397e-07
1801,2.524053570596152e-07,1.3334621939975477e-07
1802,2.5735161557349784e-07,6.847790814390464e-07
1803,1.1331471370112922e-06,1.053183189547724e-07
1804,4.696516728852629e-07,1.2112069280867388e-07
1805,5.34461003454112e-07,4.378031688290207e-07
1806,2.7087691023552907e-07,3.5156364663890827e-07
1807,3.074711401040986e-07,2.1636859059981361e-07
1808,2.5153420679657756e-07,2.8779140670565084e-07
1809,2.710836657371374e-07,2.1234886560250743e-07
1810,3.1825722945910684e-07,4.890864833129172e-07
1811,3.4096243783920954e-07,2.7828550974717814e-07
1812,2.667208347517658e-07,7.334822456073198e-07
1813,2.0992914051554123e-07,3.997280941803183e-07
1814,2.580275122454623e-07,1.7936059748535627e-07
1815,2.5623624266835066e-07,3.020890346761007e-07
1816,2.062667476820934e-07,2.2944278477154967e-07
1817,2.2107602470899934e-07,1.5724421142948586e-07
1818,1.9908365556098317e-07,7.534184167656832e-07
1819,3.3226870055358404e-07,1.666519011678247e-07
1820,2.1003671690777992e-07,6.562164003298676e-07
1821,2.031466594942799e-07,4.605315098160645e-07
1822,1.5439448475262907e-07,1.373509377344817e-07
1823,1.2649839309375466e-07,5.761606431953226e-07
1824,1.9621192581809055e-07,3.0400217454484846e-07
1825,1.787504968486786e-07,4.1649746540528554e-07
1826,2.3164999207736514e-07,2.624779256166221e-07
1827,2.0185828181196186e-07,2.617705430196793e-07
1828,1.751909479708047e-07,1.72439257539736e-07
1829,2.1518671777798204e-07,1.8689523528792051e-07
1830,1.8890672803806297e-07,2.3587249287082557e-07
1831,2.7908258548592357e-07,2.401045742228547e-07
1832,3.368962495642336e-07,1.4477067211693395e-07
1833,2.536814502906992e-07,2.0618858442844612e-07
1834,1.7455573142477476e-07,1.1948199585276598e-07
1835,2.2008586597621616e-07,3.6075929443768473e-07
1836,1.854926970912274e-07,2.4463529424423314e-07
1837,1.8507989274496595e-07,4.188650479797218e-07
1838,2.057764847407384e-07,5.851373998666531e-07
1839,2.551888466095775e-07,2.852521920893025e-07
1840,1.0828470919932442e-07,5.102120524957954e-07
1841,1.8491180320268086e-07,3.47351666984963e-07
1842,1.677066228111812e-07,7.627297122780874e-07
1843,2.0615119794564762e-07,2.3745782584683184e-07
1844,1.9374621373913214e-07,2.3655698555558047e-07
1845,1.696389348992966e-07,8.091330802040275e-07
1846,2.1603110056389596e-07,5.07585246722897e-07
1847,1.526282265018608e-07,4.3846908504008297e-07
1848,3.07327463255902e-07,8.302668561555038e-07
1849,2.1618890544417013e-07,9.175459467769542e-07
1850,1.5003680609027015e-07,3.9376177962680003e-07
1851,2.347595637886002e-07,3.869663187661132e-07
1852,2.8841716326333255e-07,7.311342642424279e-07
1853,2.3589130093704114e-07,4.216183935312756e-07
1854,2.202961661978975e-07,4.026639919274544e-07
1855,1.9529528572093113e-07,4.83992668165456e-07
1856,1.7602443536102186e-07,5.570655661202295e-07
1857,1.7768692828212806e-07,5.457526939256496e-07
1858,1.1842696068242731e-07,9.802033060779536e-07
1859,2.1896344959415615e-07,8.356256548935903e-07
1860,2.2657060874675672e-07,1.4688183540556565e-06
1861,2.0090005414807877e-07,1.4459144292988668e-06
1862,2.177669320979625e-07,3.1942163053466643e-07
1863,2.062778469147375e-07,7.372060437660366e-07
1864,2.1624223289773425e-07,5.39886343631224e-07
1865,1.8968582082834473e-07,4.7115511847550806e-07
1866,1.965707678852624e-07,9.522004233986081e-07
1867,2.406994568104892e-07,7.094810214880454e-07
1868,2.7317504580626206e-07,3.606108019971188e-07
1869,1.982708842662717e-07,3.735892235567917e-07
1870,2.339491849134845e-07,3.4748335231427063e-07
1871,1.561313054398994e-07,3.0376565973710967e-07
1872,2.2677521704927983e-07,1.0449801820522353e-06
1873,3.63949070603109e-07,4.226119161288011e-07
1874,2.0014940327328645e-07,2.419716622625856e-07
1875,1.8080025182554138e-07,7.94147969940262e-07
1876,2.0919211096703805e-07,5.157250835274851e-07
1877,2.739873469215226e-07,5.621997725135941e-07
1878,3.7261177632252895e-07,2.0092048118591777e-06
1879,2.736977664508089e-07,9.738264452607837e-07
1880,2.182067788680797e-07,8.490810823325035e-07
1881,3.221298540134754e-07,5.626813504022721e-07
1882,2.555667919512672e-07,3.0548216356507396e-07
1883,2.622525638873441e-07,7.899173510850233e-07
1884,3.9082045955041167e-07,4.39673005558916e-07
1885,3.5322082769795315e-07,3.454860800111703e-06
1886,3.0331280659323667e-07,1.5940055573260281e-06
1887,3.597437401858805e-07,1.8600905729027062e-06
1888,3.322482216017164e-07,1.5959327583914273e-06
1889,4.0096875753015127e-07,8.075761002146464e-07
1890,3.742554722241387e-07,7.878372798586497e-07
1891,3.2189812004812524e-07,3.601434457323194e-07
1892,4.0557275227115497e-07,9.045463504886442e-07
1893,3.9044360389262067e-07,8.215327511607029e-07
1894,3.8124313794796194e-07,6.005366677275248e-07
1895,3.334312401737094e-07,4.851003354566785e-07
1896,3.6915402534809516e-07,4.965298494585824e-07
1897,4.07287282677693e-07,4.5215295829681423e-07
1898,3.825047872885179e-07,6.507108063491529e-07
1899,4.151211463465643e-07,4.195432108389241e-07
1900,4.324147226952846e-07,5.59595525362333e-07
1901,4.7057182750442905e-07,4.0630132880359326e-07
1902,4.4094348128354e-07,2.749759041020816e-07
1903,5.346217943902332e-07,3.3481364969389915e-07
1904,5.213386184976798e-07,3.617122672494588e-07
1905,4.391805981107666e-07,3.1945099882024763e-07
1906,5.267645146744826e-07,2.556659790542426e-07
1907,4.386845383619331e-07,3.178277161453025e-07
1908,3.934022714258134e-07,2.7503778188275874e-07
1909,3.850688519158041e-07,6.661690992171287e-07
1910,3.7141846476185236e-07,3.12098398347338e-07
1911,3.963678709695273e-07,5.58107240200556e-07
1912,3.1725375282398716e-07,2.2921453596280728e-07
1913,3.855273434938411e-07,2.524222963984357e-07
1914,6.375300076744139e-07,5.350698444317459e-07
1915,3.4399825743491874e-07,1.590402831652682e-07
1916,3.8016619030578624e-07,1.6371318722896433e-07
1917,5.658675235054034e-07,3.8930808021753194e-07
1918,5.099950879383641e-07,2.1938978100877193e-07
1919,5.672034761872169e-07,2.9188879580033245e-07
1920,5.550446107172036e-07,2.9380260002653813e-07
1921,5.141895541571628e-07,2.597452350983076e-07
1922,3.5782986773646996e-07,2.2945378930216975e-07
1923,3.184784369558713e-07,3.121088680835271e-07
1924,3.5709799539596077e-07,2.849049102193746e-07
1925,4.685223924383308e-07,3.684389524583054e-07
1926,5.04920076971338e-07,3.354987541115406e-07
1927,4.4819885358649003e-07,4.816465093426814e-07
1928,4.490434277748534e-07,2.410894808235753e-07
1929,5.926696364788597e-07,2.57343373277763e-07
1930,4.516549390043423e-07,3.403167476712099e-07
1931,4.7218176835173153e-07,2.5205838571906725e-07
1932,4.679722247491469e-07,1.9836761078195764e-07
1933,4.347380988534155e-07,2.477662921496204e-07
1934,3.9898663040105475e-07,5.271895258118775e-07
1935,3.8896924436926383e-07,1.9149254626427137e-07
1936,3.297922255285357e-07,2.388568716149564e-07
1937,5.099403077579723e-07,4.557984742969978e-07
1938,5.108294457434326e-07,1.7373387706243193e-07
1939,4.7411555925691573e-07,1.5905811778793577e-07
1940,5.629437884735466e-07,1.3186071612381056e-07
1941,3.423743151209635e-07,3.010532623193285e-07
1942,3.1859223770247524e-07,2.2756587725325517e-07
1943,3.367752867688978e-07,1.7709734834170376e-07
1944,3.630900380358071e-07,8.675602991559117e-08
1945,4.095587566865788e-07,1.612093001313042e-07
1946,3.3828283996228947e-07,1.9907179193978664e-07
1947,3.564340396167154e-07,1.3828210398969532e-07
1948,5.196762407067013e-07,3.598594844334002e-07
1949,5.438622689979411e-07,1.4529172331911866e-07
1950,4.7008297099360163e-07,2.520580637543901e-07
1951,5.458637639677022e-07,1.535241804795362e-07
1952,6.516689001756504e-07,1.370824520563474e-07
1953,7.175369067802251e-07,1.4975620388213429e-07
1954,7.163268911369869e-07,1.7199663360223383e-07
1955,4.814816754183937e-07,1.6237101396754383e-07
1956,8.729862583933823e-07,1.3343346960681401e-07
1957,6.458412817877957e-07,1.9790484273585207e-07
1958,6.047010234766503e-07,1.8447102601015786e-07
1959,5.844063851734305e-07,4.154400778944023e-07
1960,6.637078948656949e-07,2.643758441056576e-07
1961,7.205240937224744e-07,1.479957916217245e-07
1962,6.836629276030237e-07,1.5728051327990045e-07
1963,5.72892338901454e-07,1.3643372387406316e-07
1964,5.883197442546617e-07,1.7400150115198798e-07
1965,5.198441286324851e-07,2.3475066268652256e-07
1966,5.971122352121938e-07,1.4013859073180868e-07
1967,7.913188326824638e-07,2.7757790310722896e-07
1968,6.777546541769652e-07,1.4538712859168967e-06
1969,5.250271744028367e-07,1.7803690693929397e-07
1970,5.509272362758111e-07,2.078623702050919e-07
1971,6.433273935790851e-07,1.484996837719521e-07
1972,7.284808272167709e-07,2.072579348144643e-07
1973,6.505580549820422e-07,3.1976580672221644e-07
1974,5.63682276411015e-07,1.8564387005426397e-07
1975,5.87711319610662e-07,1.4792733793456136e-07
1976,5.667818649968126e-07,1.6512092315679183e-07
1977,5.782753529359752e-07,1.7395274198861443e-07
1978,5.500987743101149e-07,1.5861378699355555e-07
1979,6.636137994675551e-07,2.8791708928110893e-07
1980,6.861976715732965e-07,1.8476740137884917e-07
1981,6.490014068383232e-07,2.0937569544798862e-07
1982,6.275784931730755e-07,2.7499234533934214e-07
1983,6.384784345669914e-07,1.4462074204857345e-07
1984,7.463324180889686e-07,1.4729481279118772e-07
1985,6.719378427000322e-07,1.7384963058031389e-07
1986,5.940534943960074e-07,1.948207773438959e-07
1987,6.99077462140707e-07,1.552147502192902e-07
1988,6.02053999987362e-07,5.097070640003309e-07
1989,7.617513873015014e-07,3.913030991453681e-07
1990,6.631008142576889e-07,1.667287168327647e-07
1991,7.725411350634204e-07,2.754888553946344e-07
1992,6.650502832883376e-07,1.1625982465623963e-07
1993,6.586117771156808e-07,1.5343604786721698e-07
1994,4.821282986178232e-07,1.1182844150692262e-07
1995,5.341113797907582e-07,2.7491826565251287e-07
1996,7.377243234074626e-07,1.5213562587490514e-07
1997,7.37934247041494e-07,3.0111936000221107e-07
1998,5.55010232661246e-07,1.7355990356016093e-07
1999,5.242020931217617e-07,1.8326507147947702e-07
2000,6.794932208009641e-07,1.524220891724326e-07
2001,7.084419569869382e-07,1.472087102771802e-07
2002,5.450239475290886e-07,2.2168980551295903e-07
2003,6.746248262246013e-07,1.7959438347592283e-07
2004,5.347416616174883e-07,2.360968096581928e-07
2005,6.38631713734128e-07,1.6078386466666927e-07
2006,5.793871101777981e-07,1.9477619250807265e-07
2007,7.118162305141951e-07,1.5498580269168727e-07
2008,7.625074589512337e-07,1.7625799939025022e-07
2009,5.407130330148391e-07,8.24897319340323e-08
2010,5.777198657241911e-07,7.794258377602503e-08
2011,6.412800903077276e-07,5.46828005099087e-08
2012,6.423824953083468e-07,6.876590388782411e-08
2013,5.645189153913321e-07,7.195942292037572e-08
2014,4.993516751206073e-07,8.293655087698859e-08
2015,5.153537759872151e-07,8.13483149314509e-08
2016,5.056141048065399e-07,8.678914720228192e-08
2017,6.065138782318513e-07,3.7231047855801336e-08
2018,6.172287043693103e-07,6.711813621551599e-08
2019,6.140227624129579e-07,6.275429598190385e-08
