year,aucun_DET an_NOUN,aucun_DET vent_NOUN
1925,1.0998177923937646e-09,4.7292165294976485e-08
1926,0.0,3.6782256351841625e-08
1927,2.2298449753321847e-09,4.4596897730286855e-08
1928,0.0,4.4561562440037505e-08
1929,1.1140406375176326e-09,4.3447585973410696e-08
1930,2.100720708497761e-09,3.2561171536826805e-08
1931,4.5621426636444085e-09,3.079446297959976e-08
1932,1.0959536611565568e-09,6.356531390139253e-08
1933,0.0,5.964744520525755e-08
1934,0.0,4.313368862085554e-08
1935,1.196828414151696e-09,3.8298510141032693e-08
1936,0.0,2.42494295754625e-08
1937,0.0,3.777335377819213e-08
1938,0.0,2.3337386023669637e-08
1939,0.0,4.8940959729293354e-08
1940,0.0,3.550096039361961e-08
1941,0.0,4.132103725851266e-08
1942,3.034211770724937e-09,4.8547388331598995e-08
1943,0.0,4.064529379732562e-08
1944,0.0,4.819779420017767e-08
1945,0.0,3.921307190069001e-08
1946,0.0,3.897909284233947e-08
1947,1.1920870957027319e-09,6.079644343515156e-08
1948,0.0,3.6964420191409886e-08
1949,9.817008317369869e-10,2.3560819961687685e-08
1950,1.0635361480382244e-09,3.828730044119766e-08
1951,0.0,3.0918064553020486e-08
1952,0.0,4.2179214787552155e-08
1953,0.0,3.5553630262086244e-08
1954,0.0,4.593091951221595e-08
1955,9.385607846468247e-10,4.3173797426021565e-08
1956,8.72114158667614e-10,3.575667939514915e-08
1957,8.835037701437898e-10,2.8272119978467458e-08
1958,8.272243445794913e-10,3.8879544250747244e-08
1959,7.750747821333448e-10,4.1854037569066804e-08
1960,6.920833350854139e-10,3.668041514970355e-08
1961,0.0,4.238377115939329e-08
1962,0.0,4.756467220090599e-08
1963,2.5864212993553792e-09,3.297687189984799e-08
1964,6.083968329129164e-10,3.041984175666812e-08
1965,1.0944086747954884e-09,2.6265809083270142e-08
1966,1.1078149508847446e-09,2.9357095865378824e-08
1967,9.860671168482327e-10,4.289391908329776e-08
1968,0.0,4.311759305153373e-08
1969,9.083515606356229e-10,3.406318338505798e-08
1970,9.197450023812337e-10,3.724967356788511e-08
1971,2.0553589941130213e-09,4.162101951976638e-08
1972,0.0,3.642404244885711e-08
1973,2.2052815684681093e-09,2.536073706593811e-08
1974,0.0,2.812785782069227e-08
1975,0.0,3.7695769616874486e-08
1976,2.285410749536254e-09,1.542652272590317e-08
1977,5.876781838942691e-10,2.291944900534304e-08
1978,5.940591352171509e-10,3.683166749368638e-08
1979,0.0,2.691907807772509e-08
1980,1.1370301367108482e-09,2.217208772137269e-08
1981,6.325549528618524e-10,2.6567307909175497e-08
1982,1.2415004579935385e-09,2.7313010408924754e-08
1983,0.0,3.726036545970146e-08
1984,0.0,3.7693555832163383e-08
1985,0.0,2.8874678648094232e-08
1986,0.0,4.1961399688261736e-08
1987,1.8332451112712533e-09,3.5442737633673005e-08
1988,1.798966087207532e-09,3.1182080029168446e-08
1989,0.0,2.4147736699120514e-08
1990,5.44865097484859e-10,1.8525413647552114e-08
1991,0.0,3.16519122023351e-08
1992,0.0,3.1406681699763794e-08
1993,1.6617622278225497e-09,2.8803879281724676e-08
1994,2.1099706426497278e-09,2.215469208088905e-08
1995,0.0,2.548551858438941e-08
1996,1.067618438099771e-09,3.629902511903538e-08
1997,9.58978851883785e-09,3.883864652109992e-08
1998,4.768129224785866e-10,3.480734367400373e-08
1999,9.140402323914998e-10,2.1936966021485205e-08
2000,0.0,3.5344252857782976e-08
2001,8.762423564512289e-10,3.242096813238504e-08
2002,0.0,3.9430993137301584e-08
2003,0.0,3.7502307037584615e-08
2004,8.809582507929292e-10,3.347641408524282e-08
2005,1.3511248786457486e-09,4.2785619491780835e-08
2006,4.1178899179428186e-10,3.211954102688708e-08
2007,0.0,3.595031605740928e-08
2008,0.0,3.7039725064857976e-08
2009,0.0,3.385416746937153e-08
2010,0.0,5.337886133105485e-08
2011,0.0,4.206369208503702e-08
2012,0.0,4.8340388580925264e-08
2013,0.0,6.917030148656522e-08
2014,4.330890368553497e-10,7.124314826967293e-08
2015,8.86630172058922e-10,7.07087552953567e-08
2016,2.0713400439298368e-10,7.083983000200078e-08
2017,0.0,6.439964828075517e-08
2018,0.0,6.969960253400131e-08
2019,0.0,5.994821261623429e-08
